n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,1.0,0.21325159072875977,69.3,360p,30,JPEG,host,172.27.143.164,0.14364981651306152,172.27.143.164,0.04084181785583496,2,1.0,0.252,2,1.0,0.252,0,0.004,0.0027002105189902047,0,0.004,0.0027002105189902047,host,172.27.143.164,0.06960177421569824,172.27.143.164,0.03397321701049805,2,1.0,0.5557500000000001,2,1.0,0.5557500000000001,2,0.008,0.007152674734490069,2,0.008,0.007152674734490069
2,2.0,0.1807483434677124,69.3,360p,30,JPEG,host,172.27.143.164,0.13532114028930664,172.27.143.164,0.042238712310791016,2,1.0,0.252,2,1.0,0.252,0,0.004,0.0027002105189902047,0,0.004,0.0027002105189902047,host,172.27.143.164,0.04542720317840576,172.27.143.164,0.030784964561462402,2,1.0,0.5557500000000001,2,1.0,0.5557500000000001,2,0.008,0.007152674734490069,2,0.008,0.007152674734490069
3,3.0,0.17992937564849854,69.3,360p,30,JPEG,host,172.27.143.164,0.13348042964935303,172.27.143.164,0.040543317794799805,2,1.0,0.24925,2,1.0,0.24925,0,0.004,0.002947762956114123,0,0.004,0.002947762956114123,host,172.27.143.164,0.04644894599914551,172.27.143.164,0.032502055168151855,2,1.0,0.851,2,1.0,0.851,2,0.008,0.007262532342129399,2,0.008,0.007262532342129399
4,4.0,0.18980944156646729,69.3,360p,30,JPEG,host,172.27.143.164,0.13475310802459717,172.27.143.164,0.03927731513977051,2,1.0,0.2525,2,1.0,0.2525,0,0.004,0.002947762956114123,0,0.004,0.002947762956114123,host,172.27.143.164,0.05505633354187012,172.27.143.164,0.03446507453918457,2,1.0,0.8325,2,1.0,0.8325,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
5,5.0,0.17845463752746582,69.3,360p,30,JPEG,host,172.27.143.164,0.13415050506591797,172.27.143.164,0.04513835906982422,2,1.0,0.25125,2,1.0,0.25125,0,0.004,0.002949254235855833,0,0.004,0.002949254235855833,host,172.27.143.164,0.04430413246154785,172.27.143.164,0.03346383571624756,2,1.0,0.87275,2,1.0,0.87275,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
6,6.0,0.17664968967437744,69.9,360p,30,JPEG,host,172.27.143.164,0.13563156127929688,172.27.143.164,0.03933238983154297,2,1.0,0.25125,2,1.0,0.25125,0,0.004,0.002949254235855833,0,0.004,0.002949254235855833,host,172.27.143.164,0.041018128395080566,172.27.143.164,0.03221762180328369,2,1.0,0.87275,2,1.0,0.87275,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
7,7.0,0.1763547658920288,69.9,360p,30,JPEG,host,172.27.143.164,0.13352727890014648,172.27.143.164,0.04404473304748535,2,1.0,0.243,2,1.0,0.243,0,0.004,0.00295273388858649,0,0.004,0.00295273388858649,host,172.27.143.164,0.042827486991882324,172.27.143.164,0.03212165832519531,2,1.0,0.9315000000000001,2,1.0,0.9315000000000001,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
8,8.0,0.19500494003295898,69.9,360p,30,JPEG,host,172.27.143.164,0.13424575328826904,172.27.143.164,0.03943049907684326,2,1.0,0.25125,2,1.0,0.25125,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.06075918674468994,172.27.143.164,0.031196951866149902,2,1.0,0.6367499999999999,2,1.0,0.6367499999999999,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
9,9.0,0.1796860694885254,69.9,360p,30,JPEG,host,172.27.143.164,0.1347295045852661,172.27.143.164,0.03961288928985596,2,1.0,0.25025,2,1.0,0.25025,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.04495656490325928,172.27.143.164,0.031174182891845703,2,1.0,0.8325,2,1.0,0.8325,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
10,10.0,0.17871999740600586,69.9,360p,30,JPEG,host,172.27.143.164,0.1350698471069336,172.27.143.164,0.03949737548828125,2,1.0,0.2495,2,1.0,0.2495,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.043650150299072266,172.27.143.164,0.03235960006713867,2,1.0,0.8855,2,1.0,0.8855,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
11,11.0,0.1758863925933838,69.9,360p,30,JPEG,host,172.27.143.164,0.13352787494659424,172.27.143.164,0.03982675075531006,2,1.0,0.2525,2,1.0,0.2525,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.04235851764678955,172.27.143.164,0.03273189067840576,2,1.0,0.9125,2,1.0,0.9125,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
12,12.0,0.1906071901321411,69.9,360p,30,JPEG,host,172.27.143.164,0.13685071468353271,172.27.143.164,0.039551734924316406,2,1.0,0.2465,2,1.0,0.2465,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.0537564754486084,172.27.143.164,0.0337756872177124,2,1.0,0.71825,2,1.0,0.71825,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
13,13.0,0.1748131513595581,69.9,360p,30,JPEG,host,172.27.143.164,0.1327197551727295,172.27.143.164,0.04089021682739258,2,1.0,0.2465,2,1.0,0.2465,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.04209339618682861,172.27.143.164,0.032561421394348145,2,1.0,0.71825,2,1.0,0.71825,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
14,14.0,0.19828784465789795,69.9,360p,30,JPEG,host,172.27.143.164,0.13367033004760742,172.27.143.164,0.04188394546508789,2,1.0,0.24475000000000002,2,1.0,0.24475000000000002,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.06461751461029053,172.27.143.164,0.03451049327850342,2,1.0,0.8885,2,1.0,0.8885,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
15,15.0,0.17573916912078857,69.9,360p,30,JPEG,host,172.27.143.164,0.13476979732513428,172.27.143.164,0.04019570350646973,2,1.0,0.25225000000000003,2,1.0,0.25225000000000003,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.0409693717956543,172.27.143.164,0.03315699100494385,2,1.0,0.61725,2,1.0,0.61725,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
16,16.0,0.19431352615356445,69.9,360p,30,JPEG,host,172.27.143.164,0.13332128524780273,172.27.143.164,0.03921318054199219,2,1.0,0.24350000000000002,2,1.0,0.24350000000000002,0,0.004,0.002953230981833728,0,0.004,0.002953230981833728,host,172.27.143.164,0.06099224090576172,172.27.143.164,0.046887993812561035,2,1.0,0.5920000000000001,2,1.0,0.5920000000000001,2,0.008,0.007263029435376635,2,0.008,0.007263029435376635
