n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.034618230966421276,1,40334.16895232996,540p,1,JPEG,host,192.168.1.9,0.029838076004615195,192.168.1.9,0.0026120864428006707,255237,1.0,0.25125,1.0,0.00501268830513572,host,192.168.1.9,0.0047801549618060775,192.168.1.9,0.002438884515028733,25205,1.0,0.6425,1.0,0.0071839916090659876
2,50.0,0.03860699213468111,1,40334.16895232996,540p,1,JPEG,host,192.168.1.9,0.030566307214590218,192.168.1.9,0.004018306732177738,257831,1.0,0.242,1.0,0.0056996711728169525,host,192.168.1.9,0.008040684920090895,192.168.1.9,0.00240929310138409,23914,1.0,0.39425,1.0,0.007217296856630851
3,75.0,0.03364286972926213,1,45084.782917189455,540p,1,JPEG,host,192.168.1.9,0.029240690744840182,192.168.1.9,0.0037536437694842967,257225,1.0,0.2465,1.0,0.0056996711728169525,host,192.168.1.9,0.00440217898442195,192.168.1.9,0.0025054399783794703,24447,1.0,0.65425,1.0,0.007292855030210843
4,100.0,0.03554090169759897,1,45084.782917189455,540p,1,JPEG,host,192.168.1.9,0.029272097807664137,192.168.1.9,0.0038627569492046647,257616,1.0,0.2495,1.0,0.0056996711728169525,host,192.168.1.9,0.006268803889934833,192.168.1.9,0.0026394220498891985,26437,1.0,0.49024999999999996,1.0,0.007292855030210843
5,125.0,0.034141879815321706,1,37375.113011709596,540p,1,JPEG,host,192.168.1.9,0.02945070083324726,192.168.1.9,0.0037554777585543098,258472,1.0,0.25125,1.0,0.0056996711728169525,host,192.168.1.9,0.004691178982074444,192.168.1.9,0.0023756302320040185,22942,1.0,0.532,1.0,0.007292855030210843
6,150.0,0.034546650373018704,1,37375.113011709596,540p,1,JPEG,host,192.168.1.9,0.02960628729600173,192.168.1.9,0.004513786389277529,257234,1.0,0.24675,1.0,0.0056996711728169525,host,192.168.1.9,0.0049403630770169776,192.168.1.9,0.0024403975560114933,26010,1.0,0.6025,1.0,0.007292855030210843
7,175.0,0.03378584751716027,1,58063.091742995726,540p,1,JPEG,host,192.168.1.9,0.029335572169377253,192.168.1.9,0.003815348331744857,255989,1.0,0.25225000000000003,1.0,0.0056996711728169525,host,192.168.1.9,0.004450275347783015,192.168.1.9,0.002315823848430927,23620,1.0,0.647,1.0,0.007292855030210843
8,200.0,0.03035430724804218,1,58063.091742995726,540p,1,JPEG,host,192.168.1.9,0.029555265720073994,192.168.1.9,0.0038136243820190395,258307,1.0,0.2505,1.0,0.0056996711728169525,cloud,114.212.81.11,0.0007990415279681866,114.212.81.11,0.003893136978149414,24741,1.0,0.5773333333333334,1.0,0.00023857767852196904
9,225.0,0.0295641697370089,1,30780.321121705078,540p,1,JPEG,host,192.168.1.9,0.02924028726724478,192.168.1.9,0.004063973060021035,258288,1.0,0.2465,1.0,0.0056996711728169525,cloud,114.212.81.11,0.0003238824697641226,114.212.81.11,0.0027627119651207556,26440,1.0,0.7100416666666667,1.0,0.0002442339089985911
10,250.0,0.029527920943040114,1,30780.321121705078,540p,1,JPEG,host,192.168.1.9,0.02924055319565993,192.168.1.9,0.003865287854121279,257169,1.0,0.24975000000000003,1.0,0.0056996711728169525,cloud,114.212.81.11,0.0002873677473801833,114.212.81.11,0.0025428166756263143,22456,1.0,0.7683541666666667,1.0,0.00024461301291793573
11,275.0,0.029663434395423304,1,30780.321121705078,540p,1,JPEG,host,192.168.1.9,0.029399303289560173,192.168.1.9,0.004022543246929463,255252,1.0,0.24850000000000003,1.0,0.0056996711728169525,cloud,114.212.81.11,0.000264131105863131,114.212.81.11,0.0036700230378371016,26417,1.0,0.7188125,1.0,0.0002446433412314833
12,300.0,0.02952878291790302,1,33933.573870018314,540p,1,JPEG,host,192.168.1.9,0.029232309414790228,192.168.1.9,0.003818933780376725,255190,1.0,0.25,1.0,0.0056996711728169525,cloud,114.212.81.11,0.00029647350311279297,114.212.81.11,0.0034608382445115307,24939,1.0,0.7984583333333334,1.0,0.0002446585053882571
13,325.0,0.02975793068225567,1,33933.573870018314,540p,1,JPEG,host,192.168.1.9,0.02948042979607215,192.168.1.9,0.005003635699932393,259707,1.0,0.24775,1.0,0.005700168266064189,cloud,114.212.81.11,0.0002775008861835186,114.212.81.11,0.0029371059857881987,25009,1.0,0.7695208333333333,1.0,0.0002446585053882571
14,350.0,0.029566104595477767,1,63965.163812679566,540p,1,JPEG,host,192.168.1.9,0.029287961813119743,192.168.1.9,0.004174590110778805,257071,1.0,0.2495,1.0,0.005700168266064189,cloud,114.212.81.11,0.0002781427823580228,114.212.81.11,0.0028638931421133187,25739,1.0,0.7985000000000001,1.0,0.0002446585053882571
15,375.0,0.01943363593174861,1,63965.163812679566,540p,1,JPEG,cloud,114.212.81.11,0.010481045796320988,114.212.81.11,0.004861070559575008,256152,1.0,0.02904166666666667,1.0,0.00013623478445568994,host,192.168.1.9,0.008952590135427622,192.168.1.9,0.0024802042887761035,22221,1.0,0.42924999999999996,1.0,0.007292855030210843
16,400.0,0.016273993712205153,1,63965.163812679566,540p,1,JPEG,cloud,114.212.81.11,0.010400607035710262,114.212.81.11,0.00392777186173659,256239,1.0,0.026187500000000002,1.0,0.00015708550001964516,host,192.168.1.9,0.005873386676494892,192.168.1.9,0.0033322481008676375,26487,1.0,0.47325,1.0,0.007292855030210843
17,425.0,0.01574228360102727,1,49916.924392577515,540p,1,JPEG,cloud,114.212.81.11,0.010862478843102088,114.212.81.11,0.0049801789797269385,256327,1.0,0.025791666666666668,1.0,0.0001573584548415733,host,192.168.1.9,0.004879804757925181,192.168.1.9,0.0023266077041625977,25411,1.0,0.551,1.0,0.007293352123458079
