n_loop,frame_id,all_delay,proc_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
11,275,0.007773683621333196,0.0039831675015963046,1,100849.2653346156,360p,1,JPEG,cloud,114.212.81.11,0.003641953835120568,114.212.81.11,0.0013654782221867489,122701,1.0,0.03516666666666667,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003412136664757362,114.212.81.11,0.002425037897550143,15448,1.0,0.6932708333333334,1.0,0.0002345288486633683
12,300,0.007834076881408691,0.004076517545259916,1,100849.2653346156,360p,1,JPEG,cloud,114.212.81.11,0.003750911125769982,114.212.81.11,0.0014818173188429614,119932,1.0,0.034145833333333334,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003256064194899339,114.212.81.11,0.0022757420173058146,13026,1.0,0.8039166666666667,1.0,0.0002345288486633683
13,325,0.0077632482235248275,0.004001800830547626,1,100849.2653346156,360p,1,JPEG,cloud,114.212.81.11,0.0037284080798809347,114.212.81.11,0.0014524093041053186,121146,1.0,0.034354166666666665,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0002733927506666917,114.212.81.11,0.0023090380888718823,13006,1.0,0.8101249999999999,1.0,0.0002345288486633683
14,350,0.007361054420471191,0.003926378030043382,1,110091.54006912158,360p,1,JPEG,cloud,114.212.81.11,0.0036164338772113505,114.212.81.11,0.0011465824567354643,120621,1.0,0.035416666666666666,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.00030994415283203125,114.212.81.11,0.0022880939336923454,13649,1.0,0.7906875000000001,1.0,0.0002345288486633683
15,375,0.008698445100050706,0.0041553332255436825,1,110091.54006912158,360p,1,JPEG,cloud,114.212.81.11,0.0038414459962111255,114.212.81.11,0.0016243090996375447,124093,1.0,0.03333333333333333,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.00031388722933255707,114.212.81.11,0.0029188027748694788,16494,1.0,0.7841041666666667,1.0,0.0002345288486633683
16,400,0.007403071110065167,0.0038896799087524414,1,106428.59069978418,360p,1,JPEG,cloud,114.212.81.11,0.0035724639892578125,114.212.81.11,0.0012219043878408577,122466,1.0,0.035854166666666666,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003172159194946289,114.212.81.11,0.0022914868134718677,15441,1.0,0.7471249999999999,1.0,0.0002345288486633683
17,425,0.008559162800128643,0.004030282680804913,1,106428.59069978418,360p,1,JPEG,cloud,114.212.81.11,0.003750892785879282,114.212.81.11,0.001883231676541842,118025,1.0,0.03627083333333333,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.000279389894925631,114.212.81.11,0.0026456484427818884,11092,1.0,0.7675208333333333,1.0,0.0002345288486633683
18,450,0.007634777289170485,0.00406031425182636,1,93995.5106453097,360p,1,JPEG,cloud,114.212.81.11,0.003731214083158053,114.212.81.11,0.001303214293259841,121000,1.0,0.034333333333333334,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003291001686683068,114.212.81.11,0.0022712487440842847,13040,1.0,0.769625,1.0,0.0002345288486633683
19,475,0.007978347631601188,0.0038763926579402043,1,93995.5106453097,360p,1,JPEG,cloud,114.212.81.11,0.00363465455862192,114.212.81.11,0.0017538804274338945,117423,1.0,0.035229166666666666,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.00024173809931828425,114.212.81.11,0.0023480745462270886,10542,1.0,0.821125,1.0,0.0002345288486633683
20,500,0.006737149678743802,0.0033597671068631685,1,107001.20588455432,360p,1,JPEG,cloud,114.212.81.11,0.003077543698824369,114.212.81.11,0.0012074342140784631,124807,1.0,0.039,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0002822234080387996,114.212.81.11,0.002169948357802171,16682,1.0,0.7284583333333333,1.0,0.0002345288486633683
21,525,0.008693612538851224,0.00405726066002479,1,107001.20588455432,360p,1,JPEG,cloud,114.212.81.11,0.003753029383145846,114.212.81.11,0.0019246798295241133,123224,1.0,0.034125,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003042312768789438,114.212.81.11,0.0027116720493023214,15392,1.0,0.7809375,1.0,0.0002345288486633683
22,550,0.007287759047288161,0.0036363143187302807,1,95048.68321139002,360p,1,JPEG,cloud,114.212.81.11,0.003339244769169734,114.212.81.11,0.0013394172375018783,118329,1.0,0.035958333333333335,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0002970695495605469,114.212.81.11,0.002312027491056002,11000,1.0,0.8249375,1.0,0.0002345288486633683
23,575,0.007857010914729191,0.004160229976360614,1,95048.68321139002,360p,1,JPEG,cloud,114.212.81.11,0.0038171639809241663,114.212.81.11,0.001424899468055138,120647,1.0,0.03775,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003430659954364483,114.212.81.11,0.002271881470313439,12984,1.0,0.7837708333333334,1.0,0.0002345288486633683
24,600,0.007731382663433368,0.004132307492769681,1,100137.34391552173,360p,1,JPEG,cloud,114.212.81.11,0.0038109834377582255,114.212.81.11,0.0013185464418851412,119557,1.0,0.03360416666666667,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.00032132405501145584,114.212.81.11,0.0022805287287785457,10755,1.0,0.7902708333333334,1.0,0.0002345288486633683
25,625,0.007893782395582933,0.004083890181321364,1,100137.34391552173,360p,1,JPEG,cloud,114.212.81.11,0.003769691173846905,114.212.81.11,0.0014035976850069482,123561,1.0,0.036083333333333335,1.0,7.727654291921148e-05,cloud,114.212.81.11,0.0003141990074744591,114.212.81.11,0.00240629452925462,16430,1.0,0.8067500000000001,1.0,0.0002345288486633683
26,650,0.007888528016897349,0.003985680066622221,1,100137.34391552173,360p,1,JPEG,cloud,114.212.81.11,0.003670958372262808,114.212.81.11,0.0014477601418128381,125355,1.0,0.03270833333333333,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00031472169435941254,114.212.81.11,0.0024550878084622896,16271,1.0,0.8083541666666667,1.0,0.0002345288486633683
27,675,0.007739800673264723,0.00405737986931434,1,108979.26012451648,360p,1,JPEG,cloud,114.212.81.11,0.0037254186776968148,114.212.81.11,0.0014183888068565959,118648,1.0,0.036520833333333336,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00033196119161752553,114.212.81.11,0.0022640319970937874,10891,1.0,0.8097708333333333,1.0,0.00023454401282014208
28,700,0.007827171912560096,0.004072216840890737,1,108979.26012451648,360p,1,JPEG,cloud,114.212.81.11,0.003766802641061636,114.212.81.11,0.0014725923538208003,120633,1.0,0.033999999999999996,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00030541419982910156,114.212.81.11,0.0022823627178485575,13084,1.0,0.7776041666666668,1.0,0.00023454401282014208
29,725,0.00782636495736929,0.004158304287837102,1,91152.72171893677,360p,1,JPEG,cloud,114.212.81.11,0.003868433145376352,114.212.81.11,0.0013562532571645886,121519,1.0,0.033104166666666664,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0002898711424607497,114.212.81.11,0.002311807412367601,13231,1.0,0.7929166666666667,1.0,0.00023455917697691586
30,750,0.008293702052189754,0.0042294722336989185,1,91152.72171893677,360p,1,JPEG,cloud,114.212.81.11,0.0038834443459144006,114.212.81.11,0.0014696212915273816,118649,1.0,0.035020833333333334,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003460278877845177,114.212.81.11,0.0025946085269634538,11659,1.0,0.7996666666666666,1.0,0.00023455917697691586
31,775,0.008007214619563175,0.004182191995474008,1,110473.76652129504,360p,1,JPEG,cloud,114.212.81.11,0.003844774686373197,114.212.81.11,0.0014132719773512618,126236,1.0,0.035395833333333335,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003374173091008113,114.212.81.11,0.0024117506467379057,16619,1.0,0.8198541666666667,1.0,0.00023455917697691586
32,800,0.00788425482236422,0.004098763832679162,1,110473.76652129504,360p,1,JPEG,cloud,114.212.81.11,0.003781914710998535,114.212.81.11,0.0015162321237417366,122702,1.0,0.035979166666666666,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00031684912168062653,114.212.81.11,0.0022692588659433215,15451,1.0,0.7725833333333334,1.0,0.00023455917697691586
33,825,0.007745898686922514,0.004040057842548077,1,88274.59195494642,360p,1,JPEG,cloud,114.212.81.11,0.0036951578580416166,114.212.81.11,0.001327166190514198,119932,1.0,0.036833333333333336,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003448999845064603,114.212.81.11,0.002378674653860239,13027,1.0,0.8019166666666666,1.0,0.00023455917697691586
34,850,0.00868845902956449,0.003843793502220741,1,88274.59195494642,360p,1,JPEG,cloud,114.212.81.11,0.0035193424958449146,114.212.81.11,0.0022443532943725586,121146,1.0,0.03639583333333333,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003244510063758263,114.212.81.11,0.0026003122329711914,13006,1.0,0.7795416666666667,1.0,0.00023455917697691586
35,875,0.007807786648090069,0.004135315234844501,1,111319.52244874951,360p,1,JPEG,cloud,114.212.81.11,0.003796513263995831,114.212.81.11,0.001250918094928448,120620,1.0,0.035833333333333335,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00033880197084867035,114.212.81.11,0.00242155331831712,13648,1.0,0.7937916666666666,1.0,0.00023455917697691586
36,900,0.008149339602543758,0.004074399287884052,1,111319.52244874951,360p,1,JPEG,cloud,114.212.81.11,0.0037409433951744665,114.212.81.11,0.001290495579059308,124082,1.0,0.036375,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003334558927095853,114.212.81.11,0.002784444735600398,16484,1.0,0.7587291666666668,1.0,0.00023455917697691586
37,925,0.007627569712125339,0.004028036044194148,1,88370.77716086182,360p,1,JPEG,cloud,114.212.81.11,0.0036929754110483024,114.212.81.11,0.001331045077397273,122455,1.0,0.0346875,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00033506063314584585,114.212.81.11,0.002268488590533917,15431,1.0,0.7788541666666666,1.0,0.00023455917697691586
38,950,0.007585397133460412,0.0040639822299663834,1,88370.77716086182,360p,1,JPEG,cloud,114.212.81.11,0.003734258505014273,114.212.81.11,0.0012912933643047628,118025,1.0,0.034291666666666665,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003297237249521109,114.212.81.11,0.002230121539189265,11093,1.0,0.7913125000000001,1.0,0.00023455917697691586
39,975,0.007864025922921987,0.0040548764742337744,1,88370.77716086182,360p,1,JPEG,cloud,114.212.81.11,0.0037269775684063253,114.212.81.11,0.0013549419549795292,121000,1.0,0.034354166666666665,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00032789890582744893,114.212.81.11,0.002454207493708684,13051,1.0,0.7956041666666667,1.0,0.00023455917697691586
40,1000,0.007583407255319448,0.004060066663301908,1,97259.32540973474,360p,1,JPEG,cloud,114.212.81.11,0.0037204302274263822,114.212.81.11,0.001257923933175894,117412,1.0,0.0365625,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003396364358755258,114.212.81.11,0.0022654166588416467,10542,1.0,0.7680208333333334,1.0,0.00023455917697691586
41,1025,0.007985986196077786,0.004097296641423152,1,97259.32540973474,360p,1,JPEG,cloud,114.212.81.11,0.003755340209374061,114.212.81.11,0.0015133344210111182,124823,1.0,0.034104166666666665,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00034195643204909103,114.212.81.11,0.0023753551336435173,16699,1.0,0.7834791666666666,1.0,0.00023455917697691586
42,1050,0.007723698249230018,0.004119414549607497,1,110864.90995538977,360p,1,JPEG,cloud,114.212.81.11,0.0037224201055673454,114.212.81.11,0.001242995262145996,123235,1.0,0.03654166666666667,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003969944440401517,114.212.81.11,0.002361288437476525,15413,1.0,0.7579583333333333,1.0,0.00023455917697691586
43,1075,0.007936972838181715,0.004128841253427358,1,110864.90995538977,360p,1,JPEG,cloud,114.212.81.11,0.0037977236967820386,114.212.81.11,0.0013942901904766382,118329,1.0,0.035812500000000004,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00033111755664532003,114.212.81.11,0.0024138413942777198,11000,1.0,0.7664375,1.0,0.00023455917697691586
44,1100,0.007634933178241436,0.004104320819561298,1,94308.88516149194,360p,1,JPEG,cloud,114.212.81.11,0.0037630429634681116,114.212.81.11,0.0012694780643169698,120659,1.0,0.034020833333333333,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003412778560931866,114.212.81.11,0.0022611342943631685,12996,1.0,0.8099583333333333,1.0,0.00023455917697691586
45,1125,0.007848097727848934,0.003995491908146785,1,94308.88516149194,360p,1,JPEG,cloud,114.212.81.11,0.0036560755509596607,114.212.81.11,0.0014585164877084587,119557,1.0,0.03285416666666666,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003394163571871244,114.212.81.11,0.0023940893319936898,10755,1.0,0.7918958333333332,1.0,0.00023455917697691586
46,1150,0.007628257458026593,0.004008228962238018,1,102089.63069784411,360p,1,JPEG,cloud,114.212.81.11,0.0036695737105149487,114.212.81.11,0.0013484221238356372,123561,1.0,0.034895833333333334,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003386552517230694,114.212.81.11,0.0022716063719529374,16432,1.0,0.7940416666666668,1.0,0.00023455917697691586
47,1175,0.008418660897475023,0.004100478612459622,1,102089.63069784411,360p,1,JPEG,cloud,114.212.81.11,0.003765142880953275,114.212.81.11,0.0016905894646277795,125356,1.0,0.034020833333333333,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.00033533573150634766,114.212.81.11,0.00262759282038762,16274,1.0,0.7782083333333333,1.0,0.00023455917697691586
48,1200,0.007877239814171424,0.004169656680180476,1,105768.14741034864,360p,1,JPEG,cloud,114.212.81.11,0.003845352392930251,114.212.81.11,0.0014129235194279594,118647,1.0,0.03745833333333334,1.0,7.729170707598528e-05,cloud,114.212.81.11,0.0003243042872502254,114.212.81.11,0.0022946596145629883,10889,1.0,0.8003541666666667,1.0,0.00023455917697691586
49,1225,0.007796370066129245,0.0040470545108501725,1,105768.14741034864,360p,1,JPEG,cloud,114.212.81.11,0.003716881458575909,114.212.81.11,0.0014242025522085335,120632,1.0,0.03660416666666667,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003301730522742638,114.212.81.11,0.002325113003070538,13082,1.0,0.7901041666666666,1.0,0.00023455917697691586
50,1250,0.007725220460158128,0.003946295151343713,1,105768.14741034864,360p,1,JPEG,cloud,114.212.81.11,0.0036580287493192232,114.212.81.11,0.001466861137977013,121518,1.0,0.034999999999999996,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0002882664020244892,114.212.81.11,0.0023120641708374023,13230,1.0,0.7703958333333333,1.0,0.00023455917697691586
51,1275,0.007684606772202712,0.004059754885160006,1,104099.23613390808,360p,1,JPEG,cloud,114.212.81.11,0.003694781890282264,114.212.81.11,0.0012348065009483928,118648,1.0,0.03466666666666667,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003649729948777419,114.212.81.11,0.002390045386094313,11658,1.0,0.7365416666666667,1.0,0.00023455917697691586
52,1300,0.008271510784442607,0.003889588209298941,1,104099.23613390808,360p,1,JPEG,cloud,114.212.81.11,0.003599689557002141,114.212.81.11,0.0018306512099045972,126236,1.0,0.033354166666666664,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0002898986522967999,114.212.81.11,0.0025512713652390702,16618,1.0,0.7655416666666667,1.0,0.00023457434113368964
53,1325,0.007591302578265851,0.0039263596901526815,1,109046.34621619311,360p,1,JPEG,cloud,114.212.81.11,0.003595590591430664,114.212.81.11,0.0013554463019737834,122701,1.0,0.03339583333333334,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003307690987220177,114.212.81.11,0.0023094965861393856,15450,1.0,0.8404791666666668,1.0,0.00023457434113368964
54,1350,0.00783838675572322,0.0038977494606604944,1,109046.34621619311,360p,1,JPEG,cloud,114.212.81.11,0.0035547476548414966,114.212.81.11,0.0014562698510976937,119931,1.0,0.036041666666666666,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003430018058189979,114.212.81.11,0.0024843674439650318,13026,1.0,0.8303124999999999,1.0,0.00023457434113368964
55,1375,0.007602526591374324,0.004109492668738732,1,96390.48609757434,360p,1,JPEG,cloud,114.212.81.11,0.003761117274944599,114.212.81.11,0.0012408036452073315,121147,1.0,0.036166666666666666,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003483753937941331,114.212.81.11,0.00225223027742826,12997,1.0,0.817125,1.0,0.00023457434113368964
56,1400,0.007876973885756273,0.004105292833768405,1,96390.48609757434,360p,1,JPEG,cloud,114.212.81.11,0.0037702230306772087,114.212.81.11,0.001501624400799091,120621,1.0,0.036083333333333335,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00033506980309119593,114.212.81.11,0.0022700566511887773,13640,1.0,0.8280625,1.0,0.00023457434113368964
57,1425,0.00761720767387977,0.004100744540874775,1,98801.68173858387,360p,1,JPEG,cloud,114.212.81.11,0.0038138536306527946,114.212.81.11,0.001353832391592172,124093,1.0,0.03147916666666666,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0002868909102219802,114.212.81.11,0.002162630741412823,16495,1.0,0.7734791666666666,1.0,0.00023457434113368964
58,1450,0.00800464703486516,0.004227445675776554,1,98801.68173858387,360p,1,JPEG,cloud,114.212.81.11,0.0039083590874305135,114.212.81.11,0.0014471182456383342,122465,1.0,0.03277083333333334,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00031908658834604116,114.212.81.11,0.00233008311345027,15440,1.0,0.7684791666666667,1.0,0.00023458950529046344
59,1475,0.007782376729525052,0.004173563076899602,1,108099.49248980578,360p,1,JPEG,cloud,114.212.81.11,0.0037984206126286434,114.212.81.11,0.0013793156697199894,118015,1.0,0.0379375,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00037514246427095856,114.212.81.11,0.002229497982905461,11083,1.0,0.8023124999999999,1.0,0.00023458950529046344
60,1500,0.007816443076500526,0.0042963761549729565,1,108099.49248980578,360p,1,JPEG,cloud,114.212.81.11,0.003967651954064002,114.212.81.11,0.001240932024442233,121000,1.0,0.036312500000000004,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003287242009089543,114.212.81.11,0.0022791348970853365,13050,1.0,0.7180208333333334,1.0,0.00023458950529046344
61,1525,0.00867603375361516,0.004152316313523512,1,108099.49248980578,360p,1,JPEG,cloud,114.212.81.11,0.003799631045414851,114.212.81.11,0.001836244876568134,117422,1.0,0.03370833333333333,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00035268526810866135,114.212.81.11,0.002687472563523513,10552,1.0,0.6965208333333334,1.0,0.00023458950529046344
62,1550,0.0074428136532123275,0.004063743811387282,1,106924.2245577544,360p,1,JPEG,cloud,114.212.81.11,0.0037630429634681116,114.212.81.11,0.001231991327725924,124822,1.0,0.036166666666666666,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003007008479191707,114.212.81.11,0.002147078514099121,16689,1.0,0.7624375,1.0,0.00023458950529046344
63,1575,0.00841367244720459,0.004154232832101676,1,106924.2245577544,360p,1,JPEG,cloud,114.212.81.11,0.003808727631202111,114.212.81.11,0.0014246793893667366,123235,1.0,0.03783333333333333,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003455052008995643,114.212.81.11,0.002834760225736178,15413,1.0,0.8019166666666666,1.0,0.00023458950529046344
64,1600,0.007584865276630108,0.004066852422860953,1,100006.14278938892,360p,1,JPEG,cloud,114.212.81.11,0.0037750555918766903,114.212.81.11,0.0012097358703613281,118328,1.0,0.03391666666666667,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00029179683098426234,114.212.81.11,0.0023082769834078276,11008,1.0,0.8136874999999999,1.0,0.00023458950529046344
65,1625,0.007745100901677059,0.003975290518540602,1,100006.14278938892,360p,1,JPEG,cloud,114.212.81.11,0.003637891549330491,114.212.81.11,0.0014162063598632817,120660,1.0,0.035208333333333335,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003373989692101112,114.212.81.11,0.0023536040232731746,12997,1.0,0.7506666666666666,1.0,0.00023458950529046344
66,1650,0.007764082688551683,0.004118139927203839,1,109483.11942093176,360p,1,JPEG,cloud,114.212.81.11,0.0038205935404850887,114.212.81.11,0.001338078425480769,119556,1.0,0.03352083333333333,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00029754638671875,114.212.81.11,0.002307864335867075,10752,1.0,0.7962083333333334,1.0,0.00023458950529046344
67,1675,0.007799817965580867,0.004121606166546161,1,109483.11942093176,360p,1,JPEG,cloud,114.212.81.11,0.00381165284376878,114.212.81.11,0.001268826998197115,123561,1.0,0.035708333333333335,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003099533227773813,114.212.81.11,0.0024093848008375903,16432,1.0,0.7914791666666666,1.0,0.00023458950529046344
68,1700,0.007713987277104304,0.0040695483867938705,1,99723.53071758471,360p,1,JPEG,cloud,114.212.81.11,0.003742208847632775,114.212.81.11,0.0013628739577073315,125355,1.0,0.03635416666666667,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003273395391610953,114.212.81.11,0.002281564932603102,16273,1.0,0.8210416666666666,1.0,0.00023458950529046344
69,1725,0.007802037092355581,0.004089630567110502,1,99723.53071758471,360p,1,JPEG,cloud,114.212.81.11,0.0037597142733060396,114.212.81.11,0.0013836897336519682,118647,1.0,0.03404166666666667,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.0003299162938044621,114.212.81.11,0.0023287167915931116,10879,1.0,0.766625,1.0,0.00023458950529046344
70,1750,0.008374874408428486,0.004045669849102314,1,99723.53071758471,360p,1,JPEG,cloud,114.212.81.11,0.0037109760137704704,114.212.81.11,0.0019099345574012166,120633,1.0,0.034499999999999996,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00033469383533184347,114.212.81.11,0.0024192700019249553,13084,1.0,0.7810208333333334,1.0,0.00023458950529046344
71,1775,0.007641297120314378,0.0039627276934110205,1,100173.40235997742,360p,1,JPEG,cloud,114.212.81.11,0.0036596885094275842,114.212.81.11,0.0013822500522320089,121508,1.0,0.0284375,1.0,7.730687123275905e-05,cloud,114.212.81.11,0.00030303918398343597,114.212.81.11,0.0022963193746713493,13220,1.0,0.8079791666666667,1.0,0.00023458950529046344
72,1800,0.00875710524045504,0.004013611720158503,1,100173.40235997742,360p,1,JPEG,cloud,114.212.81.11,0.0037313241225022534,114.212.81.11,0.0016652437356802132,118648,1.0,0.034333333333333334,1.0,7.732203538953285e-05,cloud,114.212.81.11,0.00028228759765625,114.212.81.11,0.0030782497846163237,11656,1.0,0.8134791666666666,1.0,0.00023458950529046344
73,1825,0.007645084307743953,0.004116315108079176,1,106883.00071837244,360p,1,JPEG,cloud,114.212.81.11,0.003790580309354342,114.212.81.11,0.001257052788367638,126236,1.0,0.035895833333333335,1.0,7.732203538953285e-05,cloud,114.212.81.11,0.00032573479872483475,114.212.81.11,0.002271716411297138,16619,1.0,0.8018333333333333,1.0,0.00023458950529046344
74,1850,0.0102997559767503,0.00506125046656682,1,106883.00071837244,360p,1,JPEG,cloud,114.212.81.11,0.003565366451556866,114.212.81.11,0.0021950740080613354,122702,1.0,0.033666666666666664,1.0,7.732203538953285e-05,cloud,114.212.81.11,0.0014958840150099534,114.212.81.11,0.003043431502122145,15450,1.0,0.6513958333333333,1.0,0.00023458950529046344
