n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.121085378,0,111135.0705,1080p,1,JPEG,host,192.168.1.9,0.121085039,192.168.1.9,0.009341377,1073544,1,0.24925,1,0.010643264,host,192.168.1.9,3.39E-07,192.168.1.9,0.002454648,614,1,0,1,0.006407532
2,50,0.115079871,0,108311.9261,1080p,1,JPEG,host,192.168.1.9,0.115079412,192.168.1.9,0.010515873,1069704,1,0.249,1,0.013442893,host,192.168.1.9,4.58E-07,192.168.1.9,0.002291441,611,1,0,1,0.006413497
3,75,0.114889255,0,107032.73,1080p,1,JPEG,host,192.168.1.9,0.114888897,192.168.1.9,0.011462111,1052598,1,0.2495,1,0.010552793,host,192.168.1.9,3.58E-07,192.168.1.9,0.002346653,611,1,0,1,0.006413994
4,100,0.11535916,0,105830.6364,1080p,1,JPEG,host,192.168.1.9,0.115358793,192.168.1.9,0.00837956,1050735,1,0.24675,1,0.013444881,host,192.168.1.9,3.67E-07,192.168.1.9,0.002140329,609,1,0,1,0.006413994
5,125,0.115910017,0,102513.3524,1080p,1,JPEG,host,192.168.1.9,0.115909659,192.168.1.9,0.011053709,1105082,1,0.24725,1,0.010552793,host,192.168.1.9,3.58E-07,192.168.1.9,0.0022994,624,1,0,1,0.006413994
6,150,0.120496933,1,107221.5318,1080p,1,JPEG,host,192.168.1.9,0.114781545,192.168.1.9,0.00911112,1187223,1,0.2495,1,0.013444881,host,192.168.1.9,0.005715389,192.168.1.9,0.00226914,9941,1,0.53775,1,0.007156154
7,175,0.125047968,2,109063.0655,1080p,1,JPEG,host,192.168.1.9,0.124067554,192.168.1.9,0.01213733,1348672,1,0.23325,1,0.011299924,cloud,114.212.81.11,0.000980414,114.212.81.11,0.002411686,22121,1,0.6335,1,0.000247434
8,200,0.125290504,3,111524.9785,1080p,1,JPEG,host,192.168.1.9,0.124537706,192.168.1.9,0.012515435,1339744,1,0.2315,1,0.01131086,cloud,114.212.81.11,0.000752797,114.212.81.11,0.002331972,27002,1,0.804875,1,0.000243976
9,225,0.124497716,4,108975.7103,1080p,1,JPEG,host,192.168.1.9,0.123606379,192.168.1.9,0.010269954,1109619,1,0.23325,1,0.011316328,cloud,114.212.81.11,0.000891337,114.212.81.11,0.002740053,93712,1,0.814458333,1,0.000246554
10,250,0.117090143,5,111461.5082,1080p,1,JPEG,host,192.168.1.9,0.116031436,192.168.1.9,0.009409098,1381694,1,0.2495,1,0.011463467,cloud,114.212.81.11,0.001058707,114.212.81.11,0.002736284,65304,1,0.837645833,1,0.000246554
11,275,0.116695716,4,110107.1887,1080p,1,JPEG,host,192.168.1.9,0.115758281,192.168.1.9,0.008385163,1397406,1,0.24925,1,0.011474901,cloud,114.212.81.11,0.000937434,114.212.81.11,0.002671893,70245,1,0.808208333,1,0.000246569
12,300,0.116734404,3,110287.4936,1080p,1,JPEG,host,192.168.1.9,0.11602344,192.168.1.9,0.00867177,1338360,1,0.2495,1,0.011474901,cloud,114.212.81.11,0.000710964,114.212.81.11,0.00251892,44588,1,0.817541667,1,0.000246569
13,325,0.052873235,2,110287.4936,1080p,1,JPEG,cloud,114.212.81.11,0.037701698,114.212.81.11,0.009390703,1396369,1,0.022958333,1,0.000338934,host,192.168.1.9,0.015171537,192.168.1.9,0.002599551,39884,1,0.437,1,0.007356483
14,350,0.050619015,3,109080.1988,1080p,1,JPEG,cloud,114.212.81.11,0.036750784,114.212.81.11,0.009034643,1439756,1,0.022229167,1,0.000336932,host,192.168.1.9,0.013868231,192.168.1.9,0.003962049,68435,1,0.58175,1,0.007431544
15,375,0.063691955,3,109080.1988,1080p,1,JPEG,cloud,114.212.81.11,0.035970193,114.212.81.11,0.008594669,1552860,1,0.0225,1,0.000337782,host,192.168.1.9,0.027721763,192.168.1.9,0.003525514,102096,1,0.312,1,0.007432041
16,400,0.041977204,2,105927.0301,1080p,1,JPEG,cloud,114.212.81.11,0.03379853,114.212.81.11,0.007452974,1305683,1,0.022291667,1,0.000340496,host,192.168.1.9,0.008178674,192.168.1.9,0.002414052,37461,1,0.7155,1,0.007432538
17,425,0.044239869,1,105927.0301,1080p,1,JPEG,cloud,114.212.81.11,0.037528487,114.212.81.11,0.007252812,1325002,1,0.022208333,1,0.000340496,host,192.168.1.9,0.006711382,192.168.1.9,0.002341582,18268,1,0.40075,1,0.007433035
18,450,0.038589909,5,105947.5041,1080p,1,JPEG,cloud,114.212.81.11,0.037441015,114.212.81.11,0.008867484,1503012,1,0.02225,1,0.000340496,cloud,114.212.81.11,0.001148893,114.212.81.11,0.002683557,68356,1,0.792020833,1,0.000246493
19,475,0.037854956,3,105947.5041,1080p,1,JPEG,cloud,114.212.81.11,0.037060151,114.212.81.11,0.007770694,1297339,1,0.022270833,1,0.000340511,cloud,114.212.81.11,0.000794805,114.212.81.11,0.002863425,99549,1,0.791895833,1,0.000246493
20,500,0.03668433,4,95921.05569,1080p,1,JPEG,cloud,114.212.81.11,0.035821209,114.212.81.11,0.007452827,1396694,1,0.022375,1,0.000340511,cloud,114.212.81.11,0.000863121,114.212.81.11,0.002822271,84751,1,0.852083333,1,0.000247039
21,525,0.037504691,3,95921.05569,1080p,1,JPEG,cloud,114.212.81.11,0.036734113,114.212.81.11,0.0083409,1427999,1,0.022458333,1,0.000340526,cloud,114.212.81.11,0.000770578,114.212.81.11,0.002777705,71918,1,0.796020833,1,0.000247039
22,550,0.037614382,4,109949.6609,1080p,1,JPEG,cloud,114.212.81.11,0.036692766,114.212.81.11,0.008682985,1373673,1,0.0220625,1,0.000340526,cloud,114.212.81.11,0.000921616,114.212.81.11,0.003229086,144233,1,0.822145833,1,0.000247039
23,575,0.037040637,4,109949.6609,1080p,1,JPEG,cloud,114.212.81.11,0.036150501,114.212.81.11,0.008007426,1353324,1,0.022166667,1,0.000342119,cloud,114.212.81.11,0.000890136,114.212.81.11,0.002936253,84490,1,0.82425,1,0.000247039
24,600,0.038716151,4,108330.0072,1080p,1,JPEG,cloud,114.212.81.11,0.037776993,114.212.81.11,0.0077598,1408267,1,0.022270833,1,0.000342119,cloud,114.212.81.11,0.000939158,114.212.81.11,0.002901692,146515,1,0.823583333,1,0.000247555
25,601,1.69163847,3,108382.3765,1080p,2,JPEG,host,192.168.1.9,1.507371306,192.168.1.9,0.128211737,1323728,1,0.24875,1,0.011475398,host,192.168.1.9,0.184267163,192.168.1.9,0.037715316,39186,1,0.62375,1,0.007433035
26,613,0.246603361,2,102895.8139,1080p,2,JPEG,host,192.168.1.9,0.230616955,192.168.1.9,0.023962644,1329507,1,0.2485,1,0.011475398,host,192.168.1.9,0.015986406,192.168.1.9,0.004606064,28847,1,0.73325,1,0.007433035
27,625,0.269978762,4,111319.7893,1080p,2,JPEG,host,192.168.1.9,0.231524706,192.168.1.9,0.026455898,1422459,1,0.2475,1,0.011475398,host,192.168.1.9,0.038454056,192.168.1.9,0.00510511,46533,1,0.57,1,0.007433035
28,638,0.262536543,4,109610.2379,1080p,2,JPEG,host,192.168.1.9,0.213948097,192.168.1.9,0.02050662,1457409,1,0.24875,1,0.011475398,host,192.168.1.9,0.048588446,192.168.1.9,0.004867775,60740,1,0.50325,1,0.007433035
29,650,0.283594792,2,110023.6619,1080p,2,JPEG,host,192.168.1.9,0.231444707,192.168.1.9,0.022308496,1402750,1,0.2485,1,0.011475398,host,192.168.1.9,0.052150084,192.168.1.9,0.006259551,24185,1,0.28375,1,0.007433035
30,663,0.213911533,0,97100.65697,1080p,2,JPEG,host,192.168.1.9,0.213910784,192.168.1.9,0.018992254,1328562,1,0.24875,1,0.011475398,host,192.168.1.9,7.49E-07,192.168.1.9,0.004437021,611,1,0,1,0.007433035
31,675,0.230886423,1,112326.5001,1080p,2,JPEG,host,192.168.1.9,0.230223986,192.168.1.9,0.021248506,1273328,1,0.249,1,0.01072081,cloud,114.212.81.11,0.000662437,114.212.81.11,0.004598471,8309,1,0.739041667,1,0.000247555
32,688,0.216234548,2,104849.6299,1080p,2,JPEG,host,192.168.1.9,0.215260267,192.168.1.9,0.025991559,1310799,1,0.248,1,0.011475398,cloud,114.212.81.11,0.00097428,114.212.81.11,0.00557128,61994,1,0.757416667,1,0.00024757
33,700,0.232741301,3,111580.9357,1080p,2,JPEG,host,192.168.1.9,0.231416794,192.168.1.9,0.019962458,1321971,1,0.2485,1,0.011475398,cloud,114.212.81.11,0.001324507,114.212.81.11,0.005707998,104991,1,0.819625,1,0.00024757
34,713,0.216030683,2,112045.8988,1080p,2,JPEG,host,192.168.1.9,0.215144072,192.168.1.9,0.017796772,1256819,1,0.24825,1,0.011475398,cloud,114.212.81.11,0.000886611,114.212.81.11,0.004770994,75887,1,0.818354167,1,0.00024757
35,725,0.232151068,1,109847.1996,1080p,2,JPEG,host,192.168.1.9,0.231615195,192.168.1.9,0.023121284,1225014,1,0.24825,1,0.011475398,cloud,114.212.81.11,0.000535873,114.212.81.11,0.005884812,107075,1,0.768145833,1,0.00024757
36,738,0.215725575,1,110474.8963,1080p,2,JPEG,host,192.168.1.9,0.215225424,192.168.1.9,0.019678031,1219332,1,0.249,1,0.011475398,cloud,114.212.81.11,0.000500151,114.212.81.11,0.004823736,27231,1,0.734083333,1,0.00024757
37,750,0.098726383,1,110474.8963,1080p,2,JPEG,cloud,114.212.81.11,0.072371648,114.212.81.11,0.013054132,1198645,1,0.022354167,1,0.000342119,host,192.168.1.9,0.026354735,192.168.1.9,0.006602911,53875,1,0.30625,1,0.007433035
38,763,0.066294874,0,105615.7578,1080p,2,JPEG,cloud,114.212.81.11,0.066294159,114.212.81.11,0.015684179,1092653,1,0.0224375,1,0.000342119,host,192.168.1.9,7.15E-07,192.168.1.9,0.004356895,624,1,0,1,0.007433532
39,775,0.075811056,1,105615.7578,1080p,2,JPEG,cloud,114.212.81.11,0.066610703,114.212.81.11,0.013254404,1096409,1,0.022125,1,0.000395663,host,192.168.1.9,0.009200353,192.168.1.9,0.007042225,41488,1,0.5635,1,0.007433532
40,788,0.077067273,1,105615.7578,1080p,2,JPEG,cloud,114.212.81.11,0.066499829,114.212.81.11,0.015202931,1136472,1,0.022375,1,0.000342119,host,192.168.1.9,0.010567444,192.168.1.9,0.005028231,53541,1,0.50625,1,0.007433532
41,800,0.067246951,0,109513.261,1080p,2,JPEG,cloud,114.212.81.11,0.067246235,114.212.81.11,0.01577834,1058275,1,0.022395833,1,0.000342119,host,192.168.1.9,7.15E-07,192.168.1.9,0.004386553,634,1,0,1,0.007433532
42,813,0.062794191,0,109513.261,1080p,2,JPEG,cloud,114.212.81.11,0.062793544,114.212.81.11,0.015515396,1072121,1,0.022520833,1,0.000407309,host,192.168.1.9,6.47E-07,192.168.1.9,0.00597058,633,1,0,1,0.007433532
43,825,0.067672729,0,111199.8997,1080p,2,JPEG,cloud,114.212.81.11,0.067672069,114.212.81.11,0.015905527,1078422,1,0.02225,1,0.000407309,host,192.168.1.9,6.60E-07,192.168.1.9,0.004323354,633,1,0,1,0.007433532
44,838,0.063460725,0,111199.8997,1080p,2,JPEG,cloud,114.212.81.11,0.063460129,114.212.81.11,0.014643482,1079606,1,0.0225,1,0.000407309,cloud,114.212.81.11,5.96E-07,114.212.81.11,0.004255908,637,1,0,1,0.000247585
45,850,0.068079747,0,111199.8997,1080p,2,JPEG,cloud,114.212.81.11,0.068079196,114.212.81.11,0.015148951,1074027,1,0.022354167,1,0.000407309,cloud,114.212.81.11,5.50E-07,114.212.81.11,0.004316257,638,1,0,1,0.000247585
46,863,0.064022064,0,100946.6058,1080p,2,JPEG,cloud,114.212.81.11,0.064021485,114.212.81.11,0.014583877,1071063,1,0.0223125,1,0.000407309,cloud,114.212.81.11,5.79E-07,114.212.81.11,0.004259178,627,1,0,1,0.000247585
47,875,0.067419859,0,100946.6058,1080p,2,JPEG,cloud,114.212.81.11,0.067419272,114.212.81.11,0.014983122,1060446,1,0.022333333,1,0.000407309,cloud,114.212.81.11,5.87E-07,114.212.81.11,0.004280677,634,1,0,1,0.000247585
48,888,0.064543826,0,100946.6058,1080p,2,JPEG,cloud,114.212.81.11,0.064543418,114.212.81.11,0.015209385,1052382,1,0.022354167,1,0.000407309,cloud,114.212.81.11,4.09E-07,114.212.81.11,0.004404068,636,1,0,1,0.000247585
49,900,0.067205411,0,102625.4504,1080p,2,JPEG,cloud,114.212.81.11,0.067204879,114.212.81.11,0.015101946,1052039,1,0.022645833,1,0.000407309,cloud,114.212.81.11,5.32E-07,114.212.81.11,0.004283942,638,1,0,1,0.0002476
50,901,1.629594207,0,110805.4432,1080p,3,JPEG,host,192.168.1.9,1.629590154,192.168.1.9,0.11860764,1050427,1,0.23,1,0.011475398,host,192.168.1.9,4.05E-06,192.168.1.9,0.027876735,611,1,0,1,0.007433532
51,909,0.33335389,0,109628.5401,1080p,3,JPEG,host,192.168.1.9,0.333352751,192.168.1.9,0.049313598,1054062,1,0.249,1,0.013612899,host,192.168.1.9,1.14E-06,192.168.1.9,0.008842866,611,1,0,1,0.007433532
52,917,0.334808932,0,109628.5401,1080p,3,JPEG,host,192.168.1.9,0.334807926,192.168.1.9,0.027260198,1077212,1,0.248,1,0.01072081,host,192.168.1.9,1.01E-06,192.168.1.9,0.007124133,611,1,0,1,0.007433532
53,925,0.333566401,0,102568.7612,1080p,3,JPEG,host,192.168.1.9,0.333564944,192.168.1.9,0.032063617,1107063,1,0.249,1,0.013612899,host,192.168.1.9,1.46E-06,192.168.1.9,0.006641308,610,1,0,1,0.007433532
54,934,0.299566579,0,106404.7347,1080p,3,JPEG,host,192.168.1.9,0.299565697,192.168.1.9,0.022387576,1113063,1,0.24875,1,0.01072081,host,192.168.1.9,8.82E-07,192.168.1.9,0.005940151,613,1,0,1,0.007433532
