n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.06065887671250564,1,111273.51383717798,720p,1,JPEG,host,192.168.1.9,0.05194398073049692,192.168.1.9,0.0034128335806039647,397998,1.0,0.24975000000000003,1.0,0.006739093152789066,host,192.168.1.9,0.008714895982008714,192.168.1.9,0.0029591597043550927,32366,1.0,0.33049999999999996,1.0,0.007169078811648883
2,50.0,0.05551086022303654,1,111502.25731469324,720p,1,JPEG,host,192.168.1.9,0.051549434661865234,192.168.1.9,0.0056896209716796875,409365,1.0,0.248,1.0,0.007949018116563395,host,192.168.1.9,0.003961425561171312,192.168.1.9,0.0024939958865825944,37971,1.0,0.727,1.0,0.0072506021041957155
3,75.0,0.05776529128734882,1,111502.25731469324,720p,1,JPEG,host,192.168.1.9,0.05189401369828444,192.168.1.9,0.007466297883253835,402515,1.0,0.24825,1.0,0.00796542219372221,host,192.168.1.9,0.005871277589064378,192.168.1.9,0.0025827976373525765,30955,1.0,0.556,1.0,0.007251099197442951
4,100.0,0.05536799247448261,1,109401.98369461279,720p,1,JPEG,host,192.168.1.9,0.05141312342423659,192.168.1.9,0.004784474006065957,406517,1.0,0.24875,1.0,0.00796691347346392,host,192.168.1.9,0.003954869050246019,192.168.1.9,0.002341848153334397,42157,1.0,0.70375,1.0,0.007251099197442951
5,125.0,0.05615610342759352,1,110203.28307274902,720p,1,JPEG,host,192.168.1.9,0.052056074142456055,192.168.1.9,0.005601305228013262,408741,1.0,0.2475,1.0,0.00796691347346392,host,192.168.1.9,0.00410002928513747,192.168.1.9,0.002353191375732422,36109,1.0,0.679,1.0,0.007251099197442951
6,150.0,0.06001103841341459,1,110203.28307274902,720p,1,JPEG,host,192.168.1.9,0.051795244216918945,192.168.1.9,0.00478785771590013,399328,1.0,0.24875,1.0,0.00796691347346392,host,192.168.1.9,0.008215794196495643,192.168.1.9,0.002387615350576548,33206,1.0,0.456,1.0,0.007251099197442951
7,175.0,0.057500444925748385,1,106004.35020971179,720p,1,JPEG,host,192.168.1.9,0.05179371283604549,192.168.1.9,0.005206731649545521,400408,1.0,0.24875,1.0,0.00796691347346392,host,192.168.1.9,0.0057067320897029,192.168.1.9,0.0022784930009108325,29937,1.0,0.4545,1.0,0.007251099197442951
8,200.0,0.05265526588146503,1,106004.35020971179,720p,1,JPEG,host,192.168.1.9,0.05181338236882137,192.168.1.9,0.006107174433194668,412531,1.0,0.24850000000000003,1.0,0.00796691347346392,cloud,114.212.81.11,0.0008418835126436674,114.212.81.11,0.0029397377601036658,39516,1.0,0.6332916666666667,1.0,0.00023913875232259912
9,225.0,0.0516590246787438,1,108274.06715920032,720p,1,JPEG,host,192.168.1.9,0.05136574231661283,192.168.1.9,0.004921674728393555,415527,1.0,0.247,1.0,0.00796691347346392,cloud,114.212.81.11,0.00029328236213097203,114.212.81.11,0.0024526852827805737,43120,1.0,0.7278333333333333,1.0,0.0002424142101857368
10,250.0,0.052400909937345065,1,112036.61288285279,720p,1,JPEG,host,192.168.1.9,0.05212604999542236,192.168.1.9,0.006542141620929427,405905,1.0,0.247,1.0,0.00796691347346392,cloud,114.212.81.11,0.0002748599419227013,114.212.81.11,0.0024710985330434945,35912,1.0,0.7497291666666666,1.0,0.00024474949032889977
