n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.100440631,0,102414.2199,990p,1,JPEG,host,192.168.1.9,0.100440218,192.168.1.9,0.007548066,953844,1,0.24875,1,0.009382635,host,192.168.1.9,4.13E-07,192.168.1.9,0.002282005,619,1,9.37025,1,0.006390134
2,50,0.095779621,0,103300.3333,990p,1,JPEG,host,192.168.1.9,0.095779245,192.168.1.9,0.011522962,951268,1,0.249,1,0.011739851,host,192.168.1.9,3.76E-07,192.168.1.9,0.002286416,612,1,0,1,0.006397093
3,75,0.09747684,0,88462.48934,990p,1,JPEG,host,192.168.1.9,0.097476464,192.168.1.9,0.00949944,938361,1,0.2485,1,0.009309562,host,192.168.1.9,3.76E-07,192.168.1.9,0.002140201,626,1,0,1,0.00639759
4,100,0.09995731,0,103735.7692,990p,1,JPEG,host,192.168.1.9,0.099956925,192.168.1.9,0.007944474,935024,1,0.2405,1,0.011740348,host,192.168.1.9,3.85E-07,192.168.1.9,0.002140751,627,1,0,1,0.00639759
5,125,0.097761136,0,103735.7692,990p,1,JPEG,host,192.168.1.9,0.09776076,192.168.1.9,0.009874674,980848,1,0.24875,1,0.009309562,host,192.168.1.9,3.76E-07,192.168.1.9,0.002140513,614,1,0,1,0.00639759
6,150,0.101780158,1,101399.8457,990p,1,JPEG,host,192.168.1.9,0.096312523,192.168.1.9,0.010583933,1057645,1,0.2485,1,0.011740348,host,192.168.1.9,0.005467635,192.168.1.9,0.00235078,10036,1,0.5795,1,0.007166096
7,175,0.100698168,1,100344.723,990p,1,JPEG,host,192.168.1.9,0.099840751,192.168.1.9,0.007949334,1191936,1,0.2485,1,0.009943356,cloud,114.212.81.11,0.000857417,114.212.81.11,0.0022698,13110,1,0.631125,1,0.000242247
8,200,0.102895269,4,103998.6852,990p,1,JPEG,host,192.168.1.9,0.102008792,192.168.1.9,0.010275318,1210209,1,0.24875,1,0.009946339,cloud,114.212.81.11,0.000886477,114.212.81.11,0.002520965,44163,1,0.773020833,1,0.000244113
9,225,0.101183057,4,101900.1635,990p,1,JPEG,host,192.168.1.9,0.100329399,192.168.1.9,0.006757773,975440,1,0.24925,1,0.009984118,cloud,114.212.81.11,0.000853658,114.212.81.11,0.002701466,73867,1,0.830875,1,0.000246418
10,250,0.102141362,5,101900.1635,990p,1,JPEG,host,192.168.1.9,0.101107973,192.168.1.9,0.00945702,1236596,1,0.24925,1,0.010061664,cloud,114.212.81.11,0.001033389,114.212.81.11,0.002858831,65061,1,0.850395833,1,0.000246554
11,275,0.101815811,4,101673.2473,990p,1,JPEG,host,192.168.1.9,0.100909462,192.168.1.9,0.00821794,1240216,1,0.24875,1,0.010061664,cloud,114.212.81.11,0.000906348,114.212.81.11,0.002578038,61519,1,0.8283125,1,0.000246569
12,300,0.100379705,2,94784.31687,990p,1,JPEG,host,192.168.1.9,0.099800293,192.168.1.9,0.013265986,1187378,1,0.2495,1,0.010061664,cloud,114.212.81.11,0.000579412,114.212.81.11,0.002823114,32629,1,0.755625,1,0.000246569
13,325,0.039188532,2,107708.1553,990p,1,JPEG,cloud,114.212.81.11,0.0315232,114.212.81.11,0.008734419,1236856,1,0.023645833,1,0.000268633,host,192.168.1.9,0.007665332,192.168.1.9,0.002440654,31677,1,0.7645,1,0.007342564
14,350,0.048277103,3,107708.1553,990p,1,JPEG,cloud,114.212.81.11,0.029962622,114.212.81.11,0.006800111,1273256,1,0.022729167,1,0.000362893,host,192.168.1.9,0.018314481,192.168.1.9,0.002574884,54288,1,0.551,1,0.007367419
15,375,0.041259601,2,103690.9631,990p,1,JPEG,cloud,114.212.81.11,0.03253161,114.212.81.11,0.008516357,1391747,1,0.022666667,1,0.000267511,host,192.168.1.9,0.008727991,192.168.1.9,0.003800759,103591,1,0.6605,1,0.007367916
16,400,0.040930299,3,103690.9631,990p,1,JPEG,cloud,114.212.81.11,0.028807117,114.212.81.11,0.006996769,1181181,1,0.022520833,1,0.000365305,host,192.168.1.9,0.012123181,192.168.1.9,0.002566814,52570,1,0.753,1,0.007368413
17,425,0.041718886,4,91496.30671,990p,1,JPEG,cloud,114.212.81.11,0.029355654,114.212.81.11,0.007250777,1290054,1,0.022645833,1,0.000269331,host,192.168.1.9,0.012363232,192.168.1.9,0.002870963,130184,1,0.94,1,0.007443474
18,450,0.062769642,6,91496.30671,990p,1,JPEG,cloud,114.212.81.11,0.030025601,114.212.81.11,0.007578813,1352524,1,0.022416667,1,0.000366032,host,192.168.1.9,0.032744041,192.168.1.9,0.003093068,77627,1,0.57825,1,0.007443971
19,475,0.039488105,3,99229.75982,990p,1,JPEG,cloud,114.212.81.11,0.029003382,114.212.81.11,0.006492789,1154528,1,0.022645833,1,0.000270074,host,192.168.1.9,0.010484723,192.168.1.9,0.002816778,91198,1,0.815,1,0.007443971
20,500,0.031351631,4,99229.75982,990p,1,JPEG,cloud,114.212.81.11,0.030434086,114.212.81.11,0.009400111,1241131,1,0.022645833,1,0.000366063,cloud,114.212.81.11,0.000917545,114.212.81.11,0.00288083,75625,1,0.7991875,1,0.000246706
