n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,5.0,0.033260623613993325,1,102116.93847737402,480p,5,JPEG,cloud,114.212.81.11,0.029026389122009277,114.212.81.11,0.008100191752115883,182870,1.0,0.03345833333333333,1.0,0.00010922742124157777,cloud,114.212.81.11,0.00423423449198405,114.212.81.11,0.010420799255371094,16083,1.0,0.6193541666666667,1.0,0.00024309659724055716
2,10.0,0.028763373692830406,1,102116.93847737402,480p,5,JPEG,cloud,114.212.81.11,0.027385751406351726,114.212.81.11,0.0072637796401977504,188830,1.0,0.029145833333333333,1.0,0.00012002430086451313,cloud,114.212.81.11,0.0013776222864786785,114.212.81.11,0.009903430938720703,19834,1.0,0.7202916666666667,1.0,0.0002456745038921007
3,15.0,0.028738657633463543,1,102116.93847737402,480p,5,JPEG,cloud,114.212.81.11,0.027386705080668133,114.212.81.11,0.007320205370585125,184379,1.0,0.029145833333333333,1.0,0.0001193115854961452,cloud,114.212.81.11,0.0013519525527954102,114.212.81.11,0.009932438532511393,17222,1.0,0.8095,1.0,0.00024198961379607084
4,20.0,0.030709584554036457,1,102116.93847737402,480p,5,JPEG,cloud,114.212.81.11,0.029415249824523926,114.212.81.11,0.013516108194986977,192736,1.0,0.027104166666666665,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0012943347295125325,114.212.81.11,0.01135416825612386,24598,1.0,0.7400208333333333,1.0,0.00024198961379607084
5,25.0,0.02886052926381429,1,102116.93847737402,480p,5,JPEG,cloud,114.212.81.11,0.02735722064971924,114.212.81.11,0.009494503339131675,182302,1.0,0.029166666666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001503308614095052,114.212.81.11,0.010258277257283527,16218,1.0,0.7065416666666667,1.0,0.00024198961379607084
6,30.0,0.02811161677042643,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.026835521062215168,114.212.81.11,0.009163618087768558,188367,1.0,0.029729166666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001276095708211263,114.212.81.11,0.009976585706075031,19738,1.0,0.7775,1.0,0.00024198961379607084
7,35.0,0.027849276860555015,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.026525417963663738,114.212.81.11,0.007287104924519856,184042,1.0,0.03139583333333333,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013238588968912761,114.212.81.11,0.00994265079498291,17041,1.0,0.7501041666666667,1.0,0.00024200477795284462
8,40.0,0.02881773312886556,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.027439554532368977,114.212.81.11,0.00725380579630534,192779,1.0,0.029083333333333333,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001378178596496582,114.212.81.11,0.009914716084798178,24623,1.0,0.7454375,1.0,0.00024200477795284462
9,45.0,0.02819935480753581,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.026844024658203125,114.212.81.11,0.006921092669169106,183000,1.0,0.0284375,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013553301493326824,114.212.81.11,0.012090444564819336,16303,1.0,0.7564166666666666,1.0,0.00024200477795284462
10,50.0,0.029327869415283203,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.02780147393544515,114.212.81.11,0.009703000386555988,188616,1.0,0.031187499999999996,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0015263954798380535,114.212.81.11,0.011117855707804363,20028,1.0,0.7858333333333333,1.0,0.00024200477795284462
11,55.0,0.02869757016499837,1,99653.38806353637,480p,5,JPEG,cloud,114.212.81.11,0.027337392171223957,114.212.81.11,0.008242328961690266,182271,1.0,0.02666666666666667,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001360177993774414,114.212.81.11,0.010613361994425455,15478,1.0,0.7544791666666667,1.0,0.00024200477795284462
12,60.0,0.029769062995910645,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.028407613436381023,114.212.81.11,0.00781397024790446,192612,1.0,0.029312499999999995,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013614495595296223,114.212.81.11,0.009936134020487467,24494,1.0,0.80525,1.0,0.00024200477795284462
13,65.0,0.02896559238433838,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.027396361033121746,114.212.81.11,0.007156014442443844,183022,1.0,0.027875,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001569231351216634,114.212.81.11,0.010421713193257649,16951,1.0,0.7432916666666668,1.0,0.00024200477795284462
14,70.0,0.02879047393798828,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.027431646982828777,114.212.81.11,0.007643342018127438,187741,1.0,0.029104166666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013588269551595051,114.212.81.11,0.009917736053466797,20007,1.0,0.7565208333333334,1.0,0.00024201994210961835
15,75.0,0.02939256032307943,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.028009335199991863,114.212.81.11,0.008561571439107258,182358,1.0,0.029729166666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013832251230875652,114.212.81.11,0.014130194981892904,15672,1.0,0.7425416666666665,1.0,0.00024201994210961835
16,80.0,0.028871615727742515,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.02749756971995036,114.212.81.11,0.008672912915547688,191711,1.0,0.02777083333333334,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001374046007792155,114.212.81.11,0.010732173919677734,24386,1.0,0.7971875,1.0,0.00024201994210961835
17,85.0,0.028227766354878746,1,101496.22180356506,480p,5,JPEG,cloud,114.212.81.11,0.026941696802775066,114.212.81.11,0.008095184961954754,182466,1.0,0.029625,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0012860695521036785,114.212.81.11,0.0106658140818278,16972,1.0,0.7689791666666667,1.0,0.00024201994210961835
18,90.0,0.0286710262298584,1,102541.31991933777,480p,5,JPEG,cloud,114.212.81.11,0.027291297912597656,114.212.81.11,0.007226228713989258,186720,1.0,0.02797916666666667,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013797283172607422,114.212.81.11,0.010595122973124186,19646,1.0,0.7928541666666665,1.0,0.00024201994210961835
19,95.0,0.028626481691996258,1,102541.31991933777,480p,5,JPEG,cloud,114.212.81.11,0.027209679285685223,114.212.81.11,0.007364630699157711,187920,1.0,0.0280625,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0014168024063110352,114.212.81.11,0.010510643323262533,19741,1.0,0.7014375,1.0,0.00024201994210961835
20,100.0,0.02871692180633545,1,102541.31991933777,480p,5,JPEG,cloud,114.212.81.11,0.027468244234720867,114.212.81.11,0.0074642896652221645,189558,1.0,0.02779166666666667,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0012486775716145833,114.212.81.11,0.01024349530537923,23853,1.0,0.7686041666666666,1.0,0.00024201994210961835
21,105.0,0.03115554650624593,1,102541.31991933777,480p,5,JPEG,cloud,114.212.81.11,0.029842615127563477,114.212.81.11,0.009306232134501137,182318,1.0,0.02791666666666667,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013129313786824544,114.212.81.11,0.010721842447916666,16542,1.0,0.7293541666666666,1.0,0.00024201994210961835
22,110.0,0.029349009195963543,1,102541.31991933777,480p,5,JPEG,cloud,114.212.81.11,0.028003255526224773,114.212.81.11,0.008020997047424313,182871,1.0,0.029729166666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013457536697387695,114.212.81.11,0.010418335596720377,16084,1.0,0.7904166666666667,1.0,0.00024201994210961835
23,115.0,0.02851764361063639,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.02724762757619222,114.212.81.11,0.008963942527771,188830,1.0,0.029291666666666664,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001270016034444173,114.212.81.11,0.01071012020111084,19835,1.0,0.7560000000000001,1.0,0.00024201994210961835
24,120.0,0.029258410135904946,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.027885635693868,114.212.81.11,0.007063508033752445,184367,1.0,0.028625,1.0,0.00012032758399998885,cloud,114.212.81.11,0.0013727744420369465,114.212.81.11,0.009905060132344563,17221,1.0,0.7978333333333333,1.0,0.00024201994210961835
25,125.0,0.02928741772969564,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.027868072191874187,114.212.81.11,0.00708973407745361,192736,1.0,0.028645833333333332,1.0,0.00012032758399998885,cloud,114.212.81.11,0.001419345537821452,114.212.81.11,0.009869654973347982,24597,1.0,0.7721666666666667,1.0,0.00024201994210961835
26,130.0,0.02867726484934489,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.027350902557373047,114.212.81.11,0.007116715113321938,182301,1.0,0.02791666666666667,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013263622919718425,114.212.81.11,0.011087854703267416,16217,1.0,0.7739791666666666,1.0,0.00024201994210961835
27,135.0,0.029709498087565105,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.028354406356811523,114.212.81.11,0.008161544799804688,188355,1.0,0.029375,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013550917307535808,114.212.81.11,0.01589671770731608,19738,1.0,0.7839166666666667,1.0,0.00024201994210961835
28,140.0,0.02937789758046468,1,98926.73166809289,480p,5,JPEG,cloud,114.212.81.11,0.027848084767659504,114.212.81.11,0.009094119071960453,184043,1.0,0.028666666666666663,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0015298128128051758,114.212.81.11,0.010488033294677734,17042,1.0,0.7617916666666668,1.0,0.00024201994210961835
29,145.0,0.028487523396809895,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.02713942527770996,114.212.81.11,0.007930199305216469,192779,1.0,0.029416666666666664,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013480981190999348,114.212.81.11,0.009936412175496418,24631,1.0,0.7873958333333334,1.0,0.00024201994210961835
30,150.0,0.028696695963541668,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.027342836062113445,114.212.81.11,0.007195711135864254,183000,1.0,0.0291875,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013538599014282227,114.212.81.11,0.009900609652201334,16303,1.0,0.7836458333333334,1.0,0.00024203510626639218
31,155.0,0.02892887592315674,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.027641932169596355,114.212.81.11,0.007530450820922848,188617,1.0,0.028874999999999998,1.0,0.00012034274815676262,cloud,114.212.81.11,0.001286943753560384,114.212.81.11,0.010677615801493326,20030,1.0,0.7433333333333333,1.0,0.00024203510626639218
32,160.0,0.029867132504781086,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.028395970662434895,114.212.81.11,0.007013281186421711,182272,1.0,0.028104166666666666,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0014711618423461914,114.212.81.11,0.010996540387471518,15479,1.0,0.7912916666666666,1.0,0.00024203510626639218
33,165.0,0.03116007645924886,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.029790520668029785,114.212.81.11,0.00845038890838623,192610,1.0,0.02795833333333333,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013695557912190754,114.212.81.11,0.010947505633036295,24503,1.0,0.7744166666666666,1.0,0.00024203510626639218
34,170.0,0.030781666437784832,1,98271.39884899597,480p,5,JPEG,cloud,114.212.81.11,0.02918211619059245,114.212.81.11,0.008911172548929851,183032,1.0,0.02854166666666667,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0015995502471923828,114.212.81.11,0.01045540968577067,16960,1.0,0.7515208333333333,1.0,0.00024203510626639218
35,175.0,0.028631885846455894,1,96690.89814436731,480p,5,JPEG,cloud,114.212.81.11,0.02726260821024577,114.212.81.11,0.009091695149739582,187740,1.0,0.029270833333333333,1.0,0.00012034274815676262,cloud,114.212.81.11,0.0013692776362101238,114.212.81.11,0.011223038037618002,20006,1.0,0.7497708333333334,1.0,0.00024203510626639218
36,180.0,0.028674602508544922,1,96690.89814436731,480p,5,JPEG,cloud,114.212.81.11,0.027352571487426758,114.212.81.11,0.007044514020284019,182358,1.0,0.029166666666666664,1.0,0.00012034274815676262,cloud,114.212.81.11,0.001322031021118164,114.212.81.11,0.0099562406539917,15664,1.0,0.7764375,1.0,0.00024203510626639218
