n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.084203152,0,99015.61645,900p,1,JPEG,host,192.168.1.9,0.084202785,192.168.1.9,0.009461284,763403,1,0.25,1,0.009226548,host,192.168.1.9,3.67E-07,192.168.1.9,0.003502552,607,1,0,1,0.006632218
2,50,0.082758509,0,105959.0401,900p,1,JPEG,host,192.168.1.9,0.082758124,192.168.1.9,0.008247366,763727,1,0.2485,1,0.010655194,host,192.168.1.9,3.85E-07,192.168.1.9,0.00228825,625,1,0,1,0.006639177
3,75,0.083441982,0,91419.94345,900p,1,JPEG,host,192.168.1.9,0.083441606,192.168.1.9,0.008526426,750174,1,0.24875,1,0.010655691,host,192.168.1.9,3.76E-07,192.168.1.9,0.00291176,613,1,0,1,0.006639675
4,100,0.083068197,0,91419.94345,900p,1,JPEG,host,192.168.1.9,0.08306783,192.168.1.9,0.010437268,749542,1,0.25,1,0.010655691,host,192.168.1.9,3.67E-07,192.168.1.9,0.002178917,608,1,0,1,0.006639675
5,125,0.082510114,0,99807.82917,900p,1,JPEG,host,192.168.1.9,0.082509747,192.168.1.9,0.010054662,794131,1,0.24825,1,0.010655691,host,192.168.1.9,3.67E-07,192.168.1.9,0.002132452,609,1,0,1,0.006639675
6,150,0.088850388,1,102636.0187,900p,1,JPEG,host,192.168.1.9,0.083659429,192.168.1.9,0.009969858,860135,1,0.24925,1,0.010657679,host,192.168.1.9,0.005190959,192.168.1.9,0.002650188,8082,1,0.5735,1,0.007449936
7,175,0.089098738,2,102636.0187,900p,1,JPEG,host,192.168.1.9,0.088062571,192.168.1.9,0.010777382,981384,1,0.23575,1,0.009172862,cloud,114.212.81.11,0.001036167,114.212.81.11,0.002685363,18685,1,0.6228125,1,0.000249026
8,200,0.083266029,2,98219.62211,900p,1,JPEG,host,192.168.1.9,0.082759527,192.168.1.9,0.008669367,963959,1,0.2485,1,0.009179821,cloud,114.212.81.11,0.000506502,114.212.81.11,0.002829222,12322,1,0.817208333,1,0.000245341
9,225,0.083728295,4,97552.44105,900p,1,JPEG,host,192.168.1.9,0.082734447,192.168.1.9,0.00636131,805681,1,0.24975,1,0.009180318,cloud,114.212.81.11,0.000993848,114.212.81.11,0.002578946,75040,1,0.770666667,1,0.000247646
10,250,0.088328178,4,97552.44105,900p,1,JPEG,host,192.168.1.9,0.087495639,192.168.1.9,0.009359387,998669,1,0.2395,1,0.009286199,cloud,114.212.81.11,0.000832539,114.212.81.11,0.002450109,46797,1,0.852791667,1,0.000247661
11,275,0.084545135,4,101341.9257,900p,1,JPEG,host,192.168.1.9,0.083632533,192.168.1.9,0.01197417,1022104,1,0.2495,1,0.009293655,cloud,114.212.81.11,0.000912602,114.212.81.11,0.002668518,56314,1,0.820666667,1,0.000247661
12,300,0.084139778,3,102607.8013,900p,1,JPEG,host,192.168.1.9,0.083466007,192.168.1.9,0.00933472,966879,1,0.24875,1,0.009293655,cloud,114.212.81.11,0.000673771,114.212.81.11,0.003168574,36730,1,0.817125,1,0.000247661
13,325,0.036266574,2,109835.262,900p,1,JPEG,cloud,114.212.81.11,0.027247236,114.212.81.11,0.007586543,1015042,1,0.024104167,1,0.000257412,host,192.168.1.9,0.009019338,192.168.1.9,0.002515609,31615,1,0.6605,1,0.007626405
14,350,0.036818504,3,109835.262,900p,1,JPEG,cloud,114.212.81.11,0.026548945,114.212.81.11,0.0056555,1051178,1,0.023229167,1,0.000309288,host,192.168.1.9,0.010269559,192.168.1.9,0.002567053,53647,1,0.8415,1,0.007626405
15,375,0.04006461,3,109835.262,900p,1,JPEG,cloud,114.212.81.11,0.02642162,114.212.81.11,0.006517979,1134813,1,0.0224375,1,0.00025682,host,192.168.1.9,0.01364299,192.168.1.9,0.002722575,80131,1,0.66875,1,0.007626902
16,400,0.031295263,2,101745.1019,900p,1,JPEG,cloud,114.212.81.11,0.025063359,114.212.81.11,0.00552745,946154,1,0.023333333,1,0.000311699,host,192.168.1.9,0.006231904,192.168.1.9,0.002418912,29880,1,0.92475,1,0.007627399
17,425,0.031395839,1,101745.1019,900p,1,JPEG,cloud,114.212.81.11,0.02720289,114.212.81.11,0.01473469,963206,1,0.022979167,1,0.000258655,host,192.168.1.9,0.004192948,192.168.1.9,0.002421021,14578,1,0.70975,1,0.007627896
18,450,0.046815496,5,95920.99692,900p,1,JPEG,cloud,114.212.81.11,0.025954412,114.212.81.11,0.006085808,1100581,1,0.022541667,1,0.000311699,host,192.168.1.9,0.020861085,192.168.1.9,0.00286559,56833,1,0.6955,1,0.007627896
19,475,0.026919704,3,95920.99692,900p,1,JPEG,cloud,114.212.81.11,0.026204586,114.212.81.11,0.006040784,945202,1,0.022625,1,0.00025867,cloud,114.212.81.11,0.000715118,114.212.81.11,0.002661476,78041,1,0.812729167,1,0.00024754
20,500,0.027021298,4,102705.7004,900p,1,JPEG,cloud,114.212.81.11,0.026082039,114.212.81.11,0.006166266,1020928,1,0.022729167,1,0.000311714,cloud,114.212.81.11,0.000939259,114.212.81.11,0.002746399,65411,1,0.815291667,1,0.00024754
21,525,0.025956411,3,102705.7004,900p,1,JPEG,cloud,114.212.81.11,0.025224741,114.212.81.11,0.005627843,1042776,1,0.022875,1,0.00025867,cloud,114.212.81.11,0.00073167,114.212.81.11,0.002640587,57912,1,0.816145833,1,0.00024754
22,550,0.026300962,3,102705.7004,900p,1,JPEG,cloud,114.212.81.11,0.025544497,114.212.81.11,0.006138517,1000831,1,0.022895833,1,0.000311714,cloud,114.212.81.11,0.000756465,114.212.81.11,0.002919335,105447,1,0.801,1,0.00024754
23,575,0.025843694,2,100987.7493,900p,1,JPEG,cloud,114.212.81.11,0.025306564,114.212.81.11,0.005869581,976758,1,0.023104167,1,0.000259519,cloud,114.212.81.11,0.00053713,114.212.81.11,0.002681356,52155,1,0.784708333,1,0.00024754
24,600,0.027776571,4,100987.7493,900p,1,JPEG,cloud,114.212.81.11,0.026847005,114.212.81.11,0.006119471,1017275,1,0.0226875,1,0.000312564,cloud,114.212.81.11,0.000929567,114.212.81.11,0.00291331,114249,1,0.832041667,1,0.00024754
25,625,0.024757431,4,108925.5468,900p,1,JPEG,cloud,114.212.81.11,0.02387432,114.212.81.11,0.006579445,1029745,1,0.023145833,1,0.000259519,cloud,114.212.81.11,0.000883112,114.212.81.11,0.002483707,35536,1,0.830979167,1,0.00024754
26,626,1.3329916,4,108925.5468,900p,2,JPEG,host,192.168.1.9,1.091166615,192.168.1.9,0.137523532,1036745,1,0.2485,1,0.009294152,host,192.168.1.9,0.241824985,192.168.1.9,0.036839485,35621,1,0.64575,1,0.007628393
27,638,0.205961191,4,108892.3042,900p,2,JPEG,host,192.168.1.9,0.166897334,192.168.1.9,0.020264259,1061818,1,0.24875,1,0.009294152,host,192.168.1.9,0.039063857,192.168.1.9,0.005527625,49650,1,0.62975,1,0.007628393
28,650,0.193284071,2,104599.8413,900p,2,JPEG,host,192.168.1.9,0.165991031,192.168.1.9,0.020822635,1018463,1,0.248,1,0.009294152,host,192.168.1.9,0.02729304,192.168.1.9,0.004961784,20258,1,0.507,1,0.007628393
29,663,0.154074005,0,110709.8346,900p,2,JPEG,host,192.168.1.9,0.154073204,192.168.1.9,0.020644052,963798,1,0.24925,1,0.009294152,host,192.168.1.9,8.00E-07,192.168.1.9,0.003981216,615,1,15.0305,1,0.007628393
30,675,0.17698321,1,101168.1157,900p,2,JPEG,host,192.168.1.9,0.168529107,192.168.1.9,0.026431579,924518,1,0.24875,1,0.010508551,host,192.168.1.9,0.008454103,192.168.1.9,0.004438877,7332,1,0.6575,1,0.007628393
31,688,0.174179639,2,101168.1157,900p,2,JPEG,host,192.168.1.9,0.155386312,192.168.1.9,0.01978285,952469,1,0.24925,1,0.009294152,host,192.168.1.9,0.018793327,192.168.1.9,0.004892417,47911,1,0.60725,1,0.007628393
32,700,0.203148292,3,103932.2216,900p,2,JPEG,host,192.168.1.9,0.165800718,192.168.1.9,0.019090634,960658,1,0.24925,1,0.009294152,host,192.168.1.9,0.037347574,192.168.1.9,0.013401545,83165,1,0.453,1,0.007628393
33,713,0.155695898,2,104251.5628,900p,2,JPEG,host,192.168.1.9,0.154698644,192.168.1.9,0.019744652,909684,1,0.24825,1,0.009294152,cloud,114.212.81.11,0.000997254,114.212.81.11,0.004577688,58045,1,0.799520833,1,0.00024754
34,725,0.167185527,1,106642.1828,900p,2,JPEG,host,192.168.1.9,0.166606738,192.168.1.9,0.017168687,889338,1,0.24925,1,0.009294152,cloud,114.212.81.11,0.000578789,114.212.81.11,0.005349288,82259,1,0.736895833,1,0.000247555
35,738,0.156678932,1,106642.1828,900p,2,JPEG,host,192.168.1.9,0.156185831,192.168.1.9,0.016020877,882787,1,0.25025,1,0.009294152,cloud,114.212.81.11,0.000493101,114.212.81.11,0.00458719,21398,1,0.714895833,1,0.000247555
36,750,0.167611654,1,109346.2957,900p,2,JPEG,host,192.168.1.9,0.166902615,192.168.1.9,0.017254316,855419,1,0.24875,1,0.009294152,cloud,114.212.81.11,0.000709039,114.212.81.11,0.005290141,30909,1,0.7153125,1,0.000247555
37,763,0.157287547,1,107386.8279,900p,2,JPEG,host,192.168.1.9,0.15681965,192.168.1.9,0.010452594,882680,1,0.247,1,0.009294152,cloud,114.212.81.11,0.000467896,114.212.81.11,0.005204507,95166,1,0.756479167,1,0.000247555
38,775,0.168880004,1,107386.8279,900p,2,JPEG,host,192.168.1.9,0.168380059,192.168.1.9,0.018559988,792922,1,0.25,1,0.00931851,cloud,114.212.81.11,0.000499945,114.212.81.11,0.004799714,33097,1,0.75875,1,0.000247555
39,788,0.057630794,1,98601.3806,900p,2,JPEG,cloud,114.212.81.11,0.051847952,114.212.81.11,0.008998752,822312,1,0.021520833,1,0.000312564,host,192.168.1.9,0.005782843,192.168.1.9,0.004390495,40877,1,0.92425,1,0.007628393
40,800,0.057488533,0,98601.3806,900p,2,JPEG,cloud,114.212.81.11,0.05748769,114.212.81.11,0.01210508,761132,1,0.022020833,1,0.000259519,host,192.168.1.9,8.44E-07,192.168.1.9,0.004624734,635,1,0,1,0.007628393
41,813,0.046464971,0,98601.3806,900p,2,JPEG,cloud,114.212.81.11,0.046464324,114.212.81.11,0.012806399,769688,1,0.0230625,1,0.000306862,host,192.168.1.9,6.47E-07,192.168.1.9,0.004042098,623,1,0,1,0.007628393
42,825,0.046983792,0,106433.5601,900p,2,JPEG,cloud,114.212.81.11,0.046983022,114.212.81.11,0.011006832,773685,1,0.0231875,1,0.000306862,host,192.168.1.9,7.70E-07,192.168.1.9,0.004820824,624,1,0,1,0.007628393
43,838,0.043077963,0,106433.5601,900p,2,JPEG,cloud,114.212.81.11,0.043077247,114.212.81.11,0.011267815,776478,1,0.022791667,1,0.000306862,host,192.168.1.9,7.15E-07,192.168.1.9,0.00411364,647,1,8.3685,1,0.007628393
44,850,0.052900039,0,106433.5601,900p,2,JPEG,cloud,114.212.81.11,0.052899361,114.212.81.11,0.012129215,770351,1,0.022708333,1,0.000306862,host,192.168.1.9,6.79E-07,192.168.1.9,0.004529329,634,1,0,1,0.007628393
45,863,0.044822829,0,97808.43472,900p,2,JPEG,cloud,114.212.81.11,0.044822148,114.212.81.11,0.011087384,771767,1,0.022895833,1,0.000306862,host,192.168.1.9,6.81E-07,192.168.1.9,0.004089134,632,1,0,1,0.007628393
46,875,0.047619178,0,97808.43472,900p,2,JPEG,cloud,114.212.81.11,0.047618701,114.212.81.11,0.011890375,761048,1,0.022541667,1,0.000306862,cloud,114.212.81.11,4.77E-07,114.212.81.11,0.00430274,638,1,0,1,0.00024757
47,888,0.044916562,0,97808.43472,900p,2,JPEG,cloud,114.212.81.11,0.044916068,114.212.81.11,0.013656361,754348,1,0.022520833,1,0.000306862,cloud,114.212.81.11,4.94E-07,114.212.81.11,0.005053793,639,1,0,1,0.00024757
48,900,0.047931213,0,97808.43472,900p,2,JPEG,cloud,114.212.81.11,0.047930772,114.212.81.11,0.011957792,754592,1,0.0230625,1,0.000306862,cloud,114.212.81.11,4.40E-07,114.212.81.11,0.004600543,625,1,0,1,0.000247585
49,913,0.048129082,0,105111.1828,900p,2,JPEG,cloud,114.212.81.11,0.048128622,114.212.81.11,0.011362127,771870,1,0.0225625,1,0.000306862,cloud,114.212.81.11,4.60E-07,114.212.81.11,0.004544752,628,1,0,1,0.000247585
50,925,0.046625669,0,105111.1828,900p,2,JPEG,cloud,114.212.81.11,0.046625321,114.212.81.11,0.011297134,797219,1,0.023375,1,0.000306862,cloud,114.212.81.11,3.48E-07,114.212.81.11,0.004552419,639,1,0,1,0.000247585
51,938,0.047486152,0,105111.1828,900p,2,JPEG,cloud,114.212.81.11,0.04748576,114.212.81.11,0.013198512,806164,1,0.022875,1,0.000306862,cloud,114.212.81.11,3.92E-07,114.212.81.11,0.00453702,639,1,0,1,0.000247585
