n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,1.0,0.23008906841278076,70.0,360p,30,JPEG,host,172.27.143.164,0.17671704292297363,172.27.143.164,0.06416034698486328,0,0.25,0.1905,0,0.25,0.1905,0,0.004,0.0026544779402444207,0,0.004,0.0026544779402444207,host,172.27.143.164,0.05337202548980713,172.27.143.164,0.03330039978027344,0,0.75,0.72425,0,0.75,0.72425,2,0.008,0.007122849139655862,2,0.008,0.007122849139655862
2,2.0,0.1780071258544922,70.0,360p,30,JPEG,host,172.27.143.164,0.13713622093200684,172.27.143.164,0.04242098331451416,0,0.25,0.1905,0,0.25,0.1905,0,0.004,0.0026544779402444207,0,0.004,0.0026544779402444207,host,172.27.143.164,0.04087090492248535,172.27.143.164,0.032938361167907715,0,0.75,0.72425,0,0.75,0.72425,2,0.008,0.007122849139655862,2,0.008,0.007122849139655862
3,3.0,0.17328393459320068,70.0,360p,30,JPEG,host,172.27.143.164,0.1330432891845703,172.27.143.164,0.03834891319274902,0,0.25,0.2535,0,0.25,0.2535,0,0.004,0.0029020303773683387,0,0.004,0.0029020303773683387,host,172.27.143.164,0.04024064540863037,172.27.143.164,0.03056931495666504,0,0.75,0.929,0,0.75,0.929,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
4,4.0,0.19173800945281982,70.0,360p,30,JPEG,host,172.27.143.164,0.1332758665084839,172.27.143.164,0.03705906867980957,0,0.25,0.253,0,0.25,0.253,0,0.004,0.0029020303773683387,0,0.004,0.0029020303773683387,host,172.27.143.164,0.05846214294433594,172.27.143.164,0.03125917911529541,0,0.75,0.619,0,0.75,0.619,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
5,5.0,0.17402994632720947,70.0,360p,30,JPEG,host,172.27.143.164,0.13312768936157227,172.27.143.164,0.04163563251495361,0,0.25,0.253,0,0.25,0.253,0,0.004,0.0029020303773683387,0,0.004,0.0029020303773683387,host,172.27.143.164,0.04090225696563721,172.27.143.164,0.03284919261932373,0,0.75,0.91425,0,0.75,0.91425,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
6,6.0,0.17153000831604004,70.0,360p,30,JPEG,host,172.27.143.164,0.1325620412826538,172.27.143.164,0.0415804386138916,0,0.25,0.245,0,0.25,0.245,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.03896796703338623,172.27.143.164,0.030947089195251465,0,0.75,0.96,0,0.75,0.96,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
7,7.0,0.1911637783050537,70.0,360p,30,JPEG,host,172.27.143.164,0.1375976800918579,172.27.143.164,0.04019057750701904,0,0.25,0.254,0,0.25,0.254,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.0535660982131958,172.27.143.164,0.034745097160339355,0,0.75,0.69875,0,0.75,0.69875,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
8,8.0,0.19566965103149414,70.5,360p,30,JPEG,host,172.27.143.164,0.13296246528625488,172.27.143.164,0.040633559226989746,0,0.25,0.24425,0,0.25,0.24425,0,0.004,0.002906007123346233,0,0.004,0.002906007123346233,host,172.27.143.164,0.06270718574523926,172.27.143.164,0.043078064918518066,0,0.75,0.5175,0,0.75,0.5175,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
9,9.0,0.17399382591247559,70.5,360p,30,JPEG,host,172.27.143.164,0.13342130184173584,172.27.143.164,0.03774619102478027,0,0.25,0.24325,0,0.25,0.24325,0,0.004,0.002906007123346233,0,0.004,0.002906007123346233,host,172.27.143.164,0.040572524070739746,172.27.143.164,0.033380866050720215,0,0.75,0.9222499999999999,0,0.75,0.9222499999999999,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
10,10.0,0.17245662212371826,70.5,360p,30,JPEG,host,172.27.143.164,0.13254785537719727,172.27.143.164,0.04245340824127197,0,0.25,0.24325,0,0.25,0.24325,0,0.004,0.002906007123346233,0,0.004,0.002906007123346233,host,172.27.143.164,0.039908766746520996,172.27.143.164,0.03179824352264404,0,0.75,0.9222499999999999,0,0.75,0.9222499999999999,2,0.008,0.007231215467553481,2,0.008,0.007231215467553481
