n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,1.0,0.1966034173965454,69.5,360p,30,JPEG,host,172.27.143.164,0.1381840705871582,172.27.143.164,0.05007338523864746,0,0.25,0.244,0,0.25,0.244,0,0.004,0.002669390737661524,0,0.004,0.002669390737661524,host,172.27.143.164,0.05841934680938721,172.27.143.164,0.03314208984375,0,0.75,0.662,0,0.75,0.662,2,0.008,0.007182997422571513,2,0.008,0.007182997422571513
2,2.0,0.1741349697113037,69.5,360p,30,JPEG,host,172.27.143.164,0.1338268518447876,172.27.143.164,0.03945422172546387,0,0.25,0.244,0,0.25,0.244,0,0.004,0.002669390737661524,0,0.004,0.002669390737661524,host,172.27.143.164,0.04030811786651611,172.27.143.164,0.03649592399597168,0,0.75,0.662,0,0.75,0.662,2,0.008,0.007182997422571513,2,0.008,0.007182997422571513
3,3.0,0.17987382411956787,69.5,360p,30,JPEG,host,172.27.143.164,0.13414216041564941,172.27.143.164,0.0377047061920166,0,0.25,0.2425,0,0.25,0.2425,0,0.004,0.0029189315477743893,0,0.004,0.0029189315477743893,host,172.27.143.164,0.04573166370391846,172.27.143.164,0.03208577632904053,0,0.75,0.9279999999999999,0,0.75,0.9279999999999999,2,0.008,0.007293352123458079,2,0.008,0.007293352123458079
4,4.0,0.19692015647888184,69.5,360p,30,JPEG,host,172.27.143.164,0.13342928886413574,172.27.143.164,0.037215590476989746,0,0.25,0.25275,0,0.25,0.25275,0,0.004,0.0029189315477743893,0,0.004,0.0029189315477743893,host,172.27.143.164,0.0634908676147461,172.27.143.164,0.04038035869598389,0,0.75,0.5895,0,0.75,0.5895,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
5,5.0,0.1917020082473755,69.5,360p,30,JPEG,host,172.27.143.164,0.1345456838607788,172.27.143.164,0.03922832012176514,0,0.25,0.2505,0,0.25,0.2505,0,0.004,0.0029189315477743893,0,0.004,0.0029189315477743893,host,172.27.143.164,0.05715632438659668,172.27.143.164,0.03224217891693115,0,0.75,0.63275,0,0.75,0.63275,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
6,6.0,0.18242108821868896,69.5,360p,30,JPEG,host,172.27.143.164,0.13385164737701416,172.27.143.164,0.04349029064178467,0,0.25,0.2505,0,0.25,0.2505,0,0.004,0.0029189315477743893,0,0.004,0.0029189315477743893,host,172.27.143.164,0.048569440841674805,172.27.143.164,0.031028389930725098,0,0.75,0.63275,0,0.75,0.63275,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
7,7.0,0.18346154689788818,69.5,360p,30,JPEG,host,172.27.143.164,0.13610589504241943,172.27.143.164,0.03951239585876465,0,0.25,0.25175000000000003,0,0.25,0.25175000000000003,0,0.004,0.002924399573493994,0,0.004,0.002924399573493994,host,172.27.143.164,0.04735565185546875,172.27.143.164,0.035079240798950195,0,0.75,0.7705,0,0.75,0.7705,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
8,8.0,0.18568766117095947,70.1,360p,30,JPEG,host,172.27.143.164,0.1360163688659668,172.27.143.164,0.04752767086029053,0,0.25,0.23850000000000002,0,0.25,0.23850000000000002,0,0.004,0.0029248966667412305,0,0.004,0.0029248966667412305,host,172.27.143.164,0.049671292304992676,172.27.143.164,0.033284902572631836,0,0.75,0.7535,0,0.75,0.7535,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
9,9.0,0.1752411127090454,70.1,360p,30,JPEG,host,172.27.143.164,0.134690523147583,172.27.143.164,0.03618264198303223,0,0.25,0.24100000000000002,0,0.25,0.24100000000000002,0,0.004,0.0029248966667412305,0,0.004,0.0029248966667412305,host,172.27.143.164,0.0405505895614624,172.27.143.164,0.034018754959106445,0,0.75,0.9227500000000001,0,0.75,0.9227500000000001,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
10,10.0,0.2739907503128052,70.1,360p,1,JPEG,host,172.27.143.164,0.20016038417816162,172.27.143.164,0.04017472267150879,0,0.25,0.24100000000000002,0,0.25,0.24100000000000002,0,0.004,0.0029248966667412305,0,0.004,0.0029248966667412305,host,172.27.143.164,0.07383036613464355,172.27.143.164,0.032408952713012695,0,0.75,0.9227500000000001,0,0.75,0.9227500000000001,2,0.008,0.007293849216705316,2,0.008,0.007293849216705316
11,25.0,0.036234259605407715,70.1,360p,1,JPEG,host,172.27.143.164,0.026615843176841736,172.27.143.164,0.004910007119178772,0,0.15,0.1685,0,0.15,0.1685,2,0.014,0.0029248966667412305,2,0.014,0.0029248966667412305,host,172.27.143.164,0.009618416428565979,172.27.143.164,0.003917396068572998,0,0.35,0.52325,0,0.35,0.52325,0,0.003,0.007293849216705316,0,0.003,0.007293849216705316
12,50.0,0.023157908366276667,70.1,360p,1,JPEG,host,172.27.143.164,0.016522930218623236,172.27.143.164,0.0028843421202439518,0,0.15,0.157,0,0.15,0.157,2,0.014,0.0029248966667412305,2,0.014,0.0029248966667412305,host,172.27.143.164,0.006634978147653433,172.27.143.164,0.002273247792170599,0,0.35,0.41924999999999996,0,0.35,0.41924999999999996,0,0.003,0.007293849216705316,0,0.003,0.007293849216705316
13,51.0,0.4664461612701416,70.1,480p,5,JPEG,host,172.27.143.164,0.28742969036102295,172.27.143.164,0.04411876201629639,0,0.15,0.157,0,0.15,0.157,2,0.014,0.0029248966667412305,2,0.014,0.0029248966667412305,host,172.27.143.164,0.17901647090911865,172.27.143.164,0.03136610984802246,0,0.35,0.41924999999999996,0,0.35,0.41924999999999996,0,0.003,0.007293849216705316,0,0.003,0.007293849216705316
14,55.0,0.1695098876953125,70.3,480p,5,JPEG,host,172.27.143.164,0.1174278736114502,172.27.143.164,0.018290805816650393,0,0.2,0.20850000000000002,0,0.2,0.20850000000000002,2,0.006,0.0033712864027598617,2,0.006,0.0033712864027598617,host,172.27.143.164,0.0520820140838623,172.27.143.164,0.015053033828735352,0,0.2,0.25125,0,0.2,0.25125,0,0.003,0.007293849216705316,0,0.003,0.007293849216705316
15,60.0,0.16714282830556235,70.3,480p,5,JPEG,host,172.27.143.164,0.09511808554331462,172.27.143.164,0.015830556551615388,0,0.2,0.20850000000000002,0,0.2,0.20850000000000002,2,0.006,0.003768961000549288,2,0.006,0.003768961000549288,host,172.27.143.164,0.07202474276224773,172.27.143.164,0.010585029919942215,0,0.2,0.27825,0,0.2,0.27825,0,0.003,0.007293849216705316,0,0.003,0.007293849216705316
