n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.029668395335857686,0,105940.55905102918,540p,1,JPEG,host,192.168.1.9,0.02966802853804368,192.168.1.9,0.00557264914879432,401408,1.0,0.24625,1.0,0.005730490954145634,host,192.168.1.9,3.6679781400240387e-07,192.168.1.9,0.002292935664837177,613,1.0,0.0,1.0,0.007107936342238759
2,50.0,0.029702204924363356,0,105940.55905102918,540p,1,JPEG,host,192.168.1.9,0.029701856466440055,192.168.1.9,0.0041327018004197295,398224,1.0,0.24925,1.0,0.006261386542194517,host,192.168.1.9,3.4845792330228363e-07,192.168.1.9,0.0024784161494328426,614,1.0,0.0,1.0,0.00711539274094731
3,75.0,0.02941469045785757,0,105940.55905102918,540p,1,JPEG,host,192.168.1.9,0.02941434199993427,192.168.1.9,0.004173535567063548,393113,1.0,0.2515,1.0,0.006263374915183465,host,192.168.1.9,3.4845792330228363e-07,192.168.1.9,0.0021413748080913834,613,1.0,0.0,1.0,0.007115889834194546
4,100.0,0.0321119656929603,0,75376.29241035241,540p,1,JPEG,host,192.168.1.9,0.03211166308476375,192.168.1.9,0.005382858789884121,391831,1.0,0.2275,1.0,0.006263374915183465,host,192.168.1.9,3.0260819655198316e-07,192.168.1.9,0.0021475370113666244,614,1.0,0.0,1.0,0.007115889834194546
5,125.0,0.029247559033907376,0,75376.29241035241,540p,1,JPEG,host,192.168.1.9,0.029247201406038724,192.168.1.9,0.00415306824904222,411965,1.0,0.24975000000000003,1.0,0.006263374915183465,host,192.168.1.9,3.5762786865234375e-07,192.168.1.9,0.002296631152813251,627,1.0,0.0,1.0,0.007115889834194546
6,150.0,0.038529240168057956,1,75376.29241035241,540p,1,JPEG,host,192.168.1.9,0.03215387234321007,192.168.1.9,0.006656142381521374,445563,1.0,0.23024999999999998,1.0,0.006263374915183465,host,192.168.1.9,0.006375367824847882,192.168.1.9,0.0023808387609628523,5768,1.0,0.4815,1.0,0.007844131441396434
7,175.0,0.03348157039055458,1,100239.94919029358,540p,1,JPEG,host,192.168.1.9,0.029466656538156364,192.168.1.9,0.004470990254328799,505296,1.0,0.25125,1.0,0.00640156683791529,host,192.168.1.9,0.004014913852398212,192.168.1.9,0.002280794657193697,8320,1.0,0.69325,1.0,0.007993259415567468
8,200.0,0.03161294643695538,2,100239.94919029358,540p,1,JPEG,host,192.168.1.9,0.03049735839550312,192.168.1.9,0.006617756990286022,503368,1.0,0.24275,1.0,0.0064035552109042385,cloud,114.212.81.11,0.0011155880414522612,114.212.81.11,0.002436069341806265,12181,1.0,0.6358541666666667,1.0,0.00024396095417666294
9,225.0,0.030600327711838942,3,100239.94919029358,540p,1,JPEG,host,192.168.1.9,0.029847025871276855,192.168.1.9,0.004417621172391452,417016,1.0,0.248,1.0,0.006404549397398711,cloud,114.212.81.11,0.0007533018405620868,114.212.81.11,0.002498223231388972,36460,1.0,0.7414583333333334,1.0,0.00024503760930760175
10,250.0,0.032238345879774824,3,108706.56051136389,540p,1,JPEG,host,192.168.1.9,0.03155171871185303,192.168.1.9,0.0059109284327580405,520022,1.0,0.23149999999999998,1.0,0.00644034011119976,cloud,114.212.81.11,0.0006866271679217999,114.212.81.11,0.0024456702745877775,25610,1.0,0.7903541666666666,1.0,0.00024520441503211334
11,275.0,0.03124829439016489,3,108706.56051136389,540p,1,JPEG,host,192.168.1.9,0.030465887143061712,192.168.1.9,0.008190402617821328,520675,1.0,0.243,1.0,0.006442825577435943,cloud,114.212.81.11,0.0007824072471031776,114.212.81.11,0.0023761895986703727,21955,1.0,0.7339791666666667,1.0,0.00024520441503211334
12,300.0,0.03048525406764104,3,66724.32425752368,540p,1,JPEG,host,192.168.1.9,0.029724552081181452,192.168.1.9,0.004793121264531061,517088,1.0,0.249,1.0,0.006442825577435943,cloud,114.212.81.11,0.0007607019864595854,114.212.81.11,0.00221560551570012,24194,1.0,0.754,1.0,0.00024521957918888714
13,325.0,0.030176602877103366,1,66724.32425752368,540p,1,JPEG,host,192.168.1.9,0.029824137687683105,192.168.1.9,0.00478653724376972,527090,1.0,0.2515,1.0,0.006442825577435943,cloud,114.212.81.11,0.0003524651894202599,114.212.81.11,0.002385744681725135,14133,1.0,0.6063333333333333,1.0,0.00024521957918888714
