n_loop,frame_id,all_delay,proc_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,5.0,0.11604770024617513,0.08710352579752603,1,84717.3144931178,720p,5,JPEG,cloud,114.212.81.11,0.08130164941151936,114.212.81.11,0.018103599548339844,400996,1.0,0.0251875,1.0,0.00019011303347295022,cloud,114.212.81.11,0.005801876386006673,114.212.81.11,0.010840574900309246,32784,1.0,0.48862500000000003,1.0,0.00024082197372448934
2,10.0,0.10022230943044026,0.07618014017740886,1,84717.3144931178,720p,5,JPEG,cloud,114.212.81.11,0.07470047473907471,114.212.81.11,0.01552438735961914,413087,1.0,0.023229166666666665,1.0,0.00022647668141648813,cloud,114.212.81.11,0.0014796654383341472,114.212.81.11,0.008517781893412273,39639,1.0,0.670875,1.0,0.00024291462735927174
3,15.0,0.22847978274027506,0.06596004962921143,1,81312.9054121609,720p,5,JPEG,cloud,114.212.81.11,0.06455636024475098,114.212.81.11,0.15129733085632324,415547,1.0,0.024729166666666667,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0014036893844604492,114.212.81.11,0.011222402254740397,43135,1.0,0.757625,1.0,0.00024341504453280667
4,20.0,0.0885238250096639,0.06503065427144368,1,81312.9054121609,720p,5,JPEG,cloud,114.212.81.11,0.06378503640492757,114.212.81.11,0.01279834906260173,408749,1.0,0.0239375,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0012456178665161133,114.212.81.11,0.01069482167561849,36137,1.0,0.7972916666666667,1.0,0.00024344537284635423
5,25.0,0.09767536322275797,0.07433112462361653,1,81312.9054121609,720p,5,JPEG,cloud,114.212.81.11,0.0729445219039917,114.212.81.11,0.012160023053487137,398003,1.0,0.02379166666666667,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0013866027196248372,114.212.81.11,0.011184215545654297,32376,1.0,0.7409374999999999,1.0,0.000243460537003128
6,30.0,0.09791878859202068,0.07480565706888835,1,82424.4711732854,720p,5,JPEG,cloud,114.212.81.11,0.07329857349395752,114.212.81.11,0.012679576873779297,409515,1.0,0.0236875,1.0,0.0003175526069998445,cloud,114.212.81.11,0.001507083574930827,114.212.81.11,0.010433554649353027,37143,1.0,0.7725833333333334,1.0,0.000243460537003128
7,35.0,0.030760566393534344,0.014877637227376301,1,82424.4711732854,360p,5,JPEG,cloud,114.212.81.11,0.013478676478068033,114.212.81.11,0.006020665168762209,120622,1.0,0.041166666666666664,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0013989607493082683,114.212.81.11,0.009862263997395834,13650,1.0,0.7589166666666668,1.0,0.000243460537003128
8,40.0,0.033127228418986,0.01757657527923584,1,82424.4711732854,360p,5,JPEG,cloud,114.212.81.11,0.016077637672424316,114.212.81.11,0.0051032304763793945,126236,1.0,0.03452083333333333,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0014989376068115234,114.212.81.11,0.010447422663370768,16618,1.0,0.7990416666666667,1.0,0.000243460537003128
9,45.0,0.0380630095799764,0.017374515533447266,1,82424.4711732854,360p,5,JPEG,cloud,114.212.81.11,0.016016205151875813,114.212.81.11,0.009444395701090496,118649,1.0,0.03247916666666667,1.0,0.0003175526069998445,cloud,114.212.81.11,0.001358310381571452,114.212.81.11,0.01124409834543864,10892,1.0,0.7553333333333333,1.0,0.000243460537003128
10,50.0,0.08099468549092612,0.014278332392374674,1,82424.4711732854,360p,5,JPEG,cloud,114.212.81.11,0.013060808181762695,114.212.81.11,0.05567399660746257,120652,1.0,0.0371875,1.0,0.00038275848112712265,cloud,114.212.81.11,0.0012175242106119792,114.212.81.11,0.011042356491088867,12990,1.0,0.7863958333333333,1.0,0.000243460537003128
11,55.0,0.05544734001159668,0.013982613881429035,1,84756.67144579894,360p,5,JPEG,cloud,114.212.81.11,0.012751022974650065,114.212.81.11,0.03141419092814128,117424,1.0,0.04083333333333333,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0012315909067789714,114.212.81.11,0.010050535202026367,10554,1.0,0.7792083333333334,1.0,0.000243460537003128
12,60.0,0.03371250629425049,0.01751112937927246,1,84756.67144579894,360p,5,JPEG,cloud,114.212.81.11,0.01616791884104411,114.212.81.11,0.006287495295206703,124096,1.0,0.034333333333333334,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0013432105382283528,114.212.81.11,0.00991388161977132,16498,1.0,0.7409374999999999,1.0,0.000243460537003128
13,65.0,0.03266306718190511,0.017510851224263508,1,84756.67144579894,360p,5,JPEG,cloud,114.212.81.11,0.016297062238057453,114.212.81.11,0.005282719930013023,122693,1.0,0.0319375,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0012137889862060547,114.212.81.11,0.00986949602762858,15442,1.0,0.7899375000000001,1.0,0.000243460537003128
14,70.0,0.033985257148742676,0.01723949114481608,1,84756.67144579894,360p,5,JPEG,cloud,114.212.81.11,0.015724738438924152,114.212.81.11,0.0067768096923828125,120634,1.0,0.03308333333333333,1.0,0.0003175526069998445,cloud,114.212.81.11,0.001514752705891927,114.212.81.11,0.009968956311543781,13085,1.0,0.7929166666666667,1.0,0.000243460537003128
15,75.0,0.03596576054890951,0.018039623896280926,1,83356.51322155933,360p,5,JPEG,cloud,114.212.81.11,0.016565839449564617,114.212.81.11,0.008122086524963379,119559,1.0,0.035583333333333335,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0014737844467163086,114.212.81.11,0.009804050127665201,10758,1.0,0.7894583333333333,1.0,0.000243460537003128
16,80.0,0.033979336420694985,0.017835617065429688,1,83356.51322155933,360p,5,JPEG,cloud,114.212.81.11,0.01632515589396159,114.212.81.11,0.006362160046895344,124825,1.0,0.033979166666666664,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0015104611714680989,114.212.81.11,0.009781559308369953,16700,1.0,0.7710416666666666,1.0,0.000243460537003128
17,85.0,0.033998449643452965,0.017853935559590656,1,83356.51322155933,360p,5,JPEG,cloud,114.212.81.11,0.01631649335225423,114.212.81.11,0.00572474797566732,122456,1.0,0.031875,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0015374422073364258,114.212.81.11,0.010419766108194986,15420,1.0,0.75825,1.0,0.000243460537003128
18,90.0,0.0802453358968099,0.014736294746398926,1,83356.51322155933,360p,5,JPEG,cloud,114.212.81.11,0.013365507125854492,114.212.81.11,0.054263393084208175,119924,1.0,0.0389375,1.0,0.00038275848112712265,cloud,114.212.81.11,0.0013707876205444336,114.212.81.11,0.011245648066202799,13017,1.0,0.7738541666666667,1.0,0.000243460537003128
19,95.0,0.04020829995473226,0.014048894246419271,1,83356.51322155933,360p,5,JPEG,cloud,114.212.81.11,0.01312561829884847,114.212.81.11,0.01578394571940104,121520,1.0,0.03964583333333333,1.0,0.0003175526069998445,cloud,114.212.81.11,0.0009232759475708008,114.212.81.11,0.010375459988911947,13223,1.0,0.7785625,1.0,0.000243460537003128
20,100.0,0.042068759600321456,0.02426278591156006,1,84996.32619141297,480p,5,JPEG,cloud,114.212.81.11,0.02297353744506836,114.212.81.11,0.0077841679255167655,189560,1.0,0.028687499999999994,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0012892484664916992,114.212.81.11,0.010021805763244629,23857,1.0,0.7966041666666666,1.0,0.0002434757011599018
21,105.0,0.04570321242014567,0.0284727414449056,1,84996.32619141297,480p,5,JPEG,cloud,114.212.81.11,0.027051130930582683,114.212.81.11,0.007393797238667805,182318,1.0,0.028208333333333335,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014216105143229167,114.212.81.11,0.009836673736572266,16540,1.0,0.7941666666666666,1.0,0.0002434757011599018
22,110.0,0.05212525526682536,0.02847913901011149,1,84996.32619141297,480p,5,JPEG,cloud,114.212.81.11,0.027041514714558918,114.212.81.11,0.01220810413360596,182870,1.0,0.02952083333333333,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014376242955525715,114.212.81.11,0.01143801212310791,16081,1.0,0.8092708333333333,1.0,0.0002434757011599018
23,115.0,0.16266822814941406,0.023248950640360515,1,88119.39663367847,480p,5,JPEG,cloud,114.212.81.11,0.02208268642425537,114.212.81.11,0.12924540042877197,188819,1.0,0.0314375,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0011662642161051433,114.212.81.11,0.010173877080281576,19814,1.0,0.7646875,1.0,0.0002434757011599018
24,120.0,0.06477351983388266,0.02391362190246582,1,88119.39663367847,480p,5,JPEG,cloud,114.212.81.11,0.02279178301493327,114.212.81.11,0.030722300211588543,184380,1.0,0.030437499999999996,1.0,0.00031758293531339207,cloud,114.212.81.11,0.001121838887532552,114.212.81.11,0.010137597719828287,17235,1.0,0.7950208333333334,1.0,0.0002434757011599018
25,125.0,0.04117751121520996,0.023889581362406414,1,88119.39663367847,480p,5,JPEG,cloud,114.212.81.11,0.02256619930267334,114.212.81.11,0.006982843081156414,192723,1.0,0.03075,1.0,0.00031758293531339207,cloud,114.212.81.11,0.001323382059733073,114.212.81.11,0.010305086771647137,24584,1.0,0.7750833333333333,1.0,0.0002434757011599018
26,130.0,0.04828310012817383,0.02906636397043864,1,88119.39663367847,480p,5,JPEG,cloud,114.212.81.11,0.027564287185668945,114.212.81.11,0.008826414744059242,182302,1.0,0.030208333333333334,1.0,0.00031758293531339207,cloud,114.212.81.11,0.001502076784769694,114.212.81.11,0.010390321413675945,16217,1.0,0.7528750000000001,1.0,0.0002434757011599018
27,135.0,0.04928243160247803,0.028426845868428547,1,88119.39663367847,480p,5,JPEG,cloud,114.212.81.11,0.02706464131673177,114.212.81.11,0.00993029276529948,188367,1.0,0.029479166666666667,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0013622045516967773,114.212.81.11,0.01092529296875,19748,1.0,0.8038958333333333,1.0,0.0002434757011599018
28,140.0,0.04745022455851237,0.02927839756011963,1,85191.53599084998,480p,5,JPEG,cloud,114.212.81.11,0.02782587210337321,114.212.81.11,0.007701992988586422,184043,1.0,0.028687499999999994,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014525254567464192,114.212.81.11,0.010469834009806315,17040,1.0,0.8257708333333333,1.0,0.0002434908653166756
29,145.0,0.04721911748250326,0.029050429662068684,1,85191.53599084998,480p,5,JPEG,cloud,114.212.81.11,0.02762027581532796,114.212.81.11,0.007649223009745281,192778,1.0,0.03014583333333333,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014301538467407227,114.212.81.11,0.010519464810689291,24632,1.0,0.8157291666666667,1.0,0.00024350602947344937
30,150.0,0.05162545045216878,0.028283874193827312,1,85191.53599084998,480p,5,JPEG,cloud,114.212.81.11,0.02686941623687744,114.212.81.11,0.012126008669535317,183011,1.0,0.027124999999999996,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014144579569498699,114.212.81.11,0.011215567588806152,16315,1.0,0.7506458333333333,1.0,0.00024350602947344937
31,155.0,0.05039254824320476,0.024508317311604817,1,85191.53599084998,480p,5,JPEG,cloud,114.212.81.11,0.023178776105244953,114.212.81.11,0.014619350433349613,188606,1.0,0.0314375,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0013295412063598633,114.212.81.11,0.011264880498250326,20018,1.0,0.7724583333333334,1.0,0.00024350602947344937
32,160.0,0.04820505777994792,0.023084044456481934,1,80711.99218449403,480p,5,JPEG,cloud,114.212.81.11,0.021985689798990887,114.212.81.11,0.014929691950480144,182270,1.0,0.03158333333333333,1.0,0.00031758293531339207,cloud,114.212.81.11,0.001098354657491048,114.212.81.11,0.01019132137298584,15468,1.0,0.7799375,1.0,0.00024350602947344937
33,165.0,0.04809931914011637,0.029029210408528645,1,80711.99218449403,480p,5,JPEG,cloud,114.212.81.11,0.027678449948628742,114.212.81.11,0.008384029070536297,192612,1.0,0.028833333333333336,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0013507604598999023,114.212.81.11,0.010686079661051432,24497,1.0,0.8105625,1.0,0.00024350602947344937
34,170.0,0.04710658391316731,0.02896233399709066,1,80711.99218449403,480p,5,JPEG,cloud,114.212.81.11,0.027472058931986492,114.212.81.11,0.007761716842651364,183034,1.0,0.030312500000000003,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014902750651041667,114.212.81.11,0.010382533073425293,16960,1.0,0.8300416666666667,1.0,0.00024350602947344937
35,175.0,0.04780264695485433,0.028556108474731445,1,80711.99218449403,480p,5,JPEG,cloud,114.212.81.11,0.02707835038503011,114.212.81.11,0.009185115496317547,187741,1.0,0.029479166666666667,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014777580897013347,114.212.81.11,0.01006142298380534,19995,1.0,0.791,1.0,0.00024350602947344937
36,180.0,0.04756347338358562,0.029133478800455727,1,83768.93733384644,480p,5,JPEG,cloud,114.212.81.11,0.027645309766133625,114.212.81.11,0.00789892673492432,182358,1.0,0.028854166666666667,1.0,0.00031758293531339207,cloud,114.212.81.11,0.0014881690343221028,114.212.81.11,0.010531067848205566,15664,1.0,0.7818125,1.0,0.00024350602947344937
37,185.0,0.17092525959014893,0.023844440778096516,1,83768.93733384644,480p,5,JPEG,cloud,114.212.81.11,0.022501428922017414,114.212.81.11,0.1359475056330363,191709,1.0,0.03239583333333333,1.0,0.0003827888094406702,cloud,114.212.81.11,0.0013430118560791016,114.212.81.11,0.011133313179016113,24392,1.0,0.7913958333333332,1.0,0.00024350602947344937
38,190.0,0.05753727753957112,0.02449023723602295,1,83768.93733384644,480p,5,JPEG,cloud,114.212.81.11,0.02309874693552653,114.212.81.11,0.02245843410491943,182478,1.0,0.030062500000000002,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0013914903004964192,114.212.81.11,0.010588606198628742,16985,1.0,0.7088958333333334,1.0,0.00024350602947344937
39,195.0,0.044165452321370445,0.024311184883117676,1,83768.93733384644,480p,5,JPEG,cloud,114.212.81.11,0.02293384075164795,114.212.81.11,0.009070634841918945,186718,1.0,0.03177083333333333,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0013773441314697266,114.212.81.11,0.010783632596333822,19643,1.0,0.7950416666666666,1.0,0.00024350602947344937
40,200.0,0.04678205649058024,0.029030839602152504,1,82902.6647041372,480p,5,JPEG,cloud,114.212.81.11,0.02758808930714925,114.212.81.11,0.007919470469156902,187929,1.0,0.030187500000000003,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0014427502950032551,114.212.81.11,0.009831746419270832,19747,1.0,0.8075,1.0,0.00024350602947344937
41,205.0,0.04636295636494955,0.0286329984664917,1,82902.6647041372,480p,5,JPEG,cloud,114.212.81.11,0.027150313059488933,114.212.81.11,0.00731213887532552,189558,1.0,0.030666666666666665,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0014826854070027669,114.212.81.11,0.010417819023132324,23856,1.0,0.8069583333333333,1.0,0.00024350602947344937
42,210.0,0.1415979067484538,0.024289846420288086,1,82902.6647041372,480p,5,JPEG,cloud,114.212.81.11,0.023039897282918293,114.212.81.11,0.1059243679046631,182306,1.0,0.030125,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0012499491373697917,114.212.81.11,0.011383692423502605,16529,1.0,0.7705208333333333,1.0,0.00024350602947344937
43,215.0,0.045055111249287925,0.024315675099690754,1,83452.05658270825,480p,5,JPEG,cloud,114.212.81.11,0.0232468843460083,114.212.81.11,0.011204560597737633,182869,1.0,0.029854166666666668,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0010687907536824544,114.212.81.11,0.009534875551859537,16083,1.0,0.7702708333333333,1.0,0.00024350602947344937
44,220.0,0.04061373074849447,0.023855884869893394,1,83452.05658270825,480p,5,JPEG,cloud,114.212.81.11,0.022405068079630535,114.212.81.11,0.006946881612141926,188828,1.0,0.029437500000000002,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0014508167902628581,114.212.81.11,0.009810964266459148,19823,1.0,0.80275,1.0,0.00024350602947344937
45,225.0,0.04682966073354085,0.029174526532491047,1,83452.05658270825,480p,5,JPEG,cloud,114.212.81.11,0.027661879857381184,114.212.81.11,0.007462223370869953,184379,1.0,0.030104166666666668,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0015126466751098633,114.212.81.11,0.01019291083017985,17233,1.0,0.7923958333333333,1.0,0.00024350602947344937
46,230.0,0.04836738109588623,0.02902110417683919,1,83452.05658270825,480p,5,JPEG,cloud,114.212.81.11,0.027503450711568195,114.212.81.11,0.008341153462727863,192735,1.0,0.030270833333333334,1.0,0.0003175980994701659,cloud,114.212.81.11,0.001517653465270996,114.212.81.11,0.011005123456319174,24588,1.0,0.7896875,1.0,0.00024350602947344937
47,235.0,0.17177271842956543,0.023140629132588707,1,81385.19573077942,480p,5,JPEG,cloud,114.212.81.11,0.02203528086344401,114.212.81.11,0.1384366750717163,182300,1.0,0.03149999999999999,1.0,0.0003175980994701659,cloud,114.212.81.11,0.001105348269144694,114.212.81.11,0.010195414225260418,16215,1.0,0.7754374999999999,1.0,0.00024350602947344937
48,240.0,0.05471467971801758,0.02369821071624756,1,81385.19573077942,480p,5,JPEG,cloud,114.212.81.11,0.022621949513753254,114.212.81.11,0.021454612414042156,188366,1.0,0.030687500000000003,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0010762612024943035,114.212.81.11,0.009561856587727865,19748,1.0,0.7649791666666667,1.0,0.00024350602947344937
49,245.0,0.047162532806396484,0.02429358164469401,1,81385.19573077942,480p,5,JPEG,cloud,114.212.81.11,0.02290014425913493,114.212.81.11,0.01235632101694743,184041,1.0,0.03333333333333333,1.0,0.0003175980994701659,cloud,114.212.81.11,0.001393437385559082,114.212.81.11,0.010512630144755045,17040,1.0,0.8388125000000001,1.0,0.00024350602947344937
50,250.0,0.04824403921763102,0.02886851628621419,1,81385.19573077942,480p,5,JPEG,cloud,114.212.81.11,0.027374863624572754,114.212.81.11,0.008523702621459961,192766,1.0,0.027875,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0014936526616414387,114.212.81.11,0.010851820309956867,24619,1.0,0.8020208333333333,1.0,0.00024350602947344937
51,255.0,0.04684809843699138,0.029075105985005695,1,91968.79893033057,480p,5,JPEG,cloud,114.212.81.11,0.027658541997273762,114.212.81.11,0.007289648056030277,183010,1.0,0.028854166666666667,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0014165639877319336,114.212.81.11,0.010483344395955404,16314,1.0,0.7725416666666667,1.0,0.00024352119363022314
52,260.0,0.1531583865483602,0.025195201237996418,1,91968.79893033057,480p,5,JPEG,cloud,114.212.81.11,0.023836612701416016,114.212.81.11,0.11803936958312988,188614,1.0,0.03202083333333333,1.0,0.0003175980994701659,cloud,114.212.81.11,0.0013585885365804036,114.212.81.11,0.009923815727233887,20026,1.0,0.7819583333333333,1.0,0.00024352119363022314
53,265.0,0.04323736826578776,0.024855891863505047,1,91968.79893033057,480p,5,JPEG,cloud,114.212.81.11,0.023563265800476074,114.212.81.11,0.007339596748352051,182272,1.0,0.030916666666666665,1.0,0.00034063245360954625,cloud,114.212.81.11,0.0012926260630289714,114.212.81.11,0.011041879653930664,15479,1.0,0.7689166666666667,1.0,0.00024352119363022314
54,270.0,0.05154919624328613,0.02861754099527995,1,91968.79893033057,480p,5,JPEG,cloud,114.212.81.11,0.027222633361816406,114.212.81.11,0.010123093922932945,192609,1.0,0.029312499999999995,1.0,0.00034064761776632,cloud,114.212.81.11,0.0013949076334635417,114.212.81.11,0.012808561325073242,24501,1.0,0.7613333333333334,1.0,0.00024352119363022314
55,275.0,0.046014746030171715,0.02898963292439779,1,85065.01882305798,480p,5,JPEG,cloud,114.212.81.11,0.02757243315378825,114.212.81.11,0.007152597109476726,183030,1.0,0.030208333333333334,1.0,0.00034064761776632,cloud,114.212.81.11,0.0014171997706095378,114.212.81.11,0.009872515996297201,16959,1.0,0.8233958333333334,1.0,0.00024352119363022314
