n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.02385862057025616,1,57105.86582996887,480p,1,JPEG,host,192.168.1.9,0.0180741915336022,192.168.1.9,0.004018398431631237,182296,1.0,0.24975000000000003,1.0,0.004101516382950696,host,192.168.1.9,0.005784429036653959,192.168.1.9,0.0023601880440345174,16202,1.0,0.5145000000000001,1.0,0.00714024740330915
2,50.0,0.02288330518282377,1,57105.86582996887,480p,1,JPEG,host,192.168.1.9,0.017641370113079365,192.168.1.9,0.0034337960756742024,188597,1.0,0.256,1.0,0.004511121218673805,host,192.168.1.9,0.0052419350697444035,192.168.1.9,0.0023900728959303638,19989,1.0,0.58625,1.0,0.007248613731206769
3,75.0,0.022263939564044658,1,69597.02972255029,480p,1,JPEG,host,192.168.1.9,0.01782392538510836,192.168.1.9,0.004108814092782829,182352,1.0,0.23725000000000002,1.0,0.004517086337640646,host,192.168.1.9,0.004440014178936298,192.168.1.9,0.002317364399249737,15648,1.0,0.64875,1.0,0.0072491108244540055
4,100.0,0.023132498447711654,1,69597.02972255029,480p,1,JPEG,host,192.168.1.9,0.01757340247814472,192.168.1.9,0.003125438323387731,189554,1.0,0.24600000000000002,1.0,0.004518577617382356,host,192.168.1.9,0.005559095969566932,192.168.1.9,0.002318327243511494,23832,1.0,0.5355,1.0,0.0072491108244540055
5,125.0,0.022488034688509427,1,69597.02972255029,480p,1,JPEG,host,192.168.1.9,0.017589404032780573,192.168.1.9,0.0033356776604285612,192718,1.0,0.25125,1.0,0.004518577617382356,host,192.168.1.9,0.004898630655728853,192.168.1.9,0.002439939058743991,24559,1.0,0.6075,1.0,0.0072491108244540055
6,150.0,0.02593122078822209,1,96704.90507836072,480p,1,JPEG,host,192.168.1.9,0.017527690300574668,192.168.1.9,0.0032065373200636654,183005,1.0,0.25225000000000003,1.0,0.004518577617382356,host,192.168.1.9,0.008403530487647424,192.168.1.9,0.0031233934255746696,16300,1.0,0.33149999999999996,1.0,0.0072491108244540055
7,175.0,0.023477343412546012,1,96704.90507836072,480p,1,JPEG,host,192.168.1.9,0.02259657933161809,192.168.1.9,0.0033639944516695476,187722,1.0,0.1955,1.0,0.004518577617382356,cloud,114.212.81.11,0.0008807640809279222,114.212.81.11,0.002520845486567571,19976,1.0,0.6233125,1.0,0.00023583296614591384
8,200.0,0.017987471360426683,1,78772.0421981029,480p,1,JPEG,host,192.168.1.9,0.017679260327265814,192.168.1.9,0.003935731374300443,187911,1.0,0.25,1.0,0.004518577617382356,cloud,114.212.81.11,0.0003082110331608699,114.212.81.11,0.0025121707182664136,19737,1.0,0.7439791666666666,1.0,0.00023910842400905153
9,225.0,0.01775063918187068,1,78772.0421981029,480p,1,JPEG,host,192.168.1.9,0.017467159491318923,192.168.1.9,0.003229764791635368,184360,1.0,0.253,1.0,0.004518577617382356,cloud,114.212.81.11,0.0002834796905517578,114.212.81.11,0.0026463453586284933,17211,1.0,0.7528541666666667,1.0,0.00023912358816582534
10,250.0,0.01798108907846304,1,78772.0421981029,480p,1,JPEG,host,192.168.1.9,0.017694335717421312,192.168.1.9,0.004148061458881084,192773,1.0,0.24975000000000003,1.0,0.004518577617382356,cloud,114.212.81.11,0.0002867533610417293,114.212.81.11,0.003589786016024076,24623,1.0,0.7431041666666668,1.0,0.00023912358816582534
11,275.0,0.017783916913546048,1,55765.53654118372,480p,1,JPEG,host,192.168.1.9,0.01750347247490516,192.168.1.9,0.0035291359974787793,183015,1.0,0.2525,1.0,0.004518577617382356,cloud,114.212.81.11,0.0002804444386408879,114.212.81.11,0.0022964660937969503,16940,1.0,0.7873333333333333,1.0,0.00023913875232259912
12,300.0,0.018040977991544284,1,55765.53654118372,480p,1,JPEG,host,192.168.1.9,0.017762303352355957,192.168.1.9,0.004098268655630257,186701,1.0,0.249,1.0,0.004518577617382356,cloud,114.212.81.11,0.0002786746391883263,114.212.81.11,0.003234753241905799,19623,1.0,0.7646041666666666,1.0,0.00023913875232259912
13,325.0,0.017991047639113206,1,55765.53654118372,480p,1,JPEG,host,192.168.1.9,0.01770964952615591,192.168.1.9,0.0034244519013624936,188812,1.0,0.24425,1.0,0.004519074710629593,cloud,114.212.81.11,0.00028139811295729416,114.212.81.11,0.003305160082303561,19815,1.0,0.7576458333333332,1.0,0.00023913875232259912
14,350.0,0.017909921132601224,1,70330.15871720288,480p,1,JPEG,host,192.168.1.9,0.017635437158437874,192.168.1.9,0.003652801880469691,184025,1.0,0.2505,1.0,0.004519074710629593,cloud,114.212.81.11,0.00027448397416334885,114.212.81.11,0.002448705526498648,17019,1.0,0.7507708333333333,1.0,0.00023913875232259912
15,375.0,0.011860260596642127,1,70330.15871720288,480p,1,JPEG,cloud,114.212.81.11,0.006466590441190279,114.212.81.11,0.0020675292381873494,192600,1.0,0.0334375,1.0,8.896810779180019e-05,host,192.168.1.9,0.005393670155451848,192.168.1.9,0.002459902029771072,24478,1.0,0.4985,1.0,0.0072491108244540055
16,400.0,0.014947386888357308,1,70330.15871720288,480p,1,JPEG,cloud,114.212.81.11,0.006442014987652118,114.212.81.11,0.003603036587054913,182479,1.0,0.028583333333333332,1.0,0.00010062934435084133,host,192.168.1.9,0.00850537190070519,192.168.1.9,0.0037736342503474317,16968,1.0,0.35,1.0,0.0072491108244540055
17,425.0,0.01079728053166316,1,79078.05240368762,480p,1,JPEG,cloud,114.212.81.11,0.006303741381718562,114.212.81.11,0.002941131591796876,182870,1.0,0.03047916666666667,1.0,0.00010062934435084133,host,192.168.1.9,0.004493539149944599,192.168.1.9,0.002226682809682993,16068,1.0,0.68375,1.0,0.0072491108244540055
18,450.0,0.012076570437504694,1,79078.05240368762,480p,1,JPEG,cloud,114.212.81.11,0.006339834286616399,114.212.81.11,0.0026778899706326994,188367,1.0,0.027749999999999997,1.0,0.00010164534285468497,host,192.168.1.9,0.005736736150888296,192.168.1.9,0.0023350073741032536,19745,1.0,0.5357500000000001,1.0,0.0072491108244540055
