n_loop,frame_id,all_delay,proc_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
76,380,0.045972069104512535,0.02773908774058024,1,104072.19101383777,480p,5,JPEG,cloud,114.212.81.11,0.026420195897420246,114.212.81.11,0.008533954620361332,183032,1.0,0.02889583333333333,1.0,0.0003922209149539649,cloud,114.212.81.11,0.0013188918431599934,114.212.81.11,0.009699026743570963,16961,1.0,0.7526458333333332,1.0,0.00024271749332121253
77,385,0.048235535621643066,0.029541095097859703,1,104072.19101383777,480p,5,JPEG,cloud,114.212.81.11,0.028232733408610027,114.212.81.11,0.00805811087290446,187726,1.0,0.0295,1.0,0.0003922209149539649,cloud,114.212.81.11,0.0013083616892496746,114.212.81.11,0.010636329650878906,19993,1.0,0.8126458333333333,1.0,0.00024271749332121253
78,390,0.053222815195719406,0.03256690502166748,1,104072.19101383777,480p,5,JPEG,cloud,114.212.81.11,0.027637600898742676,114.212.81.11,0.008168896039326988,182345,1.0,0.030125,1.0,0.0003922209149539649,cloud,114.212.81.11,0.004929304122924805,114.212.81.11,0.012487014134724934,15660,1.0,0.6325833333333334,1.0,0.00024271749332121253
79,395,0.12120874722798666,0.026021162668863933,1,104072.19101383777,480p,5,JPEG,cloud,114.212.81.11,0.022740403811136883,114.212.81.11,0.08447718620300293,191699,1.0,0.0320625,1.0,0.0003922209149539649,cloud,114.212.81.11,0.0032807588577270508,114.212.81.11,0.010710398356119791,24383,1.0,0.7270208333333333,1.0,0.00024271749332121253
80,400,0.05558156967163086,0.02381587028503418,1,106795.99811562049,480p,5,JPEG,cloud,114.212.81.11,0.02293090025583903,114.212.81.11,0.02182920773824056,182478,1.0,0.03179166666666667,1.0,0.00033088190080400213,cloud,114.212.81.11,0.0008849700291951498,114.212.81.11,0.00993649164835612,16987,1.0,0.7732916666666667,1.0,0.00024271749332121253
81,405,0.0428696870803833,0.02422797679901123,1,106795.99811562049,480p,5,JPEG,cloud,114.212.81.11,0.02304081122080485,114.212.81.11,0.008460998535156247,186708,1.0,0.030125,1.0,0.00033088190080400213,cloud,114.212.81.11,0.0011871655782063801,114.212.81.11,0.01018071174621582,19633,1.0,0.7481041666666667,1.0,0.00024271749332121253
82,410,0.04852060476938883,0.02906644344329834,1,106795.99811562049,480p,5,JPEG,cloud,114.212.81.11,0.02783966064453125,114.212.81.11,0.007611910502115883,187930,1.0,0.028666666666666663,1.0,0.00033088190080400213,cloud,114.212.81.11,0.0012267827987670898,114.212.81.11,0.01184225082397461,19759,1.0,0.8075833333333334,1.0,0.00024271749332121253
83,415,0.0475464661916097,0.02805161476135254,1,106795.99811562049,480p,5,JPEG,cloud,114.212.81.11,0.026804685592651367,114.212.81.11,0.008675416310628258,189559,1.0,0.029770833333333333,1.0,0.00033088190080400213,cloud,114.212.81.11,0.0012469291687011719,114.212.81.11,0.010819435119628906,23857,1.0,0.8237291666666667,1.0,0.00024271749332121253
84,420,0.12602011362711588,0.023166100184122723,1,92391.53006758948,480p,5,JPEG,cloud,114.212.81.11,0.022045016288757324,114.212.81.11,0.09233327706654866,182307,1.0,0.0330625,1.0,0.0003960726107745064,cloud,114.212.81.11,0.0011210838953653972,114.212.81.11,0.0105207363764445,16522,1.0,0.7545625,1.0,0.00024271749332121253
85,425,0.0524593989054362,0.02357661724090576,1,92391.53006758948,480p,5,JPEG,cloud,114.212.81.11,0.022587180137634277,114.212.81.11,0.01768322785695394,182869,1.0,0.03227083333333334,1.0,0.0003960726107745064,cloud,114.212.81.11,0.0009894371032714844,114.212.81.11,0.011199553807576498,16081,1.0,0.7605624999999999,1.0,0.00024271749332121253
86,430,0.0428008238474528,0.024858474731445312,1,92391.53006758948,480p,5,JPEG,cloud,114.212.81.11,0.023630340894063313,114.212.81.11,0.007395664850870769,188828,1.0,0.03229166666666667,1.0,0.0003960726107745064,cloud,114.212.81.11,0.0012281338373819988,114.212.81.11,0.010546684265136719,19833,1.0,0.7806041666666667,1.0,0.00024271749332121253
87,435,0.0482025941212972,0.028596997261047363,1,92391.53006758948,480p,5,JPEG,cloud,114.212.81.11,0.02739580472310384,114.212.81.11,0.008887926737467449,184380,1.0,0.030395833333333334,1.0,0.0003960726107745064,cloud,114.212.81.11,0.0012011925379435222,114.212.81.11,0.01071767012278239,17224,1.0,0.76925,1.0,0.00024271749332121253
88,440,0.04949772357940674,0.028775572776794434,1,90747.62476255286,480p,5,JPEG,cloud,114.212.81.11,0.027489701906840008,114.212.81.11,0.008859117825826008,192735,1.0,0.029020833333333333,1.0,0.0003960726107745064,cloud,114.212.81.11,0.001285870869954427,114.212.81.11,0.011863032976786295,24597,1.0,0.7982083333333333,1.0,0.00024271749332121253
89,445,0.13660975297292074,0.023193756739298504,1,90747.62476255286,480p,5,JPEG,cloud,114.212.81.11,0.0220333735148112,114.212.81.11,0.10320683320363362,182299,1.0,0.03308333333333333,1.0,0.0003960726107745064,cloud,114.212.81.11,0.0011603832244873047,114.212.81.11,0.010209163029988607,16213,1.0,0.7361458333333334,1.0,0.00024271749332121253
90,450,0.04374110698699951,0.024853030840555828,1,90747.62476255286,480p,5,JPEG,cloud,114.212.81.11,0.02395931879679362,114.212.81.11,0.008371750513712566,188366,1.0,0.028958333333333332,1.0,0.0004010616183530819,cloud,114.212.81.11,0.000893712043762207,114.212.81.11,0.01051632563273112,19748,1.0,0.8045833333333333,1.0,0.00024271749332121253
91,455,0.042907396952311196,0.02371033032735189,1,90747.62476255286,480p,5,JPEG,cloud,114.212.81.11,0.022560993830362957,114.212.81.11,0.008652607599894203,184029,1.0,0.03075,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0011493364969889324,114.212.81.11,0.010544459025065105,17028,1.0,0.7430416666666666,1.0,0.00024271749332121253
92,460,0.048971811930338546,0.030149459838867188,1,104523.92584438184,480p,5,JPEG,cloud,114.212.81.11,0.029041330019632976,114.212.81.11,0.00775436560312907,192778,1.0,0.029854166666666668,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0011081298192342122,114.212.81.11,0.011067986488342285,24633,1.0,0.8371458333333334,1.0,0.00024271749332121253
93,465,0.04680915673573812,0.02861968676249186,1,104523.92584438184,480p,5,JPEG,cloud,114.212.81.11,0.027366121610005695,114.212.81.11,0.008013288180033367,183010,1.0,0.030437499999999996,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0012535651524861653,114.212.81.11,0.01017618179321289,16314,1.0,0.7642083333333333,1.0,0.00024271749332121253
94,470,0.13309192657470703,0.022911747296651203,1,104523.92584438184,480p,5,JPEG,cloud,114.212.81.11,0.021661003430684406,114.212.81.11,0.09892396132151286,188615,1.0,0.03204166666666667,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0012507438659667969,114.212.81.11,0.011256217956542969,20017,1.0,0.737625,1.0,0.00024271749332121253
95,475,0.04884699980417887,0.023654381434122723,1,107229.10288666785,480p,5,JPEG,cloud,114.212.81.11,0.02283028761545817,114.212.81.11,0.015392740567525227,182260,1.0,0.0319375,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0008240938186645508,114.212.81.11,0.009799877802530924,15456,1.0,0.782375,1.0,0.00024271749332121253
96,480,0.04329927762349447,0.024019161860148113,1,107229.10288666785,480p,5,JPEG,cloud,114.212.81.11,0.02273837725321452,114.212.81.11,0.00891260306040446,192610,1.0,0.030520833333333334,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0012807846069335938,114.212.81.11,0.010367512702941895,24495,1.0,0.774375,1.0,0.00024271749332121253
97,485,0.04828989505767822,0.02834506829579671,1,107229.10288666785,480p,5,JPEG,cloud,114.212.81.11,0.027048349380493164,114.212.81.11,0.008699099222819008,183019,1.0,0.0295,1.0,0.0004010616183530819,cloud,114.212.81.11,0.001296718915303548,114.212.81.11,0.0112457275390625,16939,1.0,0.7904375,1.0,0.00024271749332121253
98,490,0.04789074261983236,0.028533299763997398,1,107229.10288666785,480p,5,JPEG,cloud,114.212.81.11,0.02738646666208903,114.212.81.11,0.008667906125386555,187728,1.0,0.027875,1.0,0.0004010616183530819,cloud,114.212.81.11,0.001146833101908366,114.212.81.11,0.010689536730448406,19995,1.0,0.8071041666666666,1.0,0.00024271749332121253
99,495,0.12732199827829999,0.02369872728983561,1,105104.89438705628,480p,5,JPEG,cloud,114.212.81.11,0.022589763005574543,114.212.81.11,0.0921610196431478,182356,1.0,0.03072916666666667,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0011089642842610676,114.212.81.11,0.011462251345316568,15669,1.0,0.7702916666666667,1.0,0.00024271749332121253
100,500,0.05014312267303467,0.02355651060740153,1,105104.89438705628,480p,5,JPEG,cloud,114.212.81.11,0.022581974665323894,114.212.81.11,0.016946037610371906,191698,1.0,0.03075,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0009745359420776367,114.212.81.11,0.00964057445526123,24372,1.0,0.8081875,1.0,0.00024271749332121253
101,505,0.04331664244333903,0.02411504586537679,1,105104.89438705628,480p,5,JPEG,cloud,114.212.81.11,0.022964199384053547,114.212.81.11,0.007923881212870281,182477,1.0,0.030208333333333334,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0011508464813232422,114.212.81.11,0.011277715365091959,16985,1.0,0.7692083333333333,1.0,0.00024271749332121253
102,510,0.0479507048924764,0.028631528218587242,1,105104.89438705628,480p,5,JPEG,cloud,114.212.81.11,0.02728561560312907,114.212.81.11,0.008693536122639973,186720,1.0,0.030520833333333334,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0013459126154581706,114.212.81.11,0.010625640551249187,19637,1.0,0.7629375,1.0,0.00024271749332121253
103,515,0.04600334167480469,0.02826658884684245,1,98527.57010120776,480p,5,JPEG,cloud,114.212.81.11,0.026979486147562664,114.212.81.11,0.007791598637898762,187918,1.0,0.030875,1.0,0.0004010616183530819,cloud,114.212.81.11,0.0012871026992797852,114.212.81.11,0.009945154190063477,19748,1.0,0.7961666666666667,1.0,0.00024271749332121253
104,520,0.14684033393859863,0.023572444915771484,1,98527.57010120776,480p,5,JPEG,cloud,114.212.81.11,0.02243475119272868,114.212.81.11,0.11218651135762532,189560,1.0,0.030937500000000003,1.0,0.00041730243025780625,cloud,114.212.81.11,0.001137693723042806,114.212.81.11,0.011081377665201822,23856,1.0,0.7821666666666668,1.0,0.00024271749332121253
105,525,0.05073146025339763,0.022761623064676918,1,98527.57010120776,480p,5,JPEG,cloud,114.212.81.11,0.021830399831136067,114.212.81.11,0.017526865005493168,182316,1.0,0.03179166666666667,1.0,0.0003474259958442022,cloud,114.212.81.11,0.0009312232335408529,114.212.81.11,0.010442972183227539,16540,1.0,0.7718124999999999,1.0,0.00024271749332121253
106,530,0.0425494114557902,0.02339200178782145,1,98527.57010120776,480p,5,JPEG,cloud,114.212.81.11,0.02220495541890462,114.212.81.11,0.008484522501627605,182857,1.0,0.03125,1.0,0.0003474259958442022,cloud,114.212.81.11,0.0011870463689168294,114.212.81.11,0.010672887166341145,16071,1.0,0.7747291666666666,1.0,0.00024271749332121253
107,535,0.04754265149434407,0.029169042905171715,1,87684.55854647608,480p,5,JPEG,cloud,114.212.81.11,0.027905503908793133,114.212.81.11,0.007452726364135739,188827,1.0,0.02860416666666667,1.0,0.0003474259958442022,cloud,114.212.81.11,0.0012635389963785808,114.212.81.11,0.010920882225036621,19833,1.0,0.7847916666666667,1.0,0.00024271749332121253
108,540,0.04558304945627848,0.028282125790913902,1,87684.55854647608,480p,5,JPEG,cloud,114.212.81.11,0.026993076006571453,114.212.81.11,0.007102092107137043,184379,1.0,0.029562500000000002,1.0,0.0003474259958442022,cloud,114.212.81.11,0.001289049784342448,114.212.81.11,0.010198831558227539,17235,1.0,0.7441041666666667,1.0,0.00024271749332121253
109,545,0.14802332719167072,0.023250818252563477,1,87684.55854647608,480p,5,JPEG,cloud,114.212.81.11,0.021988948186238606,114.212.81.11,0.11409219106038411,192734,1.0,0.03314583333333333,1.0,0.0003788006362091646,cloud,114.212.81.11,0.0012618700663248699,114.212.81.11,0.010680317878723145,24595,1.0,0.7891666666666667,1.0,0.00024271749332121253
110,550,0.051379640897115074,0.022846698760986328,1,87684.55854647608,480p,5,JPEG,cloud,114.212.81.11,0.022059957186381023,114.212.81.11,0.017743150393168133,182300,1.0,0.03145833333333333,1.0,0.0003858974615792963,cloud,114.212.81.11,0.000786741574605306,114.212.81.11,0.010789791742960611,16216,1.0,0.7822083333333333,1.0,0.00024271749332121253
111,555,0.03052051862080892,0.015140652656555176,1,99000.89947368945,360p,5,JPEG,cloud,114.212.81.11,0.013756712277730307,114.212.81.11,0.005453070004781088,120991,1.0,0.0403125,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0013839403788248699,114.212.81.11,0.009926795959472656,13044,1.0,0.7685624999999999,1.0,0.00024271749332121253
112,560,0.03541851043701172,0.017722209294637043,1,99000.89947368945,360p,5,JPEG,cloud,114.212.81.11,0.01645692189534505,114.212.81.11,0.006991823514302574,120623,1.0,0.035812500000000004,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0012652873992919922,114.212.81.11,0.010704477628072103,13654,1.0,0.7565416666666667,1.0,0.00024271749332121253
113,565,0.034285386403401695,0.017440120379130043,1,99000.89947368945,360p,5,JPEG,cloud,114.212.81.11,0.016163070996602375,114.212.81.11,0.006279905637105308,126237,1.0,0.03647916666666667,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0012770493825276692,114.212.81.11,0.01056536038716634,16621,1.0,0.7467708333333333,1.0,0.00024271749332121253
114,570,0.1605389912923177,0.013852357864379883,1,106133.70978519336,360p,5,JPEG,cloud,114.212.81.11,0.012731234232584635,114.212.81.11,0.13686048984527588,118650,1.0,0.043604166666666666,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0011211236317952473,114.212.81.11,0.009826143582661945,10883,1.0,0.79075,1.0,0.00024271749332121253
115,575,0.04867128531138102,0.014755646387736002,1,106133.70978519336,360p,5,JPEG,cloud,114.212.81.11,0.013559699058532715,114.212.81.11,0.023792187372843422,120662,1.0,0.035812500000000004,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0011959473292032878,114.212.81.11,0.010123451550801596,13003,1.0,0.8001666666666667,1.0,0.00024271749332121253
116,580,0.02990428606669108,0.015129725138346355,1,106133.70978519336,360p,5,JPEG,cloud,114.212.81.11,0.013901313145955404,114.212.81.11,0.005240678787231444,117424,1.0,0.03741666666666667,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0012284119923909504,114.212.81.11,0.009533882141113281,10546,1.0,0.7516875,1.0,0.00024271749332121253
117,585,0.03593393166859945,0.01702415943145752,1,106133.70978519336,360p,5,JPEG,cloud,114.212.81.11,0.016008734703063965,114.212.81.11,0.006289958953857422,124095,1.0,0.03466666666666667,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0010154247283935547,114.212.81.11,0.012619813283284506,16489,1.0,0.743125,1.0,0.00024271749332121253
118,590,0.03553175926208496,0.01700743039449056,1,106133.70978519336,360p,5,JPEG,cloud,114.212.81.11,0.015881657600402832,114.212.81.11,0.007413109143575031,122704,1.0,0.032749999999999994,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0011257727940877278,114.212.81.11,0.011111219724019367,15454,1.0,0.8237916666666667,1.0,0.00024271749332121253
119,595,0.033279101053873696,0.017571171124776207,1,103111.38977762012,360p,5,JPEG,cloud,114.212.81.11,0.016287604967753094,114.212.81.11,0.005652745564778645,120624,1.0,0.0340625,1.0,0.0003858974615792963,cloud,114.212.81.11,0.001283566157023112,114.212.81.11,0.010055184364318848,13078,1.0,0.7722083333333334,1.0,0.00024271749332121253
120,600,0.0329669713973999,0.01749253273010254,1,103111.38977762012,360p,5,JPEG,cloud,114.212.81.11,0.01618317763010661,114.212.81.11,0.005534211794535317,119560,1.0,0.034291666666666665,1.0,0.0003858974615792963,cloud,114.212.81.11,0.001309355099995931,114.212.81.11,0.009940226872762043,10751,1.0,0.781125,1.0,0.00024271749332121253
121,605,0.1908696492513021,0.014168818791707356,1,103111.38977762012,360p,5,JPEG,cloud,114.212.81.11,0.01299456755320231,114.212.81.11,0.16621331373850506,124824,1.0,0.04004166666666666,1.0,0.0003858974615792963,cloud,114.212.81.11,0.0011742512385050456,114.212.81.11,0.010487516721089682,16693,1.0,0.7279375,1.0,0.00024271749332121253
122,610,0.05266741911570231,0.014221111933390299,1,103111.38977762012,360p,5,JPEG,cloud,114.212.81.11,0.013003110885620117,114.212.81.11,0.028293530146280922,122466,1.0,0.04002083333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012180010477701824,114.212.81.11,0.010152777036031088,15432,1.0,0.7565,1.0,0.00024271749332121253
123,615,0.03427191575368245,0.017309824625651043,1,84980.75978393738,360p,5,JPEG,cloud,114.212.81.11,0.016158024470011394,114.212.81.11,0.005748430887858071,119933,1.0,0.03220833333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011518001556396484,114.212.81.11,0.01121366024017334,13019,1.0,0.776625,1.0,0.00024271749332121253
124,620,0.03507455190022787,0.017435113588968914,1,84980.75978393738,360p,5,JPEG,cloud,114.212.81.11,0.016156673431396484,114.212.81.11,0.006121317545572918,121506,1.0,0.0365,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012784401575724285,114.212.81.11,0.011518120765686035,13218,1.0,0.7755624999999999,1.0,0.00024271749332121253
125,625,0.034357587496439614,0.017131487528483074,1,84980.75978393738,360p,5,JPEG,cloud,114.212.81.11,0.015918175379435223,114.212.81.11,0.006424983342488606,123551,1.0,0.034875,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012133121490478516,114.212.81.11,0.010801116625467936,16424,1.0,0.7919166666666667,1.0,0.00024271749332121253
126,630,0.034565250078837075,0.017063180605570476,1,84980.75978393738,360p,5,JPEG,cloud,114.212.81.11,0.015828490257263184,114.212.81.11,0.006797313690185547,123225,1.0,0.032875,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012346903483072917,114.212.81.11,0.010704755783081055,15404,1.0,0.7999166666666667,1.0,0.00024271749332121253
127,635,0.1492023468017578,0.01388100783030192,1,88355.93155501001,360p,5,JPEG,cloud,114.212.81.11,0.012820839881896973,114.212.81.11,0.12540817260742188,118027,1.0,0.04060416666666667,1.0,0.0003859126257360701,cloud,114.212.81.11,0.001060167948404948,114.212.81.11,0.009913166364034018,11097,1.0,0.7737916666666665,1.0,0.00024271749332121253
128,640,0.05022831757863363,0.01408088207244873,1,88355.93155501001,360p,5,JPEG,cloud,114.212.81.11,0.012961546579996744,114.212.81.11,0.025109450022379562,121148,1.0,0.03747916666666667,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011193354924519856,114.212.81.11,0.011037985483805338,13010,1.0,0.7627708333333333,1.0,0.00024271749332121253
129,645,0.031911094983418785,0.015229543050130209,1,88355.93155501001,360p,5,JPEG,cloud,114.212.81.11,0.014154752095540365,114.212.81.11,0.006415168444315592,118638,1.0,0.03675,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0010747909545898438,114.212.81.11,0.010266383488972982,11641,1.0,0.864125,1.0,0.00024271749332121253
130,650,0.03399415810902913,0.01656949520111084,1,88355.93155501001,360p,5,JPEG,cloud,114.212.81.11,0.01551365852355957,114.212.81.11,0.007200916608174641,125357,1.0,0.03802083333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0010558366775512695,114.212.81.11,0.010223746299743652,16277,1.0,0.7166458333333333,1.0,0.00024271749332121253
131,655,0.03240493933359782,0.01753981908162435,1,107948.61502106176,360p,5,JPEG,cloud,114.212.81.11,0.016407291094462078,114.212.81.11,0.005378643671671547,118331,1.0,0.035937500000000004,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011325279871622722,114.212.81.11,0.009486476580301922,11004,1.0,0.753875,1.0,0.00024271749332121253
132,660,0.035875916481018066,0.017261226971944172,1,107948.61502106176,360p,5,JPEG,cloud,114.212.81.11,0.016033609708150227,114.212.81.11,0.007321000099182129,121002,1.0,0.034604166666666665,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012276172637939453,114.212.81.11,0.011293689409891764,13046,1.0,0.7795625,1.0,0.00024271749332121253
133,665,0.181849201520284,0.014466325441996258,1,107948.61502106176,360p,5,JPEG,cloud,114.212.81.11,0.013324459393819174,114.212.81.11,0.156617005666097,120612,1.0,0.0390625,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011418660481770833,114.212.81.11,0.010765870412190754,13639,1.0,0.7776041666666668,1.0,0.00024271749332121253
134,670,0.03277067343393962,0.014155069986979166,1,107948.61502106176,360p,5,JPEG,cloud,114.212.81.11,0.012957215309143066,114.212.81.11,0.00800160566965739,126223,1.0,0.0375,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011978546778361003,114.212.81.11,0.01061399777730306,16609,1.0,0.7065208333333334,1.0,0.00024271749332121253
135,675,0.033329526583353676,0.017669399579366047,1,101428.05978665601,360p,5,JPEG,cloud,114.212.81.11,0.016599178314208984,114.212.81.11,0.005424578984578449,118648,1.0,0.03133333333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0010702212651570637,114.212.81.11,0.01023554801940918,10892,1.0,0.8341458333333334,1.0,0.00024271749332121253
136,680,0.0344164768854777,0.017313679059346516,1,101428.05978665601,360p,5,JPEG,cloud,114.212.81.11,0.01618691285451253,114.212.81.11,0.005650560061136883,120661,1.0,0.034291666666666665,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011267662048339844,114.212.81.11,0.011452237764994303,13001,1.0,0.7913333333333333,1.0,0.00024271749332121253
137,685,0.03610706329345703,0.017049471537272133,1,101428.05978665601,360p,5,JPEG,cloud,114.212.81.11,0.015801509221394856,114.212.81.11,0.005866090456644695,117414,1.0,0.0373125,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012479623158772786,114.212.81.11,0.013191501299540201,10545,1.0,0.7938333333333333,1.0,0.00024271749332121253
138,690,0.03454554080963135,0.017787019411722817,1,101428.05978665601,360p,5,JPEG,cloud,114.212.81.11,0.0166016419728597,114.212.81.11,0.0066552956899007185,124095,1.0,0.035520833333333335,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011853774388631184,114.212.81.11,0.010103225708007812,16498,1.0,0.8120833333333333,1.0,0.00024271749332121253
139,695,0.1708817481994629,0.014432470003763836,1,95124.96829199865,360p,5,JPEG,cloud,114.212.81.11,0.013205846150716146,114.212.81.11,0.14640541871388751,122703,1.0,0.04204166666666667,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012266238530476887,114.212.81.11,0.010043859481811523,15453,1.0,0.7827916666666667,1.0,0.00024271749332121253
140,700,0.04774963855743408,0.014371752738952637,1,95124.96829199865,360p,5,JPEG,cloud,114.212.81.11,0.012717564900716146,114.212.81.11,0.022153139114379883,120635,1.0,0.043645833333333335,1.0,0.0003859126257360701,cloud,114.212.81.11,0.001654187838236491,114.212.81.11,0.011224746704101562,13090,1.0,0.49770833333333336,1.0,0.00024271749332121253
141,705,0.03125917911529541,0.014988382657368978,1,95124.96829199865,360p,5,JPEG,cloud,114.212.81.11,0.013721346855163574,114.212.81.11,0.006330370903015137,119560,1.0,0.035354166666666666,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012670358022054036,114.212.81.11,0.009940425554911295,10761,1.0,0.7312708333333333,1.0,0.00024271749332121253
142,710,0.03597116470336914,0.017784635225931805,1,95124.96829199865,360p,5,JPEG,cloud,114.212.81.11,0.016578316688537598,114.212.81.11,0.006615638732910156,124824,1.0,0.03764583333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012063185373942058,114.212.81.11,0.011570890744527182,16691,1.0,0.67975,1.0,0.00024271749332121253
143,715,0.035041213035583496,0.017999807993570965,1,108680.91133909875,360p,5,JPEG,cloud,114.212.81.11,0.016476750373840332,114.212.81.11,0.0067198673884073905,122457,1.0,0.0336875,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0015230576197306316,114.212.81.11,0.010321537653605144,15435,1.0,0.7198333333333333,1.0,0.00024271749332121253
144,720,0.1873164971669515,0.014842192331949871,1,108680.91133909875,360p,5,JPEG,cloud,114.212.81.11,0.013530095418294271,114.212.81.11,0.16208902994791666,119933,1.0,0.03845833333333333,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0013120969136555989,114.212.81.11,0.010385274887084961,13029,1.0,0.7046666666666667,1.0,0.00024271749332121253
145,725,0.03882018725077312,0.018210411071777344,1,108680.91133909875,360p,5,JPEG,cloud,114.212.81.11,0.01709159215291341,114.212.81.11,0.010081847508748375,121520,1.0,0.03247916666666667,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0011188189188639324,114.212.81.11,0.010527928670247396,13223,1.0,0.703125,1.0,0.00024271749332121253
146,730,0.03606522083282471,0.01724529266357422,1,108364.97735928527,360p,5,JPEG,cloud,114.212.81.11,0.01588420073191325,114.212.81.11,0.00867048899332682,123551,1.0,0.037125,1.0,0.0003859126257360701,cloud,114.212.81.11,0.00136109193166097,114.212.81.11,0.010149439175923664,16423,1.0,0.7316041666666666,1.0,0.00024271749332121253
147,735,0.03413573900858562,0.017544984817504883,1,108364.97735928527,360p,5,JPEG,cloud,114.212.81.11,0.01593621571858724,114.212.81.11,0.006248434384663902,123223,1.0,0.037,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0016087690989176433,114.212.81.11,0.01034231980641683,15402,1.0,0.7254166666666667,1.0,0.00024271749332121253
148,740,0.03426504135131836,0.01761651039123535,1,108364.97735928527,360p,5,JPEG,cloud,114.212.81.11,0.016385475794474285,114.212.81.11,0.005998174349466957,118027,1.0,0.035979166666666666,1.0,0.0003859126257360701,cloud,114.212.81.11,0.0012310345967610676,114.212.81.11,0.010650356610616047,11097,1.0,0.6951666666666667,1.0,0.00024271749332121253
149,745,0.13315661748250324,0.01520868142445882,1,108364.97735928527,360p,5,JPEG,cloud,114.212.81.11,0.013680378595987955,114.212.81.11,0.106141726175944,121147,1.0,0.04058333333333334,1.0,0.000338949232207656,cloud,114.212.81.11,0.001528302828470866,114.212.81.11,0.011806209882100424,13009,1.0,0.7211666666666666,1.0,0.00024271749332121253
150,750,0.045531392097473145,0.014400243759155273,1,91837.31049171338,360p,5,JPEG,cloud,114.212.81.11,0.013196746508280436,114.212.81.11,0.02101266384124756,118639,1.0,0.0368125,1.0,0.000373402196397697,cloud,114.212.81.11,0.0012034972508748372,114.212.81.11,0.010118484497070312,11643,1.0,0.7119375,1.0,0.00024271749332121253
151,755,0.032585978507995605,0.015533844629923502,1,91837.31049171338,360p,5,JPEG,cloud,114.212.81.11,0.01423648993174235,114.212.81.11,0.006296078364054361,125355,1.0,0.03897916666666667,1.0,0.000373402196397697,cloud,114.212.81.11,0.0012973546981811523,114.212.81.11,0.01075605551401774,16265,1.0,0.660375,1.0,0.00024271749332121253
152,760,0.03496543566385905,0.01738472779591878,1,91837.31049171338,360p,5,JPEG,cloud,114.212.81.11,0.016194581985473633,114.212.81.11,0.00653251012166341,118316,1.0,0.03425,1.0,0.000373402196397697,cloud,114.212.81.11,0.0011901458104451497,114.212.81.11,0.011048197746276855,11000,1.0,0.6611874999999999,1.0,0.00024271749332121253
