n_loop,frame_id,all_delay,proc_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
36,180,0.04140456517537435,0.024009068806966148,1,107287.92981640271,480p,5,JPEG,cloud,114.212.81.11,0.022868792215983074,114.212.81.11,0.007070978482564289,182357,1.0,0.03185416666666667,1.0,0.00037076363311905824,cloud,114.212.81.11,0.001140276590983073,114.212.81.11,0.010324517885843914,15662,1.0,0.748875,1.0,0.0002426720008508912
37,185,0.15642940998077393,0.023454864819844563,1,107287.92981640271,480p,5,JPEG,cloud,114.212.81.11,0.022234201431274414,114.212.81.11,0.12189201513926187,191711,1.0,0.03122916666666667,1.0,0.00037076363311905824,cloud,114.212.81.11,0.0012206633885701497,114.212.81.11,0.01108253002166748,24395,1.0,0.8166041666666666,1.0,0.0002426720008508912
38,190,0.05871840318044027,0.024041056632995605,1,102328.9192715802,480p,5,JPEG,cloud,114.212.81.11,0.0228501558303833,114.212.81.11,0.024790644645690918,182477,1.0,0.03189583333333333,1.0,0.00037076363311905824,cloud,114.212.81.11,0.0011909008026123047,114.212.81.11,0.009886701901753744,16983,1.0,0.8061666666666666,1.0,0.0002426720008508912
39,195,0.04730157057444255,0.02787903944651286,1,102328.9192715802,480p,5,JPEG,cloud,114.212.81.11,0.026624560356140137,114.212.81.11,0.008130868275960289,186721,1.0,0.029979166666666668,1.0,0.00037076363311905824,cloud,114.212.81.11,0.0012544790903727214,114.212.81.11,0.011291662851969402,19646,1.0,0.7359583333333334,1.0,0.0002426720008508912
40,200,0.046248674392700195,0.028669357299804688,1,102328.9192715802,480p,5,JPEG,cloud,114.212.81.11,0.027356902758280437,114.212.81.11,0.007490913073221844,187931,1.0,0.029166666666666664,1.0,0.00037076363311905824,cloud,114.212.81.11,0.0013124545415242512,114.212.81.11,0.010088404019673664,19760,1.0,0.8107708333333333,1.0,0.0002426720008508912
41,205,0.048551082611083984,0.029506524403889973,1,102328.9192715802,480p,5,JPEG,cloud,114.212.81.11,0.028182347615559895,114.212.81.11,0.008754452069600422,189559,1.0,0.02954166666666667,1.0,0.00037076363311905824,cloud,114.212.81.11,0.0013241767883300781,114.212.81.11,0.010290106137593588,23846,1.0,0.776625,1.0,0.0002426720008508912
42,210,0.13350152969360352,0.023630857467651367,1,101719.68186100842,480p,5,JPEG,cloud,114.212.81.11,0.022528727849324543,114.212.81.11,0.09997646013895671,182318,1.0,0.03235416666666667,1.0,0.00037076363311905824,cloud,114.212.81.11,0.001102129618326823,114.212.81.11,0.009894212086995443,16542,1.0,0.7765833333333333,1.0,0.0002426720008508912
43,215,0.05142772197723389,0.023191293080647785,1,101719.68186100842,480p,5,JPEG,cloud,114.212.81.11,0.02202630043029785,114.212.81.11,0.01707641283671061,182869,1.0,0.03152083333333334,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0011649926503499348,114.212.81.11,0.011160016059875488,16081,1.0,0.7337708333333333,1.0,0.0002426720008508912
44,220,0.043519298235575356,0.024884661038716633,1,101719.68186100842,480p,5,JPEG,cloud,114.212.81.11,0.02365561326344808,114.212.81.11,0.008267203966776531,188830,1.0,0.030791666666666672,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0012290477752685547,114.212.81.11,0.010367433230082193,19835,1.0,0.8082083333333334,1.0,0.0002426720008508912
45,225,0.047467549641927086,0.0290830135345459,1,101719.68186100842,480p,5,JPEG,cloud,114.212.81.11,0.027775247891743977,114.212.81.11,0.007860104242960613,184381,1.0,0.028729166666666667,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0013077656428019206,114.212.81.11,0.010524431864420574,17235,1.0,0.7852708333333335,1.0,0.0002426720008508912
46,230,0.047537644704182945,0.02927223841349284,1,108326.7567772738,480p,5,JPEG,cloud,114.212.81.11,0.027918100357055664,114.212.81.11,0.008263190587361656,192736,1.0,0.029833333333333333,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0013541380564371746,114.212.81.11,0.010002215703328451,24596,1.0,0.7852916666666667,1.0,0.0002426720008508912
47,235,0.14350688457489014,0.023951093355814617,1,108326.7567772738,480p,5,JPEG,cloud,114.212.81.11,0.02262568473815918,114.212.81.11,0.10657195250193277,182301,1.0,0.03220833333333333,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0013254086176554363,114.212.81.11,0.012983838717142742,16206,1.0,0.8031875,1.0,0.0002426720008508912
48,240,0.04437009493509928,0.025274991989135742,1,108326.7567772738,480p,5,JPEG,cloud,114.212.81.11,0.024355093638102215,114.212.81.11,0.008685310681660969,188367,1.0,0.029916666666666664,1.0,0.00037581329732472887,cloud,114.212.81.11,0.0009198983510335287,114.212.81.11,0.01040979226430257,19749,1.0,0.7807708333333333,1.0,0.00024268716500766492
49,245,0.04298945267995199,0.024654308954874672,1,103200.53990766259,480p,5,JPEG,cloud,114.212.81.11,0.023259957631429035,114.212.81.11,0.008432547251383465,184042,1.0,0.03133333333333333,1.0,0.00037582846148150257,cloud,114.212.81.11,0.001394351323445638,114.212.81.11,0.009902596473693848,17039,1.0,0.8119166666666667,1.0,0.00024268716500766492
50,250,0.04823418458302816,0.029243866602579754,1,103200.53990766259,480p,5,JPEG,cloud,114.212.81.11,0.027910272280375164,114.212.81.11,0.008458773295084637,192779,1.0,0.029833333333333333,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0013335943222045898,114.212.81.11,0.01053154468536377,24632,1.0,0.7691041666666667,1.0,0.00024268716500766492
51,255,0.04893235365549723,0.029042363166809082,1,103200.53990766259,480p,5,JPEG,cloud,114.212.81.11,0.027617613474527996,114.212.81.11,0.00870831807454427,183010,1.0,0.02889583333333333,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0014247496922810872,114.212.81.11,0.011181672414143879,16313,1.0,0.7701458333333333,1.0,0.00024268716500766492
52,260,0.13705376784006754,0.023163119951883953,1,103200.53990766259,480p,5,JPEG,cloud,114.212.81.11,0.021955132484436035,114.212.81.11,0.10316363970438638,188604,1.0,0.031625,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0012079874674479167,114.212.81.11,0.010727008183797201,20014,1.0,0.7673541666666667,1.0,0.00024268716500766492
53,265,0.04993697007497152,0.02351081371307373,1,104056.13284272168,480p,5,JPEG,cloud,114.212.81.11,0.022451082865397137,114.212.81.11,0.016207178433736164,182270,1.0,0.03245833333333333,1.0,0.00037582846148150257,cloud,114.212.81.11,0.001059730847676595,114.212.81.11,0.010218977928161621,15475,1.0,0.7763749999999999,1.0,0.00024268716500766492
54,270,0.04255878925323486,0.025165875752766926,1,104056.13284272168,480p,5,JPEG,cloud,114.212.81.11,0.023760318756103516,114.212.81.11,0.0070427656173706055,192611,1.0,0.029208333333333333,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0014055569966634114,114.212.81.11,0.01035014788309733,24495,1.0,0.706375,1.0,0.00024268716500766492
55,275,0.04738318920135498,0.02876742680867513,1,104056.13284272168,480p,5,JPEG,cloud,114.212.81.11,0.02750253677368164,114.212.81.11,0.007140358289082847,183034,1.0,0.027749999999999997,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0012648900349934895,114.212.81.11,0.011475404103597004,16964,1.0,0.7571249999999999,1.0,0.00024268716500766492
56,280,0.04586867491404215,0.02837987740834554,1,104056.13284272168,480p,5,JPEG,cloud,114.212.81.11,0.027078827222188313,114.212.81.11,0.007562597592671711,187741,1.0,0.028187500000000004,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0013010501861572266,114.212.81.11,0.009926199913024902,20008,1.0,0.7635416666666667,1.0,0.00024268716500766492
57,285,0.04717433452606201,0.028644800186157227,1,84510.7619217218,480p,5,JPEG,cloud,114.212.81.11,0.02737744649251302,114.212.81.11,0.008539875348409016,182358,1.0,0.030416666666666665,1.0,0.00037582846148150257,cloud,114.212.81.11,0.0012673536936442058,114.212.81.11,0.00998965899149577,15673,1.0,0.7864166666666668,1.0,0.00024268716500766492
58,290,0.15023366610209146,0.02409672737121582,1,84510.7619217218,480p,5,JPEG,cloud,114.212.81.11,0.022784074147542317,114.212.81.11,0.11468549569447835,191696,1.0,0.032,1.0,0.00037584362563827643,cloud,114.212.81.11,0.0013126532236735027,114.212.81.11,0.011451443036397299,24379,1.0,0.7567708333333334,1.0,0.00024268716500766492
59,295,0.0596158504486084,0.024186690648396812,1,84510.7619217218,480p,5,JPEG,cloud,114.212.81.11,0.02302710215250651,114.212.81.11,0.02452043692270915,182478,1.0,0.033166666666666664,1.0,0.0003295322908511351,cloud,114.212.81.11,0.0011595884958902996,114.212.81.11,0.010908722877502441,16986,1.0,0.7681458333333334,1.0,0.00024268716500766492
60,300,0.04517451922098795,0.024092952410380047,1,84510.7619217218,480p,5,JPEG,cloud,114.212.81.11,0.022917429606119793,114.212.81.11,0.009145259857177731,186719,1.0,0.03179166666666667,1.0,0.0003295322908511351,cloud,114.212.81.11,0.001175522804260254,114.212.81.11,0.011936306953430176,19633,1.0,0.727,1.0,0.00024268716500766492
61,305,0.047472357749938965,0.029430389404296875,1,101722.40528575232,480p,5,JPEG,cloud,114.212.81.11,0.028150200843811035,114.212.81.11,0.007525523503621422,187929,1.0,0.028333333333333335,1.0,0.0003295322908511351,cloud,114.212.81.11,0.0012801885604858398,114.212.81.11,0.01051644484202067,19759,1.0,0.7749583333333333,1.0,0.00024268716500766492
62,310,0.04868018627166748,0.02891981601715088,1,101722.40528575232,480p,5,JPEG,cloud,114.212.81.11,0.027735233306884766,114.212.81.11,0.008862614631652832,189557,1.0,0.03002083333333333,1.0,0.0003295322908511351,cloud,114.212.81.11,0.0011845827102661133,114.212.81.11,0.01089775562286377,23853,1.0,0.7842708333333334,1.0,0.0002427023291644387
63,315,0.11157925923665364,0.024043917655944824,1,101722.40528575232,480p,5,JPEG,cloud,114.212.81.11,0.022849043210347492,114.212.81.11,0.07681552569071452,182317,1.0,0.03189583333333333,1.0,0.0003618774372496199,cloud,114.212.81.11,0.0011948744455973308,114.212.81.11,0.010719815889994305,16540,1.0,0.8306458333333334,1.0,0.0002427023291644387
64,320,0.043716986974080406,0.0237582524617513,1,101722.40528575232,480p,5,JPEG,cloud,114.212.81.11,0.02270376682281494,114.212.81.11,0.009604175885518394,182871,1.0,0.030583333333333337,1.0,0.00037055133492422523,cloud,114.212.81.11,0.0010544856389363606,114.212.81.11,0.010354558626810709,16077,1.0,0.7800208333333334,1.0,0.0002427023291644387
65,325,0.04231520493825276,0.02473870913187663,1,100360.68856946583,480p,5,JPEG,cloud,114.212.81.11,0.023518602053324383,114.212.81.11,0.007093707720438637,188828,1.0,0.03245833333333333,1.0,0.00037055133492422523,cloud,114.212.81.11,0.001220107078552246,114.212.81.11,0.0104827880859375,19834,1.0,0.7568541666666667,1.0,0.0002427023291644387
66,330,0.04605074723561605,0.028772592544555664,1,100360.68856946583,480p,5,JPEG,cloud,114.212.81.11,0.027485092480977375,114.212.81.11,0.007394949595133465,184380,1.0,0.02904166666666667,1.0,0.00037055133492422523,cloud,114.212.81.11,0.0012875000635782878,114.212.81.11,0.009883205095926922,17224,1.0,0.82475,1.0,0.0002427023291644387
67,335,0.04726008574167887,0.02864980697631836,1,100360.68856946583,480p,5,JPEG,cloud,114.212.81.11,0.027371962865193684,114.212.81.11,0.0076005061467488595,192735,1.0,0.030416666666666665,1.0,0.00037055133492422523,cloud,114.212.81.11,0.0012778441111246746,114.212.81.11,0.011009772618611654,24587,1.0,0.8008125,1.0,0.0002427023291644387
68,340,0.15654333432515463,0.023580312728881836,1,100360.68856946583,480p,5,JPEG,cloud,114.212.81.11,0.022414326667785645,114.212.81.11,0.12289535999298096,182290,1.0,0.0340625,1.0,0.0003761924012440734,cloud,114.212.81.11,0.0011659860610961914,114.212.81.11,0.01006766160329183,16192,1.0,0.763,1.0,0.0002427023291644387
69,345,0.05114142100016276,0.02335492769877116,1,102694.12462836158,480p,5,JPEG,cloud,114.212.81.11,0.022325436274210613,114.212.81.11,0.017808079719543454,188366,1.0,0.03264583333333333,1.0,0.00038741387725667477,cloud,114.212.81.11,0.0010294914245605469,114.212.81.11,0.009978413581848145,19748,1.0,0.7974166666666666,1.0,0.0002427023291644387
70,350,0.04318881034851074,0.024295687675476074,1,102694.12462836158,480p,5,JPEG,cloud,114.212.81.11,0.02312322457631429,114.212.81.11,0.007929285367329918,184042,1.0,0.03149999999999999,1.0,0.00038741387725667477,cloud,114.212.81.11,0.001172463099161784,114.212.81.11,0.010963837305704754,17040,1.0,0.7593541666666667,1.0,0.0002427023291644387
71,355,0.04823040962219238,0.028980493545532227,1,102694.12462836158,480p,5,JPEG,cloud,114.212.81.11,0.027759432792663574,114.212.81.11,0.008631110191345215,192763,1.0,0.03,1.0,0.00038741387725667477,cloud,114.212.81.11,0.0012210607528686523,114.212.81.11,0.010618805885314941,24617,1.0,0.8104374999999999,1.0,0.00024271749332121253
72,360,0.04721919695536295,0.029036839803059898,1,102694.12462836158,480p,5,JPEG,cloud,114.212.81.11,0.02768675486246745,114.212.81.11,0.007564187049865719,183010,1.0,0.028833333333333336,1.0,0.00038741387725667477,cloud,114.212.81.11,0.001350084940592448,114.212.81.11,0.010618170102437338,16314,1.0,0.7607083333333334,1.0,0.00024271749332121253
73,365,0.047093232472737626,0.030040303866068523,1,95993.4864129535,480p,5,JPEG,cloud,114.212.81.11,0.028746843338012695,114.212.81.11,0.007017056147257485,188617,1.0,0.028979166666666667,1.0,0.00038741387725667477,cloud,114.212.81.11,0.001293460528055827,114.212.81.11,0.010035872459411621,20029,1.0,0.7942083333333333,1.0,0.00024271749332121253
74,370,0.1351871093114217,0.023940364519755047,1,95993.4864129535,480p,5,JPEG,cloud,114.212.81.11,0.02276015281677246,114.212.81.11,0.09754558404286702,182270,1.0,0.03202083333333333,1.0,0.0003922209149539649,cloud,114.212.81.11,0.0011802117029825847,114.212.81.11,0.013701160748799643,15476,1.0,0.7821458333333333,1.0,0.00024271749332121253
75,375,0.04746715227762858,0.02455604076385498,1,95993.4864129535,480p,5,JPEG,cloud,114.212.81.11,0.023406585057576496,114.212.81.11,0.011356512705485027,192611,1.0,0.032624999999999994,1.0,0.0003922209149539649,cloud,114.212.81.11,0.0011494557062784831,114.212.81.11,0.011554598808288574,24506,1.0,0.7470416666666667,1.0,0.00024271749332121253
