n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.05504007522876446,0,102578.35068458007,720p,1,JPEG,host,192.168.1.9,0.05503973594078651,192.168.1.9,0.005787189190204323,599450,1.0,0.23925000000000002,1.0,0.00672318616887749,host,192.168.1.9,3.3928797795222357e-07,192.168.1.9,0.0022930457041813778,623,1.0,0.0,1.0,0.00637223833632832
2,50.0,0.052078843116760254,0,102578.35068458007,720p,1,JPEG,host,192.168.1.9,0.05207849465883695,192.168.1.9,0.005362538190988392,598941,1.0,0.24925,1.0,0.007648773795232378,host,192.168.1.9,3.4845792330228363e-07,192.168.1.9,0.0023043980965247518,612,1.0,0.0,1.0,0.006379197641789635
3,75.0,0.051796454649705156,0,110455.86302228479,720p,1,JPEG,host,192.168.1.9,0.05179612453167255,192.168.1.9,0.00494698377755972,588388,1.0,0.24875,1.0,0.007649270888479614,host,192.168.1.9,3.3011803260216345e-07,192.168.1.9,0.002136964064378005,611,1.0,0.0,1.0,0.006379694735036872
4,100.0,0.05213433045607347,0,110455.86302228479,720p,1,JPEG,host,192.168.1.9,0.052133963658259466,192.168.1.9,0.005188208359938398,588918,1.0,0.249,1.0,0.007649270888479614,host,192.168.1.9,3.6679781400240387e-07,192.168.1.9,0.0030703636316152722,608,1.0,0.0,1.0,0.006379694735036872
5,125.0,0.05141050998981182,0,109025.82519503064,720p,1,JPEG,host,192.168.1.9,0.05141015236194317,192.168.1.9,0.005381730886606068,616443,1.0,0.24875,1.0,0.007649270888479614,host,192.168.1.9,3.5762786865234375e-07,192.168.1.9,0.002298731070298415,613,1.0,0.0,1.0,0.006379694735036872
6,150.0,0.06361177334418663,1,109025.82519503064,720p,1,JPEG,host,192.168.1.9,0.05609797514401949,192.168.1.9,0.005336229617779076,668887,1.0,0.233,1.0,0.007649270888479614,host,192.168.1.9,0.007513798200167143,192.168.1.9,0.002319051669194148,7502,1.0,0.447,1.0,0.00714173868305086
7,175.0,0.0576939216026893,1,111906.91835685595,720p,1,JPEG,host,192.168.1.9,0.05212895686809833,192.168.1.9,0.006079206099876992,751548,1.0,0.24525,1.0,0.00790825647028998,host,192.168.1.9,0.005564964734590971,192.168.1.9,0.0022531747817993155,8700,1.0,0.5005,1.0,0.007243145705487164
8,200.0,0.05290830135345459,1,111906.91835685595,720p,1,JPEG,host,192.168.1.9,0.0521314235833975,192.168.1.9,0.006252490557157077,739924,1.0,0.249,1.0,0.00790974775003169,cloud,114.212.81.11,0.0007768777700570914,114.212.81.11,0.0024237816150371842,5483,1.0,0.5631666666666666,1.0,0.00023853218605164768
9,225.0,0.053364258546095625,4,109416.26777612696,720p,1,JPEG,host,192.168.1.9,0.05248927153073824,192.168.1.9,0.005613528765164889,618885,1.0,0.24350000000000002,1.0,0.00790974775003169,cloud,114.212.81.11,0.0008749870153573843,114.212.81.11,0.002587144191448505,53500,1.0,0.79275,1.0,0.00024449169966374545
10,250.0,0.05351465481978196,4,109416.26777612696,720p,1,JPEG,host,192.168.1.9,0.05265497244321383,192.168.1.9,0.005941913678095892,780335,1.0,0.2465,1.0,0.007972381499183525,cloud,114.212.81.11,0.0008596823765681341,114.212.81.11,0.0029747394415048454,40485,1.0,0.8159791666666667,1.0,0.0002445068638205192
11,275.0,0.05288535815018874,4,112752.79643808118,720p,1,JPEG,host,192.168.1.9,0.05198176090533917,192.168.1.9,0.005886802306542031,784505,1.0,0.24775,1.0,0.007976855338408655,cloud,114.212.81.11,0.0009035972448495718,114.212.81.11,0.002350183633657602,39699,1.0,0.8210000000000001,1.0,0.000244522027977293
