n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.004816357906048114,1,76866.05503886109,360p,1,JPEG,cloud,114.212.81.11,0.003891128760117751,114.212.81.11,0.0013715028762817378,1.0,0.04522916666666666,1.0,9.18038051084981e-05,cloud,114.212.81.11,0.0009252291459303636,114.212.81.11,0.0022917985916137695,1.0,0.5675625000000001,1.0,0.00024080680956771556
2,50.0,0.0041581025490394,1,76866.05503886109,360p,1,JPEG,cloud,114.212.81.11,0.003830891389113206,114.212.81.11,0.0013910165199866663,1.0,0.035520833333333335,1.0,9.820307926703564e-05,cloud,114.212.81.11,0.0003272111599261944,114.212.81.11,0.002676872106698843,1.0,0.7006458333333333,1.0,0.000243672835197961
3,75.0,0.0041280342982365536,1,76866.05503886109,360p,1,JPEG,cloud,114.212.81.11,0.0038237755115215597,114.212.81.11,0.001503128271836501,1.0,0.033479166666666664,1.0,9.764200546640557e-05,cloud,114.212.81.11,0.000304258786714994,114.212.81.11,0.002452804492070125,1.0,0.7522291666666666,1.0,0.00024101910776254854
4,100.0,0.003910935842073881,1,93774.1580423739,360p,1,JPEG,cloud,114.212.81.11,0.003588071236243615,114.212.81.11,0.0014953154783982495,1.0,0.03125,1.0,9.764200546640557e-05,cloud,114.212.81.11,0.0003228646058302659,114.212.81.11,0.002461552619934082,1.0,0.7826041666666667,1.0,0.00024101910776254854
5,101.0,0.6955651044845581,1,93774.1580423739,480p,30,JPEG,cloud,114.212.81.11,0.08296394348144531,114.212.81.11,0.02788388729095459,1.0,0.030125,1.0,0.00011118359746539611,host,192.168.1.7,0.6126011610031128,192.168.1.7,0.035532355308532715,0.05,0.05433333333333334,1.0,0.00717404974412125
6,102.0,0.7800747156143188,1,103177.79889581384,480p,30,JPEG,cloud,114.212.81.11,0.08588433265686035,114.212.81.11,0.03150451183319092,1.0,0.029083333333333333,1.0,0.0001221624469696169,host,192.168.1.7,0.6941903829574585,192.168.1.7,0.08409881591796875,0.05,0.052833333333333336,1.0,0.007222267789103219
7,103.0,0.541890025138855,1,103177.79889581384,480p,30,JPEG,cloud,114.212.81.11,0.06884992122650146,114.212.81.11,0.024888277053833008,1.0,0.03175,1.0,0.0001221624469696169,host,192.168.1.7,0.4730401039123535,192.168.1.7,0.031482696533203125,0.05,0.05466666666666666,1.0,0.007222764882350455
8,104.0,0.6183149814605713,1,99034.57750263355,480p,30,JPEG,cloud,114.212.81.11,0.06850433349609375,114.212.81.11,0.026219487190246582,1.0,0.030395833333333334,1.0,0.00012329975872765083,host,192.168.1.7,0.5498106479644775,192.168.1.7,0.03124058246612549,0.05,0.053,1.0,0.007222764882350455
9,105.0,0.8893128633499146,1,99034.57750263355,480p,30,JPEG,cloud,114.212.81.11,0.0805811882019043,114.212.81.11,0.02317368984222412,1.0,0.0284375,1.0,0.00012329975872765083,host,192.168.1.7,0.8087316751480103,192.168.1.7,0.034720778465270996,0.05,0.0525,1.0,0.007222764882350455
10,106.0,0.6713780164718628,1,96437.24067263867,480p,30,JPEG,cloud,114.212.81.11,0.08399379253387451,114.212.81.11,0.025823116302490234,1.0,0.0285,1.0,0.00012329975872765083,host,192.168.1.7,0.5873842239379883,192.168.1.7,0.03827798366546631,0.05,0.051,1.0,0.007222764882350455
