n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.0050792694091796875,1,76938.56700944007,360p,1,JPEG,cloud,114.212.81.11,0.004089667246891902,114.212.81.11,0.0016905161050649788,1.0,0.043041666666666666,1.0,9.194028251946217e-05,cloud,114.212.81.11,0.0009896021622877854,114.212.81.11,0.002553719740647536,1.0,0.6354791666666667,1.0,0.00024144370415221452
2,50.0,0.004110097885131836,1,76938.56700944007,360p,1,JPEG,cloud,114.212.81.11,0.0037593107957106372,114.212.81.11,0.0017479566427377555,1.0,0.03404166666666667,1.0,9.893095879217734e-05,cloud,114.212.81.11,0.00035078708942119893,114.212.81.11,0.0025723438996535083,1.0,0.7242291666666668,1.0,0.00024426423731213864
3,75.0,0.004203007771418645,1,76938.56700944007,360p,1,JPEG,cloud,114.212.81.11,0.003879262850834773,114.212.81.11,0.002066272955674392,1.0,0.0350625,1.0,9.821824342380942e-05,cloud,114.212.81.11,0.0003237449205838717,114.212.81.11,0.0025952412531926082,1.0,0.7807916666666667,1.0,0.00024127689842770288
4,100.0,0.004053491812485915,1,92071.9875443147,360p,1,JPEG,cloud,114.212.81.11,0.0037406499569232646,114.212.81.11,0.0014923627559955302,1.0,0.036375,1.0,9.821824342380942e-05,cloud,114.212.81.11,0.00031284185556265025,114.212.81.11,0.002564677825340858,1.0,0.7832708333333334,1.0,0.00024127689842770288
5,101.0,2.5343884229660034,1,103444.9792492002,720p,30,JPEG,host,192.168.1.7,2.5303527116775513,192.168.1.7,0.08734512329101562,0.05,0.050666666666666665,1.0,0.005931813719276531,cloud,114.212.81.11,0.0040357112884521484,114.212.81.11,0.03353440761566162,1.0,0.7643541666666667,1.0,0.00024127689842770288
6,102.0,2.6499836444854736,1,94357.57345184131,720p,30,JPEG,host,192.168.1.7,2.6460986137390137,192.168.1.7,0.1225135326385498,0.05,0.049833333333333334,1.0,0.007175541023862962,cloud,114.212.81.11,0.003885030746459961,114.212.81.11,0.03340256214141846,1.0,0.7410625,1.0,0.0002412920625844767
7,103.0,2.5734277963638306,1,89038.82211320386,720p,30,JPEG,host,192.168.1.7,2.569740653038025,192.168.1.7,0.06930708885192871,0.05,0.050666666666666665,1.0,0.007175541023862962,cloud,114.212.81.11,0.003687143325805664,114.212.81.11,0.031829118728637695,1.0,0.7800416666666666,1.0,0.0002412920625844767
8,104.0,2.602810859680176,1,89267.83492044128,720p,30,JPEG,host,192.168.1.7,2.5987757444381714,192.168.1.7,0.06663775444030762,0.05,0.050666666666666665,1.0,0.007175541023862962,cloud,114.212.81.11,0.0040351152420043945,114.212.81.11,0.03597140312194824,1.0,0.7635416666666667,1.0,0.0002412920625844767
9,105.0,2.587469458580017,1,107973.06989617566,720p,30,JPEG,host,192.168.1.7,2.5835009813308716,192.168.1.7,0.10432744026184082,0.05,0.051,1.0,0.007175541023862962,cloud,114.212.81.11,0.003968477249145508,114.212.81.11,0.03252708911895752,1.0,0.7761041666666667,1.0,0.0002412920625844767
10,106.0,2.4536683559417725,1,108387.15911304078,720p,30,JPEG,host,192.168.1.7,2.4497205018997192,192.168.1.7,0.06652951240539551,0.05,0.050666666666666665,1.0,0.007175541023862962,cloud,114.212.81.11,0.003947854042053223,114.212.81.11,0.04758620262145996,1.0,0.7542083333333333,1.0,0.0002412920625844767
11,107.0,1.1554386615753174,1,104754.9831560708,720p,30,JPEG,host,192.168.1.7,1.1514427661895752,192.168.1.7,0.06298303604125977,0.1,0.10133333333333333,1.0,0.007175541023862962,cloud,114.212.81.11,0.0039958953857421875,114.212.81.11,0.03519773483276367,1.0,0.745625,1.0,0.0002412920625844767
12,108.0,1.1685264110565186,1,105549.83585338696,720p,30,JPEG,host,192.168.1.7,1.164800763130188,192.168.1.7,0.1305938959121704,0.1,0.10149999999999999,1.0,0.007175541023862962,cloud,114.212.81.11,0.0037256479263305664,114.212.81.11,0.032869696617126465,1.0,0.7708333333333334,1.0,0.0002412920625844767
13,109.0,1.1643712520599365,1,105549.83585338696,720p,30,JPEG,host,192.168.1.7,1.1604794263839722,192.168.1.7,0.10578453540802002,0.1,0.10049999999999999,1.0,0.007175541023862962,cloud,114.212.81.11,0.0038918256759643555,114.212.81.11,0.03510427474975586,1.0,0.7885624999999999,1.0,0.0002412920625844767
14,110.0,1.1966627836227417,1,95377.81043625245,720p,30,JPEG,host,192.168.1.7,1.1927852630615234,192.168.1.7,0.08378958702087402,0.1,0.10133333333333333,1.0,0.007175541023862962,cloud,114.212.81.11,0.0038775205612182617,114.212.81.11,0.03526616096496582,1.0,0.7681458333333334,1.0,0.0002412920625844767
15,111.0,1.2344410419464111,1,101425.71539468103,720p,30,JPEG,host,192.168.1.7,1.2304494380950928,192.168.1.7,0.06318724155426025,0.1,0.09749999999999999,1.0,0.007175541023862962,cloud,114.212.81.11,0.003991603851318359,114.212.81.11,0.03897058963775635,1.0,0.7963125,1.0,0.0002412920625844767
16,112.0,1.1543519496917725,1,101414.80032196887,720p,30,JPEG,host,192.168.1.7,1.1501470804214478,192.168.1.7,0.12047135829925537,0.1,0.10066666666666667,1.0,0.0071800148630880925,cloud,114.212.81.11,0.004204869270324707,114.212.81.11,0.03195846080780029,1.0,0.7093124999999999,1.0,0.0002435818502573183
