n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,1.0,0.18415868282318115,69.6,360p,30,JPEG,host,172.27.143.164,0.1401578187942505,172.27.143.164,0.042063236236572266,0,0.25,0.24925,0,0.25,0.24925,0,0.004,0.0026614372457057357,0,0.004,0.0026614372457057357,host,172.27.143.164,0.044000864028930664,172.27.143.164,0.03257477283477783,0,0.75,0.82075,0,0.75,0.82075,2,0.008,0.007138259030320203,2,0.008,0.007138259030320203
2,2.0,0.17399919033050537,69.6,360p,30,JPEG,host,172.27.143.164,0.13362014293670654,172.27.143.164,0.03633618354797363,0,0.25,0.24925,0,0.25,0.24925,0,0.004,0.0026614372457057357,0,0.004,0.0026614372457057357,host,172.27.143.164,0.04037904739379883,172.27.143.164,0.030363917350769043,0,0.75,0.82075,0,0.75,0.82075,2,0.008,0.007138259030320203,2,0.008,0.007138259030320203
3,3.0,0.17229878902435303,70.1,360p,30,JPEG,host,172.27.143.164,0.13232851028442383,172.27.143.164,0.045053720474243164,0,0.25,0.24525,0,0.25,0.24525,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.0399702787399292,172.27.143.164,0.03123009204864502,0,0.75,0.9357500000000001,0,0.75,0.9357500000000001,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
4,4.0,0.18373608589172363,70.1,360p,30,JPEG,host,172.27.143.164,0.13252365589141846,172.27.143.164,0.0382082462310791,0,0.25,0.2545,0,0.25,0.2545,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.051212430000305176,172.27.143.164,0.029802322387695312,0,0.75,0.731,0,0.75,0.731,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
5,5.0,0.17377984523773193,70.1,360p,30,JPEG,host,172.27.143.164,0.13368821144104004,172.27.143.164,0.0410456657409668,0,0.25,0.243,0,0.25,0.243,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.040091633796691895,172.27.143.164,0.03186655044555664,0,0.75,0.9335,0,0.75,0.9335,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
6,6.0,0.18552303314208984,70.1,360p,30,JPEG,host,172.27.143.164,0.13256323337554932,172.27.143.164,0.038263797760009766,0,0.25,0.243,0,0.25,0.243,0,0.004,0.0029055100300989962,0,0.004,0.0029055100300989962,host,172.27.143.164,0.05295979976654053,172.27.143.164,0.033571839332580566,0,0.75,0.9335,0,0.75,0.9335,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
7,7.0,0.2012115716934204,70.2,360p,30,JPEG,host,172.27.143.164,0.13246238231658936,172.27.143.164,0.05817461013793945,0,0.25,0.2545,0,0.25,0.2545,0,0.004,0.0029089896828296533,0,0.004,0.0029089896828296533,host,172.27.143.164,0.06874918937683105,172.27.143.164,0.03955733776092529,0,0.75,0.75375,0,0.75,0.75375,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
8,8.0,0.23247408866882324,70.2,360p,30,JPEG,host,172.27.143.164,0.19217681884765625,172.27.143.164,0.03833913803100586,0,0.25,0.182,0,0.25,0.182,0,0.004,0.0029094867760768904,0,0.004,0.0029094867760768904,host,172.27.143.164,0.04029726982116699,172.27.143.164,0.03263723850250244,0,0.75,0.92825,0,0.75,0.92825,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
9,9.0,0.20158886909484863,70.2,360p,30,JPEG,host,172.27.143.164,0.14162659645080566,172.27.143.164,0.04411053657531738,0,0.25,0.24675,0,0.25,0.24675,0,0.004,0.0029094867760768904,0,0.004,0.0029094867760768904,host,172.27.143.164,0.05996227264404297,172.27.143.164,0.032131195068359375,0,0.75,0.64425,0,0.75,0.64425,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
10,10.0,0.1797398328781128,70.2,360p,30,JPEG,host,172.27.143.164,0.1366788148880005,172.27.143.164,0.03846406936645508,0,0.25,0.256,0,0.25,0.256,0,0.004,0.0029094867760768904,0,0.004,0.0029094867760768904,host,172.27.143.164,0.043061017990112305,172.27.143.164,0.03111588954925537,0,0.75,0.8975,0,0.75,0.8975,2,0.008,0.007248116637959532,2,0.008,0.007248116637959532
