n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.10989964925325835,1,100808.54799690357,360p,1,JPEG,host,192.168.1.9,0.049952140221228965,192.168.1.9,0.0064696256931011525,118328,0.05,0.054000000000000006,1.0,0.0034637457467459032,host,192.168.1.9,0.059947509032029375,192.168.1.9,0.0025078516740065296,11002,0.05,0.049749999999999996,1.0,0.007182003236077039
2,50.0,0.10211651141826923,1,97526.27956759802,360p,1,JPEG,host,192.168.1.9,0.04918608298668495,192.168.1.9,0.002906625087444596,120645,0.05,0.05075,1.0,0.003704835971655743,host,192.168.1.9,0.052930428431584284,192.168.1.9,0.0023128527861375064,12977,0.05,0.052750000000000005,1.0,0.007289872470727422
3,75.0,0.10702742063082182,1,93038.71820147155,360p,1,JPEG,host,192.168.1.9,0.050160884857177734,192.168.1.9,0.006319963015042819,119556,0.05,0.049749999999999996,1.0,0.0037078185311391638,host,192.168.1.9,0.05686653577364408,192.168.1.9,0.0023811505391047524,10734,0.05,0.0525,1.0,0.007290369563974658
4,100.0,0.09765770802131066,1,100325.7574861178,360p,1,JPEG,host,192.168.1.9,0.04850401328160213,192.168.1.9,0.003043899169334993,123546,0.05,0.0535,1.0,0.0037078185311391638,host,192.168.1.9,0.049153694739708535,192.168.1.9,0.002461048272939824,16398,0.05,0.05075,1.0,0.007290369563974658
5,125.0,0.10246363969949576,1,69358.43124061999,360p,1,JPEG,host,192.168.1.9,0.049977595989520736,192.168.1.9,0.0061987271675696745,125338,0.05,0.05,1.0,0.0037078185311391638,host,192.168.1.9,0.05248604370997502,192.168.1.9,0.002365708351135254,16235,0.05,0.053,1.0,0.007290369563974658
6,150.0,0.09976447545565093,1,74519.04713876123,360p,1,JPEG,host,192.168.1.9,0.04695450342618502,192.168.1.9,0.0029598016005295963,118634,0.05,0.05325,1.0,0.0037078185311391638,host,192.168.1.9,0.0528099720294659,192.168.1.9,0.005941106722905085,10869,0.05,0.052750000000000005,1.0,0.007290369563974658
7,175.0,0.07496268932635967,1,74519.04713876123,360p,1,JPEG,host,192.168.1.9,0.04855212798485389,192.168.1.9,0.003503872798039362,120618,0.05,0.0535,1.0,0.0037078185311391638,host,192.168.1.9,0.026410561341505785,192.168.1.9,0.0022385578889113217,13062,0.1,0.10925000000000001,1.0,0.007290369563974658
8,200.0,0.07351753344902626,1,60785.54086665869,360p,1,JPEG,host,192.168.1.9,0.04751340242532583,192.168.1.9,0.003082220370952897,121504,0.05,0.0525,1.0,0.0037078185311391638,host,192.168.1.9,0.02600413102370042,192.168.1.9,0.0022755677883441634,13195,0.1,0.10725,1.0,0.007290369563974658
9,225.0,0.07342061629662147,1,91825.1167330382,360p,1,JPEG,host,192.168.1.9,0.047115591856149525,192.168.1.9,0.0030266229922954885,118633,0.05,0.051,1.0,0.0037078185311391638,host,192.168.1.9,0.026305024440471943,192.168.1.9,0.0022993271167461686,11621,0.1,0.106,1.0,0.007290369563974658
10,250.0,0.07324971602513239,1,93176.937101182,360p,1,JPEG,host,192.168.1.9,0.04695469599503737,192.168.1.9,0.006237066709078275,126222,0.05,0.05325,1.0,0.0037078185311391638,host,192.168.1.9,0.026295020030095026,192.168.1.9,0.0030865210753220802,16585,0.1,0.10225,1.0,0.007290369563974658
