n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,2.0,0.16882554690043133,13.9,480p,20,JPEG,host,192.168.1.7,0.15956648190816244,192.168.1.7,0.031430641810099275,0,0.25,0.2505,0,0.25,0.2505,2,0.006,0.00330666428061908,2,0.006,0.00330666428061908,cloud,114.212.81.11,0.00925906499226888,114.212.81.11,0.022669315338134766,2,1.0,0.6487083333333333,2,1.0,0.6487083333333333,2,1.0,0.0002425506875967009,2,1.0,0.0002425506875967009
2,3.0,0.2375168800354004,13.9,480p,20,JPEG,host,192.168.1.7,0.23359107971191406,192.168.1.7,0.042755961418151855,0,0.25,0.2505,0,0.25,0.2505,2,0.006,0.00330666428061908,2,0.006,0.00330666428061908,cloud,114.212.81.11,0.003925800323486328,114.212.81.11,0.029636383056640625,2,1.0,0.6487083333333333,2,1.0,0.6487083333333333,2,1.0,0.0002425506875967009,2,1.0,0.0002425506875967009
3,4.0,0.24296724796295166,13.9,480p,20,JPEG,host,192.168.1.7,0.2378026247024536,192.168.1.7,0.04417777061462402,0,0.25,0.24675,0,0.25,0.24675,2,0.006,0.0037366499394788973,2,0.006,0.0037366499394788973,cloud,114.212.81.11,0.005164623260498047,114.212.81.11,0.03185701370239258,2,1.0,0.6181666666666666,2,1.0,0.6181666666666666,2,1.0,0.00024584130961661236,2,1.0,0.00024584130961661236
4,5.0,0.23817181587219238,14.5,480p,20,JPEG,host,192.168.1.7,0.23367631435394287,192.168.1.7,0.045177578926086426,0,0.25,0.25125,0,0.25,0.25125,2,0.006,0.0037366499394788973,2,0.006,0.0037366499394788973,cloud,114.212.81.11,0.004495501518249512,114.212.81.11,0.030582785606384277,2,1.0,0.7539375,2,1.0,0.7539375,2,1.0,0.0002458716379301599,2,1.0,0.0002458716379301599
5,7.0,0.15908503532409668,14.5,480p,20,JPEG,host,192.168.1.7,0.15617799758911133,192.168.1.7,0.032009124755859375,0,0.25,0.25075,0,0.25,0.25075,2,0.006,0.0037366499394788973,2,0.006,0.0037366499394788973,cloud,114.212.81.11,0.0029070377349853516,114.212.81.11,0.02047880490620931,2,1.0,0.7793125,2,1.0,0.7793125,2,1.0,0.0002458868020869337,2,1.0,0.0002458868020869337
6,8.0,0.2874610424041748,14.5,480p,20,JPEG,host,192.168.1.7,0.28331708908081055,192.168.1.7,0.04118800163269043,0,0.25,0.25075,0,0.25,0.25075,2,0.006,0.0037366499394788973,2,0.006,0.0037366499394788973,cloud,114.212.81.11,0.004143953323364258,114.212.81.11,0.03196120262145996,2,1.0,0.7793125,2,1.0,0.7793125,2,1.0,0.0002458868020869337,2,1.0,0.0002458868020869337
7,9.0,0.2371600866317749,14.5,480p,20,JPEG,host,192.168.1.7,0.23273301124572754,192.168.1.7,0.04252469539642334,0,0.25,0.24675,0,0.25,0.24675,2,0.006,0.0037426150584457386,2,0.006,0.0037426150584457386,cloud,114.212.81.11,0.004427075386047363,114.212.81.11,0.030519485473632812,2,1.0,0.7899583333333333,2,1.0,0.7899583333333333,2,1.0,0.0002459019662437075,2,1.0,0.0002459019662437075
8,10.0,0.23970985412597656,14.6,480p,20,JPEG,host,192.168.1.7,0.2355595827102661,192.168.1.7,0.05702555179595947,0,0.25,0.244,0,0.25,0.244,2,0.006,0.0037426150584457386,2,0.006,0.0037426150584457386,cloud,114.212.81.11,0.004150271415710449,114.212.81.11,0.030634522438049316,2,1.0,0.7935208333333333,2,1.0,0.7935208333333333,2,1.0,0.0002459019662437075,2,1.0,0.0002459019662437075
9,12.0,0.15867392222086588,14.6,480p,20,JPEG,host,192.168.1.7,0.15559903780619302,192.168.1.7,0.028818686803181975,0,0.25,0.24625,0,0.25,0.24625,2,0.006,0.0037426150584457386,2,0.006,0.0037426150584457386,cloud,114.212.81.11,0.0030748844146728516,114.212.81.11,0.020278294881184895,2,1.0,0.7811875,2,1.0,0.7811875,2,1.0,0.0002459019662437075,2,1.0,0.0002459019662437075
10,13.0,0.23834872245788574,14.6,480p,20,JPEG,host,192.168.1.7,0.23393547534942627,192.168.1.7,0.04207336902618408,0,0.25,0.24575,0,0.25,0.24575,2,0.006,0.0037426150584457386,2,0.006,0.0037426150584457386,cloud,114.212.81.11,0.004413247108459473,114.212.81.11,0.03130185604095459,2,1.0,0.7921041666666667,2,1.0,0.7921041666666667,2,1.0,0.0002459019662437075,2,1.0,0.0002459019662437075
