n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
433,2215.0,0.08420050144195557,69.6,480p,10,JPEG,cloud,114.212.81.11,0.07786571979522705,114.212.81.11,0.03791677951812744,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.006334781646728516,114.212.81.11,0.04124903678894043,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
434,2218.0,0.05140185356140137,69.6,480p,10,JPEG,cloud,114.212.81.11,0.04888439178466797,114.212.81.11,0.021977901458740234,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.0025174617767333984,114.212.81.11,0.022230863571166992,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
435,2220.0,0.08001216252644856,69.6,480p,10,JPEG,cloud,114.212.81.11,0.07126021385192871,114.212.81.11,0.03335237503051758,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.008751948674519857,114.212.81.11,0.02620402971903483,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
436,2223.0,0.05131649971008301,69.6,480p,10,JPEG,cloud,114.212.81.11,0.048783719539642334,114.212.81.11,0.021930992603302002,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.002532780170440674,114.212.81.11,0.01695084571838379,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
437,2225.0,0.07418258984883627,69.6,480p,10,JPEG,cloud,114.212.81.11,0.07141439119974773,114.212.81.11,0.030250151952107743,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.0027681986490885415,114.212.81.11,0.026632229487101235,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
438,2228.0,0.04435837268829346,69.6,480p,10,JPEG,cloud,114.212.81.11,0.04125469923019409,114.212.81.11,0.01758444309234619,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.0031036734580993652,114.212.81.11,0.021117866039276123,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
439,2229.0,0.054679036140441895,69.6,360p,30,JPEG,cloud,114.212.81.11,0.05032825469970703,114.212.81.11,0.03113234043121338,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.004350781440734863,114.212.81.11,0.03771388530731201,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
440,2230.0,0.06749320030212402,69.6,360p,30,JPEG,cloud,114.212.81.11,0.0630255937576294,114.212.81.11,0.02826392650604248,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.004467606544494629,114.212.81.11,0.043092966079711914,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
441,2231.0,0.056218743324279785,69.6,360p,30,JPEG,cloud,114.212.81.11,0.04877495765686035,114.212.81.11,0.029285192489624023,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.007443785667419434,114.212.81.11,0.03541254997253418,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
442,2232.0,0.06722962856292725,69.6,360p,30,JPEG,cloud,114.212.81.11,0.06228649616241455,114.212.81.11,0.02778482437133789,2,1.0,0.03016666666666667,2,1.0,0.03016666666666667,2,1.0,0.0004381683099785353,2,1.0,0.0004381683099785353,cloud,114.212.81.11,0.004943132400512695,114.212.81.11,0.03755795955657959,2,1.0,0.49164583333333334,2,1.0,0.49164583333333334,2,1.0,0.00024820691807332293,2,1.0,0.00024820691807332293
