n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.010269633,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.010269275,192.168.1.9,0.003141146,176288,1,0.2525,1,0.003472693,host,192.168.1.9,3.58E-07,192.168.1.9,0.002295366,617,1,0,1,0.006388145
2,50,0.010014488,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.010014167,192.168.1.9,0.003037682,174392,1,0.2495,1,0.003667554,host,192.168.1.9,3.21E-07,192.168.1.9,0.002143456,617,1,0,1,0.006395105
3,75,0.009948657,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.009948318,192.168.1.9,0.002911073,172591,1,0.251,1,0.003668051,host,192.168.1.9,3.39E-07,192.168.1.9,0.002267306,630,1,15.902,1,0.006395602
4,100,0.010028216,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.01002773,192.168.1.9,0.003721723,171391,1,0.25875,1,0.003668051,host,192.168.1.9,4.86E-07,192.168.1.9,0.002470668,617,1,0,1,0.006395602
5,125,0.009995176,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.009994846,192.168.1.9,0.003067475,181549,1,0.25,1,0.003669542,host,192.168.1.9,3.30E-07,192.168.1.9,0.002528126,614,1,0,1,0.006395602
6,150,0.010060806,0,88577.553,360p,1,JPEG,host,192.168.1.9,0.010060448,192.168.1.9,0.003019195,196636,1,0.24825,1,0.003669542,host,192.168.1.9,3.58E-07,192.168.1.9,0.002298823,617,1,0,1,0.006395602
7,175,0.009930831,0,105660.8931,360p,1,JPEG,host,192.168.1.9,0.009930501,192.168.1.9,0.003018122,221626,1,0.2515,1,0.003669542,host,192.168.1.9,3.30E-07,192.168.1.9,0.002373695,615,1,0,1,0.006395602
8,200,0.010001659,0,105660.8931,360p,1,JPEG,host,192.168.1.9,0.010001476,192.168.1.9,0.003517215,221219,1,0.24975,1,0.003669542,cloud,114.212.81.11,1.83E-07,114.212.81.11,0.002107529,630,1,0,1,0.000211631
9,225,0.01087329,2,105660.8931,360p,1,JPEG,host,192.168.1.9,0.009943733,192.168.1.9,0.003075994,188737,1,0.25125,1,0.003669542,cloud,114.212.81.11,0.000929557,114.212.81.11,0.002270497,18217,1,0.644916667,1,0.000248252
10,250,0.010340223,1,105660.8931,360p,1,JPEG,host,192.168.1.9,0.010009078,192.168.1.9,0.003134709,228866,1,0.2495,1,0.003741124,cloud,114.212.81.11,0.000331145,114.212.81.11,0.002205372,8025,1,0.644979167,1,0.000248601
11,275,0.010473224,1,105660.8931,360p,1,JPEG,host,192.168.1.9,0.010153239,192.168.1.9,0.00393232,230393,1,0.246,1,0.003741124,cloud,114.212.81.11,0.000319985,114.212.81.11,0.002326828,7560,1,0.715125,1,0.000244583
12,300,0.010223004,1,84278.32571,360p,1,JPEG,host,192.168.1.9,0.009955773,192.168.1.9,0.003242694,228300,1,0.25075,1,0.003741621,cloud,114.212.81.11,0.000267231,114.212.81.11,0.00220572,7221,1,0.707770833,1,0.000244871
13,325,0.01047404,2,84278.32571,360p,1,JPEG,host,192.168.1.9,0.009917929,192.168.1.9,0.003130876,244737,1,0.252,1,0.003741621,cloud,114.212.81.11,0.000556111,114.212.81.11,0.002484166,14314,1,0.771208333,1,0.000245007
14,350,0.01063622,2,84278.32571,360p,1,JPEG,host,192.168.1.9,0.010108205,192.168.1.9,0.003124301,244015,1,0.24725,1,0.003742118,cloud,114.212.81.11,0.000528015,114.212.81.11,0.00254654,14919,1,0.798770833,1,0.000245007
15,375,0.010480541,1,84278.32571,360p,1,JPEG,host,192.168.1.9,0.010069398,192.168.1.9,0.00420784,252465,1,0.248,1,0.003742118,cloud,114.212.81.11,0.000411144,114.212.81.11,0.00263702,15251,1,0.5208125,1,0.000245007
16,400,0.010619264,2,84278.32571,360p,1,JPEG,host,192.168.1.9,0.010030499,192.168.1.9,0.003268159,226713,1,0.249,1,0.003742118,cloud,114.212.81.11,0.000588766,114.212.81.11,0.002649903,15759,1,0.663125,1,0.000245022
17,425,0.010245525,1,89730.10766,360p,1,JPEG,host,192.168.1.9,0.009964695,192.168.1.9,0.003135324,235962,1,0.25075,1,0.003742118,cloud,114.212.81.11,0.00028083,114.212.81.11,0.00228615,17217,1,0.7038125,1,0.000245022
18,450,0.008735455,1,89730.10766,360p,1,JPEG,cloud,114.212.81.11,0.003412815,114.212.81.11,0.001813265,246497,1,0.046895833,1,8.96E-05,host,192.168.1.9,0.00532264,192.168.1.9,0.002345461,5330,1,0.52325,1,0.007165599
19,475,0.022290092,3,89730.10766,360p,1,JPEG,cloud,114.212.81.11,0.003459674,114.212.81.11,0.001665812,226202,1,0.0346875,1,9.66E-05,host,192.168.1.9,0.018830419,192.168.1.9,0.002349496,24323,1,0.54625,1,0.007342067
20,500,0.014989394,2,89730.10766,360p,1,JPEG,cloud,114.212.81.11,0.003554537,114.212.81.11,0.002159109,240363,1,0.033770833,1,9.71E-05,host,192.168.1.9,0.011434858,192.168.1.9,0.002384543,17751,1,0.563,1,0.007342564
21,525,0.012487402,2,94086.41529,360p,1,JPEG,cloud,114.212.81.11,0.004066211,114.212.81.11,0.001733936,242210,1,0.033479167,1,9.71E-05,host,192.168.1.9,0.008421192,192.168.1.9,0.002382774,14750,1,0.673,1,0.007342564
22,550,0.016292224,3,94086.41529,360p,1,JPEG,cloud,114.212.81.11,0.003725244,114.212.81.11,0.001848918,238377,1,0.032229167,1,9.71E-05,host,192.168.1.9,0.012566979,192.168.1.9,0.00243927,30424,1,0.696,1,0.007342564
23,575,0.014529769,2,94086.41529,360p,1,JPEG,cloud,114.212.81.11,0.004050383,114.212.81.11,0.001545026,229675,1,0.0355625,1,9.72E-05,host,192.168.1.9,0.010479386,192.168.1.9,0.002518021,16146,1,0.55025,1,0.007343061
24,600,0.009211476,1,94086.41529,360p,1,JPEG,cloud,114.212.81.11,0.003598021,114.212.81.11,0.002157239,234887,1,0.031104167,1,9.72E-05,host,192.168.1.9,0.005613455,192.168.1.9,0.002406946,21631,1,0.51325,1,0.007343061
25,625,0.009182545,1,94086.41529,360p,1,JPEG,cloud,114.212.81.11,0.003926818,114.212.81.11,0.001853549,237908,1,0.032604167,1,9.72E-05,host,192.168.1.9,0.005255727,192.168.1.9,0.002316869,7771,1,0.58475,1,0.007343061
26,650,0.003384957,1,81437.00829,360p,1,JPEG,cloud,114.212.81.11,0.003022469,114.212.81.11,0.001699521,241324,1,0.034416667,1,9.72E-05,cloud,114.212.81.11,0.000362488,114.212.81.11,0.002243537,9424,1,0.656083333,1,0.000244886
27,675,0.004910368,1,81437.00829,360p,1,JPEG,cloud,114.212.81.11,0.004609768,114.212.81.11,0.001729277,220817,1,0.029520833,1,9.72E-05,cloud,114.212.81.11,0.0003006,114.212.81.11,0.002296723,8509,1,0.682479167,1,0.000244886
28,700,0.003840437,2,81437.00829,360p,1,JPEG,cloud,114.212.81.11,0.00318905,114.212.81.11,0.001485467,218521,1,0.035125,1,9.72E-05,cloud,114.212.81.11,0.000651387,114.212.81.11,0.002419573,18904,1,0.673666667,1,0.000244886
29,725,0.003930495,2,81437.00829,360p,1,JPEG,cloud,114.212.81.11,0.003358658,114.212.81.11,0.002515123,207857,1,0.03575,1,9.72E-05,cloud,114.212.81.11,0.000571838,114.212.81.11,0.002529529,24069,1,0.75375,1,0.000244886
30,750,0.003992374,1,81437.00829,360p,1,JPEG,cloud,114.212.81.11,0.003684557,114.212.81.11,0.001841701,200470,1,0.032583333,1,9.72E-05,cloud,114.212.81.11,0.000307817,114.212.81.11,0.002439792,12309,1,0.6955,1,0.000244886
31,775,0.004931001,1,83859.66418,360p,1,JPEG,cloud,114.212.81.11,0.004612097,114.212.81.11,0.001459956,182927,1,0.032979167,1,9.72E-05,cloud,114.212.81.11,0.000318903,114.212.81.11,0.002235715,9446,1,0.717958333,1,0.000244886
32,776,0.188405991,1,83859.66418,360p,2,JPEG,host,192.168.1.9,0.129004478,192.168.1.9,0.038839459,182261,1,0.25175,1,0.003731679,host,192.168.1.9,0.059401512,192.168.1.9,0.028569937,9550,1,0.65125,1,0.007343061
33,788,0.0297544,1,83859.66418,360p,2,JPEG,host,192.168.1.9,0.01985649,192.168.1.9,0.006088642,194573,1,0.25175,1,0.003731679,host,192.168.1.9,0.009897911,192.168.1.9,0.004545028,15572,1,0.581,1,0.007343061
34,800,0.030803845,0,83859.66418,360p,2,JPEG,host,192.168.1.9,0.030803075,192.168.1.9,0.007103553,172639,1,0.16825,1,0.003731679,host,192.168.1.9,7.70E-07,192.168.1.9,0.004903995,627,1,0,1,0.007343061
35,813,0.022477337,0,83859.66418,360p,2,JPEG,host,192.168.1.9,0.022476673,192.168.1.9,0.007461803,175067,1,0.2065,1,0.003731679,host,192.168.1.9,6.64E-07,192.168.1.9,0.004260114,617,1,0,1,0.007343061
36,825,0.020724517,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.020723911,192.168.1.9,0.006297056,175385,1,0.241,1,0.003731679,host,192.168.1.9,6.05E-07,192.168.1.9,0.004280879,628,1,0,1,0.007343061
37,838,0.018430693,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.01843008,192.168.1.9,0.005414026,175194,1,0.25175,1,0.003731679,host,192.168.1.9,6.13E-07,192.168.1.9,0.004237941,628,1,0,1,0.007343061
38,850,0.019893903,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.019893261,192.168.1.9,0.006171355,174655,1,0.25125,1,0.003731679,host,192.168.1.9,6.42E-07,192.168.1.9,0.004289902,617,1,0,1,0.007343061
39,863,0.018430608,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.018429961,192.168.1.9,0.005908285,174364,1,0.2515,1,0.003731679,host,192.168.1.9,6.47E-07,192.168.1.9,0.004262039,617,1,0,1,0.007343061
40,875,0.020042695,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.020041961,192.168.1.9,0.008196666,171586,1,0.259,1,0.003731679,host,192.168.1.9,7.34E-07,192.168.1.9,0.004280549,613,1,0,1,0.007343061
41,888,0.018617937,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.018617323,192.168.1.9,0.00573991,170016,1,0.24925,1,0.003731679,host,192.168.1.9,6.13E-07,192.168.1.9,0.004266381,616,1,0,1,0.007343061
42,900,0.020006418,0,99028.60018,360p,2,JPEG,host,192.168.1.9,0.020005831,192.168.1.9,0.006033182,170164,1,0.2495,1,0.003731679,host,192.168.1.9,5.87E-07,192.168.1.9,0.004590034,613,1,0,1,0.007343061
43,913,0.018447212,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.018446616,192.168.1.9,0.005655442,175117,1,0.2515,1,0.003731679,host,192.168.1.9,5.96E-07,192.168.1.9,0.004276497,620,1,17.48575,1,0.007343061
44,925,0.020057495,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.020056761,192.168.1.9,0.008020383,181132,1,0.249,1,0.003731679,cloud,114.212.81.11,7.34E-07,114.212.81.11,0.005584478,616,1,0,1,0.000244886
45,938,0.018648948,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.018648505,192.168.1.9,0.005707008,188720,1,0.24875,1,0.003731679,cloud,114.212.81.11,4.43E-07,114.212.81.11,0.004363877,620,1,0,1,0.000244886
46,950,0.020055477,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.020055037,192.168.1.9,0.006015851,196276,1,0.24925,1,0.003731679,cloud,114.212.81.11,4.40E-07,114.212.81.11,0.005531128,618,1,0,1,0.000244886
47,963,0.018825037,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.018824662,192.168.1.9,0.006211673,199864,1,0.256,1,0.003731679,cloud,114.212.81.11,3.75E-07,114.212.81.11,0.004173143,618,1,0,1,0.000244886
48,975,0.019976066,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.019975589,192.168.1.9,0.00617284,216053,1,0.25,1,0.003731679,cloud,114.212.81.11,4.77E-07,114.212.81.11,0.00504501,618,1,0,1,0.000244886
49,988,0.018794315,0,78587.69382,360p,2,JPEG,host,192.168.1.9,0.018793889,192.168.1.9,0.00648003,222363,1,0.24675,1,0.003731679,cloud,114.212.81.11,4.26E-07,114.212.81.11,0.004171831,620,1,0,1,0.000244886
50,1000,0.019864119,0,87543.41694,360p,2,JPEG,host,192.168.1.9,0.019863716,192.168.1.9,0.006603461,220053,1,0.2515,1,0.003731679,cloud,114.212.81.11,4.03E-07,114.212.81.11,0.004360181,618,1,0,1,0.000244886
51,1013,0.021813921,2,87543.41694,360p,2,JPEG,cloud,114.212.81.11,0.007680501,114.212.81.11,0.002841183,217087,1,0.032895833,1,9.72E-05,host,192.168.1.9,0.014133419,192.168.1.9,0.004305771,14045,1,0.7575,1,0.007343061
52,1025,0.024440307,2,87543.41694,360p,2,JPEG,cloud,114.212.81.11,0.007866218,114.212.81.11,0.003180467,189345,1,0.030520833,1,9.72E-05,host,192.168.1.9,0.016574089,192.168.1.9,0.004483516,16274,1,0.6725,1,0.007343559
53,1038,0.035291178,2,87543.41694,360p,2,JPEG,cloud,114.212.81.11,0.006067531,114.212.81.11,0.003608108,196724,1,0.029416667,1,9.72E-05,host,192.168.1.9,0.029223646,192.168.1.9,0.003332496,25471,1,0.397,1,0.007343559
54,1050,0.020642666,1,87543.41694,360p,2,JPEG,cloud,114.212.81.11,0.008259186,114.212.81.11,0.004045321,210523,1,0.032958333,1,9.73E-05,host,192.168.1.9,0.012383479,192.168.1.9,0.004554914,6354,1,0.46525,1,0.007343559
55,1063,0.015530484,1,98124.56487,360p,2,JPEG,cloud,114.212.81.11,0.007067408,114.212.81.11,0.003534249,235022,1,0.033645833,1,9.73E-05,host,192.168.1.9,0.008463076,192.168.1.9,0.004088112,11743,1,0.611,1,0.007343559
56,1075,0.029740444,2,98124.56487,360p,2,JPEG,cloud,114.212.81.11,0.007859725,114.212.81.11,0.003253442,231504,1,0.032583333,1,9.73E-05,host,192.168.1.9,0.021880718,192.168.1.9,0.00455838,12272,1,0.5095,1,0.007343559
57,1088,0.023190635,2,98124.56487,360p,2,JPEG,cloud,114.212.81.11,0.006579552,114.212.81.11,0.002908741,236131,1,0.031625,1,9.73E-05,host,192.168.1.9,0.016611082,192.168.1.9,0.004307134,14476,1,0.63325,1,0.007343559
58,1100,0.033056791,2,98124.56487,360p,2,JPEG,cloud,114.212.81.11,0.008567883,114.212.81.11,0.004527495,235032,1,0.029895833,1,9.73E-05,host,192.168.1.9,0.024488908,192.168.1.9,0.004583707,19222,1,0.455,1,0.007344056
