n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.060658877,1,111273.5138,720p,1,JPEG,host,192.168.1.9,0.051943981,192.168.1.9,0.003412834,397998,1,0.24975,1,0.006739093,host,192.168.1.9,0.008714896,192.168.1.9,0.00295916,32366,1,0.3305,1,0.007169079
2,50,0.05551086,1,111502.2573,720p,1,JPEG,host,192.168.1.9,0.051549435,192.168.1.9,0.005689621,409365,1,0.248,1,0.007949018,host,192.168.1.9,0.003961426,192.168.1.9,0.002493996,37971,1,0.727,1,0.007250602
3,75,0.057765291,1,111502.2573,720p,1,JPEG,host,192.168.1.9,0.051894014,192.168.1.9,0.007466298,402515,1,0.24825,1,0.007965422,host,192.168.1.9,0.005871278,192.168.1.9,0.002582798,30955,1,0.556,1,0.007251099
4,100,0.055367992,1,109401.9837,720p,1,JPEG,host,192.168.1.9,0.051413123,192.168.1.9,0.004784474,406517,1,0.24875,1,0.007966913,host,192.168.1.9,0.003954869,192.168.1.9,0.002341848,42157,1,0.70375,1,0.007251099
5,125,0.056156103,1,110203.2831,720p,1,JPEG,host,192.168.1.9,0.052056074,192.168.1.9,0.005601305,408741,1,0.2475,1,0.007966913,host,192.168.1.9,0.004100029,192.168.1.9,0.002353191,36109,1,0.679,1,0.007251099
6,150,0.060011038,1,110203.2831,720p,1,JPEG,host,192.168.1.9,0.051795244,192.168.1.9,0.004787858,399328,1,0.24875,1,0.007966913,host,192.168.1.9,0.008215794,192.168.1.9,0.002387615,33206,1,0.456,1,0.007251099
7,175,0.057500445,1,106004.3502,720p,1,JPEG,host,192.168.1.9,0.051793713,192.168.1.9,0.005206732,400408,1,0.24875,1,0.007966913,host,192.168.1.9,0.005706732,192.168.1.9,0.002278493,29937,1,0.4545,1,0.007251099
8,200,0.052655266,1,106004.3502,720p,1,JPEG,host,192.168.1.9,0.051813382,192.168.1.9,0.006107174,412531,1,0.2485,1,0.007966913,cloud,114.212.81.11,0.000841884,114.212.81.11,0.002939738,39516,1,0.633291667,1,0.000239139
9,225,0.051659025,1,108274.0672,720p,1,JPEG,host,192.168.1.9,0.051365742,192.168.1.9,0.004921675,415527,1,0.247,1,0.007966913,cloud,114.212.81.11,0.000293282,114.212.81.11,0.002452685,43120,1,0.727833333,1,0.000242414
10,250,0.05240091,1,112036.6129,720p,1,JPEG,host,192.168.1.9,0.05212605,192.168.1.9,0.006542142,405905,1,0.247,1,0.007966913,cloud,114.212.81.11,0.00027486,114.212.81.11,0.002471099,35912,1,0.749729167,1,0.000244749
11,275,0.052032581,1,112036.6129,720p,1,JPEG,host,192.168.1.9,0.051771494,192.168.1.9,0.004925233,398759,1,0.24875,1,0.007966913,cloud,114.212.81.11,0.000261087,114.212.81.11,0.002603705,34000,1,0.821541667,1,0.000244749
