n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.029668395,0,105940.5591,540p,1,JPEG,host,192.168.1.9,0.029668029,192.168.1.9,0.005572649,401408,1,0.24625,1,0.005730491,host,192.168.1.9,3.67E-07,192.168.1.9,0.002292936,613,1,0,1,0.007107936
2,50,0.029702205,0,105940.5591,540p,1,JPEG,host,192.168.1.9,0.029701856,192.168.1.9,0.004132702,398224,1,0.24925,1,0.006261387,host,192.168.1.9,3.48E-07,192.168.1.9,0.002478416,614,1,0,1,0.007115393
3,75,0.02941469,0,105940.5591,540p,1,JPEG,host,192.168.1.9,0.029414342,192.168.1.9,0.004173536,393113,1,0.2515,1,0.006263375,host,192.168.1.9,3.48E-07,192.168.1.9,0.002141375,613,1,0,1,0.00711589
4,100,0.032111966,0,75376.29241,540p,1,JPEG,host,192.168.1.9,0.032111663,192.168.1.9,0.005382859,391831,1,0.2275,1,0.006263375,host,192.168.1.9,3.03E-07,192.168.1.9,0.002147537,614,1,0,1,0.00711589
5,125,0.029247559,0,75376.29241,540p,1,JPEG,host,192.168.1.9,0.029247201,192.168.1.9,0.004153068,411965,1,0.24975,1,0.006263375,host,192.168.1.9,3.58E-07,192.168.1.9,0.002296631,627,1,0,1,0.00711589
6,150,0.03852924,1,75376.29241,540p,1,JPEG,host,192.168.1.9,0.032153872,192.168.1.9,0.006656142,445563,1,0.23025,1,0.006263375,host,192.168.1.9,0.006375368,192.168.1.9,0.002380839,5768,1,0.4815,1,0.007844131
7,175,0.03348157,1,100239.9492,540p,1,JPEG,host,192.168.1.9,0.029466657,192.168.1.9,0.00447099,505296,1,0.25125,1,0.006401567,host,192.168.1.9,0.004014914,192.168.1.9,0.002280795,8320,1,0.69325,1,0.007993259
8,200,0.031612946,2,100239.9492,540p,1,JPEG,host,192.168.1.9,0.030497358,192.168.1.9,0.006617757,503368,1,0.24275,1,0.006403555,cloud,114.212.81.11,0.001115588,114.212.81.11,0.002436069,12181,1,0.635854167,1,0.000243961
9,225,0.030600328,3,100239.9492,540p,1,JPEG,host,192.168.1.9,0.029847026,192.168.1.9,0.004417621,417016,1,0.248,1,0.006404549,cloud,114.212.81.11,0.000753302,114.212.81.11,0.002498223,36460,1,0.741458333,1,0.000245038
10,250,0.032238346,3,108706.5605,540p,1,JPEG,host,192.168.1.9,0.031551719,192.168.1.9,0.005910928,520022,1,0.2315,1,0.00644034,cloud,114.212.81.11,0.000686627,114.212.81.11,0.00244567,25610,1,0.790354167,1,0.000245204
11,275,0.031248294,3,108706.5605,540p,1,JPEG,host,192.168.1.9,0.030465887,192.168.1.9,0.008190403,520675,1,0.243,1,0.006442826,cloud,114.212.81.11,0.000782407,114.212.81.11,0.00237619,21955,1,0.733979167,1,0.000245204
12,300,0.030485254,3,66724.32426,540p,1,JPEG,host,192.168.1.9,0.029724552,192.168.1.9,0.004793121,517088,1,0.249,1,0.006442826,cloud,114.212.81.11,0.000760702,114.212.81.11,0.002215606,24194,1,0.754,1,0.00024522
13,325,0.030176603,1,66724.32426,540p,1,JPEG,host,192.168.1.9,0.029824138,192.168.1.9,0.004786537,527090,1,0.2515,1,0.006442826,cloud,114.212.81.11,0.000352465,114.212.81.11,0.002385745,14133,1,0.606333333,1,0.00024522
14,350,0.030850942,3,66724.32426,540p,1,JPEG,host,192.168.1.9,0.030049617,192.168.1.9,0.009517615,545204,1,0.24625,1,0.006442826,cloud,114.212.81.11,0.000801325,114.212.81.11,0.002666391,29778,1,0.7465,1,0.000245356
15,375,0.030491655,2,104655.7404,540p,1,JPEG,host,192.168.1.9,0.029902449,192.168.1.9,0.00481645,579205,1,0.2475,1,0.006445808,cloud,114.212.81.11,0.000589206,114.212.81.11,0.002689453,40007,1,0.755729167,1,0.000245356
