n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.01721663658435528,1,102042.67037041235,360p,1,JPEG,host,192.168.1.9,0.010315390733572153,192.168.1.9,0.003060478430527907,118313,0.35,0.242,1.0,0.0034552951615428786,host,192.168.1.9,0.006901245850783128,192.168.1.9,0.002319143368647648,10990,0.35,0.44475000000000003,1.0,0.007180511956335329
2,50.0,0.017983940931466907,1,102042.67037041235,360p,1,JPEG,host,192.168.1.9,0.009996450864351712,192.168.1.9,0.003062147360581618,120645,0.35,0.25,1.0,0.0037018534121723225,host,192.168.1.9,0.007987490067115197,192.168.1.9,0.003810414901146522,12978,0.35,0.34850000000000003,1.0,0.007290369563974658
3,75.0,0.017999630707960863,1,102042.67037041235,360p,1,JPEG,host,192.168.1.9,0.009995818138122559,192.168.1.9,0.002971539130577674,119542,0.35,0.25,1.0,0.0037063272513974533,host,192.168.1.9,0.008003812569838304,192.168.1.9,0.0022900838118333072,10736,0.35,0.37200000000000005,1.0,0.007290866657221895
4,100.0,0.016321218930757962,1,109499.3932144198,360p,1,JPEG,host,192.168.1.9,0.009990343680748573,192.168.1.9,0.0034830478521493766,123545,0.35,0.25,1.0,0.0037063272513974533,host,192.168.1.9,0.00633087525000939,192.168.1.9,0.0042658402369572575,16398,0.35,0.4545,1.0,0.007290866657221895
5,125.0,0.016440483239980843,1,109499.3932144198,360p,1,JPEG,host,192.168.1.9,0.009966786091144268,192.168.1.9,0.003340280972994292,125341,0.35,0.2505,1.0,0.0037063272513974533,host,192.168.1.9,0.006473697148836576,192.168.1.9,0.002280812997084397,16243,0.35,0.47475,1.0,0.007290866657221895
6,150.0,0.016525956300588753,1,90302.38419322766,360p,1,JPEG,host,192.168.1.9,0.010174907170809232,192.168.1.9,0.0029415717491736784,118634,0.35,0.255,1.0,0.0037063272513974533,host,192.168.1.9,0.006351049129779522,192.168.1.9,0.003631298358623798,10873,0.35,0.43799999999999994,1.0,0.007290866657221895
7,175.0,0.015095683244558481,1,90302.38419322766,360p,1,JPEG,host,192.168.1.9,0.010014607356144832,192.168.1.9,0.0028594457186185383,120620,0.35,0.24925,1.0,0.0037063272513974533,host,192.168.1.9,0.005081075888413649,192.168.1.9,0.002290753217843863,13056,0.45,0.56675,1.0,0.007290866657221895
8,200.0,0.017348637947669394,1,90302.38419322766,360p,1,JPEG,host,192.168.1.9,0.0099640442774846,192.168.1.9,0.002899169921875,121518,0.35,0.24100000000000002,1.0,0.0037063272513974533,host,192.168.1.9,0.007384593670184796,192.168.1.9,0.0031297757075383114,13212,0.45,0.40275,1.0,0.007290866657221895
9,225.0,0.014822455552908089,1,109423.7746427301,360p,1,JPEG,host,192.168.1.9,0.010048297735360952,192.168.1.9,0.0030287320797259994,118637,0.35,0.24825,1.0,0.0037063272513974533,host,192.168.1.9,0.004774157817547138,192.168.1.9,0.002296135975764348,11642,0.45,0.6032500000000001,1.0,0.007290866657221895
10,250.0,0.013623274289644683,1,109423.7746427301,360p,1,JPEG,host,192.168.1.9,0.00999135237473708,192.168.1.9,0.002765582158015324,126221,0.35,0.25,1.0,0.0037063272513974533,host,192.168.1.9,0.003631921914907602,192.168.1.9,0.002361169228186974,16598,0.45,0.7927500000000001,1.0,0.007290866657221895
11,275.0,0.01726677784552941,1,109423.7746427301,360p,1,JPEG,host,192.168.1.9,0.00996848253103403,192.168.1.9,0.003265692637516901,122689,0.35,0.2505,1.0,0.0037063272513974533,host,192.168.1.9,0.00729829531449538,192.168.1.9,0.002381333938011757,15420,0.45,0.3945,1.0,0.007290866657221895
12,300.0,0.013747481199411247,1,107649.93353179432,360p,1,JPEG,host,192.168.1.9,0.009964566964369554,192.168.1.9,0.0031123803212092464,119919,0.35,0.25075,1.0,0.0037063272513974533,host,192.168.1.9,0.003782914235041692,192.168.1.9,0.002349156599778395,13009,0.45,0.7859999999999999,1.0,0.007290866657221895
13,325.0,0.0178677852337177,1,107649.93353179432,360p,1,JPEG,host,192.168.1.9,0.010008298433743991,192.168.1.9,0.002835970658522386,121134,0.45,0.2495,1.0,0.0037063272513974533,host,192.168.1.9,0.007859486799973708,192.168.1.9,0.002283829909104567,12989,0.35,0.36674999999999996,1.0,0.007290866657221895
14,350.0,0.01662413890545185,1,107649.93353179432,360p,1,JPEG,host,192.168.1.9,0.010034662026625413,192.168.1.9,0.0028416010049673226,120609,0.45,0.24875,1.0,0.0037063272513974533,host,192.168.1.9,0.006589476878826435,192.168.1.9,0.0023180246353149423,13620,0.35,0.4955,1.0,0.007290866657221895
15,375.0,0.017168494371267468,1,83557.06213736207,360p,1,JPEG,host,192.168.1.9,0.009954278285686787,192.168.1.9,0.0030986529130202067,124082,0.45,0.24125,1.0,0.0037063272513974533,host,192.168.1.9,0.007214216085580679,192.168.1.9,0.002305911137507513,16468,0.35,0.41275,1.0,0.007291363750469132
16,400.0,0.017322668662438027,1,83557.06213736207,360p,1,JPEG,host,192.168.1.9,0.009990398700420674,192.168.1.9,0.0027727805651151204,122450,0.45,0.25,1.0,0.0037068243446446904,host,192.168.1.9,0.007332269962017353,192.168.1.9,0.002352311060978816,15422,0.35,0.37975000000000003,1.0,0.007291363750469132
17,425.0,0.017494935255784255,1,83557.06213736207,360p,1,JPEG,host,192.168.1.9,0.01001589114849384,192.168.1.9,0.0035901619837834294,118014,0.45,0.24925,1.0,0.0037068243446446904,host,192.168.1.9,0.007479044107290415,192.168.1.9,0.0023570702626154964,11076,0.35,0.39825000000000005,1.0,0.007291363750469132
18,450.0,0.01600221487192007,1,99594.98199448182,360p,1,JPEG,host,192.168.1.9,0.009989316646869365,192.168.1.9,0.0029498430398794337,120984,0.45,0.25,1.0,0.0037068243446446904,host,192.168.1.9,0.006012898225050706,192.168.1.9,0.0022769616200373714,13017,0.35,0.495,1.0,0.007291363750469132
19,475.0,0.01505581232217642,1,99594.98199448182,360p,1,JPEG,host,192.168.1.9,0.010026299036466159,192.168.1.9,0.002945450636056753,117410,0.45,0.24925,1.0,0.0037068243446446904,host,192.168.1.9,0.005029513285710261,192.168.1.9,0.002189810459430401,10522,0.45,0.57275,1.0,0.007291363750469132
20,500.0,0.016849233553959772,1,99594.98199448182,360p,1,JPEG,host,192.168.1.9,0.009961788470928486,192.168.1.9,0.003940224647521973,124822,0.45,0.24100000000000002,1.0,0.0037068243446446904,host,192.168.1.9,0.006887445083031287,192.168.1.9,0.0023293311779315658,16681,0.45,0.45975,1.0,0.007291363750469132
21,525.0,0.014953255653381348,1,109376.74841769421,360p,1,JPEG,host,192.168.1.9,0.010234181697552022,192.168.1.9,0.004659533500671387,123222,0.45,0.244,1.0,0.0037068243446446904,host,192.168.1.9,0.004719073955829327,192.168.1.9,0.0023452043533325195,15382,0.45,0.61025,1.0,0.007291363750469132
22,550.0,0.014975520280691292,1,109376.74841769421,360p,1,JPEG,host,192.168.1.9,0.010010279141939603,192.168.1.9,0.0028483134049635678,118315,0.45,0.2495,1.0,0.0037068243446446904,host,192.168.1.9,0.00496524113875169,192.168.1.9,0.0022636468593890853,10990,0.45,0.5607500000000001,1.0,0.007291363750469132
23,575.0,0.016204458016615648,1,109376.74841769421,360p,1,JPEG,host,192.168.1.9,0.010008004995492788,192.168.1.9,0.004224566312936636,120646,0.45,0.2495,1.0,0.0037068243446446904,host,192.168.1.9,0.006196453021122859,192.168.1.9,0.0024113471691425024,12966,0.45,0.527,1.0,0.007291363750469132
24,600.0,0.014448184233445387,1,87119.5398634093,360p,1,JPEG,host,192.168.1.9,0.010378828415503869,192.168.1.9,0.0030858241594754737,119545,0.45,0.24075,1.0,0.0037068243446446904,host,192.168.1.9,0.0040693558179415185,192.168.1.9,0.002372255692115197,10726,0.45,0.7075,1.0,0.007291363750469132
25,601.0,0.21418917179107666,1,87119.5398634093,360p,5,JPEG,host,192.168.1.9,0.12998366355895996,192.168.1.9,0.03520846366882324,117422,0.35,0.24975000000000003,1.0,0.0037068243446446904,host,192.168.1.9,0.0842055082321167,192.168.1.9,0.029717087745666504,10546,0.35,0.44475000000000003,1.0,0.007291363750469132
26,605.0,0.08033242225646972,1,87119.5398634093,360p,5,JPEG,host,192.168.1.9,0.05190582275390625,192.168.1.9,0.015637779235839852,124811,0.35,0.25025,1.0,0.0037068243446446904,host,192.168.1.9,0.028426599502563477,192.168.1.9,0.011503934860229489,16682,0.35,0.5095000000000001,1.0,0.007291363750469132
27,610.0,0.07571625709533691,1,87119.5398634093,360p,5,JPEG,host,192.168.1.9,0.04316035906473795,192.168.1.9,0.01240551471710205,122466,0.35,0.24100000000000002,1.0,0.0037068243446446904,host,192.168.1.9,0.03255589803059896,192.168.1.9,0.01006849606831868,15438,0.35,0.40924999999999995,1.0,0.007291363750469132
28,615.0,0.07273868719736734,1,87119.5398634093,360p,5,JPEG,host,192.168.1.9,0.043320814768473305,192.168.1.9,0.012748678525288902,119932,0.35,0.24975000000000003,1.0,0.0037068243446446904,host,192.168.1.9,0.029417872428894043,192.168.1.9,0.009877125422159828,13010,0.35,0.4385,1.0,0.007291363750469132
29,620.0,0.07643965880076091,1,104636.0292715957,360p,5,JPEG,host,192.168.1.9,0.04326721032460531,192.168.1.9,0.013285795847574867,121504,0.35,0.25,1.0,0.0037068243446446904,host,192.168.1.9,0.0331724484761556,192.168.1.9,0.01010636488596598,13198,0.35,0.3765,1.0,0.007291363750469132
