n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_trans_data_size,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_trans_data_size,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25,0.067141139,0,56352.09348,810p,1,JPEG,host,192.168.1.9,0.067140726,192.168.1.9,0.006318863,728907,1,0.24625,1,0.007803867,host,192.168.1.9,4.13E-07,192.168.1.9,0.002447844,615,1,0,1,0.006357326
2,50,0.0660503,0,75789.88874,810p,1,JPEG,host,192.168.1.9,0.066049952,192.168.1.9,0.009662005,723503,1,0.249,1,0.008970545,host,192.168.1.9,3.48E-07,192.168.1.9,0.002142264,611,1,0,1,0.006364782
3,75,0.066365104,0,75789.88874,810p,1,JPEG,host,192.168.1.9,0.066364719,192.168.1.9,0.005588797,713508,1,0.24925,1,0.008971042,host,192.168.1.9,3.85E-07,192.168.1.9,0.00265005,612,1,0,1,0.006365279
4,100,0.065847654,0,75112.81583,810p,1,JPEG,host,192.168.1.9,0.065847323,192.168.1.9,0.008024867,713314,1,0.24825,1,0.008971042,host,192.168.1.9,3.30E-07,192.168.1.9,0.002141494,611,1,0,1,0.006365279
5,125,0.06712599,0,75112.81583,810p,1,JPEG,host,192.168.1.9,0.067125623,192.168.1.9,0.006308235,748700,1,0.24775,1,0.008971042,host,192.168.1.9,3.67E-07,192.168.1.9,0.002418756,610,1,0,1,0.006365279
6,150,0.070843192,1,60027.81649,810p,1,JPEG,host,192.168.1.9,0.065345407,192.168.1.9,0.008284642,805116,1,0.2485,1,0.008971042,host,192.168.1.9,0.005497786,192.168.1.9,0.002343618,7367,1,0.524,1,0.007115393
7,175,0.069784219,1,60027.81649,810p,1,JPEG,host,192.168.1.9,0.068901521,192.168.1.9,0.006574539,908697,1,0.24,1,0.007751672,cloud,114.212.81.11,0.000882699,114.212.81.11,0.002361453,11196,1,0.5951875,1,0.00023095
8,200,0.06628374,2,72461.10347,810p,1,JPEG,host,192.168.1.9,0.065736844,192.168.1.9,0.008132467,900938,1,0.25,1,0.007754655,cloud,114.212.81.11,0.000546896,114.212.81.11,0.00251615,13206,1,0.740791667,1,0.000236894
9,225,0.067258569,4,78965.48845,810p,1,JPEG,host,192.168.1.9,0.066335027,192.168.1.9,0.006494293,744832,1,0.24925,1,0.007755152,cloud,114.212.81.11,0.000923542,114.212.81.11,0.002537764,61189,1,0.7266875,1,0.000237076
10,250,0.078966342,3,78965.48845,810p,1,JPEG,host,192.168.1.9,0.078340008,192.168.1.9,0.00694561,932633,1,0.21225,1,0.00783071,cloud,114.212.81.11,0.000626335,114.212.81.11,0.002746545,41793,1,0.762333333,1,0.000239381
11,275,0.066543075,3,66565.20603,810p,1,JPEG,host,192.168.1.9,0.065819108,192.168.1.9,0.006803412,934026,1,0.24975,1,0.007836178,cloud,114.212.81.11,0.000723967,114.212.81.11,0.002386093,38525,1,0.791791667,1,0.000239381
