n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,3.0,0.6258637309074402,67.7,720p,10,JPEG,host,172.27.143.164,0.5928623080253601,172.27.143.164,0.03609746694564819,0,0.15,0.15275,0,0.15,0.15275,2,0.014,0.005940264304479556,2,0.014,0.005940264304479556,host,172.27.143.164,0.03300142288208008,172.27.143.164,0.019526541233062744,0,0.55,0.62175,0,0.55,0.62175,1,0.008,0.007211331737664009,1,0.008,0.007211331737664009
2,5.0,0.8116141160329183,68.6,720p,10,JPEG,host,172.27.143.164,0.7826348145802816,172.27.143.164,0.044809579849243164,0,0.15,0.15275,0,0.15,0.15275,2,0.014,0.005940264304479556,2,0.014,0.005940264304479556,host,172.27.143.164,0.02897930145263672,172.27.143.164,0.023433526357014976,0,0.55,0.62175,0,0.55,0.62175,1,0.008,0.007211331737664009,1,0.008,0.007211331737664009
3,8.0,0.6112862825393677,68.9,720p,10,JPEG,host,172.27.143.164,0.5802708864212036,172.27.143.164,0.03199857473373413,0,0.15,0.15175,0,0.15,0.15175,2,0.014,0.007162616599434805,2,0.014,0.007162616599434805,host,172.27.143.164,0.031015396118164062,172.27.143.164,0.01885432004928589,0,0.55,0.5835,0,0.55,0.5835,1,0.008,0.0072466253582178205,1,0.008,0.0072466253582178205
4,10.0,0.8240719636281331,68.9,720p,10,JPEG,host,172.27.143.164,0.7934030691782633,172.27.143.164,0.04471071561177575,0,0.15,0.15175,0,0.15,0.15175,2,0.014,0.007162616599434805,2,0.014,0.007162616599434805,host,172.27.143.164,0.030668894449869793,172.27.143.164,0.02209067344665527,0,0.55,0.5835,0,0.55,0.5835,1,0.008,0.0072466253582178205,1,0.008,0.0072466253582178205
5,13.0,0.617524266242981,68.9,720p,10,JPEG,host,172.27.143.164,0.5798566341400146,172.27.143.164,0.03605210781097412,0,0.15,0.152,0,0.15,0.152,2,0.014,0.007179020676593619,2,0.014,0.007179020676593619,host,172.27.143.164,0.03766763210296631,172.27.143.164,0.01958829164505005,0,0.55,0.54675,0,0.55,0.54675,1,0.008,0.007321686438550575,1,0.008,0.007321686438550575
6,15.0,0.8271426359812419,68.9,720p,10,JPEG,host,172.27.143.164,0.792129119237264,172.27.143.164,0.05705746014912916,0,0.15,0.152,0,0.15,0.152,2,0.014,0.007179020676593619,2,0.014,0.007179020676593619,host,172.27.143.164,0.03501351674397787,172.27.143.164,0.021247784296671547,0,0.55,0.54675,0,0.55,0.54675,1,0.008,0.007321686438550575,1,0.008,0.007321686438550575
7,16.0,0.25628340244293213,68.9,360p,1,JPEG,host,172.27.143.164,0.13258874416351318,172.27.143.164,0.037906765937805176,0,0.25,0.25425000000000003,0,0.25,0.25425000000000003,2,0.014,0.007179517769840857,2,0.014,0.007179517769840857,host,172.27.143.164,0.12369465827941895,172.27.143.164,0.03222513198852539,0,0.25,0.35325,0,0.25,0.35325,2,0.008,0.007321686438550575,2,0.008,0.007321686438550575
8,25.0,0.052873659133911136,69.0,360p,1,JPEG,host,172.27.143.164,0.02649059295654297,172.27.143.164,0.0074202060699462905,0,0.25,0.24525,0,0.25,0.24525,2,0.014,0.0071800148630880925,2,0.014,0.0071800148630880925,host,172.27.143.164,0.026383066177368165,172.27.143.164,0.0067675113677978516,0,0.25,0.3125,0,0.25,0.3125,2,0.008,0.007321686438550575,2,0.008,0.007321686438550575
9,50.0,0.02221215688265287,69.0,360p,1,JPEG,host,172.27.143.164,0.010259252328139085,172.27.143.164,0.0038395019677969124,0,0.25,0.24525,0,0.25,0.24525,2,0.014,0.0071800148630880925,2,0.014,0.0071800148630880925,host,172.27.143.164,0.011952904554513784,172.27.143.164,0.002511217043950008,0,0.25,0.3125,0,0.25,0.3125,2,0.008,0.007321686438550575,2,0.008,0.007321686438550575
10,75.0,0.021177099301264837,68.8,360p,1,JPEG,host,172.27.143.164,0.010335601293123685,172.27.143.164,0.002930265206557054,0,0.25,0.251,0,0.25,0.251,2,0.014,0.0071800148630880925,2,0.014,0.0071800148630880925,host,172.27.143.164,0.01084149800814115,172.27.143.164,0.002684382291940542,0,0.25,0.28325,0,0.25,0.28325,2,0.008,0.007321686438550575,2,0.008,0.007321686438550575
