n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1380,5125.0,1.1514010694291856,1,74017.39420511146,1080p,3,JPEG,host,192.168.1.7,1.118376652399699,192.168.1.7,0.1708909405602348,0.05,0.050166666666666665,1.0,0.011229336455078927,host,192.168.1.7,0.03302441702948676,192.168.1.7,0.1095867156982422,0.2,0.15133333333333332,1.0,0.007305779454638998
1381,5134.0,1.0402400016784668,1,72570.14096903724,1080p,3,JPEG,host,192.168.1.7,1.0115042209625245,192.168.1.7,0.08218512535095202,0.05,0.049999999999999996,1.0,0.011229336455078927,host,192.168.1.7,0.028735780715942384,192.168.1.7,0.014859056472778319,0.2,0.1565,1.0,0.007305779454638998
1382,5142.0,1.1551252735985649,1,71693.52576024988,1080p,3,JPEG,host,192.168.1.7,1.1208165221744113,192.168.1.7,0.163906627231174,0.05,0.049999999999999996,1.0,0.011229336455078927,host,192.168.1.7,0.03430875142415365,192.168.1.7,0.07712732421027288,0.2,0.1565,1.0,0.007305779454638998
1383,5150.0,1.1493540075090196,1,79556.70951583215,1080p,3,JPEG,host,192.168.1.7,1.121763653225369,192.168.1.7,0.3366001976860893,0.05,0.050166666666666665,1.0,0.011229336455078927,host,192.168.1.7,0.027590354283650715,192.168.1.7,0.1617159048716227,0.2,0.18099999999999997,1.0,0.007305779454638998
1384,5159.0,1.029175066947937,1,61087.50565056458,1080p,3,JPEG,host,192.168.1.7,1.0064552545547485,192.168.1.7,0.19655506610870366,0.05,0.049999999999999996,1.0,0.011229336455078927,host,192.168.1.7,0.022719812393188477,192.168.1.7,0.041894841194152835,0.2,0.20516666666666664,1.0,0.007305779454638998
1385,5167.0,1.1475475364261203,1,67267.00188395043,1080p,3,JPEG,host,192.168.1.7,1.1199581623077393,192.168.1.7,0.31912056605021166,0.05,0.050166666666666665,1.0,0.011229336455078927,host,192.168.1.7,0.027589374118381076,192.168.1.7,0.11123249265882704,0.2,0.18783333333333332,1.0,0.007305779454638998
1386,5168.0,1.610351800918579,1,67850.66412782019,1080p,2,JPEG,host,192.168.1.7,1.5117661952972412,192.168.1.7,1.7254021167755127,0.25,0.16583333333333333,1.0,0.011229336455078927,host,192.168.1.7,0.09858560562133789,192.168.1.7,0.12146401405334473,0.4,0.23633333333333337,1.0,0.007305779454638998
1387,5175.0,0.39367637038230896,1,66664.50502750366,1080p,2,JPEG,host,192.168.1.7,0.37853294610977173,192.168.1.7,0.32317566871643066,0.25,0.16516666666666666,1.0,0.011229336455078927,host,192.168.1.7,0.015143424272537231,192.168.1.7,0.017215728759765625,0.4,0.3981666666666667,1.0,0.007305779454638998
1388,5188.0,0.2350362709590367,1,30073.54918557727,1080p,2,JPEG,host,192.168.1.7,0.21647306850978307,192.168.1.7,0.21238548415047784,0.25,0.1655,1.0,0.011229336455078927,host,192.168.1.7,0.018563202449253628,192.168.1.7,0.028054373604910712,0.4,0.19866666666666666,1.0,0.007305779454638998
1389,5200.0,0.24477613889254057,1,58930.11558941663,1080p,2,JPEG,host,192.168.1.7,0.2334423065185547,192.168.1.7,0.06930732727050781,0.25,0.16533333333333333,1.0,0.011229336455078927,host,192.168.1.7,0.011333832373985877,192.168.1.7,0.2270982448871319,0.4,0.3388333333333333,1.0,0.007305779454638998
1390,5213.0,0.30951808180127827,1,79618.00307406629,1080p,2,JPEG,host,192.168.1.7,0.2959859371185303,192.168.1.7,0.11793627057756695,0.25,0.12266666666666666,1.0,0.011229336455078927,host,192.168.1.7,0.013532144682747977,192.168.1.7,0.153200592313494,0.4,0.21966666666666668,1.0,0.007305779454638998
1391,5225.0,0.24517130851745605,1,65282.44268392761,1080p,2,JPEG,host,192.168.1.7,0.23339640177213228,192.168.1.7,0.211743556536161,0.25,0.16533333333333333,1.0,0.011229336455078927,host,192.168.1.7,0.011774906745323768,192.168.1.7,0.027790656456580527,0.4,0.3045,1.0,0.007305779454638998
1392,5226.0,0.3500213623046875,1,65282.44268392761,900p,22,JPEG,cloud,114.212.81.11,0.346577525138855,114.212.81.11,0.08341741561889648,1.0,0.02283333333333333,1.0,0.00039942388942151304,cloud,114.212.81.11,0.0034438371658325195,114.212.81.11,0.04272925853729248,1.0,0.7750208333333334,1.0,0.0002491774241068452
1393,5227.0,0.31033945083618164,1,61914.86398920068,900p,22,JPEG,cloud,114.212.81.11,0.306418776512146,114.212.81.11,0.06741273403167725,1.0,0.023104166666666665,1.0,0.00039942388942151304,cloud,114.212.81.11,0.0039206743240356445,114.212.81.11,0.05091559886932373,1.0,0.6066250000000001,1.0,0.0002491774241068452
1394,5228.0,0.30463194847106934,1,61914.86398920068,900p,22,JPEG,cloud,114.212.81.11,0.30115818977355957,114.212.81.11,0.07968175411224365,1.0,0.02283333333333333,1.0,0.00039942388942151304,cloud,114.212.81.11,0.0034737586975097656,114.212.81.11,0.025995731353759766,1.0,0.7394583333333333,1.0,0.0002491774241068452
1395,5229.0,0.35094404220581055,1,61914.86398920068,900p,22,JPEG,cloud,114.212.81.11,0.3468163013458252,114.212.81.11,0.06856286525726318,1.0,0.02283333333333333,1.0,0.00039942388942151304,cloud,114.212.81.11,0.0041277408599853516,114.212.81.11,0.04009521007537842,1.0,0.7466875000000001,1.0,0.0002491774241068452
1396,5230.0,0.33951711654663086,1,89923.35131590112,900p,22,JPEG,cloud,114.212.81.11,0.336406946182251,114.212.81.11,0.06044495105743408,1.0,0.02291666666666667,1.0,0.00039942388942151304,cloud,114.212.81.11,0.003110170364379883,114.212.81.11,0.03338205814361572,1.0,0.7637916666666666,1.0,0.0002491774241068452
1397,5231.0,0.30757200717926025,1,89923.35131590112,900p,22,JPEG,cloud,114.212.81.11,0.3040984869003296,114.212.81.11,0.07901918888092041,1.0,0.023291666666666665,1.0,0.00039942388942151304,cloud,114.212.81.11,0.003473520278930664,114.212.81.11,0.04946696758270264,1.0,0.7384583333333333,1.0,0.0002491774241068452
1398,5232.0,0.37632834911346436,1,89923.35131590112,900p,22,JPEG,cloud,114.212.81.11,0.373071551322937,114.212.81.11,0.06646549701690674,1.0,0.022604166666666665,1.0,0.00039942388942151304,cloud,114.212.81.11,0.0032567977905273438,114.212.81.11,0.04837465286254883,1.0,0.8238958333333333,1.0,0.0002491774241068452
1399,5233.0,1.063929796218872,1,74106.88916513196,900p,22,JPEG,host,192.168.1.7,1.0603421926498413,192.168.1.7,0.37071263790130615,0.3,0.16583333333333333,1.0,0.01271067433184454,cloud,114.212.81.11,0.0035876035690307617,114.212.81.11,0.033895254135131836,1.0,0.7149583333333335,1.0,0.0002491774241068452
1400,5235.0,0.7059535185496012,1,40116.11523292505,900p,22,JPEG,host,192.168.1.7,0.7033549944559733,192.168.1.7,0.7412452697753907,0.3,0.16583333333333333,1.0,0.01271067433184454,cloud,114.212.81.11,0.0025985240936279297,114.212.81.11,0.0321502685546875,1.0,0.7394166666666666,1.0,0.0002491774241068452
1401,5236.0,1.061909794807434,1,64649.38347925281,900p,22,JPEG,host,192.168.1.7,1.058894157409668,192.168.1.7,0.6377017498016357,0.3,0.16516666666666666,1.0,0.01271067433184454,cloud,114.212.81.11,0.0030156373977661133,114.212.81.11,0.032974839210510254,1.0,0.7868958333333333,1.0,0.0002491774241068452
