n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
1,1.0,0.4957698583602905,67.8,1080p,29,JPEG,cloud,114.212.81.11,0.4855915307998657,114.212.81.11,0.1892240047454834,2,1.0,0.0223125,2,1.0,0.0223125,2,1.0,0.00034028367800374915,2,1.0,0.00034028367800374915,cloud,114.212.81.11,0.010178327560424805,114.212.81.11,0.09025704860687256,2,1.0,0.4481458333333333,2,1.0,0.4481458333333333,2,1.0,0.00024059451137288252,2,1.0,0.00024059451137288252
2,2.0,0.5513333082199097,67.8,1080p,29,JPEG,cloud,114.212.81.11,0.5467606782913208,114.212.81.11,0.14403557777404785,2,1.0,0.0223125,2,1.0,0.0223125,2,1.0,0.00034028367800374915,2,1.0,0.00034028367800374915,cloud,114.212.81.11,0.004572629928588867,114.212.81.11,0.06932699680328369,2,1.0,0.4481458333333333,2,1.0,0.4481458333333333,2,1.0,0.00024059451137288252,2,1.0,0.00024059451137288252
3,3.0,0.5317691564559937,67.9,1080p,29,JPEG,cloud,114.212.81.11,0.5267984867095947,114.212.81.11,0.14075160026550293,2,1.0,0.021708333333333333,2,1.0,0.021708333333333333,2,1.0,0.00033999555902504723,2,1.0,0.00033999555902504723,cloud,114.212.81.11,0.004970669746398926,114.212.81.11,0.06512010097503662,2,1.0,0.49685416666666665,2,1.0,0.49685416666666665,2,1.0,0.0002456745038921007,2,1.0,0.0002456745038921007
4,4.0,0.4673943519592285,67.9,1080p,29,JPEG,cloud,114.212.81.11,0.4613608121871948,114.212.81.11,0.13958537578582764,2,1.0,0.021541666666666667,2,1.0,0.021541666666666667,2,1.0,0.00033999555902504723,2,1.0,0.00033999555902504723,cloud,114.212.81.11,0.006033539772033691,114.212.81.11,0.0591280460357666,2,1.0,0.4779166666666667,2,1.0,0.4779166666666667,2,1.0,0.0002476155159591453,2,1.0,0.0002476155159591453
5,5.0,0.6777273416519165,67.9,1080p,29,JPEG,cloud,114.212.81.11,0.6721134185791016,114.212.81.11,0.15928196907043457,2,1.0,0.0214375,2,1.0,0.0214375,2,1.0,0.00033999555902504723,2,1.0,0.00033999555902504723,cloud,114.212.81.11,0.005613923072814941,114.212.81.11,0.09152483940124512,2,1.0,0.41175,2,1.0,0.41175,2,1.0,0.0002482372463868705,2,1.0,0.0002482372463868705
6,6.0,0.49427688121795654,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.4888343811035156,114.212.81.11,0.18663787841796875,2,1.0,0.021729166666666664,2,1.0,0.021729166666666664,2,1.0,0.00033999555902504723,2,1.0,0.00033999555902504723,cloud,114.212.81.11,0.005442500114440918,114.212.81.11,0.06401896476745605,2,1.0,0.4725,2,1.0,0.4725,2,1.0,0.0002485253653655724,2,1.0,0.0002485253653655724
7,7.0,0.4993661642074585,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.4950270652770996,114.212.81.11,0.14308738708496094,2,1.0,0.021729166666666664,2,1.0,0.021729166666666664,2,1.0,0.00033999555902504723,2,1.0,0.00033999555902504723,cloud,114.212.81.11,0.004339098930358887,114.212.81.11,0.07099270820617676,2,1.0,0.4725,2,1.0,0.4725,2,1.0,0.0002485253653655724,2,1.0,0.0002485253653655724
8,8.0,0.6877635717391968,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.682587742805481,114.212.81.11,0.15369486808776855,2,1.0,0.021666666666666667,2,1.0,0.021666666666666667,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.00517582893371582,114.212.81.11,0.08608853816986084,2,1.0,0.4741250000000001,2,1.0,0.4741250000000001,2,1.0,0.0002486618427765365,2,1.0,0.0002486618427765365
9,9.0,0.4946407079696655,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.48510026931762695,114.212.81.11,0.12951219081878662,2,1.0,0.021520833333333333,2,1.0,0.021520833333333333,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.009540438652038574,114.212.81.11,0.07942891120910645,2,1.0,0.47793749999999996,2,1.0,0.47793749999999996,2,1.0,0.0002489347975984646,2,1.0,0.0002489347975984646
10,10.0,0.48278725147247314,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.4784935712814331,114.212.81.11,0.13042986392974854,2,1.0,0.021895833333333333,2,1.0,0.021895833333333333,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.004293680191040039,114.212.81.11,0.06795620918273926,2,1.0,0.37993750000000004,2,1.0,0.37993750000000004,2,1.0,0.0002489347975984646,2,1.0,0.0002489347975984646
11,11.0,0.5731418132781982,68.0,1080p,29,JPEG,cloud,114.212.81.11,0.5677237510681152,114.212.81.11,0.14519119262695312,2,1.0,0.021541666666666667,2,1.0,0.021541666666666667,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.005418062210083008,114.212.81.11,0.09833991527557373,2,1.0,0.45541666666666664,2,1.0,0.45541666666666664,2,1.0,0.00024908643916620246,2,1.0,0.00024908643916620246
12,12.0,0.5453851222991943,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.5380933284759521,114.212.81.11,0.13534915447235107,2,1.0,0.0216875,2,1.0,0.0216875,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.0072917938232421875,114.212.81.11,0.08448660373687744,2,1.0,0.4262916666666667,2,1.0,0.4262916666666667,2,1.0,0.00024908643916620246,2,1.0,0.00024908643916620246
13,13.0,0.5261441469192505,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.5195815563201904,114.212.81.11,0.18645668029785156,2,1.0,0.021645833333333336,2,1.0,0.021645833333333336,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.006562590599060059,114.212.81.11,0.06737112998962402,2,1.0,0.4261041666666667,2,1.0,0.4261041666666667,2,1.0,0.00024910160332297627,2,1.0,0.00024910160332297627
14,14.0,0.5260058641433716,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.521784782409668,114.212.81.11,0.1614161729812622,2,1.0,0.021645833333333336,2,1.0,0.021645833333333336,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.004221081733703613,114.212.81.11,0.06730234622955322,2,1.0,0.4261041666666667,2,1.0,0.4261041666666667,2,1.0,0.00024910160332297627,2,1.0,0.00024910160332297627
15,15.0,0.5580750703811646,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.5538485050201416,114.212.81.11,0.12834393978118896,2,1.0,0.0214375,2,1.0,0.0214375,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.004226565361022949,114.212.81.11,0.060152649879455566,2,1.0,0.4885833333333333,2,1.0,0.4885833333333333,2,1.0,0.00024910160332297627,2,1.0,0.00024910160332297627
16,16.0,0.5147449970245361,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.5106687545776367,114.212.81.11,0.14098215103149414,2,1.0,0.0214375,2,1.0,0.0214375,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.004076242446899414,114.212.81.11,0.06554734706878662,2,1.0,0.4885833333333333,2,1.0,0.4885833333333333,2,1.0,0.00024910160332297627,2,1.0,0.00024910160332297627
17,17.0,0.4623469114303589,68.1,1080p,29,JPEG,cloud,114.212.81.11,0.4574178457260132,114.212.81.11,0.13210833072662354,2,1.0,0.021625000000000002,2,1.0,0.021625000000000002,2,1.0,0.00034001072318182103,2,1.0,0.00034001072318182103,cloud,114.212.81.11,0.004929065704345703,114.212.81.11,0.06447350978851318,2,1.0,0.5016875,2,1.0,0.5016875,2,1.0,0.00024910160332297627,2,1.0,0.00024910160332297627
