n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_portrait,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_trans_cpu_portrait,gender_classification_trans_cpu_util_limit,gender_classification_trans_cpu_util_use,gender_classification_mem_portrait,gender_classification_mem_util_limit,gender_classification_mem_util_use,gender_classification_trans_mem_portrait,gender_classification_trans_mem_util_limit,gender_classification_trans_mem_util_use
219,552.0,0.22039008140563965,70.4,900p,20,JPEG,cloud,114.212.81.11,0.21754376093546549,114.212.81.11,0.05061531066894534,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.002846320470174154,114.212.81.11,0.033965508143107094,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
220,553.0,0.17722201347351074,70.4,630p,18,JPEG,cloud,114.212.81.11,0.17273306846618652,114.212.81.11,0.06434059143066406,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.004488945007324219,114.212.81.11,0.039494991302490234,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
221,555.0,0.10648234685262045,70.4,630p,18,JPEG,cloud,114.212.81.11,0.10345045725504558,114.212.81.11,0.036608934402465806,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.0030318895975748696,114.212.81.11,0.031203985214233395,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
222,556.0,0.16702842712402344,70.4,630p,18,JPEG,cloud,114.212.81.11,0.1635732650756836,114.212.81.11,0.04990851879119873,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.0034551620483398438,114.212.81.11,0.0405120849609375,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
223,557.0,0.16297388076782227,70.4,630p,18,JPEG,cloud,114.212.81.11,0.15823006629943848,114.212.81.11,0.06689321994781494,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.004743814468383789,114.212.81.11,0.03954422473907471,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
224,559.0,0.12213420867919922,70.4,630p,18,JPEG,cloud,114.212.81.11,0.11903127034505208,114.212.81.11,0.036032120386759445,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,cloud,114.212.81.11,0.0031029383341471353,114.212.81.11,0.02292958895365397,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
225,560.0,0.37231922149658203,70.4,360p,28,JPEG,host,172.27.143.164,0.33066248893737793,172.27.143.164,0.06974685192108154,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,host,172.27.143.164,0.0416567325592041,172.27.143.164,0.03022325038909912,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
226,561.0,0.38343143463134766,70.4,360p,28,JPEG,host,172.27.143.164,0.314178466796875,172.27.143.164,0.06824982166290283,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,host,172.27.143.164,0.06925296783447266,172.27.143.164,0.04438209533691406,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
227,562.0,0.34400391578674316,70.4,360p,28,JPEG,host,172.27.143.164,0.3009573221206665,172.27.143.164,0.06772220134735107,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,host,172.27.143.164,0.04304659366607666,172.27.143.164,0.033525705337524414,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
228,563.0,0.3934887647628784,70.4,360p,28,JPEG,host,172.27.143.164,0.34814000129699707,172.27.143.164,0.04535353183746338,0,0.1,0.1035,0,0.1,0.1035,2,0.012,0.01182982509774096,2,0.012,0.01182982509774096,host,172.27.143.164,0.04534876346588135,172.27.143.164,0.03253185749053955,0,0.9,0.7352500000000001,0,0.9,0.7352500000000001,2,0.008,0.007340078888698336,2,0.008,0.007340078888698336
