n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.004985745136554424,1,84719.75753475842,360p,1,JPEG,cloud,114.212.81.11,0.004071501585153433,114.212.81.11,0.001643932782686674,1.0,0.043250000000000004,1.0,9.140953703237966e-05,cloud,114.212.81.11,0.0009142435514009916,114.212.81.11,0.002467852372389573,1.0,0.6180833333333334,1.0,0.00024103427191932231
2,50.0,0.004086787884051983,1,84719.75753475842,360p,1,JPEG,cloud,114.212.81.11,0.0037619517399714543,114.212.81.11,0.0016190455510066105,1.0,0.036166666666666666,1.0,9.840021330509484e-05,cloud,114.212.81.11,0.00032483614408052887,114.212.81.11,0.0026229436580951396,1.0,0.7303333333333333,1.0,0.00024402161080375808
3,75.0,0.004405920322124775,1,84719.75753475842,360p,1,JPEG,cloud,114.212.81.11,0.004130766941950872,114.212.81.11,0.0015451357914851261,1.0,0.0329375,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.00027515338017390325,114.212.81.11,0.0026436585646409253,1.0,0.7779791666666668,1.0,0.00024109492854641746
4,100.0,0.003974208464989295,1,84719.75753475842,360p,1,JPEG,cloud,114.212.81.11,0.0036417612662682165,114.212.81.11,0.001697888741126427,1.0,0.03516666666666667,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.00033244719872107875,114.212.81.11,0.002488860717186561,1.0,0.7602708333333333,1.0,0.00024145886830898835
5,125.0,0.0039291290136484,1,108230.527109839,360p,1,JPEG,cloud,114.212.81.11,0.0036062368979820837,114.212.81.11,0.0013968577751746545,1.0,0.0333125,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.0003228921156663161,114.212.81.11,0.002490978974562425,1.0,0.7597916666666666,1.0,0.00024145886830898835
6,150.0,0.003998958147489108,1,108230.527109839,360p,1,JPEG,cloud,114.212.81.11,0.0037173858055701624,114.212.81.11,0.0013052867009089538,1.0,0.03229166666666667,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.0002815723419189453,114.212.81.11,0.0027231711607712964,1.0,0.7576041666666667,1.0,0.00024145886830898835
7,175.0,0.004340272683363695,1,108230.527109839,360p,1,JPEG,cloud,114.212.81.11,0.004021406173706055,114.212.81.11,0.0014843482237595776,1.0,0.033791666666666664,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.0003188665096576397,114.212.81.11,0.002445468535790077,1.0,0.7443541666666667,1.0,0.00024147403246576213
8,200.0,0.003999581703772912,1,108230.527109839,360p,1,JPEG,cloud,114.212.81.11,0.003722108327425443,114.212.81.11,0.0016578986094548157,1.0,0.034395833333333334,1.0,9.77026620935007e-05,cloud,114.212.81.11,0.00027747337634746847,114.212.81.11,0.002467008737417368,1.0,0.7653125,1.0,0.00024147403246576213
9,225.0,0.011135944953331582,1,110329.10706827686,360p,1,JPEG,host,192.168.1.7,0.010850136096660908,192.168.1.7,0.0035662926160372217,0.3,0.16516666666666666,1.0,0.0027051814514625727,cloud,114.212.81.11,0.00028580885667067306,114.212.81.11,0.0024499709789569564,1.0,0.7460416666666667,1.0,0.00024147403246576213
10,250.0,0.012151571420522837,1,110329.10706827686,360p,1,JPEG,host,192.168.1.7,0.011881012182969313,192.168.1.7,0.00299207980816181,0.3,0.1456666666666667,1.0,0.0029577048210588587,cloud,114.212.81.11,0.00027055923755352315,114.212.81.11,0.0025524726280799276,1.0,0.7291875,1.0,0.00024147403246576213
