n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay,face_alignment_cpu_portrait,face_alignment_cpu_util_limit,face_alignment_cpu_util_use,face_alignment_trans_cpu_portrait,face_alignment_trans_cpu_util_limit,face_alignment_trans_cpu_util_use,face_alignment_mem_portrait,face_alignment_mem_util_limit,face_alignment_mem_util_use,face_alignment_trans_mem_portrait,face_alignment_trans_mem_util_limit,face_alignment_trans_mem_util_use
1,25.0,0.2502338702862079,74.1,720p,1,JPEG,host,172.27.151.145,0.10743467624370868,172.27.151.145,0.007731428513160124,0,1.0,0.19675,0,1.0,0.19675,0,1.0,0.2800546651980494,0,1.0,0.2800546651980494,host,172.27.151.145,0.12923951332385725,172.27.151.145,0.0058282522054818875,0,1.0,0.2455,0,1.0,0.2455,0,1.0,0.275951790349911,0,1.0,0.275951790349911
2,50.0,0.03497088872469388,74.1,720p,1,JPEG,host,172.27.151.145,0.0049879184136023885,172.27.151.145,0.009067269471975472,0,1.0,0.13475,0,1.0,0.13475,0,1.0,0.2438720551786171,0,1.0,0.2438720551786171,host,172.27.151.145,0.015303721794715295,172.27.151.145,0.0056119790444007275,0,1.0,0.27,0,1.0,0.27,0,1.0,0.27597069531465324,0,1.0,0.27597069531465324
3,75.0,0.03153865153972919,74.1,720p,1,JPEG,host,172.27.151.145,0.001866478186387282,172.27.151.145,0.008915992883535532,0,1.0,0.20425000000000001,0,1.0,0.20425000000000001,0,1.0,0.24402130490026636,0,1.0,0.24402130490026636,host,172.27.151.145,0.015241228617154635,172.27.151.145,0.0055149518526517415,0,1.0,0.2775,0,1.0,0.2775,0,1.0,0.27602940020516864,0,1.0,0.27602940020516864
4,100.0,0.03883523207444411,74.1,720p,1,JPEG,host,172.27.151.145,0.003202667603125939,172.27.151.145,0.00933851645543025,0,1.0,0.17975000000000002,0,1.0,0.17975000000000002,0,1.0,0.24402130490026636,0,1.0,0.24402130490026636,host,172.27.151.145,0.019889602294335,172.27.151.145,0.00640444572155292,0,1.0,0.2705,0,1.0,0.2705,0,1.0,0.2757960731403236,0,1.0,0.2757960731403236
5,125.0,0.03466637317950909,91.8,720p,1,JPEG,host,172.27.151.145,0.002021982119633601,172.27.151.145,0.010810806201054499,0,1.0,0.237,0,1.0,0.237,0,1.0,0.2439914549559365,0,1.0,0.2439914549559365,host,172.27.151.145,0.016086495839632474,172.27.151.145,0.005747089019188516,0,1.0,0.26275,0,1.0,0.26275,0,1.0,0.2757940831440349,0,1.0,0.2757940831440349
6,150.0,0.03519799159123348,91.8,720p,1,JPEG,host,172.27.151.145,0.004979454554044283,172.27.151.145,0.008233950688288763,0,1.0,0.0965,0,1.0,0.0965,0,1.0,0.2439914549559365,0,1.0,0.2439914549559365,host,172.27.151.145,0.016301732796889085,172.27.151.145,0.0056828535520113445,0,1.0,0.27125,0,1.0,0.27125,0,1.0,0.2757940831440349,0,1.0,0.2757940831440349
7,175.0,0.03325363305898813,91.8,720p,1,JPEG,host,172.27.151.145,0.0027438585574810323,172.27.151.145,0.008672677553617038,0,1.0,0.17475000000000002,0,1.0,0.17475000000000002,0,1.0,0.2439914549559365,0,1.0,0.2439914549559365,host,172.27.151.145,0.01633765147282527,172.27.151.145,0.005499445475064792,0,1.0,0.26475000000000004,0,1.0,0.26475000000000004,0,1.0,0.27579109814960195,0,1.0,0.27579109814960195
8,200.0,0.03144293565016526,91.8,720p,1,JPEG,host,172.27.151.145,0.002051078356229342,172.27.151.145,0.008179105245150052,0,1.0,0.2335,0,1.0,0.2335,0,1.0,0.24399095745686433,0,1.0,0.24399095745686433,host,172.27.151.145,0.01577287453871507,172.27.151.145,0.005439877510070801,0,1.0,0.27425,0,1.0,0.27425,0,1.0,0.27579109814960195,0,1.0,0.27579109814960195
9,225.0,0.03165699885441707,91.8,720p,1,JPEG,host,172.27.151.145,0.0017237296471228967,172.27.151.145,0.008099409250112679,0,1.0,0.27775,0,1.0,0.27775,0,1.0,0.24399095745686433,0,1.0,0.24399095745686433,host,172.27.151.145,0.016283099467937764,172.27.151.145,0.005550760489243727,0,1.0,0.2655,0,1.0,0.2655,0,1.0,0.2758060231217669,0,1.0,0.2758060231217669
10,250.0,0.038913387518662676,91.8,720p,1,JPEG,host,172.27.151.145,0.005290966767531175,172.27.151.145,0.008718123802771935,0,1.0,0.0725,0,1.0,0.0725,0,1.0,0.24399095745686433,0,1.0,0.24399095745686433,host,172.27.151.145,0.018520015936631423,172.27.151.145,0.006384281011728141,0,1.0,0.25925,0,1.0,0.25925,0,1.0,0.2758060231217669,0,1.0,0.2758060231217669
11,275.0,0.03254811580364521,91.8,720p,1,JPEG,host,172.27.151.145,0.002381104689378005,172.27.151.145,0.008349427810082069,0,1.0,0.20125,0,1.0,0.20125,0,1.0,0.2439914549559365,0,1.0,0.2439914549559365,host,172.27.151.145,0.01644160197331355,172.27.151.145,0.005375981330871582,0,1.0,0.26875,0,1.0,0.26875,0,1.0,0.2758060231217669,0,1.0,0.2758060231217669
12,300.0,0.03758352536421556,91.7,720p,1,JPEG,host,172.27.151.145,0.001993417739868164,172.27.151.145,0.013307663110586314,0,1.0,0.24025,0,1.0,0.24025,0,1.0,0.2439790174791324,0,1.0,0.2439790174791324,host,172.27.151.145,0.01611039271721473,172.27.151.145,0.006172051796546351,0,1.0,0.2685,0,1.0,0.2685,0,1.0,0.2757124932962,0,1.0,0.2757124932962
