n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,1.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4498.836460708408,1,1.9674797058105469,0.7334187030792236,0.1526864767074585,1.03819739818573,0.043177127838134766,61.8
2,2.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4432.916892585744,1,0.24257898330688477,0.007300138473510742,0.13480627536773682,0.0586395263671875,0.04183304309844971,61.8
3,3.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4447.007577540652,1,0.235085129737854,0.025016188621520996,0.11361229419708252,0.0579376220703125,0.03851902484893799,61.8
4,4.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4398.702153148862,1,0.22760248184204102,0.008356213569641113,0.12414789199829102,0.05586814880371094,0.03923022747039795,61.8
5,5.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4470.970996058213,1,0.22644031047821045,0.008774399757385254,0.12029886245727539,0.05977308750152588,0.037593960762023926,61.8
6,6.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4491.315857088725,0.0,0.20993781089782715,0.008438825607299805,0.11404204368591309,0.05762314796447754,0.02983379364013672,61.8
7,7.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4380.505657678404,0.0,0.25999438762664795,0.00979912281036377,0.15158510208129883,0.05978536605834961,0.03882479667663574,61.8
8,8.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4380.683612633364,0.0,0.22544503211975098,0.00993490219116211,0.11896789073944092,0.061218857765197754,0.035323381423950195,61.8
9,9.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4350.626215657818,0.0,0.23606657981872559,0.009158849716186523,0.1146078109741211,0.06778585910797119,0.04451406002044678,62.3
10,10.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4315.697778652322,0.0,0.22496390342712402,0.008420705795288086,0.12571454048156738,0.057668328285217285,0.03316032886505127,62.3
11,11.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4348.282590299379,0.0,0.23536145687103271,0.009014725685119629,0.12488007545471191,0.05847442150115967,0.042992234230041504,62.3
12,12.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4288.940814896786,0.0,0.2229151725769043,0.007941961288452148,0.11449706554412842,0.06087768077850342,0.03959846496582031,62.3
13,13.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4314.3609258770675,0.0,0.2233484983444214,0.009203910827636719,0.11830389499664307,0.05739736557006836,0.03844332695007324,62.3
14,14.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4349.054652411557,0.0,0.229636549949646,0.008365273475646973,0.11679708957672119,0.06300926208496094,0.041464924812316895,62.3
15,15.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4311.839521149373,0.0,0.22237324714660645,0.0116194486618042,0.11592233180999756,0.06109046936035156,0.033740997314453125,62.3
16,16.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4302.763400402785,0.0,0.2225438356399536,0.007874846458435059,0.1189953088760376,0.056784987449645996,0.03888869285583496,62.3
17,17.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4368.057471522629,0.0,0.21908295154571533,0.009146690368652344,0.11644291877746582,0.057086825370788574,0.036406517028808594,62.3
18,18.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4478.508592736574,0.0,0.21027326583862305,0.008502006530761719,0.10718953609466553,0.05696296691894531,0.03761875629425049,62.3
19,19.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4418.963083053939,0.0,0.22575485706329346,0.00974893569946289,0.11941671371459961,0.05653023719787598,0.04005897045135498,62.3
20,20.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4409.406004163537,0.0,0.2353280782699585,0.010326504707336426,0.12538015842437744,0.06000339984893799,0.03961801528930664,62.3
21,21.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4415.311179778971,0.0,0.21953022480010986,0.007606625556945801,0.11528885364532471,0.05580496788024902,0.04082977771759033,62.3
22,22.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4440.439227637036,0.0,0.23451828956604004,0.009933710098266602,0.12413263320922852,0.05730438232421875,0.04314756393432617,62.3
23,23.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4420.310398642639,0.0,0.22653579711914062,0.009976625442504883,0.1066582202911377,0.06562221050262451,0.044278740882873535,62.3
24,24.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4357.263327483421,0.0,0.2533760070800781,0.011575460433959961,0.1217120885848999,0.08495700359344482,0.03513145446777344,62.3
25,25.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4442.198077787047,0.0,0.2506077289581299,0.009508252143859863,0.11873805522918701,0.08146965503692627,0.04089176654815674,62.3
26,26.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4426.014102783387,0.0,0.27240216732025146,0.009683966636657715,0.12055361270904541,0.10032451152801514,0.0418400764465332,62.3
27,27.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4439.365238882335,0.0,0.23135995864868164,0.01281595230102539,0.11968398094177246,0.057359933853149414,0.041500091552734375,62.3
28,28.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4443.75083740285,0.0,0.24861431121826172,0.011186361312866211,0.11839175224304199,0.07701706886291504,0.04201912879943848,62.3
29,29.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4432.651977085908,0.0,0.22516894340515137,0.008623480796813965,0.12468445301055908,0.058197617530822754,0.033663392066955566,62.3
30,30.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4374.212528124052,0.0,0.23464274406433105,0.008187174797058105,0.1269162893295288,0.057698726654052734,0.041840553283691406,62.3
31,31.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4382.065132687667,0.0,0.2254561185836792,0.009883642196655273,0.12250721454620361,0.05871570110321045,0.03434956073760986,62.3
32,32.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4398.046919768343,0.0,0.2208089828491211,0.007998108863830566,0.11586487293243408,0.05841541290283203,0.038530588150024414,62.3
33,33.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4423.149795405966,0.0,0.2268528938293457,0.008833050727844238,0.1195763349533081,0.057216644287109375,0.041226863861083984,62.3
34,34.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4434.388566459662,0.0,0.2347102165222168,0.011368870735168457,0.12153947353363037,0.05869483947753906,0.043107032775878906,62.3
35,35.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4368.814518338668,0.0,0.2366621494293213,0.009602904319763184,0.12494361400604248,0.06186044216156006,0.040255188941955566,62.3
36,36.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4446.715090136443,0.0,0.22950661182403564,0.0073653459548950195,0.12030720710754395,0.06004691123962402,0.041787147521972656,62.3
37,37.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4440.1786327818745,0.0,0.244939923286438,0.00964343547821045,0.12194442749023438,0.07300233840942383,0.040349721908569336,62.3
38,38.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4509.169832967954,0.0,0.23344707489013672,0.008814573287963867,0.1267533302307129,0.05793774127960205,0.03994143009185791,62.3
39,39.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4450.860646614406,0.0,0.2231602668762207,0.009579300880432129,0.11639058589935303,0.05852651596069336,0.03866386413574219,62.4
40,40.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4574.295342737177,0.0,0.22613012790679932,0.011576652526855469,0.1190561056137085,0.06065356731414795,0.0348438024520874,62.4
41,41.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4607.803789814934,0.0,0.26418793201446533,0.02214670181274414,0.12782692909240723,0.08003270626068115,0.03418159484863281,62.4
42,42.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4534.306506903011,0.0,0.2102348804473877,0.009752869606018066,0.10886168479919434,0.05856466293334961,0.033055663108825684,62.4
43,43.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4498.836460708408,0.0,0.21030116081237793,0.00970149040222168,0.10712194442749023,0.05700564384460449,0.03647208213806152,62.4
44,44.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4432.916892585744,0.0,0.21815836429595947,0.0077419281005859375,0.11430323123931885,0.05711197853088379,0.0390012264251709,62.4
45,45.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4447.007577540652,0.0,0.2478576898574829,0.008270502090454102,0.14737975597381592,0.05791950225830078,0.03428792953491211,62.4
46,46.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4398.702153148862,0.0,0.22728192806243896,0.011325716972351074,0.11746394634246826,0.060192227363586426,0.0383000373840332,62.4
47,47.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4470.970996058213,0.0,0.21940314769744873,0.011557698249816895,0.11849963665008545,0.057694077491760254,0.03165173530578613,62.4
48,48.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4491.315857088725,0.0,0.22443866729736328,0.011083841323852539,0.11002147197723389,0.058399319648742676,0.04493403434753418,62.4
49,49.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4380.505657678404,0.0,0.2220679521560669,0.0115966796875,0.11846292018890381,0.057796597480773926,0.03421175479888916,62.4
50,50.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4380.683612633364,0.0,0.23522210121154785,0.009939074516296387,0.12690842151641846,0.06374943256378174,0.03462517261505127,62.4
51,51.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,1080p,7.0,4350.626215657818,0.0,0.2156897783279419,0.008963704109191895,0.11404299736022949,0.059853434562683105,0.0328296422958374,62.4
