n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,1.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4499.353299888915,1,2.901201605796814,1.1573165655136108,0.09980082511901855,1.6107206344604492,0.03336358070373535,69.1
2,2.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4433.388783529202,1,0.32738566398620605,0.02489304542541504,0.09990811347961426,0.17018938064575195,0.032395124435424805,69.1
3,3.0,7,4,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4447.2158795339055,1,0.3186119794845581,0.025527238845825195,0.08843433856964111,0.17354178428649902,0.031108617782592773,69.1
4,4.0,7,3,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4399.028000589727,1,0.3255041837692261,0.020808696746826172,0.08906853199005127,0.18490064144134521,0.030726313591003418,69.1
5,5.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4471.160904125943,1,0.311276912689209,0.020865917205810547,0.08989238739013672,0.1676032543182373,0.032915353775024414,69.1
6,6.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4491.84175456119,0.0,0.31025028228759766,0.02174973487854004,0.09278297424316406,0.166001558303833,0.029716014862060547,69.1
7,7.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4381.23731898114,0.0,0.3273667097091675,0.02134251594543457,0.08997106552124023,0.18436884880065918,0.031684279441833496,69.1
8,8.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4381.330773126932,0.0,0.41416311264038086,0.02593553066253662,0.11122357845306396,0.24392521381378174,0.033078789710998535,69.1
9,9.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4351.046280908731,0.0,0.3064161539077759,0.020495057106018066,0.08886730670928955,0.1663217544555664,0.030732035636901855,69.1
10,10.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,30,1080p,7.0,4316.1878643315285,0.0,0.31044018268585205,0.021387100219726562,0.0875084400177002,0.16891443729400635,0.032630205154418945,69.1
