n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
31,285.0,0.2838677167892456,92.5,1080p,10,JPEG,host,172.27.143.164,0.025316357612609863,172.27.143.164,0.025142908096313477,host,172.27.143.164,0.19661295413970947,172.27.143.164,0.03679549694061279
32,286.0,0.3849213123321533,92.5,1080p,10,JPEG,host,172.27.143.164,0.025470614433288574,172.27.143.164,0.1076805591583252,host,172.27.143.164,0.21904826164245605,172.27.143.164,0.032721877098083496
33,288.0,0.24224495887756348,92.5,1080p,10,JPEG,host,172.27.143.164,0.016793092091878254,172.27.143.164,0.06260267893473308,host,172.27.143.164,0.14247695604960123,172.27.143.164,0.02037223180135092
34,290.0,0.24511043230692547,92.5,1080p,10,JPEG,host,172.27.143.164,0.016959190368652344,172.27.143.164,0.0664199988047282,host,172.27.143.164,0.1403809388478597,172.27.143.164,0.021350304285685212
35,293.0,0.1779768466949463,92.5,1080p,10,JPEG,host,172.27.143.164,0.012837886810302734,172.27.143.164,0.05181628465652466,host,172.27.143.164,0.09799909591674805,172.27.143.164,0.01532357931137085
36,295.0,0.23062769571940103,92.5,1080p,10,JPEG,host,172.27.143.164,0.015240987141927084,172.27.143.164,0.061236302057902016,host,172.27.143.164,0.1336677074432373,172.27.143.164,0.020482699076334626
37,298.0,0.1701870560646057,92.5,1080p,10,JPEG,host,172.27.143.164,0.012203991413116455,172.27.143.164,0.04536271095275879,host,172.27.143.164,0.09740984439849854,172.27.143.164,0.015210509300231934
38,300.0,0.24465227127075195,92.5,1080p,10,JPEG,host,172.27.143.164,0.01764567693074544,172.27.143.164,0.061311165491739913,host,172.27.143.164,0.14563814798990884,172.27.143.164,0.020057280858357757
39,303.0,0.1819164752960205,92.5,1080p,10,JPEG,host,172.27.143.164,0.012824594974517822,172.27.143.164,0.04765266180038452,host,172.27.143.164,0.10575956106185913,172.27.143.164,0.015679657459259033
40,305.0,0.2868316173553467,92.5,1080p,10,JPEG,host,172.27.143.164,0.020949125289916992,172.27.143.164,0.07069230079650879,host,172.27.143.164,0.1732025146484375,172.27.143.164,0.0219876766204834
41,308.0,0.6648098230361938,92.5,480p,5,JPEG,cloud,114.212.81.11,0.45465558767318726,114.212.81.11,0.08905458450317383,host,172.27.143.164,0.11600339412689209,172.27.143.164,0.005096256732940674
42,309.0,0.2782171964645386,92.5,480p,5,JPEG,cloud,114.212.81.11,0.011679887771606445,114.212.81.11,0.05485987663269043,host,172.27.143.164,0.20413613319396973,172.27.143.164,0.007541298866271973
43,310.0,0.2701547145843506,92.5,480p,5,JPEG,cloud,114.212.81.11,0.009914159774780273,114.212.81.11,0.04506826400756836,host,172.27.143.164,0.20746338367462158,172.27.143.164,0.007708907127380371
44,315.0,0.09824665387471516,92.5,480p,5,JPEG,cloud,114.212.81.11,0.003914674123128255,114.212.81.11,0.021148324012756348,host,172.27.143.164,0.07040258248647054,172.27.143.164,0.0027810732523600307
45,320.0,0.10113692283630371,92.5,480p,5,JPEG,cloud,114.212.81.11,0.0033407211303710938,114.212.81.11,0.015726129213968914,host,172.27.143.164,0.07864006360371907,172.27.143.164,0.003430008888244629
46,325.0,0.09065306186676025,92.8,480p,5,JPEG,cloud,114.212.81.11,0.0032874345779418945,114.212.81.11,0.01843583583831787,host,172.27.143.164,0.06600324312845866,172.27.143.164,0.002926548322041825
47,330.0,0.0901950200398763,92.8,480p,5,JPEG,cloud,114.212.81.11,0.004137118657430013,114.212.81.11,0.018419623374938965,host,172.27.143.164,0.06492424011230469,172.27.143.164,0.0027140378952026367
48,335.0,0.10331098238627116,92.8,480p,5,JPEG,cloud,114.212.81.11,0.003659844398498535,114.212.81.11,0.02100849151611328,host,172.27.143.164,0.07580586274464925,172.27.143.164,0.0028367837270101004
49,340.0,0.08974770704905193,92.8,480p,5,JPEG,cloud,114.212.81.11,0.003020008405049642,114.212.81.11,0.01668949921925863,host,172.27.143.164,0.0671904484430949,172.27.143.164,0.0028477509816487584
50,345.0,0.08865928649902344,92.8,480p,5,JPEG,cloud,114.212.81.11,0.0032506386439005532,114.212.81.11,0.01809402306874593,host,172.27.143.164,0.0638410250345866,172.27.143.164,0.00347359975179036
51,350.0,0.10448877016703288,92.8,1080p,20,JPEG,host,172.27.143.164,0.009555776913960775,172.27.143.164,0.0098573366800944,host,172.27.151.145,0.06664363543192546,172.27.151.145,0.018432021141052246
52,351.0,0.4002232551574707,92.8,1080p,20,JPEG,host,172.27.143.164,0.035987138748168945,172.27.143.164,0.12629592418670654,host,172.27.151.145,0.18318045139312744,172.27.151.145,0.05475974082946777
53,352.0,0.3635413646697998,92.8,1080p,20,JPEG,host,172.27.143.164,0.02562713623046875,172.27.143.164,0.09665679931640625,host,172.27.151.145,0.1948634386062622,172.27.151.145,0.0463939905166626
54,353.0,0.3469686508178711,92.8,1080p,20,JPEG,host,172.27.143.164,0.022395849227905273,172.27.143.164,0.09179282188415527,host,172.27.151.145,0.16972947120666504,172.27.151.145,0.06305050849914551
55,354.0,0.32231712341308594,92.8,1080p,20,JPEG,host,172.27.143.164,0.023036718368530273,172.27.143.164,0.09296965599060059,host,172.27.151.145,0.16908502578735352,172.27.151.145,0.03722572326660156
56,355.0,0.35776007175445557,92.8,1080p,20,JPEG,host,172.27.143.164,0.025020360946655273,172.27.143.164,0.09648382663726807,host,172.27.151.145,0.19056689739227295,172.27.151.145,0.04568898677825928
57,357.0,0.26629622777303064,92.8,1080p,20,JPEG,host,172.27.143.164,0.01804502805074056,172.27.143.164,0.06388417879740398,host,172.27.151.145,0.12531129519144693,172.27.151.145,0.059055725733439146
58,358.0,0.36414003372192383,92.8,1080p,20,JPEG,host,172.27.143.164,0.023565053939819336,172.27.143.164,0.09733426570892334,host,172.27.151.145,0.18329322338104248,172.27.151.145,0.05994749069213867
59,359.0,0.3453434705734253,92.8,1080p,20,JPEG,host,172.27.143.164,0.022662997245788574,172.27.143.164,0.09249305725097656,host,172.27.151.145,0.16928541660308838,172.27.151.145,0.06090199947357178
60,360.0,0.3776283264160156,92.8,1080p,20,JPEG,host,172.27.143.164,0.0242922306060791,172.27.143.164,0.09640932083129883,host,172.27.151.145,0.1827704906463623,172.27.151.145,0.07415628433227539
61,362.0,0.9492228031158447,92.8,720p,10,JPEG,cloud,114.212.81.11,0.006097873051961263,114.212.81.11,0.11245044072469076,cloud,114.212.81.11,0.8038992881774902,114.212.81.11,0.02677520116170251
62,363.0,0.20219552516937256,92.8,720p,10,JPEG,cloud,114.212.81.11,0.010333895683288574,114.212.81.11,0.09398102760314941,cloud,114.212.81.11,0.061347246170043945,114.212.81.11,0.036533355712890625
63,365.0,0.12388968467712402,92.8,720p,10,JPEG,cloud,114.212.81.11,0.006082693735758464,114.212.81.11,0.054429451624552413,cloud,114.212.81.11,0.039389848709106445,114.212.81.11,0.02398769060770671
64,368.0,0.1009867787361145,92.8,720p,10,JPEG,cloud,114.212.81.11,0.004266560077667236,114.212.81.11,0.04164236783981323,cloud,114.212.81.11,0.03640633821487427,114.212.81.11,0.018671512603759766
65,370.0,0.13709592819213867,92.9,720p,10,JPEG,cloud,114.212.81.11,0.013545751571655273,114.212.81.11,0.057849327723185226,cloud,114.212.81.11,0.04070965449015299,114.212.81.11,0.02499119440714518
66,373.0,0.09233826398849487,92.9,720p,10,JPEG,cloud,114.212.81.11,0.004849433898925781,114.212.81.11,0.03978312015533447,cloud,114.212.81.11,0.029017388820648193,114.212.81.11,0.018688321113586426
67,375.0,0.12064202626546225,92.9,720p,10,JPEG,cloud,114.212.81.11,0.006381909052530925,114.212.81.11,0.0542287031809489,cloud,114.212.81.11,0.037355899810791016,114.212.81.11,0.022675514221191406
68,378.0,0.08794623613357544,92.9,720p,10,JPEG,cloud,114.212.81.11,0.004211843013763428,114.212.81.11,0.038083016872406006,cloud,114.212.81.11,0.02854442596435547,114.212.81.11,0.017106950283050537
69,380.0,0.1334526538848877,92.9,720p,10,JPEG,cloud,114.212.81.11,0.00818483034769694,114.212.81.11,0.05753842989603678,cloud,114.212.81.11,0.04349565505981445,114.212.81.11,0.024233738581339523
70,383.0,0.10876399278640747,92.9,720p,10,JPEG,cloud,114.212.81.11,0.004779458045959473,114.212.81.11,0.040595948696136475,cloud,114.212.81.11,0.0455399751663208,114.212.81.11,0.017848610877990723
71,385.0,0.19432822863260904,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.007023016611735026,114.212.81.11,0.04854226112365723,host,172.27.143.164,0.13034391403198242,172.27.143.164,0.008419036865234375
72,386.0,0.3607085943222046,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.0118485689163208,114.212.81.11,0.1314305067062378,host,172.27.143.164,0.20762944221496582,172.27.143.164,0.009800076484680176
73,387.0,0.3710426092147827,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.00842905044555664,114.212.81.11,0.14244771003723145,host,172.27.143.164,0.21049010753631592,172.27.143.164,0.009675741195678711
74,388.0,0.35584914684295654,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.009659647941589355,114.212.81.11,0.13868749141693115,host,172.27.143.164,0.19799411296844482,172.27.143.164,0.009507894515991211
75,389.0,0.34845268726348877,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.008064985275268555,114.212.81.11,0.13825571537017822,host,172.27.143.164,0.19264066219329834,172.27.143.164,0.009491324424743652
76,390.0,0.3741264343261719,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.009463906288146973,114.212.81.11,0.14266622066497803,host,172.27.143.164,0.21227359771728516,172.27.143.164,0.009722709655761719
77,392.0,0.2583611011505127,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.008699735005696615,114.212.81.11,0.1051473617553711,host,172.27.143.164,0.13819328943888345,172.27.143.164,0.0063207149505615234
78,393.0,0.38004910945892334,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.009642362594604492,114.212.81.11,0.14342164993286133,host,172.27.143.164,0.2175198793411255,172.27.143.164,0.009465217590332031
79,394.0,0.4382200241088867,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.011702179908752441,114.212.81.11,0.15500247478485107,host,172.27.143.164,0.2588759660720825,172.27.143.164,0.012639403343200684
80,395.0,0.37105727195739746,92.9,1080p,20,JPEG,cloud,114.212.81.11,0.00928962230682373,114.212.81.11,0.14620065689086914,host,172.27.143.164,0.2055269479751587,172.27.143.164,0.010040044784545898
81,397.0,0.2675902048746745,92.9,720p,5,JPEG,host,172.27.143.164,0.01584943135579427,172.27.143.164,0.06623268127441406,host,172.27.151.145,0.12071696917215984,172.27.151.145,0.06479112307230632
82,398.0,0.2770504951477051,92.9,720p,5,JPEG,host,172.27.143.164,0.023519277572631836,172.27.143.164,0.0514606237411499,host,172.27.151.145,0.17202067375183105,172.27.151.145,0.030049920082092285
83,400.0,0.21976717313130695,92.9,720p,5,JPEG,host,172.27.143.164,0.016263326009114582,172.27.143.164,0.03235133488972981,host,172.27.151.145,0.12723580996195474,172.27.151.145,0.04391670227050781
84,405.0,0.09424646695454915,92.9,720p,5,JPEG,host,172.27.143.164,0.008153915405273438,172.27.143.164,0.017252047856648762,host,172.27.151.145,0.05597802003224691,172.27.151.145,0.012862483660380043
85,410.0,0.09286157290140788,92.9,720p,5,JPEG,host,172.27.143.164,0.00746607780456543,172.27.143.164,0.016587257385253906,host,172.27.151.145,0.058200677235921226,172.27.151.145,0.01060756047566732
86,415.0,0.0922016700108846,92.9,720p,5,JPEG,host,172.27.143.164,0.008361299832661947,172.27.143.164,0.016421476999918617,host,172.27.151.145,0.057831366856892906,172.27.151.145,0.009587526321411126
87,420.0,0.10578795274098714,92.9,720p,5,JPEG,host,172.27.143.164,0.009407957394917807,172.27.143.164,0.019768516222635903,host,172.27.151.145,0.06496632099151611,172.27.151.145,0.011645158131917313
88,425.0,0.12340819835662842,92.9,720p,5,JPEG,host,172.27.143.164,0.009263873100280762,172.27.143.164,0.022551695505777992,host,172.27.151.145,0.08018664518992107,172.27.151.145,0.011405984560648591
89,430.0,0.12108834584554037,92.9,720p,5,JPEG,host,172.27.143.164,0.008344928423563639,172.27.143.164,0.016019105911254883,host,172.27.151.145,0.06858583291371663,172.27.151.145,0.028138478597005218
90,435.0,0.09413448969523112,92.9,720p,5,JPEG,host,172.27.143.164,0.00813885529836019,172.27.143.164,0.016407767931620278,host,172.27.151.145,0.05805067221323649,172.27.151.145,0.011537194252014167
91,440.0,0.11370400587717691,92.9,360p,30,JPEG,cloud,114.212.81.11,0.0035092433293660483,114.212.81.11,0.03329082330067952,host,172.27.143.164,0.07405571142832439,172.27.143.164,0.0028482278188069615
92,441.0,0.29143333435058594,92.9,360p,30,JPEG,cloud,114.212.81.11,0.009197473526000977,114.212.81.11,0.033861756324768066,host,172.27.143.164,0.22790920734405518,172.27.143.164,0.02046489715576172
93,442.0,0.28414297103881836,92.9,360p,30,JPEG,cloud,114.212.81.11,0.009163141250610352,114.212.81.11,0.04054689407348633,host,172.27.143.164,0.20608317852020264,172.27.143.164,0.028349757194519043
94,443.0,0.2578270435333252,92.9,360p,30,JPEG,cloud,114.212.81.11,0.012289881706237793,114.212.81.11,0.03708517551422119,host,172.27.143.164,0.200606107711792,172.27.143.164,0.007845878601074219
95,444.0,0.27127528190612793,92.9,360p,30,JPEG,cloud,114.212.81.11,0.009079337120056152,114.212.81.11,0.04318416118621826,host,172.27.143.164,0.21119093894958496,172.27.143.164,0.007820844650268555
96,445.0,0.26525914669036865,92.9,360p,30,JPEG,cloud,114.212.81.11,0.009169936180114746,114.212.81.11,0.03697562217712402,host,172.27.143.164,0.21024572849273682,172.27.143.164,0.008867859840393066
97,446.0,0.2497619390487671,92.9,360p,30,JPEG,cloud,114.212.81.11,0.008397221565246582,114.212.81.11,0.03638195991516113,host,172.27.143.164,0.196679949760437,172.27.143.164,0.008302807807922363
98,447.0,0.2647656202316284,92.9,360p,30,JPEG,cloud,114.212.81.11,0.008559823036193848,114.212.81.11,0.035786986351013184,host,172.27.143.164,0.2125493288040161,172.27.143.164,0.007869482040405273
99,448.0,0.25357556343078613,92.9,360p,30,JPEG,cloud,114.212.81.11,0.00911867618560791,114.212.81.11,0.03843343257904053,host,172.27.143.164,0.19811511039733887,172.27.143.164,0.007908344268798828
100,449.0,0.25934135913848877,92.9,360p,30,JPEG,cloud,114.212.81.11,0.014709711074829102,114.212.81.11,0.033277273178100586,host,172.27.143.164,0.20157015323638916,172.27.143.164,0.009784221649169922
101,450.0,0.15386700630187988,92.9,720p,1,JPEG,host,172.27.151.145,0.008949756622314453,172.27.151.145,0.043123483657836914,cloud,114.212.81.11,0.06461656093597412,114.212.81.11,0.037177205085754395
102,451.0,0.263871431350708,92.9,720p,1,JPEG,host,172.27.151.145,0.029668092727661133,172.27.151.145,0.1573772430419922,cloud,114.212.81.11,0.05787312984466553,114.212.81.11,0.01895296573638916
103,475.0,0.028137283325195314,92.9,720p,1,JPEG,host,172.27.151.145,0.00179595947265625,172.27.151.145,0.016351547241210938,cloud,114.212.81.11,0.008257579803466798,114.212.81.11,0.0017321968078613283
104,500.0,0.02131181496840257,92.9,720p,1,JPEG,host,172.27.151.145,0.0015496474045973558,172.27.151.145,0.012537791178776668,cloud,114.212.81.11,0.005016803741455078,114.212.81.11,0.0022075726435734676
105,525.0,0.01952385902404785,92.9,720p,1,JPEG,host,172.27.151.145,0.002830202762897198,172.27.151.145,0.0104522521679218,cloud,114.212.81.11,0.004420335476215069,114.212.81.11,0.0018210686170137842
106,550.0,0.02005183696746826,92.9,720p,1,JPEG,host,172.27.151.145,0.001532453757065993,172.27.151.145,0.012090838872469388,cloud,114.212.81.11,0.004548760560842661,114.212.81.11,0.0018797837770902189
107,575.0,0.01950204372406006,92.8,720p,1,JPEG,host,172.27.151.145,0.002261033424964318,172.27.151.145,0.010882414304293118,cloud,114.212.81.11,0.004684649980985201,114.212.81.11,0.001673946013817421
108,600.0,0.018896295474125788,92.8,720p,1,JPEG,host,172.27.151.145,0.0016389993520883413,172.27.151.145,0.01033020936525785,cloud,114.212.81.11,0.005283181483928974,114.212.81.11,0.0016439052728506234
109,625.0,0.0195616208589994,92.8,720p,1,JPEG,host,172.27.151.145,0.001649618148803711,172.27.151.145,0.010952454346876878,cloud,114.212.81.11,0.0052744058462289665,114.212.81.11,0.0016851425170898438
110,650.0,0.02274027237525353,92.8,720p,1,JPEG,host,172.27.151.145,0.001979204324575571,172.27.151.145,0.014573995883648211,cloud,114.212.81.11,0.004578241935143104,114.212.81.11,0.001608830231886644
111,675.0,0.021254787078270547,92.8,720p,1,JPEG,host,172.27.151.145,0.0017937238399799054,172.27.151.145,0.011829724678626427,cloud,114.212.81.11,0.00588378539452186,114.212.81.11,0.0017475531651423527
112,700.0,0.021044593590956468,92.8,720p,1,JPEG,host,172.27.151.145,0.0016292975499079777,172.27.151.145,0.011569985976585977,cloud,114.212.81.11,0.005781045326819787,114.212.81.11,0.002064264737642728
113,725.0,0.02382997366098257,92.8,720p,1,JPEG,host,172.27.151.145,0.0016611539400540865,172.27.151.145,0.01320028305053711,cloud,114.212.81.11,0.00732118349808913,114.212.81.11,0.001647353172302247
114,750.0,0.02194367922269381,92.8,720p,1,JPEG,host,172.27.151.145,0.0017365492307222807,172.27.151.145,0.014156965109018179,cloud,114.212.81.11,0.004677295684814453,114.212.81.11,0.0013728691981388973
115,775.0,0.02127954593071571,92.8,720p,1,JPEG,host,172.27.151.145,0.0016723962930532603,172.27.151.145,0.0130079617867103,cloud,114.212.81.11,0.004768463281484751,114.212.81.11,0.0018307245694673974
116,800.0,0.021869365985576924,92.8,720p,1,JPEG,host,172.27.151.145,0.0017842512864332933,172.27.151.145,0.013616626079265889,cloud,114.212.81.11,0.004850561802203839,114.212.81.11,0.001617926817673903
117,825.0,0.021843222471383903,92.7,720p,1,JPEG,host,172.27.151.145,0.0020366815420297477,172.27.151.145,0.011084281481229342,cloud,114.212.81.11,0.006197186616750864,114.212.81.11,0.0025250728313739486
118,850.0,0.024671077728271484,92.7,720p,1,JPEG,host,172.27.151.145,0.0016557620121882511,172.27.151.145,0.012541844294621393,cloud,114.212.81.11,0.008771648773780236,114.212.81.11,0.0017018226476816032
119,875.0,0.021053424248328574,92.7,720p,1,JPEG,host,172.27.151.145,0.0016754407149094802,172.27.151.145,0.012887578744154709,cloud,114.212.81.11,0.004723805647629958,114.212.81.11,0.001766599141634428
120,900.0,0.019311015422527607,92.7,720p,1,JPEG,host,172.27.151.145,0.0016238964520967924,172.27.151.145,0.011829807208134578,cloud,114.212.81.11,0.00444646982046274,114.212.81.11,0.001410841941833496
121,925.0,0.023513124539301947,92.7,720p,1,JPEG,host,172.27.151.145,0.0016515713471632737,172.27.151.145,0.012636964137737568,cloud,114.212.81.11,0.007526085926936223,114.212.81.11,0.0016985031274648803
122,950.0,0.020386897600614108,92.7,720p,1,JPEG,host,172.27.151.145,0.0017460951438316931,172.27.151.145,0.012002926606398363,cloud,114.212.81.11,0.004593418194697454,114.212.81.11,0.0020444576556865983
123,975.0,0.020843716768118054,92.7,720p,1,JPEG,host,172.27.151.145,0.0019423594841590295,172.27.151.145,0.011310971700228177,cloud,114.212.81.11,0.00581820194537823,114.212.81.11,0.0017721836383526148
124,1000.0,0.027977484923142653,92.7,720p,1,JPEG,host,172.27.151.145,0.0017908811569213867,172.27.151.145,0.012551326018113356,cloud,114.212.81.11,0.011480909127455492,114.212.81.11,0.0021543686206524186
125,1025.0,0.02176227936377892,92.7,720p,1,JPEG,host,172.27.151.145,0.002010950675377479,172.27.151.145,0.010988262983468862,cloud,114.212.81.11,0.0071242314118605396,114.212.81.11,0.0016388342930720402
126,1050.0,0.021423055575444147,92.7,720p,1,JPEG,host,172.27.151.145,0.0016373395919799805,172.27.151.145,0.011530436002291165,cloud,114.212.81.11,0.0065801051946786735,114.212.81.11,0.0016751747864943278
127,1075.0,0.02207455268272987,92.7,720p,1,JPEG,host,172.27.151.145,0.002015233039855957,172.27.151.145,0.012628876245938815,cloud,114.212.81.11,0.005919208893409142,114.212.81.11,0.0015112345035259538
128,1100.0,0.020613541969886195,92.7,720p,1,JPEG,host,172.27.151.145,0.0016765135985154372,172.27.151.145,0.012553691864013672,cloud,114.212.81.11,0.004689464202293983,114.212.81.11,0.0016938723050631014
129,1125.0,0.01839581819681021,92.7,720p,1,JPEG,host,172.27.151.145,0.0016471606034498948,172.27.151.145,0.010154375663170448,cloud,114.212.81.11,0.004857631830068735,114.212.81.11,0.0017366501001211312
130,1150.0,0.0193253938968365,92.7,720p,1,JPEG,host,172.27.151.145,0.0016768987362201398,172.27.151.145,0.008926024803748498,cloud,114.212.81.11,0.006991395583519569,114.212.81.11,0.0017310747733482942
131,1175.0,0.019551396369934082,92.7,720p,1,JPEG,host,172.27.151.145,0.0017667000110332782,172.27.151.145,0.011422102267925557,cloud,114.212.81.11,0.005242210168104906,114.212.81.11,0.0011203839228703426
