n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,25.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,367.5583719669043,1,0.1421140982554509,0.059289079446059004,0.002981286782484792,0.07740960671351506,0.0024341253133920576,60.5
2,50.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,356.535366909566,1,0.010694402914780837,0.0007700828405526968,0.002895997120783879,0.004525147951566256,0.0025031750018780054,60.5
3,75.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,363.35091703440827,1,0.01062622437110314,0.0005569091209998498,0.002738035642183744,0.004551557394174429,0.002779722213745117,60.5
4,100.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,355.4243060437272,1,0.010679327524625339,0.0005611181259155273,0.0028119820814866284,0.004818146045391376,0.002488081271831806,60.5
5,125.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,360p,7.0,378.0067847714568,1,0.01096189022064209,0.0005569366308359,0.0025338759789100057,0.004678515287546011,0.0031925623233501725,61.2
6,150.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,360.9922811577479,0.0,0.20360992505000186,0.08482793661264273,0.002075452070969791,0.11443499418405387,0.0022715421823354814,61.2
7,175.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,364.06375076143223,0.0,0.019826613939725436,0.0018130265749417818,0.0015634756821852466,0.014146758959843563,0.0023033527227548454,61.2
8,200.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,362.7463924251247,0.0,0.018860743596003607,0.0016254461728609526,0.001525145310621995,0.013449137027447041,0.0022610150850736165,61.2
9,225.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,355.4587573556554,0.0,0.01943524067218487,0.0015932504947368915,0.0014991301756638747,0.014081982465890737,0.0022608775358933676,61.2
10,250.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,376.26580140024555,0.0,0.018767430232121393,0.0015496107248159556,0.0015913156362680288,0.01331796095921443,0.0023085429118229785,61.2
11,275.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,5,360p,7.0,363.9744339615073,0.0,0.017272619100717396,0.0005661982756394607,0.008940770075871393,0.004496381833003118,0.0032692689162034253,61.2
12,276.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,5,360p,7.0,360.9762131235496,0.0,0.14837980270385742,0.008357048034667969,0.04756736755371094,0.0583723783493042,0.034083008766174316,61.2
13,280.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,5,360p,7.0,364.90658455164936,0.0,0.05270161628723144,0.003374671936035156,0.013896322250366211,0.02301201820373535,0.012418603897094725,61.2
14,285.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,5,360p,7.0,363.35091703440827,0.0,0.04679417610168457,0.002379814783732096,0.011857748031616211,0.019301652908325195,0.01325496037801107,61.2
15,290.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,5,360p,7.0,368.0949746980997,0.0,0.05868673324584961,0.002695322036743164,0.014274954795837402,0.030757705370585125,0.010958751042683918,78.1
16,295.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,5,360p,7.0,369.3543569402287,0.0,0.0823132594426473,0.0067681074142456055,0.007418155670166016,0.0580590565999349,0.010067939758300774,78.1
17,300.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,5,360p,7.0,367.1148629327072,0.0,0.08940168221791585,0.0076302289962768555,0.00679934024810791,0.06467398007710774,0.01029813289642334,78.1
18,305.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,5,360p,7.0,359.2477934101397,0.0,0.11143831411997478,0.008246183395385742,0.011919498443603516,0.08060753345489502,0.0106650988260905,78.1
19,310.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,5,360p,7.0,355.46729163951903,0.0,0.08711389700571696,0.007034699122111003,0.00706338882446289,0.06283791859944661,0.010177890459696456,78.1
20,315.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,5,360p,7.0,369.7511444865959,0.0,0.08005861441294351,0.0068910519282023115,0.006556073824564616,0.05722463130950928,0.009386857350667313,78.1
21,320.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,10,360p,7.0,362.7378810492145,0.0,0.07323892911275227,0.0026287237803141275,0.027010202407836914,0.03136197725931803,0.012238025665283203,78.1
22,321.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,10,360p,7.0,360.3464123923165,0.0,0.135489821434021,0.00907599925994873,0.03340709209442139,0.05998492240905762,0.03302180767059326,78.1
