n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,25.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4442.198077787047,1,0.15979699905102068,0.05934752867772029,0.01565016233004056,0.08115568527808556,0.003643622765174284,44.5
2,50.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4380.683612633364,1,0.020380121011000413,0.0007554200979379507,0.010854079173161434,0.005486112374525804,0.0032845093653752246,44.5
3,75.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4423.149795405966,1,0.02021216429196871,0.0006489570324237531,0.011102878130399264,0.005479803452124963,0.0029805256770207324,44.5
4,100.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4302.763400402785,1,0.01879708583538349,0.0006477007499107948,0.009544115800123949,0.0054376583832960864,0.0031676109020526587,44.5
5,125.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4607.803789814934,1,0.01848000746506911,0.0006622534531813401,0.010155971233661359,0.004658332237830529,0.003003450540395883,44.5
6,150.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4357.263327483421,0.0,0.01819277726686918,0.0006878376007080078,0.009203140552227315,0.005828765722421499,0.0024730333915123585,62.3
7,175.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4380.505657678404,0.0,0.020195814279409557,0.000837390239422138,0.009553505824162409,0.006916348750774677,0.0028885694650503313,62.3
8,200.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4398.046919768343,0.0,0.018408619440518893,0.0007996925940880409,0.00992720860701341,0.004606457856985239,0.0030752603824322038,62.3
9,225.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4311.839521149373,0.0,0.0207517147064209,0.000788716169504019,0.010147947531480055,0.0069015209491436295,0.002913530056293195,62.3
10,250.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,1080p,7.0,4574.295342737177,0.0,0.01912978979257437,0.0006154775619506836,0.010291778124295749,0.005481554911686824,0.002740979194641114,62.3
