n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
110,1375.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1961.8553099614967,0.0,0.014514978115375225,0.0007373461356529823,0.005704723871671236,0.005440556086026705,0.002632352022024301,79.7
111,1400.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1934.5245776264262,0.0,0.01740842599135179,0.0009330694492046649,0.005218826807462253,0.008637648362379808,0.0026188813723050635,79.7
112,1425.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1963.8865672833385,0.0,0.016275497583242565,0.0007993441361647386,0.007119637269240159,0.005757350188035231,0.002599165989802435,79.7
113,1450.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1957.7403789172115,0.0,0.01519759801717905,0.0009682270196767953,0.0055902462739210864,0.005802778097299429,0.0028363466262817383,79.7
114,1475.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1953.0828753126386,0.0,0.016813507446875937,0.0007792069361760066,0.005848609484159029,0.0071185552156888526,0.0030671358108520508,79.7
115,1500.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1930.9188099619766,0.0,0.014261144858140212,0.0008688798317542443,0.00626979424403264,0.00478813281426063,0.0023343379680926977,79.7
116,1525.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1914.8449502887338,0.0,0.014833211898803711,0.0007240497148953951,0.005572649148794321,0.00565187747661884,0.0028846355584951537,79.7
117,1550.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,2010.0932170340925,0.0,0.015190638028658353,0.0007258837039654071,0.005549724285419171,0.005537354029141939,0.003377676010131837,79.7
118,1575.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1937.3761467120078,0.0,0.014730233412522536,0.0008768943639901968,0.005487973873431866,0.005554997003995455,0.0028103681711050188,79.7
119,1600.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1922.2554774948928,0.0,0.013814669388991136,0.0008146304350632888,0.005744704833397498,0.004460564026465783,0.0027947700940645654,79.7
120,1625.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,1,720p,7.0,1947.5737710742812,0.0,0.016414743203383226,0.0007186761269202599,0.005497473936814529,0.007033027135408842,0.0031655660042395955,79.7
121,1650.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,20,720p,7.0,1914.1306909784075,0.0,0.01621279349693885,0.0009061189798208383,0.005545175992525541,0.006781825652489295,0.002979672872103177,79.7
122,1651.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,20,720p,7.0,1914.8449502887338,0.0,0.18181335926055908,0.009763002395629883,0.07387173175811768,0.06181049346923828,0.03636813163757324,79.7
123,1652.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,20,720p,7.0,1934.5245776264262,0.0,0.17284297943115234,0.009314775466918945,0.06266987323760986,0.06939268112182617,0.03146564960479736,79.7
124,1653.0,7,3,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,20,720p,7.0,1922.5175272573917,0.0,0.18948829174041748,0.011698126792907715,0.07285737991333008,0.0732276439666748,0.03170514106750488,79.7
125,1654.0,7,4,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,20,720p,7.0,1927.9605937369633,0.0,0.17889857292175293,0.009468436241149902,0.0595625638961792,0.07377362251281738,0.036093950271606445,79.5
