n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,1.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,369.3543569402287,1,2.709264636039734,1.1352266073226929,0.02364635467529297,1.518343448638916,0.03204822540283203,59.8
2,2.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,368.9930880726897,1,0.24844670295715332,0.026057839393615723,0.022098183631896973,0.17075908184051514,0.02953159809112549,59.8
3,3.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,364.46119024001695,1,0.269614577293396,0.02325892448425293,0.02017498016357422,0.19627559185028076,0.029905080795288086,59.8
4,4.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,364.39309558113536,1,0.24667012691497803,0.024158596992492676,0.019716739654541016,0.1739586591720581,0.02883613109588623,79.1
5,5.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,368.3390399195778,1,0.30328845977783203,0.02472972869873047,0.022518277168273926,0.22282326221466064,0.03321719169616699,79.1
6,6.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,367.1148629327072,0.0,0.23524296283721924,0.02016770839691162,0.01902461051940918,0.16728079319000244,0.028769850730895996,79.1
7,7.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,364.06375076143223,0.0,0.23633182048797607,0.019628047943115234,0.019579052925109863,0.16820359230041504,0.028921127319335938,79.1
8,8.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,356.55772862967984,0.0,0.24408698081970215,0.02003467082977295,0.0185469388961792,0.17584776878356934,0.029657602310180664,79.1
9,9.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,355.81689715979155,0.0,0.23603761196136475,0.019949793815612793,0.019472360610961914,0.16789984703063965,0.02871561050415039,79.1
10,10.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,353.9511770470999,0.0,0.24966585636138916,0.01999533176422119,0.01898801326751709,0.18114304542541504,0.02953946590423584,79.1
11,11.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,359.2477934101397,0.0,0.23451197147369385,0.020163893699645996,0.01949751377105713,0.16576290130615234,0.02908766269683838,79.1
12,12.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,352.54740908443426,0.0,0.26050710678100586,0.020399093627929688,0.018828272819519043,0.19149768352508545,0.02978205680847168,79.1
13,13.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,30,360p,7.0,355.85902047901516,0.0,0.24287879467010498,0.0220944881439209,0.019106388092041016,0.17322790622711182,0.02845001220703125,79.1
