n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay,face_alignment_cpu_portrait,face_alignment_cpu_util_limit,face_alignment_cpu_util_use,face_alignment_trans_cpu_portrait,face_alignment_trans_cpu_util_limit,face_alignment_trans_cpu_util_use,face_alignment_mem_portrait,face_alignment_mem_util_limit,face_alignment_mem_util_use,face_alignment_trans_mem_portrait,face_alignment_trans_mem_util_limit,face_alignment_trans_mem_util_use
1,1.0,4.606927394866943,69.4,1080p,30,JPEG,host,172.27.151.145,3.197513699531555,172.27.151.145,0.26812124252319336,2,0.1,0.1,2,0.1,0.1,0,1,0.2796337371720291,0,1,0.2796337371720291,cloud,114.212.81.11,1.070021152496338,114.212.81.11,0.07127130031585693,2,0.05,0.034854166666666665,2,0.05,0.034854166666666665,0,1,0.012012574907332976,0,1,0.012012574907332976
2,2.0,0.46460866928100586,77.3,1080p,30,JPEG,host,172.27.151.145,0.06484746932983398,172.27.151.145,0.2626579999923706,2,0.1,0.1,2,0.1,0.1,0,1,0.2796337371720291,0,1,0.2796337371720291,cloud,114.212.81.11,0.07031083106994629,114.212.81.11,0.06679236888885498,2,0.05,0.034854166666666665,2,0.05,0.034854166666666665,0,1,0.012012574907332976,0,1,0.012012574907332976
3,3.0,0.4175668954849243,77.3,1080p,30,JPEG,host,172.27.151.145,0.05426657199859619,172.27.151.145,0.22731280326843262,2,0.1,0.115,2,0.1,0.115,0,1,0.2811927993888993,0,1,0.2811927993888993,cloud,114.212.81.11,0.0631110668182373,114.212.81.11,0.0728764533996582,2,0.05,0.22922916666666668,2,0.05,0.22922916666666668,0,1,0.012017260631776074,0,1,0.012017260631776074
4,4.0,0.4896819591522217,77.3,1080p,30,JPEG,host,172.27.151.145,0.08795797824859619,172.27.151.145,0.2724027633666992,2,0.1,0.085,2,0.1,0.085,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.059873223304748535,114.212.81.11,0.06944799423217773,2,0.05,0.22599999999999998,2,0.05,0.22599999999999998,0,1,0.012017260631776074,0,1,0.012017260631776074
5,5.0,0.4035855531692505,77.3,1080p,30,JPEG,host,172.27.151.145,0.05371999740600586,172.27.151.145,0.22091710567474365,2,0.1,0.11625,2,0.1,0.11625,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.05914616584777832,114.212.81.11,0.06980228424072266,2,0.05,0.22877083333333334,2,0.05,0.22877083333333334,0,1,0.012017260631776074,0,1,0.012017260631776074
6,6.0,0.4447065591812134,77.3,1080p,30,JPEG,host,172.27.151.145,0.05260419845581055,172.27.151.145,0.2650562524795532,2,0.1,0.1185,2,0.1,0.1185,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.05902588367462158,114.212.81.11,0.06802022457122803,2,0.05,0.22385416666666666,2,0.05,0.22385416666666666,0,1,0.012017260631776074,0,1,0.012017260631776074
7,7.0,0.45720982551574707,77.3,1080p,30,JPEG,host,172.27.151.145,0.05276143550872803,172.27.151.145,0.2656877040863037,2,0.1,0.1185,2,0.1,0.1185,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.07047438621520996,114.212.81.11,0.06828629970550537,2,0.05,0.22385416666666666,2,0.05,0.22385416666666666,0,1,0.012017260631776074,0,1,0.012017260631776074
8,8.0,0.47194361686706543,77.3,1080p,30,JPEG,host,172.27.151.145,0.05686068534851074,172.27.151.145,0.2836834192276001,2,0.1,0.13125,2,0.1,0.13125,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.059972167015075684,114.212.81.11,0.0714273452758789,2,0.05,0.220375,2,0.05,0.220375,0,1,0.012017260631776074,0,1,0.012017260631776074
9,9.0,0.41941165924072266,77.3,1080p,30,JPEG,host,172.27.151.145,0.05194425582885742,172.27.151.145,0.22974908351898193,2,0.1,0.13125,2,0.1,0.13125,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.07128262519836426,114.212.81.11,0.06643569469451904,2,0.05,0.220375,2,0.05,0.220375,0,1,0.012017260631776074,0,1,0.012017260631776074
10,10.0,0.48060381412506104,77.3,1080p,30,JPEG,host,172.27.151.145,0.053743600845336914,172.27.151.145,0.29180848598480225,2,0.1,0.13925,2,0.1,0.13925,0,1,0.2811932963803615,0,1,0.2811932963803615,cloud,114.212.81.11,0.06971275806427002,114.212.81.11,0.06533896923065186,2,0.05,0.20904166666666665,2,0.05,0.20904166666666665,0,1,0.012017260631776074,0,1,0.012017260631776074
