n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_portrait,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_trans_cpu_portrait,face_detection_trans_cpu_util_limit,face_detection_trans_cpu_util_use,face_detection_mem_portrait,face_detection_mem_util_limit,face_detection_mem_util_use,face_detection_trans_mem_portrait,face_detection_trans_mem_util_limit,face_detection_trans_mem_util_use,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay,face_alignment_cpu_portrait,face_alignment_cpu_util_limit,face_alignment_cpu_util_use,face_alignment_trans_cpu_portrait,face_alignment_trans_cpu_util_limit,face_alignment_trans_cpu_util_use,face_alignment_mem_portrait,face_alignment_mem_util_limit,face_alignment_mem_util_use,face_alignment_trans_mem_portrait,face_alignment_trans_mem_util_limit,face_alignment_trans_mem_util_use
1,3.0,2.037772297859192,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.3927260637283325,114.212.81.11,0.0995798110961914,0,1.0,0.022145833333333333,0,1.0,0.022145833333333333,0,1.0,0.009434167838615885,0,1.0,0.009434167838615885,host,172.27.151.145,1.5030797719955444,172.27.151.145,0.042386651039123535,0,1.0,0.1685,0,1.0,0.1685,0,1.0,0.30362947894918113,0,1.0,0.30362947894918113
2,5.0,0.282656192779541,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.0058816274007161455,114.212.81.11,0.1157066822052002,0,1.0,0.022145833333333333,0,1.0,0.022145833333333333,0,1.0,0.009434167838615885,0,1.0,0.009434167838615885,host,172.27.151.145,0.11355678240458171,172.27.151.145,0.047511100769042955,0,1.0,0.1685,0,1.0,0.1685,0,1.0,0.30362947894918113,0,1.0,0.30362947894918113
3,8.0,0.21424812078475952,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.003983557224273682,114.212.81.11,0.08779460191726685,0,1.0,0.10416666666666667,0,1.0,0.10416666666666667,0,1.0,0.00949816058020126,0,1.0,0.00949816058020126,host,172.27.151.145,0.08700406551361084,172.27.151.145,0.035465896129608154,0,1.0,0.28,0,1.0,0.28,0,1.0,0.3038556100644747,0,1.0,0.3038556100644747
4,10.0,0.28028059005737305,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.00728909174601237,114.212.81.11,0.11249971389770508,0,1.0,0.06647916666666667,0,1.0,0.06647916666666667,0,1.0,0.009499176578705104,0,1.0,0.009499176578705104,host,172.27.151.145,0.11290462811787923,172.27.151.145,0.04758715629577638,0,1.0,0.28,0,1.0,0.28,0,1.0,0.30384219129499573,0,1.0,0.30384219129499573
5,13.0,0.21725594997406006,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.004520535469055176,114.212.81.11,0.09195816516876221,0,1.0,0.091875,0,1.0,0.091875,0,1.0,0.009499222071175427,0,1.0,0.009499222071175427,host,172.27.151.145,0.08530265092849731,172.27.151.145,0.03547459840774536,0,1.0,0.28525,0,1.0,0.28525,0,1.0,0.30384219129499573,0,1.0,0.30384219129499573
6,15.0,0.31301800409952796,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.004993041356404622,114.212.81.11,0.12936965624491373,0,1.0,0.09670833333333333,0,1.0,0.09670833333333333,0,1.0,0.009499267563645749,0,1.0,0.009499267563645749,host,172.27.151.145,0.13121596972147623,172.27.151.145,0.0474393367767334,0,1.0,0.27925,0,1.0,0.27925,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
7,18.0,0.2540163993835449,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.004324555397033691,114.212.81.11,0.1265331506729126,0,1.0,0.10766666666666665,0,1.0,0.10766666666666665,0,1.0,0.009499313056116069,0,1.0,0.009499313056116069,host,172.27.151.145,0.08698034286499023,172.27.151.145,0.0361783504486084,0,1.0,0.273,0,1.0,0.273,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
8,20.0,0.30591853459676105,84.9,1080p,10,JPEG,cloud,114.212.81.11,0.005396922429402669,114.212.81.11,0.13777669270833331,0,1.0,0.10229166666666667,0,1.0,0.10229166666666667,0,1.0,0.009499328220272843,0,1.0,0.009499328220272843,host,172.27.151.145,0.11620775858561198,172.27.151.145,0.04653716087341307,0,1.0,0.27925,0,1.0,0.27925,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
9,23.0,0.2774776816368103,93.2,1080p,10,JPEG,cloud,114.212.81.11,0.0043852925300598145,114.212.81.11,0.1163826584815979,0,1.0,0.10229166666666667,0,1.0,0.10229166666666667,0,1.0,0.009499328220272843,0,1.0,0.009499328220272843,host,172.27.151.145,0.11722272634506226,172.27.151.145,0.03948700428009033,0,1.0,0.27925,0,1.0,0.27925,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
10,25.0,0.3129335244496664,93.2,1080p,10,JPEG,cloud,114.212.81.11,0.006058454513549805,114.212.81.11,0.13839459419250488,0,1.0,0.09114583333333333,0,1.0,0.09114583333333333,0,1.0,0.009499343384429617,0,1.0,0.009499343384429617,host,172.27.151.145,0.12013943990071614,172.27.151.145,0.04834103584289552,0,1.0,0.27725,0,1.0,0.27725,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
11,28.0,0.2208693027496338,93.2,360p,10,JPEG,cloud,114.212.81.11,0.006976187229156494,114.212.81.11,0.0944892168045044,0,1.0,0.09114583333333333,0,1.0,0.09114583333333333,0,1.0,0.009499343384429617,0,1.0,0.009499343384429617,host,172.27.151.145,0.08320856094360352,172.27.151.145,0.036195337772369385,0,1.0,0.27725,0,1.0,0.27725,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
12,30.0,0.21313905715942383,93.2,360p,10,JPEG,cloud,114.212.81.11,0.005923112233479817,114.212.81.11,0.048060735066731766,0,1.0,0.034958333333333334,0,1.0,0.034958333333333334,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.11400198936462402,172.27.151.145,0.045153220494588225,0,1.0,0.2775,0,1.0,0.2775,0,1.0,0.30261164043462896,0,1.0,0.30261164043462896
13,33.0,0.15405279397964478,93.2,360p,10,JPEG,cloud,114.212.81.11,0.0037159323692321777,114.212.81.11,0.03339201211929321,0,1.0,0.013958333333333335,0,1.0,0.013958333333333335,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.08344006538391113,172.27.151.145,0.03350478410720825,0,1.0,0.2845,0,1.0,0.2845,0,1.0,0.3026126344175533,0,1.0,0.3026126344175533
14,35.0,0.21176775296529135,93.2,360p,10,JPEG,cloud,114.212.81.11,0.005027453104654948,114.212.81.11,0.046716531117757164,0,1.0,0.02752083333333333,0,1.0,0.02752083333333333,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.11486109097798665,172.27.151.145,0.04516267776489259,0,1.0,0.2755,0,1.0,0.2755,0,1.0,0.3026126344175533,0,1.0,0.3026126344175533
15,38.0,0.1922990083694458,93.2,360p,10,JPEG,cloud,114.212.81.11,0.004554569721221924,114.212.81.11,0.03556668758392334,0,1.0,0.022729166666666665,0,1.0,0.022729166666666665,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.11670631170272827,172.27.151.145,0.035471439361572266,0,1.0,0.273,0,1.0,0.273,0,1.0,0.3026126344175533,0,1.0,0.3026126344175533
16,40.0,0.21353904406229654,93.2,360p,10,JPEG,cloud,114.212.81.11,0.007180054982503255,114.212.81.11,0.04558936754862467,0,1.0,0.019229166666666665,0,1.0,0.019229166666666665,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.11565629641215007,172.27.151.145,0.04511332511901854,0,1.0,0.28075,0,1.0,0.28075,0,1.0,0.30261362840047773,0,1.0,0.30261362840047773
17,43.0,0.1595117449760437,93.2,360p,10,JPEG,cloud,114.212.81.11,0.005404174327850342,114.212.81.11,0.034825921058654785,0,1.0,0.019229166666666665,0,1.0,0.019229166666666665,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.08464246988296509,172.27.151.145,0.034639179706573486,0,1.0,0.28075,0,1.0,0.28075,0,1.0,0.30261362840047773,0,1.0,0.30261362840047773
18,45.0,0.21885220209757486,93.2,360p,10,JPEG,cloud,114.212.81.11,0.0068844954172770185,114.212.81.11,0.047728776931762695,0,1.0,0.0200625,0,1.0,0.0200625,0,1.0,0.009499388876899937,0,1.0,0.009499388876899937,host,172.27.151.145,0.11777083079020183,172.27.151.145,0.04646809895833333,0,1.0,0.26875,0,1.0,0.26875,0,1.0,0.30261362840047773,0,1.0,0.30261362840047773
