n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
1,25.0,0.1551437653028048,54.3,360p,1,JEPG,host,172.27.151.145,0.07032045951256385,172.27.151.145,0.004641615427457363,cloud,114.212.81.11,0.0769735207924476,114.212.81.11,0.0032081695703359836
2,50.0,0.01752762611095722,54.3,360p,1,JEPG,host,172.27.151.145,0.0019752887579110954,172.27.151.145,0.003923892974853516,cloud,114.212.81.11,0.00721287727355957,114.212.81.11,0.004415567104633037
3,75.0,0.0157393767283513,54.3,360p,1,JEPG,host,172.27.151.145,0.0018630119470449595,172.27.151.145,0.003987238957331731,cloud,114.212.81.11,0.005777661616985614,114.212.81.11,0.004111464206988995
4,100.0,0.015455511900094839,54.3,360p,1,JEPG,host,172.27.151.145,0.0016030256564800555,172.27.151.145,0.003958197740408091,cloud,114.212.81.11,0.005765080451965332,114.212.81.11,0.004129208051241361
5,125.0,0.01475685376387376,54.3,360p,1,JEPG,host,172.27.151.145,0.0015846857657799353,172.27.151.145,0.0041031103867750895,cloud,114.212.81.11,0.005555088703448956,114.212.81.11,0.0035139689078697795
6,150.0,0.014472099450918345,54.3,360p,1,JEPG,host,172.27.151.145,0.0015404407794658954,172.27.151.145,0.00392305850982666,cloud,114.212.81.11,0.005751747351426344,114.212.81.11,0.003256852810199445
7,175.0,0.014066320199232835,54.3,360p,1,JEPG,host,172.27.151.145,0.0015984223439143254,172.27.151.145,0.004075325452364408,cloud,114.212.81.11,0.005315468861506536,114.212.81.11,0.003077103541447566
8,200.0,0.01580173235673171,79.5,360p,1,JEPG,host,172.27.151.145,0.0017038950553307165,172.27.151.145,0.004759861872746395,cloud,114.212.81.11,0.005312736217792218,114.212.81.11,0.00402523921086238
9,225.0,0.014600322796748236,79.5,360p,1,JEPG,host,172.27.151.145,0.001603374114403358,172.27.151.145,0.0039705588267399715,cloud,114.212.81.11,0.004676342010498047,114.212.81.11,0.004350047845106859
10,250.0,0.014611537639911357,79.5,360p,1,JEPG,host,172.27.151.145,0.001963532887972318,172.27.151.145,0.003944167724022498,cloud,114.212.81.11,0.004739898901719313,114.212.81.11,0.003963938126197228
11,275.0,0.015493484643789437,79.5,360p,1,JEPG,host,172.27.151.145,0.0018658638000488281,172.27.151.145,0.003971750919635479,cloud,114.212.81.11,0.005464370434100811,114.212.81.11,0.004191499490004319
12,300.0,0.015067623211787297,79.5,360p,1,JEPG,host,172.27.151.145,0.0015877668674175555,172.27.151.145,0.003970962304335374,cloud,114.212.81.11,0.005945930114159217,114.212.81.11,0.0035629639258751497
13,325.0,0.013644924530616172,79.5,360p,1,JEPG,host,172.27.151.145,0.0016878476509681116,172.27.151.145,0.003923636216383714,cloud,114.212.81.11,0.004772855685307429,114.212.81.11,0.003260584977956918
14,350.0,0.015024469448969914,79.5,360p,1,JEPG,host,172.27.151.145,0.0016927535717303937,172.27.151.145,0.003960499396690955,cloud,114.212.81.11,0.006110163835378794,114.212.81.11,0.0032610526451697704
15,375.0,0.015539765357971191,79.5,360p,1,JEPG,host,172.27.151.145,0.0017283971493060773,172.27.151.145,0.0052173871260422925,cloud,114.212.81.11,0.0051497587790856,114.212.81.11,0.0034442223035372225
16,400.0,0.013240667489858774,79.5,360p,1,JEPG,host,172.27.151.145,0.001572416378901555,172.27.151.145,0.003977729724003718,cloud,114.212.81.11,0.004441747298607459,114.212.81.11,0.0032487740883460417
