0.01,0.868144736842,0.00887596620865,73137098.1053,0.241828328685
0.009,0.867736842105,0.008890224936,73254804.2105,0.240249182049
0.008,0.742355263158,0.00855005617808,70459392.0,0.324345613781
0.007,0.678447368421,0.00798282045738,65768609.6842,0.390113178052
0.006,0.632684210526,0.00697835198152,57517325.4737,0.454707296271
0.005,0.578355263158,0.00598133990438,49300965.0526,0.598583836305
0.004,0.575802631579,0.0049860284094,41080939.7895,0.648536807612
0.003,0.573631578947,0.00398878086704,32874927.1579,0.681875417107
0.002,0.589565789474,0.00299116704544,24642613.8947,0.735988466363
0.001,0.628618421053,0.00199017822232,16410516.2105,0.846058720037
