n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
1,3.0,1.2593842148780823,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.404582679271698,114.212.81.11,0.11322259902954102,host,172.27.151.145,0.7347646951675415,172.27.151.145,0.006814241409301758
2,5.0,0.21775492032368976,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.00534971555074056,114.212.81.11,0.08469510078430176,host,172.27.151.145,0.12113332748413086,172.27.151.145,0.0065767765045166016
3,8.0,0.16921406984329224,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.0043939948081970215,114.212.81.11,0.06139993667602539,host,172.27.151.145,0.09861791133880615,172.27.151.145,0.004802227020263672
4,10.0,0.21738751729329425,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.005563020706176758,114.212.81.11,0.08423622449239095,host,172.27.151.145,0.1211698055267334,172.27.151.145,0.006418466567993164
5,13.0,0.165485680103302,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.004707217216491699,114.212.81.11,0.06460684537887573,host,172.27.151.145,0.09127539396286011,172.27.151.145,0.004896223545074463
6,15.0,0.21344693501790363,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.005161762237548828,114.212.81.11,0.08393669128417969,host,172.27.151.145,0.11773204803466797,172.27.151.145,0.006616433461507157
7,18.0,0.16529923677444458,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.004250705242156982,114.212.81.11,0.06690669059753418,host,172.27.151.145,0.08922308683395386,172.27.151.145,0.0049187541007995605
8,20.0,0.21812033653259277,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.009473323822021484,114.212.81.11,0.07816664377848308,host,172.27.151.145,0.12407771746317546,172.27.151.145,0.006402651468912765
9,23.0,0.1633453369140625,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.004358053207397461,114.212.81.11,0.061402082443237305,host,172.27.151.145,0.09147745370864868,172.27.151.145,0.006107747554779053
10,25.0,0.21368543306986493,46.0,1080p,10,JPEG,cloud,114.212.81.11,0.006930351257324219,114.212.81.11,0.08490387598673503,host,172.27.151.145,0.11540699005126953,172.27.151.145,0.006444215774536133
11,28.0,0.1646164059638977,46.0,360p,20,JPEG,cloud,114.212.81.11,0.005281269550323486,114.212.81.11,0.059619128704071045,host,172.27.151.145,0.09459477663040161,172.27.151.145,0.0051212310791015625
12,29.0,0.30457794666290283,46.0,360p,20,JPEG,cloud,114.212.81.11,0.009529948234558105,114.212.81.11,0.031104683876037598,host,172.27.151.145,0.21667075157165527,172.27.151.145,0.047272562980651855
13,30.0,0.24912798404693604,46.0,360p,20,JPEG,cloud,114.212.81.11,0.009428977966308594,114.212.81.11,0.026226520538330078,host,172.27.151.145,0.2004796266555786,172.27.151.145,0.01299285888671875
14,32.0,0.18394176165262857,80.6,360p,20,JPEG,cloud,114.212.81.11,0.00550691286722819,114.212.81.11,0.017643451690673828,host,172.27.151.145,0.13756211598714194,172.27.151.145,0.023229281107584626
15,33.0,0.23291540145874023,80.6,360p,20,JPEG,cloud,114.212.81.11,0.009098649024963379,114.212.81.11,0.024518966674804688,host,172.27.151.145,0.1903904676437378,172.27.151.145,0.008907318115234375
16,34.0,0.22169792652130127,80.6,360p,20,JPEG,cloud,114.212.81.11,0.008527159690856934,114.212.81.11,0.03030252456665039,host,172.27.151.145,0.1741795539855957,172.27.151.145,0.008688688278198242
17,35.0,0.2365354299545288,80.6,360p,20,JPEG,cloud,114.212.81.11,0.009099125862121582,114.212.81.11,0.02756786346435547,host,172.27.151.145,0.1906338930130005,172.27.151.145,0.00923454761505127
18,37.0,0.15725445747375488,80.6,360p,20,JPEG,cloud,114.212.81.11,0.0065691471099853516,114.212.81.11,0.016545534133911133,host,172.27.151.145,0.12921754519144693,172.27.151.145,0.004922231038411468
19,38.0,0.22493374347686768,80.6,360p,20,JPEG,cloud,114.212.81.11,0.008603334426879883,114.212.81.11,0.026223421096801758,host,172.27.151.145,0.1815192699432373,172.27.151.145,0.00858771800994873
20,39.0,0.21905601024627686,80.6,360p,20,JPEG,cloud,114.212.81.11,0.009930968284606934,114.212.81.11,0.02728736400604248,host,172.27.151.145,0.17374444007873535,172.27.151.145,0.00809323787689209
21,40.0,0.22810256481170654,80.6,1080p,1,JPEG,host,172.27.151.145,0.009083747863769531,172.27.151.145,0.02930915355682373,host,172.27.151.145,0.18140625953674316,172.27.151.145,0.008303403854370117
22,41.0,1.2974884510040283,80.6,1080p,1,JPEG,host,172.27.151.145,0.9471927881240845,172.27.151.145,0.10090088844299316,host,172.27.151.145,0.21585297584533691,172.27.151.145,0.03354179859161377
23,50.0,0.06676650047302246,80.6,1080p,1,JPEG,host,172.27.151.145,0.005696773529052734,172.27.151.145,0.019923591613769533,host,172.27.151.145,0.03491575717926025,172.27.151.145,0.006230378150939943
24,75.0,0.024833807578453652,80.6,1080p,1,JPEG,host,172.27.151.145,0.0016345886083749624,172.27.151.145,0.007563462624183068,host,172.27.151.145,0.013236385125380296,172.27.151.145,0.0023993712205153256
25,100.0,0.025736093521118164,80.6,1080p,1,JPEG,host,172.27.151.145,0.001639430339519794,172.27.151.145,0.007158435308016264,host,172.27.151.145,0.014556224529559795,172.27.151.145,0.0023820033440223112
26,125.0,0.02545524560488187,80.6,1080p,1,JPEG,host,172.27.151.145,0.0017991341077364408,172.27.151.145,0.007156500449547401,host,172.27.151.145,0.014063596725463867,172.27.151.145,0.0024360143221341633
27,150.0,0.025178487484271712,80.6,1080p,1,JPEG,host,172.27.151.145,0.0016335340646597056,172.27.151.145,0.007597528971158542,host,172.27.151.145,0.013428302911611704,172.27.151.145,0.0025191215368417594
28,175.0,0.026309059216425967,80.6,1080p,1,JPEG,host,172.27.151.145,0.0016101415340717023,172.27.151.145,0.007533146784855768,host,172.27.151.145,0.01385344908787654,172.27.151.145,0.0033123218096219563
29,200.0,0.02545185272510235,86.9,1080p,1,JPEG,host,172.27.151.145,0.0016112969471858097,172.27.151.145,0.007732886534470779,host,172.27.151.145,0.013811542437626766,172.27.151.145,0.0022961268058189956
30,225.0,0.025793616588299092,86.9,1080p,1,JPEG,host,172.27.151.145,0.0017608129061185396,172.27.151.145,0.007421961197486291,host,172.27.151.145,0.014154480053828312,172.27.151.145,0.002456362430865949
31,250.0,0.08847954640021691,86.9,360p,20,JPEG,cloud,114.212.81.11,0.0012654983080350435,114.212.81.11,0.00949257153731126,cloud,114.212.81.11,0.0746077665915856,114.212.81.11,0.0031137099632849996
32,251.0,0.13673996925354004,86.9,360p,20,JPEG,cloud,114.212.81.11,0.011407017707824707,114.212.81.11,0.03190934658050537,cloud,114.212.81.11,0.06225574016571045,114.212.81.11,0.03116786479949951
33,252.0,0.13026607036590576,86.9,360p,20,JPEG,cloud,114.212.81.11,0.010371804237365723,114.212.81.11,0.025397062301635742,cloud,114.212.81.11,0.060033440589904785,114.212.81.11,0.03446376323699951
34,253.0,0.12696444988250732,86.9,360p,20,JPEG,cloud,114.212.81.11,0.010407805442810059,114.212.81.11,0.025476574897766113,cloud,114.212.81.11,0.05981755256652832,114.212.81.11,0.03126251697540283
35,254.0,0.1386622190475464,86.9,360p,20,JPEG,cloud,114.212.81.11,0.01050865650177002,114.212.81.11,0.023639678955078125,cloud,114.212.81.11,0.0719228982925415,114.212.81.11,0.03259098529815674
36,255.0,0.14052224159240723,86.9,360p,20,JPEG,cloud,114.212.81.11,0.01097416877746582,114.212.81.11,0.026039481163024902,cloud,114.212.81.11,0.07200753688812256,114.212.81.11,0.031501054763793945
37,257.0,0.10930752754211426,86.9,360p,20,JPEG,cloud,114.212.81.11,0.0058871110280354815,114.212.81.11,0.020533879597981773,cloud,114.212.81.11,0.06116048494974772,114.212.81.11,0.02172605196634928
38,258.0,0.1411665678024292,86.9,360p,20,JPEG,cloud,114.212.81.11,0.012109637260437012,114.212.81.11,0.02297055721282959,cloud,114.212.81.11,0.07498180866241455,114.212.81.11,0.031104564666748047
39,259.0,0.13224029541015625,86.9,360p,20,JPEG,cloud,114.212.81.11,0.007654666900634766,114.212.81.11,0.02753925323486328,cloud,114.212.81.11,0.0624241828918457,114.212.81.11,0.0346221923828125
40,260.0,0.13923966884613037,86.9,360p,20,JPEG,cloud,114.212.81.11,0.008757948875427246,114.212.81.11,0.028526782989501953,cloud,114.212.81.11,0.06653916835784912,114.212.81.11,0.03541576862335205
41,262.0,0.1570584774017334,86.9,480p,20,JPEG,cloud,114.212.81.11,0.007512807846069336,114.212.81.11,0.015745004018147785,host,172.27.151.145,0.1284149487813314,172.27.151.145,0.005385716756184877
42,263.0,0.24711906909942627,86.9,480p,20,JPEG,cloud,114.212.81.11,0.009302735328674316,114.212.81.11,0.049953460693359375,host,172.27.151.145,0.17911362648010254,172.27.151.145,0.008749246597290039
43,264.0,0.25109434127807617,86.9,480p,20,JPEG,cloud,114.212.81.11,0.01142418384552002,114.212.81.11,0.053240418434143066,host,172.27.151.145,0.17717194557189941,172.27.151.145,0.009257793426513672
44,265.0,0.25598037242889404,86.9,480p,20,JPEG,cloud,114.212.81.11,0.012175917625427246,114.212.81.11,0.04872727394104004,host,172.27.151.145,0.1851891279220581,172.27.151.145,0.009888052940368652
45,267.0,0.1617143154144287,86.9,480p,20,JPEG,cloud,114.212.81.11,0.005184173583984375,114.212.81.11,0.033066352208455406,host,172.27.151.145,0.11754711469014485,172.27.151.145,0.005916674931844085
46,268.0,0.24986445903778076,86.9,480p,20,JPEG,cloud,114.212.81.11,0.008362889289855957,114.212.81.11,0.0457841157913208,host,172.27.151.145,0.1845470666885376,172.27.151.145,0.011170387268066406
47,269.0,0.22835302352905273,86.9,480p,20,JPEG,cloud,114.212.81.11,0.0076711177825927734,114.212.81.11,0.04219985008239746,host,172.27.151.145,0.16975152492523193,172.27.151.145,0.008730530738830566
48,270.0,0.2426161766052246,86.9,480p,20,JPEG,cloud,114.212.81.11,0.010813355445861816,114.212.81.11,0.04428696632385254,host,172.27.151.145,0.1797177791595459,172.27.151.145,0.0077980756759643555
49,272.0,0.20395692189534506,86.9,480p,20,JPEG,cloud,114.212.81.11,0.006530443827311198,114.212.81.11,0.030476172765096027,host,172.27.151.145,0.1562178134918213,172.27.151.145,0.010732491811116546
50,273.0,0.24031531810760498,86.9,480p,20,JPEG,cloud,114.212.81.11,0.010616898536682129,114.212.81.11,0.046883225440979004,host,172.27.151.145,0.1739957332611084,172.27.151.145,0.00881946086883545
51,274.0,0.23049867153167725,86.9,1080p,10,JPEG,host,172.27.151.145,0.009148836135864258,172.27.151.145,0.030381321907043457,host,172.27.151.145,0.18208062648773193,172.27.151.145,0.008887887001037598
52,275.0,0.3568756580352783,86.9,1080p,10,JPEG,host,172.27.151.145,0.021036505699157715,172.27.151.145,0.09520828723907471,host,172.27.151.145,0.20239078998565674,172.27.151.145,0.03824007511138916
53,278.0,0.16525369882583618,87.3,1080p,10,JPEG,host,172.27.151.145,0.010498225688934326,172.27.151.145,0.05023801326751709,host,172.27.151.145,0.08875322341918945,172.27.151.145,0.015764236450195312
54,280.0,0.2158478101094564,87.3,1080p,10,JPEG,host,172.27.151.145,0.014786005020141602,172.27.151.145,0.06679797172546387,host,172.27.151.145,0.11348327000935872,172.27.151.145,0.0207805633544922
55,283.0,0.16377103328704834,87.3,1080p,10,JPEG,host,172.27.151.145,0.012849748134613037,172.27.151.145,0.046284377574920654,host,172.27.151.145,0.08944398164749146,172.27.151.145,0.015192925930023193
56,285.0,0.22306720415751138,87.3,1080p,10,JPEG,host,172.27.151.145,0.01353311538696289,172.27.151.145,0.06205391883850098,host,172.27.151.145,0.1265080769856771,172.27.151.145,0.020972092946370424
57,288.0,0.16362732648849487,87.3,1080p,10,JPEG,host,172.27.151.145,0.01047813892364502,172.27.151.145,0.04932892322540283,host,172.27.151.145,0.0877036452293396,172.27.151.145,0.016116619110107422
58,290.0,0.21499300003051758,87.3,1080p,10,JPEG,host,172.27.151.145,0.015051603317260742,172.27.151.145,0.06318481763203938,host,172.27.151.145,0.11481523513793945,172.27.151.145,0.021941343943277986
59,293.0,0.16184580326080322,87.3,1080p,10,JPEG,host,172.27.151.145,0.010035574436187744,172.27.151.145,0.04922217130661011,host,172.27.151.145,0.08781450986862183,172.27.151.145,0.014773547649383545
60,295.0,0.21561082204182944,87.3,1080p,10,JPEG,host,172.27.151.145,0.015821456909179688,172.27.151.145,0.05954480171203613,host,172.27.151.145,0.11939748128255208,172.27.151.145,0.020847082138061537
61,298.0,0.11911743879318237,87.3,480p,10,JPEG,cloud,114.212.81.11,0.005520164966583252,114.212.81.11,0.06085306406021118,cloud,114.212.81.11,0.035501837730407715,114.212.81.11,0.017242372035980225
62,300.0,0.09999195734659831,87.3,480p,10,JPEG,cloud,114.212.81.11,0.007257699966430664,114.212.81.11,0.020236492156982422,cloud,114.212.81.11,0.05090800921122233,114.212.81.11,0.021589756011962898
63,303.0,0.07629388570785522,87.3,480p,10,JPEG,cloud,114.212.81.11,0.005383133888244629,114.212.81.11,0.01528310775756836,cloud,114.212.81.11,0.0398293137550354,114.212.81.11,0.015798330307006836
64,305.0,0.12239281336466472,87.3,480p,10,JPEG,cloud,114.212.81.11,0.00676266352335612,114.212.81.11,0.01902039845784505,cloud,114.212.81.11,0.07624975840250652,114.212.81.11,0.02035999298095703
65,308.0,0.07665187120437622,87.3,480p,10,JPEG,cloud,114.212.81.11,0.005680382251739502,114.212.81.11,0.015417933464050293,cloud,114.212.81.11,0.040403544902801514,114.212.81.11,0.015150010585784912
66,310.0,0.0878446896870931,87.3,480p,10,JPEG,cloud,114.212.81.11,0.007288455963134766,114.212.81.11,0.018881479899088543,cloud,114.212.81.11,0.04201865196228027,114.212.81.11,0.019656101862589516
67,313.0,0.07295513153076172,87.3,480p,10,JPEG,cloud,114.212.81.11,0.004103124141693115,114.212.81.11,0.014836728572845459,cloud,114.212.81.11,0.03627723455429077,114.212.81.11,0.017738044261932373
68,315.0,0.09559027353922527,87.3,480p,10,JPEG,cloud,114.212.81.11,0.0051068464914957685,114.212.81.11,0.019062360127766926,cloud,114.212.81.11,0.050780296325683594,114.212.81.11,0.020640770594278976
69,318.0,0.06554073095321655,87.3,480p,10,JPEG,cloud,114.212.81.11,0.003989458084106445,114.212.81.11,0.015816807746887207,cloud,114.212.81.11,0.029633283615112305,114.212.81.11,0.016101181507110596
70,320.0,0.0908063252766927,87.3,480p,10,JPEG,cloud,114.212.81.11,0.008604605992635092,114.212.81.11,0.019648234049479164,cloud,114.212.81.11,0.041074514389038086,114.212.81.11,0.02147897084554036
71,323.0,0.11850172281265259,87.3,360p,10,JPEG,cloud,114.212.81.11,0.006339907646179199,114.212.81.11,0.015906333923339844,host,172.27.151.145,0.09166485071182251,172.27.151.145,0.004590630531311035
72,325.0,0.1432175636291504,87.3,360p,10,JPEG,cloud,114.212.81.11,0.004891872406005859,114.212.81.11,0.01703468958536784,host,172.27.151.145,0.11573330561319987,172.27.151.145,0.005557696024576814
73,328.0,0.11185431480407715,87.3,360p,10,JPEG,cloud,114.212.81.11,0.0045049190521240234,114.212.81.11,0.015394210815429688,host,172.27.151.145,0.08766913414001465,172.27.151.145,0.004286050796508789
74,330.0,0.1488502025604248,87.3,360p,10,JPEG,cloud,114.212.81.11,0.006406625111897786,114.212.81.11,0.01686994234720866,host,172.27.151.145,0.11952964464823405,172.27.151.145,0.006043990453084305
75,333.0,0.11365920305252075,87.3,360p,10,JPEG,cloud,114.212.81.11,0.004136383533477783,114.212.81.11,0.012847959995269775,host,172.27.151.145,0.09285032749176025,172.27.151.145,0.0038245320320129395
76,335.0,0.15937074025472003,87.3,360p,10,JPEG,cloud,114.212.81.11,0.005703051884969075,114.212.81.11,0.018891175587972008,host,172.27.151.145,0.1292707920074463,172.27.151.145,0.005505720774332673
77,338.0,0.10493212938308716,87.3,360p,10,JPEG,cloud,114.212.81.11,0.004343569278717041,114.212.81.11,0.01353389024734497,host,172.27.151.145,0.08300060033798218,172.27.151.145,0.004054069519042969
78,340.0,0.15605823198954266,87.3,360p,10,JPEG,cloud,114.212.81.11,0.006347179412841797,114.212.81.11,0.018175443013509113,host,172.27.151.145,0.12383611996968587,172.27.151.145,0.007699489593505873
79,343.0,0.11404359340667725,87.3,360p,10,JPEG,cloud,114.212.81.11,0.0045052170753479,114.212.81.11,0.014251112937927246,host,172.27.151.145,0.0910719633102417,172.27.151.145,0.0042153000831604
80,345.0,0.15706475575764975,87.3,360p,10,JPEG,cloud,114.212.81.11,0.005540370941162109,114.212.81.11,0.02177294095357259,host,172.27.151.145,0.12459015846252441,172.27.151.145,0.005161285400390625
81,348.0,0.06309288740158081,87.3,360p,20,JPEG,host,172.27.151.145,0.011045873165130615,172.27.151.145,0.00979071855545044,cloud,114.212.81.11,0.03166252374649048,114.212.81.11,0.010593771934509277
82,349.0,0.1479017734527588,87.2,360p,20,JPEG,host,172.27.151.145,0.026914596557617188,172.27.151.145,0.041849374771118164,cloud,114.212.81.11,0.06279492378234863,114.212.81.11,0.016342878341674805
83,350.0,0.15290367603302002,87.2,360p,20,JPEG,host,172.27.151.145,0.026827216148376465,172.27.151.145,0.03752493858337402,cloud,114.212.81.11,0.06582021713256836,114.212.81.11,0.022731304168701172
84,352.0,0.08268173535664877,87.2,360p,20,JPEG,host,172.27.151.145,0.01383209228515625,172.27.151.145,0.012230157852172852,cloud,114.212.81.11,0.040633201599121094,114.212.81.11,0.01598628362019857
85,353.0,0.1219860315322876,87.2,360p,20,JPEG,host,172.27.151.145,0.021561145782470703,172.27.151.145,0.018781661987304688,cloud,114.212.81.11,0.06013762950897217,114.212.81.11,0.02150559425354004
86,354.0,0.12751638889312744,87.2,360p,20,JPEG,host,172.27.151.145,0.01976799964904785,172.27.151.145,0.0217592716217041,cloud,114.212.81.11,0.06053495407104492,114.212.81.11,0.025454163551330566
87,355.0,0.16458630561828613,87.2,360p,20,JPEG,host,172.27.151.145,0.020277738571166992,172.27.151.145,0.01968204975128174,cloud,114.212.81.11,0.09471786022186279,114.212.81.11,0.02990865707397461
88,357.0,0.09359486897786458,87.2,360p,20,JPEG,host,172.27.151.145,0.013334035873413086,172.27.151.145,0.013603766759236652,cloud,114.212.81.11,0.055287679036458336,114.212.81.11,0.011369387308756508
89,358.0,0.13447022438049316,87.2,360p,20,JPEG,host,172.27.151.145,0.020903944969177246,172.27.151.145,0.01888144016265869,cloud,114.212.81.11,0.08475911617279053,114.212.81.11,0.0099257230758667
90,359.0,0.16487503051757812,87.2,360p,20,JPEG,host,172.27.151.145,0.023129701614379883,172.27.151.145,0.05202889442443848,cloud,114.212.81.11,0.07105505466461182,114.212.81.11,0.01866137981414795
91,360.0,0.13462090492248535,87.2,360p,5,JPEG,host,172.27.151.145,0.02025473117828369,172.27.151.145,0.021192312240600586,cloud,114.212.81.11,0.0718379020690918,114.212.81.11,0.021335959434509277
92,361.0,0.12231040000915527,87.2,360p,5,JPEG,host,172.27.151.145,0.021029949188232422,172.27.151.145,0.019298553466796875,cloud,114.212.81.11,0.05960977077484131,114.212.81.11,0.022372126579284668
93,365.0,0.0477109432220459,87.2,360p,5,JPEG,host,172.27.151.145,0.00951991081237793,172.27.151.145,0.008112478256225587,cloud,114.212.81.11,0.02443547248840332,114.212.81.11,0.005643081665039063
94,370.0,0.0437697172164917,87.2,360p,5,JPEG,host,172.27.151.145,0.00695645809173584,172.27.151.145,0.006114602088928223,cloud,114.212.81.11,0.02274787425994873,114.212.81.11,0.007950782775878906
95,375.0,0.04207134246826172,87.2,360p,5,JPEG,host,172.27.151.145,0.007458607355753581,172.27.151.145,0.007042249043782552,cloud,114.212.81.11,0.020558834075927734,114.212.81.11,0.0070116519927978516
96,380.0,0.04071358839670817,87.2,360p,5,JPEG,host,172.27.151.145,0.007293264071146647,172.27.151.145,0.005983630816141765,cloud,114.212.81.11,0.019427935282389324,114.212.81.11,0.008008758227030434
97,385.0,0.04164508978525797,87.2,360p,5,JPEG,host,172.27.151.145,0.0067215363184611005,172.27.151.145,0.006371617317199706,cloud,114.212.81.11,0.02243200937906901,114.212.81.11,0.006119926770528156
98,390.0,0.04149961471557617,87.2,360p,5,JPEG,host,172.27.151.145,0.007640480995178223,172.27.151.145,0.006443222363789877,cloud,114.212.81.11,0.02009296417236328,114.212.81.11,0.007322947184244793
99,395.0,0.045052965482076004,87.2,360p,5,JPEG,host,172.27.151.145,0.007865269978841146,172.27.151.145,0.006883660952250162,cloud,114.212.81.11,0.02223825454711914,114.212.81.11,0.008065780003865559
100,400.0,0.04318710168202718,87.2,360p,5,JPEG,host,172.27.151.145,0.0068547725677490234,172.27.151.145,0.006466428438822428,cloud,114.212.81.11,0.02159249782562256,114.212.81.11,0.008273402849833172
101,405.0,0.04710002740224203,87.2,720p,5,JPEG,host,172.27.151.145,0.006464401880900065,172.27.151.145,0.006343642870585124,cloud,114.212.81.11,0.027678291002909344,114.212.81.11,0.006613691647847492
102,410.0,0.05375889937082927,87.2,720p,5,JPEG,host,172.27.151.145,0.008183797200520834,172.27.151.145,0.01717273394266764,cloud,114.212.81.11,0.022718350092569988,114.212.81.11,0.005684018135070801
103,415.0,0.05808397134145101,87.2,720p,5,JPEG,host,172.27.151.145,0.007079561551411946,172.27.151.145,0.016742626825968426,cloud,114.212.81.11,0.026602427164713543,114.212.81.11,0.0076593557993570975
104,420.0,0.04918217658996582,87.2,720p,5,JPEG,host,172.27.151.145,0.006871938705444336,172.27.151.145,0.01612985134124756,cloud,114.212.81.11,0.02014323075612386,114.212.81.11,0.006037155787150066
105,425.0,0.04906539122263591,87.2,720p,5,JPEG,host,172.27.151.145,0.006832242012023926,172.27.151.145,0.015764951705932617,cloud,114.212.81.11,0.020177721977233887,114.212.81.11,0.006290475527445476
106,430.0,0.051512877146403,87.2,720p,5,JPEG,host,172.27.151.145,0.007163802782694499,172.27.151.145,0.017622947692871094,cloud,114.212.81.11,0.020107428232828777,114.212.81.11,0.006618698438008625
107,435.0,0.05227994918823242,87.2,720p,5,JPEG,host,172.27.151.145,0.0068893829981486005,172.27.151.145,0.017094016075134277,cloud,114.212.81.11,0.02098699410756429,114.212.81.11,0.007309556007385254
108,440.0,0.06020899613698324,87.2,720p,5,JPEG,host,172.27.151.145,0.006747007369995117,172.27.151.145,0.01606297492980957,cloud,114.212.81.11,0.02991958459218343,114.212.81.11,0.007479429244995121
109,445.0,0.05271526177724202,87.2,720p,5,JPEG,host,172.27.151.145,0.006782253583272298,172.27.151.145,0.01613748073577881,cloud,114.212.81.11,0.02422491709391276,114.212.81.11,0.005570610364278156
110,450.0,0.04906900723775228,87.2,720p,5,JPEG,host,172.27.151.145,0.006821076075236003,172.27.151.145,0.015824317932128906,cloud,114.212.81.11,0.020583589871724445,114.212.81.11,0.0058400233586629255
111,455.0,0.08007458845774332,87.2,720p,5,JPEG,host,172.27.151.145,0.010294516881306967,172.27.151.145,0.03485492865244547,cloud,114.212.81.11,0.028136491775512695,114.212.81.11,0.006788651148478188
112,460.0,0.04994563261667888,87.2,720p,5,JPEG,host,172.27.151.145,0.007141629854838054,172.27.151.145,0.01630401611328125,cloud,114.212.81.11,0.020557602246602375,114.212.81.11,0.005942384401957195
