n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
113,465.0,0.04780387878417969,87.2,720p,5,JPEG,host,172.27.151.145,0.007061123847961426,172.27.151.145,0.015801469484965008,cloud,114.212.81.11,0.02013119061787923,114.212.81.11,0.0048100948333740234
114,470.0,0.04995930194854736,87.2,720p,5,JPEG,host,172.27.151.145,0.007765650749206543,172.27.151.145,0.015861868858337402,cloud,114.212.81.11,0.02001476287841797,114.212.81.11,0.006317019462585449
115,475.0,0.051181515057881675,87.2,720p,5,JPEG,host,172.27.151.145,0.0071506500244140625,172.27.151.145,0.01600960890452067,cloud,114.212.81.11,0.020528753598531086,114.212.81.11,0.007492502530415855
116,480.0,0.0630193551381429,87.2,720p,5,JPEG,host,172.27.151.145,0.010738054911295572,172.27.151.145,0.025756200154622398,cloud,114.212.81.11,0.020241498947143555,114.212.81.11,0.006283601125081379
117,485.0,0.05319730440775554,87.2,720p,5,JPEG,host,172.27.151.145,0.00682524840037028,172.27.151.145,0.018520553906758625,cloud,114.212.81.11,0.020555814107259113,114.212.81.11,0.007295687993367515
118,490.0,0.050823211669921875,87.2,720p,5,JPEG,host,172.27.151.145,0.006921847661336263,172.27.151.145,0.01738985379536947,cloud,114.212.81.11,0.02086007595062256,114.212.81.11,0.005651434262593586
119,495.0,0.05165811379750569,87.2,720p,5,JPEG,host,172.27.151.145,0.007731795310974121,172.27.151.145,0.016081929206848145,cloud,114.212.81.11,0.02049378554026286,114.212.81.11,0.007350603739420571
120,500.0,0.050047318140665695,87.2,720p,5,JPEG,host,172.27.151.145,0.0065841277440388995,172.27.151.145,0.01681653658548991,cloud,114.212.81.11,0.020989497502644856,114.212.81.11,0.005657156308492027
121,505.0,0.054827968279520675,87.2,720p,5,JPEG,host,172.27.151.145,0.007164359092712402,172.27.151.145,0.016564408938090008,cloud,114.212.81.11,0.025706013043721516,114.212.81.11,0.005393187204996746
122,510.0,0.04670914014180501,87.2,720p,5,JPEG,host,172.27.151.145,0.00695490837097168,172.27.151.145,0.015670498212178547,cloud,114.212.81.11,0.019492705663045246,114.212.81.11,0.004591027895609539
123,515.0,0.048599521319071456,87.2,720p,5,JPEG,host,172.27.151.145,0.007067044576009114,172.27.151.145,0.016255100568135582,cloud,114.212.81.11,0.01963321367899577,114.212.81.11,0.005644162495930988
124,520.0,0.05042628447214763,87.2,720p,5,JPEG,host,172.27.151.145,0.00668183962504069,172.27.151.145,0.017032702763875324,cloud,114.212.81.11,0.02013130982716878,114.212.81.11,0.006580432256062828
125,525.0,0.050190965334574386,87.2,720p,5,JPEG,host,172.27.151.145,0.008423646291097006,172.27.151.145,0.015824000040690102,cloud,114.212.81.11,0.019399166107177734,114.212.81.11,0.006544152895609539
126,530.0,0.056609392166137695,87.2,720p,5,JPEG,host,172.27.151.145,0.007057706514994304,172.27.151.145,0.01571551958719889,cloud,114.212.81.11,0.0290524959564209,114.212.81.11,0.004783670107523598
127,535.0,0.0508344570795695,87.2,720p,5,JPEG,host,172.27.151.145,0.007273276646931966,172.27.151.145,0.0157469113667806,cloud,114.212.81.11,0.02112158139546712,114.212.81.11,0.006692687670389812
128,540.0,0.04856185118357341,87.2,720p,5,JPEG,host,172.27.151.145,0.006803472836812337,172.27.151.145,0.015880544980367027,cloud,114.212.81.11,0.02070923646291097,114.212.81.11,0.005168596903483074
129,545.0,0.06169792016347249,87.2,720p,5,JPEG,host,172.27.151.145,0.007132252057393392,172.27.151.145,0.016699393590291343,cloud,114.212.81.11,0.031994024912516274,114.212.81.11,0.005872249603271484
130,550.0,0.07321230570475261,87.2,720p,5,JPEG,host,172.27.151.145,0.00929586092631022,172.27.151.145,0.02892843882242839,cloud,114.212.81.11,0.027608513832092285,114.212.81.11,0.0073794921239217146
131,555.0,0.05211035410563151,87.2,720p,5,JPEG,host,172.27.151.145,0.00693504015604655,172.27.151.145,0.017617503801981606,cloud,114.212.81.11,0.020910064379374187,114.212.81.11,0.006647745768229164
132,560.0,0.04882864157358805,87.2,720p,5,JPEG,host,172.27.151.145,0.008323311805725098,172.27.151.145,0.015918572743733723,cloud,114.212.81.11,0.020148873329162598,114.212.81.11,0.004437883694966633
