n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
1,1.0,2.1230746507644653,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.8039458990097046,114.212.81.11,0.1517125368118286,cloud,114.212.81.11,1.128970742225647,114.212.81.11,0.038445472717285156
2,2.0,0.22230792045593262,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.012828230857849121,114.212.81.11,0.11869120597839355,cloud,114.212.81.11,0.05820190906524658,114.212.81.11,0.03258657455444336
3,3.0,0.2229633331298828,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.010924339294433594,114.212.81.11,0.12177503108978271,cloud,114.212.81.11,0.05928003787994385,114.212.81.11,0.030983924865722656
4,4.0,0.20084428787231445,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.010254383087158203,114.212.81.11,0.10161137580871582,cloud,114.212.81.11,0.05853271484375,114.212.81.11,0.03044581413269043
5,5.0,0.20376741886138916,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.010524988174438477,114.212.81.11,0.10564398765563965,cloud,114.212.81.11,0.056702375411987305,114.212.81.11,0.03089606761932373
6,6.0,0.21419167518615723,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.008541584014892578,114.212.81.11,0.11450493335723877,cloud,114.212.81.11,0.056822896003723145,114.212.81.11,0.034322261810302734
7,7.0,0.2106494903564453,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.00925445556640625,114.212.81.11,0.11036908626556396,cloud,114.212.81.11,0.059554338455200195,114.212.81.11,0.0314716100692749
8,8.0,0.21272099018096924,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.00860297679901123,114.212.81.11,0.11399102210998535,cloud,114.212.81.11,0.05730128288269043,114.212.81.11,0.03282570838928223
9,9.0,0.23509013652801514,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.011179566383361816,114.212.81.11,0.11321520805358887,cloud,114.212.81.11,0.07393753528594971,114.212.81.11,0.036757826805114746
10,10.0,0.21803319454193115,51.5,1080p,30,JPEG,cloud,114.212.81.11,0.00864553451538086,114.212.81.11,0.11500978469848633,cloud,114.212.81.11,0.0608522891998291,114.212.81.11,0.03352558612823486
