n_loop,frame_id,all_delay,edge_mem_ratio,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_alignment_role,face_alignment_ip,face_alignment_proc_delay,face_alignment_trans_ip,face_alignment_trans_delay
1,25.0,0.0169142851462731,62.9,360p,1,JEPG,host,172.27.151.145,0.0030072652376615084,172.27.151.145,0.004118561744689941,cloud,114.212.81.11,0.004758211282583384,114.212.81.11,0.005030246881338267
2,50.0,0.016651025185218223,62.9,360p,1,JEPG,host,172.27.151.145,0.0021439515627347506,172.27.151.145,0.004458583318270169,cloud,114.212.81.11,0.006384638639596792,114.212.81.11,0.003663851664616512
3,75.0,0.018047195214491624,62.9,360p,1,JEPG,host,172.27.151.145,0.0026729382001436674,172.27.151.145,0.004582836077763485,cloud,114.212.81.11,0.004965626276456392,114.212.81.11,0.00582579466012808
4,100.0,0.019155465639554538,62.9,360p,1,JEPG,host,172.27.151.145,0.0020877948174109827,172.27.151.145,0.0044786104789147005,cloud,114.212.81.11,0.00449221867781419,114.212.81.11,0.008096841665414665
5,125.0,0.017740698961111214,62.9,360p,1,JEPG,host,172.27.151.145,0.002213588127723107,172.27.151.145,0.004264189646794246,cloud,114.212.81.11,0.0049552458983201245,114.212.81.11,0.006307675288273738
6,150.0,0.0158233825977032,62.9,360p,1,JEPG,host,172.27.151.145,0.002303792880131648,172.27.151.145,0.004637406422541692,cloud,114.212.81.11,0.005699937160198505,114.212.81.11,0.003182246134831355
7,175.0,0.014650885875408465,62.9,360p,1,JEPG,host,172.27.151.145,0.0021981275998629057,172.27.151.145,0.0041899497692401595,cloud,114.212.81.11,0.004493557489835299,114.212.81.11,0.0037692510164701017
8,200.0,0.020436782103318434,79.2,360p,1,JEPG,host,172.27.151.145,0.0026475191116333008,172.27.151.145,0.004737569735600398,cloud,114.212.81.11,0.009409510172330417,114.212.81.11,0.0036421830837543197
9,225.0,0.015290599602919359,79.2,360p,1,JEPG,host,172.27.151.145,0.0023045998353224536,172.27.151.145,0.0041476029616135815,cloud,114.212.81.11,0.004892871930049016,114.212.81.11,0.0039455248759343075
10,250.0,0.018851261872511644,79.2,360p,1,JEPG,host,172.27.151.145,0.0016619333854088415,172.27.151.145,0.00750557275918814,cloud,114.212.81.11,0.004393861843989446,114.212.81.11,0.005289893883925217
11,275.0,0.017649311285752516,79.2,360p,1,JEPG,host,172.27.151.145,0.0019670633169320915,172.27.151.145,0.0065593719482421875,cloud,114.212.81.11,0.0042939277795644906,114.212.81.11,0.004828948241013747
12,300.0,0.019145497908959024,79.2,360p,1,JEPG,host,172.27.151.145,0.0015553327707143931,172.27.151.145,0.0044046548696664665,cloud,114.212.81.11,0.005420006238497221,114.212.81.11,0.0077655040300809415
13,325.0,0.016254370029156025,79.2,360p,1,JEPG,host,172.27.151.145,0.0026614574285653923,172.27.151.145,0.005099039811354417,cloud,114.212.81.11,0.004659588520343487,114.212.81.11,0.0038342842688927287
14,350.0,0.013930705877450798,79.2,360p,1,JEPG,host,172.27.151.145,0.0021270146736731897,172.27.151.145,0.004283391512357272,cloud,114.212.81.11,0.004975465627817007,114.212.81.11,0.0025448340636033285
15,375.0,0.01848273093883808,79.2,360p,1,JEPG,host,172.27.151.145,0.001970822994525616,172.27.151.145,0.004375347724327674,cloud,114.212.81.11,0.008964226796076847,114.212.81.11,0.003172333423907941
16,400.0,0.01584369402665358,79.2,360p,1,JEPG,host,172.27.151.145,0.0023377583577082707,172.27.151.145,0.004321162517254169,cloud,114.212.81.11,0.005099351589496319,114.212.81.11,0.004085421562194823
17,425.0,0.020918937829824596,79.2,360p,1,JEPG,host,172.27.151.145,0.002116698485154372,172.27.151.145,0.004291020906888522,cloud,114.212.81.11,0.010654394443218525,114.212.81.11,0.0038568239945631754
18,450.0,0.017493027907151442,79.2,360p,1,JEPG,host,172.27.151.145,0.002143566425030048,172.27.151.145,0.0044738971270047705,cloud,114.212.81.11,0.007675033349257249,114.212.81.11,0.003200531005859375
19,475.0,0.018294343581566445,79.5,360p,1,JEPG,host,172.27.151.145,0.0023543926385732796,172.27.151.145,0.006556831873380221,cloud,114.212.81.11,0.004886104510380671,114.212.81.11,0.004497014559232271
20,500.0,0.016879191765418418,79.5,360p,1,JEPG,host,172.27.151.145,0.002279070707467886,172.27.151.145,0.004298907059889574,cloud,114.212.81.11,0.006070778920100286,114.212.81.11,0.004230435077960675
21,525.0,0.01935895589681772,79.5,360p,1,JEPG,host,172.27.151.145,0.001902305162869967,172.27.151.145,0.007817378410926232,cloud,114.212.81.11,0.004319842045123761,114.212.81.11,0.005319430277897761
22,550.0,0.013445294820345365,79.5,360p,1,JEPG,host,172.27.151.145,0.0016457117520845854,172.27.151.145,0.003955235848060021,cloud,114.212.81.11,0.004407525062561035,114.212.81.11,0.0034368221576397233
23,575.0,0.01762060935680683,79.5,360p,1,JEPG,host,172.27.151.145,0.0021868393971369816,172.27.151.145,0.004522231908944937,cloud,114.212.81.11,0.008379046733562764,114.212.81.11,0.002532491317162147
24,600.0,0.0140458345413208,79.5,360p,1,JEPG,host,172.27.151.145,0.002323820040776179,172.27.151.145,0.004145613083472619,cloud,114.212.81.11,0.004416520778949444,114.212.81.11,0.0031598806381225586
25,625.0,0.015393706468435433,79.5,360p,1,JEPG,host,172.27.151.145,0.0017051054881169246,172.27.151.145,0.0039915946813730094,cloud,114.212.81.11,0.004389084302462065,114.212.81.11,0.005307921996483435
26,650.0,0.014898547759422889,79.5,360p,1,JEPG,host,172.27.151.145,0.0019519970967219425,172.27.151.145,0.0043014563046968905,cloud,114.212.81.11,0.005264410605797401,114.212.81.11,0.0033806837522066552
27,675.0,0.0149003267288208,79.5,360p,1,JEPG,host,172.27.151.145,0.0016666192274827224,172.27.151.145,0.0041771393555861255,cloud,114.212.81.11,0.0045603788816011865,114.212.81.11,0.004496189264150767
28,700.0,0.016555226766146146,79.5,360p,1,JEPG,host,172.27.151.145,0.0026666751274695764,172.27.151.145,0.0047958172284639795,cloud,114.212.81.11,0.004536197735713079,114.212.81.11,0.004556536674499511
29,725.0,0.014663219451904297,79.5,360p,1,JEPG,host,172.27.151.145,0.0021137090829702523,172.27.151.145,0.004223924416762132,cloud,114.212.81.11,0.004593381514916053,114.212.81.11,0.0037322044372558594
30,750.0,0.015027211262629582,79.4,360p,1,JEPG,host,172.27.151.145,0.0025573418690608097,172.27.151.145,0.00422209959763747,cloud,114.212.81.11,0.004525166291456956,114.212.81.11,0.0037226035044743457
31,775.0,0.013977931096003607,79.4,360p,1,JEPG,host,172.27.151.145,0.001558826519892766,172.27.151.145,0.004022497397202712,cloud,114.212.81.11,0.004344921845656175,114.212.81.11,0.004051685333251953
32,800.0,0.01993978940523588,79.4,360p,1,JEPG,host,172.27.151.145,0.002054003568796011,172.27.151.145,0.004280209541320801,cloud,114.212.81.11,0.00818646871126615,114.212.81.11,0.005419107583852915
33,825.0,0.01598086723914513,79.4,360p,1,JEPG,host,172.27.151.145,0.0017089935449453501,172.27.151.145,0.004075985688429613,cloud,114.212.81.11,0.007822311841524564,114.212.81.11,0.0023735761642456055
34,850.0,0.017864080575796276,79.4,360p,1,JEPG,host,172.27.151.145,0.003229223764859713,172.27.151.145,0.005924444932204027,cloud,114.212.81.11,0.004611849784851074,114.212.81.11,0.00409856209388146
35,875.0,0.014616920397831844,79.4,360p,1,JEPG,host,172.27.151.145,0.0016684532165527344,172.27.151.145,0.004048585891723633,cloud,114.212.81.11,0.005106990153972919,114.212.81.11,0.003792891135582558
36,900.0,0.0152282531444843,79.4,360p,1,JEPG,host,172.27.151.145,0.0018622600115262545,172.27.151.145,0.004014712113600511,cloud,114.212.81.11,0.004498041593111479,114.212.81.11,0.0048532394262460555
