n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
34,850.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4316.1878643315285,0.0,0.024547705283531774,0.001856868083660419,0.0065883306356576765,0.013813339746915378,0.0022891668172983007,80.0
35,875.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4368.998915858932,0.0,0.024814871641305775,0.0018610404087946964,0.006936403421255258,0.013623916185819186,0.002393511625436634,80.0
36,900.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4479.206717439395,0.0,0.024982727490938626,0.001793962258559007,0.0067662550852848925,0.01406097412109375,0.0023615360260009766,80.0
37,925.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4499.353299888915,0.0,0.024288865236135628,0.001832907016460712,0.006282604657686674,0.013786242558405949,0.0023871110035822932,80.0
38,950.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4426.2812960835045,0.0,0.026269059914809007,0.0016332039466271033,0.007251244324904222,0.014916933499849759,0.0024676781434279232,79.9
39,975.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4351.046280908731,0.0,0.025673719552847057,0.0022074259244478666,0.007466848079974836,0.013064732918372521,0.0029347126300518344,79.9
40,1000.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4434.782628338651,0.0,0.024571152833791878,0.001638183226952186,0.007289813115046574,0.01305855237520658,0.002584604116586538,79.9
41,1025.0,7,4,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4368.687418608593,0.0,0.025711261309110202,0.001767882933983436,0.0067762228158804085,0.01471557066990779,0.0024515848893385678,79.9
42,1050.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4534.733684852453,0.0,0.023244307591364935,0.0015756533696101261,0.0062463742036085864,0.013045393503629245,0.002376886514516976,79.9
43,1075.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4442.786444497062,0.0,0.025153187605050892,0.0016472798127394456,0.006795571400569036,0.014166492682236891,0.002543843709505521,79.9
44,1100.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4381.330773126932,0.0,0.024781162922198955,0.0016531118979820837,0.006442271746121921,0.014381821338947002,0.0023039579391479492,79.9
45,1125.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4423.371167707656,0.0,0.026188217676602878,0.0016603744946993315,0.006784209838280311,0.015415191650390625,0.0023284416932326107,79.9
46,1150.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4302.759550932363,0.0,0.03301640657278208,0.0019399294486412634,0.00932002067565918,0.017287483582129844,0.0044689728663517905,79.9
47,1175.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4607.757939757081,0.0,0.024572354096632738,0.0017214463307307316,0.007494229536790115,0.01301273932823768,0.0023439389008742106,79.9
48,1200.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4357.094938770701,0.0,0.024378666510948766,0.0017627844443688025,0.006861549157362718,0.01347493208371676,0.0022794008255004865,79.9
49,1225.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4381.23731898114,0.0,0.023698980991656966,0.0018653777929452749,0.006678186930142917,0.012823939323425293,0.00233147694514348,79.9
50,1250.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4398.211884199908,0.0,0.025775762704702526,0.0017457283460176908,0.007345914840698242,0.01429920013134296,0.0023849193866436313,80.0
51,1275.0,7,4,host,172.27.133.85,host,172.27.133.85,JEPG,1,1080p,7.0,4312.661219763403,0.0,0.025415924879220814,0.002641742046062763,0.007421676929180439,0.012982955345740685,0.0023695505582369287,80.0
