n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,1.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,369.3051046097867,1,1.8205068111419678,0.761554479598999,0.03737175464630127,0.9821950197219849,0.03938555717468262,62.0
2,2.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,368.9452218851906,1,0.1472029685974121,0.009333491325378418,0.03335714340209961,0.0679546594619751,0.036557674407958984,62.0
3,3.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,364.4098925240022,1,0.16291189193725586,0.008892416954040527,0.03195798397064209,0.07989776134490967,0.042163729667663574,62.0
4,4.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,364.3589578811079,1,0.13448786735534668,0.008982300758361816,0.033154845237731934,0.05966746807098389,0.03268325328826904,62.0
5,5.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,368.3053943863114,1,0.14985108375549316,0.02029120922088623,0.03586697578430176,0.059054017066955566,0.03463888168334961,62.0
6,6.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,367.0512016771744,0.0,0.12949633598327637,0.008395791053771973,0.030181288719177246,0.05889761447906494,0.03202164173126221,62.0
7,7.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,364.02467375390034,0.0,0.13148796558380127,0.007169842720031738,0.029323697090148926,0.05927598476409912,0.035718441009521484,62.0
8,8.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,356.535366909566,0.0,0.1389751434326172,0.011594891548156738,0.02980196475982666,0.059069156646728516,0.03850913047790527,62.0
9,9.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,355.7537285345191,0.0,0.12585854530334473,0.007683157920837402,0.02595996856689453,0.0604478120803833,0.03176760673522949,62.0
10,10.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,353.9062502495529,0.0,0.15148532390594482,0.009265303611755371,0.027377605438232422,0.08189046382904053,0.032951951026916504,62.0
11,11.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,359.19574870885117,0.0,0.13065719604492188,0.009334087371826172,0.02662193775177002,0.059790849685668945,0.03491032123565674,62.0
12,12.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,352.53532879312326,0.0,0.13925445079803467,0.009230971336364746,0.024683594703674316,0.07376909255981445,0.03157079219818115,62.0
13,13.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,355.8322778829565,0.0,0.13732171058654785,0.009550333023071289,0.030051231384277344,0.05882000923156738,0.038900136947631836,62.0
14,14.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,360.2696677436387,0.0,0.13790929317474365,0.009276032447814941,0.030784130096435547,0.057471394538879395,0.04037773609161377,62.0
15,15.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,355.43759715331754,0.0,0.13658428192138672,0.009264707565307617,0.02456367015838623,0.05923032760620117,0.0435255765914917,62.0
16,16.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,355.4243060437272,0.0,0.1692906618118286,0.009360074996948242,0.03162801265716553,0.09064745903015137,0.03765511512756348,62.0
17,17.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,360.96953388392495,0.0,0.1443706750869751,0.009009480476379395,0.026857376098632812,0.06720232963562012,0.04130148887634277,62.0
18,18.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,369.02076407097877,0.0,0.13939595222473145,0.008000373840332031,0.028733134269714355,0.06869328022003174,0.03396916389465332,62.0
19,19.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,366.52164418078195,0.0,0.14453601837158203,0.009858846664428711,0.02917766571044922,0.06807470321655273,0.03742480278015137,62.0
20,20.0,7,5,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,362.82344861999655,0.0,0.13881194591522217,0.00736081600189209,0.029059886932373047,0.068778395652771,0.033612847328186035,62.0
21,21.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,369.7133847325375,0.0,0.14543402194976807,0.008209466934204102,0.02963697910308838,0.07169163227081299,0.0358959436416626,62.0
22,22.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,368.51805966493805,0.0,0.14094281196594238,0.008569717407226562,0.028893709182739258,0.06603741645812988,0.03744196891784668,62.0
23,23.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,363.9744339615073,0.0,0.14368247985839844,0.010209798812866211,0.0285567045211792,0.07207870483398438,0.03283727169036865,62.0
24,24.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,360.9762131235496,0.0,0.13917171955108643,0.009932518005371094,0.02878701686859131,0.06751799583435059,0.03293418884277344,62.0
25,25.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,367.5583719669043,0.0,0.13634204864501953,0.008579730987548828,0.026392459869384766,0.0655672550201416,0.035802602767944336,62.0
26,26.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,362.7378810492145,0.0,0.13973736763000488,0.007516741752624512,0.02935004234313965,0.06700658798217773,0.03586399555206299,62.0
27,27.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,360.3464123923165,0.0,0.14603865146636963,0.009539484977722168,0.029925107955932617,0.0680398941040039,0.03853416442871094,62.0
28,28.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,364.90658455164936,0.0,0.145196795463562,0.00993335247039795,0.02988600730895996,0.06720805168151855,0.03816938400268555,62.0
29,29.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,366.0353986674828,0.0,0.1423330307006836,0.009190917015075684,0.02958095073699951,0.06756830215454102,0.03599286079406738,62.0
30,30.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,357.02470925823684,0.0,0.13667058944702148,0.009237051010131836,0.03068864345550537,0.05961132049560547,0.03713357448577881,62.0
31,31.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,361.7959985532881,0.0,0.14001286029815674,0.011543750762939453,0.02846705913543701,0.06883978843688965,0.031162261962890625,62.0
32,32.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,362.7320226295186,0.0,0.1271367073059082,0.007693767547607422,0.025425434112548828,0.06301140785217285,0.0310060977935791,62.0
33,33.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,363.35091703440827,0.0,0.139001727104187,0.009206891059875488,0.029820799827575684,0.0638737678527832,0.03610026836395264,62.0
34,34.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,365.9676941788722,0.0,0.17584145069122314,0.007296085357666016,0.027616143226623535,0.10127842426300049,0.039650797843933105,62.0
35,35.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,359.69819336501365,0.0,0.15741634368896484,0.007345914840698242,0.026775598526000977,0.08885371685028076,0.03444111347198486,62.0
36,36.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,360.3155197617598,0.0,0.13536560535430908,0.009434342384338379,0.02822697162628174,0.05959749221801758,0.03810679912567139,62.0
37,37.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,365.7945730677623,0.0,0.16234934329986572,0.010903716087341309,0.028201580047607422,0.05866217613220215,0.06458187103271484,62.0
38,38.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,368.0949746980997,0.0,0.1310713291168213,0.007349848747253418,0.028780698776245117,0.05960345268249512,0.03533732891082764,62.0
39,39.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,368.51419427018016,0.0,0.1251894235610962,0.0073746442794799805,0.0274655818939209,0.05894792079925537,0.03140127658843994,62.0
40,40.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,376.2386517070866,0.0,0.13345122337341309,0.0073539018630981445,0.03359580039978027,0.05798900127410889,0.03451251983642578,62.0
41,41.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,378.0067847714568,0.0,0.12509167194366455,0.007197737693786621,0.023964285850524902,0.06117892265319824,0.032750725746154785,62.0
42,42.0,7,6,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,376.38184868908553,0.0,0.13110888004302979,0.007287502288818359,0.027684807777404785,0.057854652404785156,0.038281917572021484,62.3
43,43.0,7,7,cloud,114.212.81.11,cloud,114.212.81.11,JEPG,30,360p,7.0,369.3051046097867,0.0,0.13004529476165771,0.007187843322753906,0.03154933452606201,0.05791783332824707,0.03339028358459473,62.3
