n_loop,frame_id,total,up,d_role,d_ip,a_role,a_ip,encoder,fps,reso,obj_n,obj_size,obj_stable,all_delay,d_proc_delay,d_trans_delay,a_proc_delay,a_trans_delay,edge_mem_ratio
1,25.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,367.54839953433424,1,0.20664587387671837,0.08406992142017071,0.0019115209579467773,0.11837045045999381,0.0022939810386070764,77.2
2,50.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,356.55772862967984,1,0.01862337039067195,0.0018581518760094275,0.001614194649916429,0.012978480412409855,0.0021725434523362386,77.2
3,75.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,363.38516937738416,1,0.019384365815382738,0.0017080031908475435,0.0014425974625807544,0.013986908472501315,0.002246856689453125,77.2
4,100.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,355.46729163951903,1,0.018175317690922663,0.0016876734220064604,0.0014514189500075118,0.012884809420658993,0.002151415898249699,77.2
5,125.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,378.0222853401418,1,0.018562922110924356,0.001852851647597093,0.0016037867619441107,0.012800647662236141,0.00230563603914701,77.2
6,150.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,360.9922811577479,0.0,0.021079164284926195,0.0017100664285513072,0.00150145934178279,0.0155487610743596,0.0023188774402324967,77.2
7,175.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,364.06375076143223,0.0,0.018293536626375638,0.0015860154078556942,0.0015346362040593075,0.012871247071486253,0.002301637942974383,77.2
8,200.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,362.7463924251247,0.0,0.01879885563483605,0.0015281989024235653,0.0014456418844369743,0.013614003474895772,0.0022110113730797396,77.2
9,225.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,355.4587573556554,0.0,0.019985024745647725,0.0016095821674053485,0.001410979491013747,0.014667566006000225,0.002296897081228405,77.2
10,250.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,376.26580140024555,0.0,0.018200626740088828,0.0015679047657893254,0.0014902353286743164,0.012846799997182993,0.002295686648442194,77.2
11,275.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,364.0178059011024,0.0,0.0193710602246798,0.0016867380875807542,0.0014875485346867486,0.014043386165912334,0.0021533874364999643,77.2
12,300.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,367.1148629327072,0.0,0.019246880824749287,0.0015924435395460862,0.0015665384439321665,0.013871559729942909,0.0022163391113281267,77.2
13,325.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,361.8383562903286,0.0,0.020321497550377477,0.001874694457420936,0.0015127108647273134,0.01456610056070181,0.0023679916675274186,79.2
14,350.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,360.268201243756,0.0,0.02015974888434777,0.0015363234740037185,0.0014847425314096303,0.01463486598088191,0.00250381689805251,79.2
15,375.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,368.5520877952305,0.0,0.01829221615424523,0.001535635728102464,0.001625812970674955,0.012981121356670674,0.002149646098797137,79.2
16,400.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,368.55729615211436,0.0,0.018828767996567946,0.0018691007907573993,0.0014691719642052285,0.013258805641761193,0.002231689599844126,79.2
17,425.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,368.3390399195778,0.0,0.018644085297217738,0.0016300219755906325,0.0015198725920457107,0.013348194269033579,0.002145996460547814,79.2
18,450.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,357.0559584401781,0.0,0.019493350615868203,0.0015237789887648362,0.0014436886860774115,0.0142442354789147,0.0022816474621112533,79.2
19,475.0,7,6,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,355.85902047901516,0.0,0.019685332591717057,0.0015446314444908728,0.0014280447593102087,0.014406149203960713,0.0023065071839552635,79.2
20,500.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,368.0763955902117,0.0,0.019370060700636644,0.001580375891465407,0.0014815697303185097,0.014057544561532827,0.002250570517319901,79.2
21,525.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,369.7511444865959,0.0,0.018215289482703574,0.0015779275160569411,0.0015100424106304462,0.012701199604914738,0.0024261199511014502,79.2
22,550.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,364.39309558113536,0.0,0.020400725878202,0.0016234562947199894,0.0016232728958129883,0.014715974147503193,0.0024380225401658268,79.2
23,575.0,7,7,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,366.0815537182581,0.0,0.018266503627483662,0.001524824362534743,0.0015229078439565806,0.012760226543133076,0.002458544877859261,79.2
24,600.0,7,5,host,172.27.133.85,host,172.27.133.85,JEPG,1,360p,7.0,352.54740908443426,0.0,0.018891627971942607,0.0015744612767146183,0.0014479435407198393,0.013597901050861064,0.0022713221036470867,79.2
