n_loop,frame_id,all_delay,obj_n,bandwidth,reso,fps,encoder,face_detection_role,face_detection_ip,face_detection_proc_delay,face_detection_trans_ip,face_detection_trans_delay,face_detection_cpu_util_limit,face_detection_cpu_util_use,face_detection_mem_util_limit,face_detection_mem_util_use,gender_classification_role,gender_classification_ip,gender_classification_proc_delay,gender_classification_trans_ip,gender_classification_trans_delay,gender_classification_cpu_util_limit,gender_classification_cpu_util_use,gender_classification_mem_util_limit,gender_classification_mem_util_use
1,25.0,0.004974209345304049,1,68083.25882845715,360p,1,JPEG,cloud,114.212.81.11,0.004029457385723407,114.212.81.11,0.0018380330159113957,1.0,0.041708333333333326,1.0,9.04541951556312e-05,cloud,114.212.81.11,0.0009447519595806415,114.212.81.11,0.002579138829157903,1.0,0.658875,1.0,0.00024180764391478542
2,50.0,0.003896456498366136,1,68083.25882845715,360p,1,JPEG,cloud,114.212.81.11,0.003574985724229079,114.212.81.11,0.0014280355893648588,1.0,0.035812500000000004,1.0,9.741454311479878e-05,cloud,114.212.81.11,0.0003214707741370568,114.212.81.11,0.0024265142587515023,1.0,0.7644375000000001,1.0,0.0002443855505663289
3,75.0,0.0040279901944673974,1,68083.25882845715,360p,1,JPEG,cloud,114.212.81.11,0.003708069141094501,114.212.81.11,0.0016631163083589999,1.0,0.03454166666666667,1.0,9.689896178449007e-05,cloud,114.212.81.11,0.0003199210533728966,114.212.81.11,0.0024877236439631535,1.0,0.7876666666666666,1.0,0.00024154985324963103
4,100.0,0.004064128949091985,1,68083.25882845715,360p,1,JPEG,cloud,114.212.81.11,0.0037702413705679085,114.212.81.11,0.0017651044405423682,1.0,0.036104166666666666,1.0,9.689896178449007e-05,cloud,114.212.81.11,0.00029388757852407603,114.212.81.11,0.0025925361193143404,1.0,0.75375,1.0,0.0002415801815631786
5,125.0,0.00419010565831111,1,89704.74262315148,360p,1,JPEG,cloud,114.212.81.11,0.0038599601158728967,114.212.81.11,0.017043581375708945,1.0,0.03525,1.0,9.689896178449007e-05,cloud,114.212.81.11,0.00033014554243821365,114.212.81.11,0.00939631462097168,1.0,0.7654166666666667,1.0,0.0002415801815631786
6,150.0,0.003947725662818322,1,89704.74262315148,360p,1,JPEG,cloud,114.212.81.11,0.0036249160766601562,114.212.81.11,0.011270513901343713,1.0,0.033125,1.0,9.689896178449007e-05,cloud,114.212.81.11,0.0003228095861581656,114.212.81.11,0.0046453842749962435,1.0,0.7850833333333332,1.0,0.0002415801815631786
7,175.0,0.004469678952143743,1,37243.218258229004,360p,1,JPEG,cloud,114.212.81.11,0.004136965825007512,114.212.81.11,0.0013082210834209733,1.0,0.0348125,1.0,9.689896178449007e-05,cloud,114.212.81.11,0.00033271312713623047,114.212.81.11,0.002390338824345515,1.0,0.8107708333333333,1.0,0.0002415953457199524
8,200.0,0.010863074889549842,1,37243.218258229004,360p,1,JPEG,host,192.168.1.7,0.010568334506108211,192.168.1.7,0.00345475857074444,0.3,0.1575,1.0,0.002664916898436393,cloud,114.212.81.11,0.0002947403834416316,114.212.81.11,0.002530189660879282,1.0,0.7221458333333334,1.0,0.0002415953457199524
9,225.0,0.010597274853633001,1,37243.218258229004,360p,1,JPEG,host,192.168.1.7,0.010245148952190693,192.168.1.7,0.002991327872643104,0.3,0.1688333333333333,1.0,0.0029209199207633364,cloud,114.212.81.11,0.0003521259014423077,114.212.81.11,0.0024283482478215145,1.0,0.7422708333333333,1.0,0.0002415953457199524
10,250.0,0.010500651139479417,1,37243.218258229004,360p,1,JPEG,host,192.168.1.7,0.010170560616713304,192.168.1.7,0.002964588312002329,0.3,0.17,1.0,0.0029209199207633364,cloud,114.212.81.11,0.0003300905227661133,114.212.81.11,0.0026408617313091573,1.0,0.7401875000000001,1.0,0.0002415953457199524
11,275.0,0.010582612111018255,1,108723.83995229419,360p,1,JPEG,host,192.168.1.7,0.010255070833059458,192.168.1.7,0.002826883242680475,0.3,0.16233333333333336,1.0,0.0029209199207633364,cloud,114.212.81.11,0.0003275412779587966,114.212.81.11,0.002318162184495192,1.0,0.7716250000000001,1.0,0.0002415953457199524
12,300.0,0.012234210968017578,1,108723.83995229419,360p,1,JPEG,host,192.168.1.7,0.011811934984647311,192.168.1.7,0.0037296643623938915,0.3,0.1465,1.0,0.0029209199207633364,cloud,114.212.81.11,0.00042227598337026744,114.212.81.11,0.002561660913320688,1.0,0.78875,1.0,0.0002415953457199524
13,325.0,0.010570837901188778,1,108723.83995229419,360p,1,JPEG,host,192.168.1.7,0.010258757151090182,192.168.1.7,0.002831404025738055,0.3,0.16233333333333336,1.0,0.0029209199207633364,cloud,114.212.81.11,0.0003120807500985953,114.212.81.11,0.0034473400849562423,1.0,0.8101666666666668,1.0,0.0002415953457199524
14,350.0,0.010738941339346077,1,72045.64860582691,360p,1,JPEG,host,192.168.1.7,0.010420964314387394,192.168.1.7,0.0035994236285869907,0.3,0.16583333333333333,1.0,0.0029209199207633364,cloud,114.212.81.11,0.0003179770249586839,114.212.81.11,0.015121680039625902,1.0,0.7697708333333333,1.0,0.0002415953457199524
15,375.0,0.016362758783193734,1,72045.64860582691,360p,1,JPEG,host,192.168.1.7,0.0101624818948599,192.168.1.7,0.002905909831707295,0.3,0.17016666666666666,1.0,0.0029209199207633364,host,192.168.1.7,0.006200276888333834,192.168.1.7,0.0024306957538311304,0.7,0.36133333333333334,1.0,0.007094514824563366
16,400.0,0.013914667643033542,1,96298.90301084009,360p,1,JPEG,host,192.168.1.7,0.010209092727074256,192.168.1.7,0.002721126262958234,0.3,0.16316666666666668,1.0,0.0029020303773683387,host,192.168.1.7,0.0037055749159592847,192.168.1.7,0.002289203497079703,0.7,0.5175,1.0,0.007203378245708221
17,425.0,0.013928844378544733,1,96298.90301084009,360p,1,JPEG,host,192.168.1.7,0.010192449276263896,192.168.1.7,0.0038206944098839405,0.3,0.16333333333333333,1.0,0.0029020303773683387,host,192.168.1.7,0.003736395102280837,192.168.1.7,0.00254210141988901,0.7,0.5125000000000001,1.0,0.007203875338955458
18,450.0,0.017324291742764987,1,96298.90301084009,360p,1,JPEG,host,192.168.1.7,0.010186030314518856,192.168.1.7,0.0036829068110539355,0.3,0.16983333333333336,1.0,0.0029020303773683387,host,192.168.1.7,0.007138261428246131,192.168.1.7,0.0026895908208993766,0.7,0.305,1.0,0.007203875338955458
19,475.0,0.01341095337500939,1,107694.37083322705,360p,1,JPEG,host,192.168.1.7,0.010326147079467773,192.168.1.7,0.00491193624643179,0.3,0.16133333333333333,1.0,0.0029020303773683387,host,192.168.1.7,0.0030848062955416166,192.168.1.7,0.0024473667144775386,0.7,0.622,1.0,0.007203875338955458
20,500.0,0.016202193040114183,1,107694.37083322705,360p,1,JPEG,host,192.168.1.7,0.01037135491004357,192.168.1.7,0.0032647573030911963,0.3,0.1668333333333333,1.0,0.0029020303773683387,host,192.168.1.7,0.005830838130070613,192.168.1.7,0.0024333550379826473,0.7,0.32916666666666666,1.0,0.007203875338955458
21,525.0,0.015010742040780874,1,107694.37083322705,360p,1,JPEG,host,192.168.1.7,0.010253814550546499,192.168.1.7,0.0031052185938908513,0.3,0.16866666666666666,1.0,0.0029020303773683387,host,192.168.1.7,0.004756927490234375,192.168.1.7,0.002309955083406889,0.7,0.4306666666666666,1.0,0.007203875338955458
22,550.0,0.014098891845116248,1,102215.01682250074,360p,1,JPEG,host,192.168.1.7,0.010160079369178185,192.168.1.7,0.0029334563475388754,0.3,0.17016666666666666,1.0,0.0029020303773683387,host,192.168.1.7,0.003938812475938063,192.168.1.7,0.002315998077392578,0.7,0.5036666666666666,1.0,0.007203875338955458
